instance_id,seed,customer_count,protected_stage_1_cost,candidate_final_cost,candidate_minus_stage_1,strict_improvement_over_stage_1,HGS-F_cost,HGS-E_cost,HGS-M_cost,best_current_single_view_cost,candidate_minus_best_current_single_view,strict_route_fusion_improvement,strict_win_over_HGS-E,strict_win_over_HGS-M,zero_loss_to_all_views,warm_route_types_preserved,historical_population_archive_enabled,historical_population_snapshot_count,historical_population_candidate_references,historical_diversity_selected_count,historical_stage_snapshot_gate,historical_stage_archive_use_gate,complete_candidate_attempts,base_route_pool_size,expanded_route_pool_size,selected_source,base_source,base_mip_status,base_mip_dual_bound,base_mip_gap,expanded_mip_status,expanded_mip_dual_bound,expanded_mip_gap,elapsed_seconds,HGS-F_curve_points,HGS-F_strict_decreases,HGS-E_curve_points,HGS-E_strict_decreases,HGS-M_curve_points,HGS-M_strict_decreases,MV-HGS-SP_curve_points,MV-HGS-SP_strict_decreases,main_curve_gate,all_independently_feasible,status
cn-jjj-200c-02-V2-LOCATIONS,17,200,9865.036701590781,9833.475968121835,-31.560733468946637,True,9935.531106038286,9833.475968121835,9841.634271466906,9833.475968121835,0.0,False,False,True,True,True,True,120,5327,72,True,True,280,371,1064,two_stage_best_parent,stage_1_base_pool_mip,OPTIMAL,9865.036701590738,0.0,LIMIT_WITH_INCUMBENT,9792.608182196562,0.005452860821918561,1062.9499930829916,23,22,27,26,22,21,34,33,True,True,PASS
