stream_id,seed,event_count,add_count,cancel_count,demand_change_count,unique_target_count,minimum_existing_event_uncommitted_margin_seconds,maximum_trigger_second,owner_count,search_evaluations,status
stream_seed1,1,55,22,11,22,55,234.96419649289965,40386.33844900012,243,0,PASS
stream_seed2,2,55,22,11,22,55,758.7475792786208,49530.3925369908,243,0,PASS
stream_seed3,3,55,22,11,22,55,545.8979144476871,46211.17055791541,243,0,PASS
stream_seed4,4,55,22,11,22,55,119.82197904406166,47793.67205186767,243,0,PASS
stream_seed5,5,55,22,11,22,55,74.11788917759623,48655.229773535175,243,0,PASS
