customer_id,independent_seed1,independent_seed2,independent_seed3,no_loss_seed1,no_loss_seed2,no_loss_seed3,minimum_formal_seed1_departure_second,minimum_all_six_departure_second
C001,11218.403961140895,17970.74757610518,1986.7120428150624,7672.487227892112,16462.27247946316,2428.5266995681723,7672.487227892112,1986.7120428150624
C002,0.0,12364.357857576382,19421.980374826842,195.97990935793268,12177.633202102603,19421.980374826842,0.0,0.0
C003,4347.777422992574,11111.706176762193,0.0,0.0,11111.706176762193,61.263466020850046,0.0,0.0
C004,4347.777422992574,11111.706176762193,847.3776211697075,847.3776211697075,11111.706176762193,15444.61417252952,847.3776211697075,847.3776211697075
C005,0.0,16102.7001720357,0.0,0.0,16102.7001720357,61.263466020850046,0.0,0.0
C006,12122.400458281767,15354.054418382642,135.09870456233693,15097.893834959978,13203.104207538418,2538.0546105216995,12122.400458281767,135.09870456233693
C007,13851.030237735975,0.0,15083.973264668257,13851.030237735975,0.0,0.0,13851.030237735975,0.0
C008,12600.20548792369,15561.137798321526,12760.129506992722,11510.601541852733,15435.022734959797,14168.268162266679,11510.601541852733,11510.601541852733
C009,18535.1728700455,0.0,17958.91104677603,18535.1728700455,0.0,17958.91104677603,18535.1728700455,0.0
C010,0.0,258.58192474777434,135.09870456233693,0.0,258.58192474777434,17855.034158518654,0.0,0.0
C011,11218.403961140895,11611.781758381287,1966.084156921103,7672.487227892112,11611.781758381287,2538.0546105216995,7672.487227892112,1966.084156921103
C012,17698.120002866195,3480.528660829047,19171.920497925148,14346.203128680392,3480.528660829047,2359.6995833759247,14346.203128680392,2359.6995833759247
C013,4028.8971332279634,2830.02781933659,2394.5829089996814,4028.8971332279634,2830.02781933659,2394.5829089996814,4028.8971332279634,2394.5829089996814
C014,17208.878101261475,9933.360951526085,19171.920497925148,14346.203128680392,9933.360951526085,17681.264374446706,14346.203128680392,9933.360951526085
C015,17432.503953036263,15354.054418382642,3410.977496218585,15691.52884027914,13203.104207538418,0.0,15691.52884027914,0.0
C016,4347.777422992574,16034.588982897178,20017.162087554792,4347.777422992574,16034.588982897178,18093.356915503267,4347.777422992574,4347.777422992574
C017,10846.55796880166,0.0,1986.7120428150624,7672.487227892112,0.0,2428.5266995681723,7672.487227892112,0.0
C018,4028.8971332279634,18093.573663268737,19772.93400588059,4028.8971332279634,18093.573663268737,19772.93400588059,4028.8971332279634,4028.8971332279634
C019,13851.030237735975,0.0,15083.973264668257,13851.030237735975,0.0,0.0,13851.030237735975,0.0
C020,12122.400458281767,15354.054418382642,135.09870456233693,15097.893834959978,13203.104207538418,2538.0546105216995,12122.400458281767,135.09870456233693
C021,0.0,12364.357857576382,19421.980374826842,195.97990935793268,12177.633202102603,19421.980374826842,0.0,0.0
C022,16283.056612418162,17691.735955761185,3889.1314201195614,16283.056612418162,17691.735955761185,2359.6995833759247,16283.056612418162,2359.6995833759247
C023,4028.8971332279634,3480.528660829047,19171.920497925148,4028.8971332279634,3480.528660829047,17681.264374446706,4028.8971332279634,3480.528660829047
C024,13851.030237735975,11611.781758381287,15083.973264668257,13851.030237735975,11611.781758381287,23744.97283359982,13851.030237735975,11611.781758381287
C025,0.0,16102.7001720357,0.0,0.0,16102.7001720357,61.263466020850046,0.0,0.0
C026,16283.056612418162,3480.528660829047,3889.1314201195614,16283.056612418162,3480.528660829047,2359.6995833759247,16283.056612418162,2359.6995833759247
C027,12600.20548792369,20335.341288313914,20335.341288313914,11510.601541852733,20335.341288313914,14168.268162266679,11510.601541852733,11510.601541852733
C028,2536.119547595255,0.0,20301.059371007883,4231.9607034225055,0.0,20301.059371007883,2536.119547595255,0.0
C029,0.0,96.71437832627862,14724.203042104733,0.0,96.71437832627862,17855.034158518654,0.0,0.0
C030,11218.403961140895,0.0,1966.084156921103,7672.487227892112,0.0,2538.0546105216995,7672.487227892112,0.0
C031,21048.727768629036,20335.341288313914,20335.341288313914,19032.78490535907,20335.341288313914,21048.727768629036,19032.78490535907,19032.78490535907
C032,17698.120002866195,3480.528660829047,3889.1314201195614,23477.02874814686,3480.528660829047,2359.6995833759247,17698.120002866195,2359.6995833759247
C033,4028.8971332279634,9933.360951526085,2394.5829089996814,4028.8971332279634,9933.360951526085,2394.5829089996814,4028.8971332279634,2394.5829089996814
C034,0.0,3175.0019417904696,316.8344033043568,17906.888980438474,3175.0019417904696,316.8344033043568,0.0,0.0
C035,0.0,96.71437832627862,14724.203042104733,0.0,96.71437832627862,17855.034158518654,0.0,0.0
C036,847.3776211697075,11111.706176762193,847.3776211697075,847.3776211697075,11111.706176762193,15444.61417252952,847.3776211697075,847.3776211697075
C037,0.0,15561.137798321526,135.09870456233693,0.0,15435.022734959797,17855.034158518654,0.0,0.0
C038,2536.119547595255,0.0,20301.059371007883,4231.9607034225055,0.0,20301.059371007883,2536.119547595255,0.0
C039,4028.8971332279634,9933.360951526085,2394.5829089996814,4028.8971332279634,9933.360951526085,2394.5829089996814,4028.8971332279634,2394.5829089996814
C040,12600.20548792369,15561.137798321526,12760.129506992722,11510.601541852733,15435.022734959797,14168.268162266679,11510.601541852733,11510.601541852733
C041,4347.777422992574,11111.706176762193,19855.8337063688,4347.777422992574,11111.706176762193,17958.91104677603,4347.777422992574,4347.777422992574
C042,0.0,11111.706176762193,0.0,0.0,11111.706176762193,61.263466020850046,0.0,0.0
C043,10846.55796880166,17970.74757610518,1986.7120428150624,16350.600800515876,16462.27247946316,2428.5266995681723,10846.55796880166,1986.7120428150624
C044,22371.02781933659,2830.02781933659,22371.02781933659,17906.888980438474,2830.02781933659,19538.12841779408,17906.888980438474,2830.02781933659
C045,17172.087461175004,18093.573663268737,14885.782190767237,17172.087461175004,18093.573663268737,14885.782190767237,17172.087461175004,14885.782190767237
C046,0.0,3175.0019417904696,12760.129506992722,0.0,3175.0019417904696,316.8344033043568,0.0,0.0
C047,16283.056612418162,17691.735955761185,3889.1314201195614,16283.056612418162,17691.735955761185,2359.6995833759247,16283.056612418162,2359.6995833759247
C048,12122.400458281767,12364.357857576382,3410.977496218585,195.97990935793268,12177.633202102603,0.0,195.97990935793268,0.0
C049,12122.400458281767,96.71437832627862,3410.977496218585,195.97990935793268,96.71437832627862,0.0,195.97990935793268,0.0
C050,17698.120002866195,18202.55509071817,14885.782190767237,20920.930734903257,18202.55509071817,14885.782190767237,17698.120002866195,14885.782190767237
C051,0.0,12364.357857576382,3410.977496218585,15691.52884027914,12177.633202102603,0.0,0.0,0.0
C052,0.0,96.71437832627862,3410.977496218585,15691.52884027914,96.71437832627862,0.0,0.0,0.0
C053,17432.503953036263,96.71437832627862,3410.977496218585,15691.52884027914,96.71437832627862,0.0,15691.52884027914,0.0
C054,11218.403961140895,15354.054418382642,135.09870456233693,7672.487227892112,13203.104207538418,2538.0546105216995,7672.487227892112,135.09870456233693
C055,12600.20548792369,3175.0019417904696,12760.129506992722,11510.601541852733,3175.0019417904696,14168.268162266679,11510.601541852733,3175.0019417904696
C056,2536.119547595255,22352.119547595255,24218.829451306236,11510.601541852733,22594.872485904387,23633.65238027942,2536.119547595255,2536.119547595255
C057,4347.777422992574,16034.588982897178,20017.162087554792,4347.777422992574,16034.588982897178,18093.356915503267,4347.777422992574,4347.777422992574
C058,12600.20548792369,15561.137798321526,12760.129506992722,11510.601541852733,15435.022734959797,14168.268162266679,11510.601541852733,11510.601541852733
C059,0.0,16034.588982897178,847.3776211697075,0.0,16034.588982897178,61.263466020850046,0.0,0.0
C060,13851.030237735975,11611.781758381287,1986.7120428150624,13851.030237735975,11611.781758381287,2428.5266995681723,13851.030237735975,1986.7120428150624
C061,16283.056612418162,3480.528660829047,3889.1314201195614,16283.056612418162,3480.528660829047,2359.6995833759247,16283.056612418162,2359.6995833759247
C062,0.0,9933.360951526085,2394.5829089996814,0.0,9933.360951526085,2394.5829089996814,0.0,0.0
C063,17208.878101261475,9933.360951526085,2394.5829089996814,14346.203128680392,9933.360951526085,2394.5829089996814,14346.203128680392,2394.5829089996814
C064,4347.777422992574,24418.777422992574,19855.8337063688,4347.777422992574,24418.777422992574,18093.356915503267,4347.777422992574,4347.777422992574
C065,4028.8971332279634,3480.528660829047,3889.1314201195614,4028.8971332279634,3480.528660829047,2359.6995833759247,4028.8971332279634,2359.6995833759247
C066,0.0,12364.357857576382,19421.980374826842,195.97990935793268,12177.633202102603,19421.980374826842,0.0,0.0
C067,0.0,9933.360951526085,2394.5829089996814,0.0,9933.360951526085,2394.5829089996814,0.0,0.0
C068,4028.8971332279634,2830.02781933659,2394.5829089996814,18654.6555657365,2830.02781933659,2394.5829089996814,4028.8971332279634,2394.5829089996814
C069,0.0,11111.706176762193,0.0,0.0,11111.706176762193,61.263466020850046,0.0,0.0
C070,17698.120002866195,18202.55509071817,14885.782190767237,20920.930734903257,18202.55509071817,14885.782190767237,17698.120002866195,14885.782190767237
C071,4028.8971332279634,9933.360951526085,2394.5829089996814,4028.8971332279634,9933.360951526085,2394.5829089996814,4028.8971332279634,2394.5829089996814
