customer_id,independent_seed1,independent_seed2,independent_seed3,no_loss_seed1,no_loss_seed2,no_loss_seed3,minimum_formal_seed1_departure_second,minimum_all_six_departure_second
C072,0.0,16102.7001720357,847.3776211697075,847.3776211697075,16102.7001720357,18093.356915503267,0.0,0.0
C073,17172.087461175004,19126.612171779856,14885.782190767237,17172.087461175004,19126.612171779856,14885.782190767237,17172.087461175004,14885.782190767237
C074,0.0,16034.588982897178,847.3776211697075,0.0,16034.588982897178,15444.61417252952,0.0,0.0
C075,0.0,96.71437832627862,14724.203042104733,0.0,96.71437832627862,0.0,0.0,0.0
C076,17208.878101261475,2830.02781933659,20392.032409362764,17906.888980438474,2830.02781933659,21854.8134566239,17208.878101261475,2830.02781933659
C077,19689.153362977606,11611.781758381287,1966.084156921103,19689.153362977606,11611.781758381287,2428.5266995681723,19689.153362977606,1966.084156921103
C078,847.3776211697075,11111.706176762193,847.3776211697075,847.3776211697075,11111.706176762193,15444.61417252952,847.3776211697075,847.3776211697075
C079,2536.119547595255,22352.119547595255,12760.129506992722,19032.78490535907,22594.872485904387,14168.268162266679,2536.119547595255,2536.119547595255
C080,10846.55796880166,1986.7120428150624,1986.7120428150624,16350.600800515876,16462.27247946316,2428.5266995681723,10846.55796880166,1986.7120428150624
C081,10846.55796880166,0.0,1966.084156921103,15097.893834959978,0.0,2538.0546105216995,10846.55796880166,0.0
C082,24123.00194179047,3175.0019417904696,24123.00194179047,24123.00194179047,3175.0019417904696,23633.65238027942,24123.00194179047,3175.0019417904696
C083,12122.400458281767,96.71437832627862,3410.977496218585,195.97990935793268,96.71437832627862,0.0,195.97990935793268,0.0
C084,4347.777422992574,18093.573663268737,20017.162087554792,21862.07947193155,18093.573663268737,18093.356915503267,4347.777422992574,4347.777422992574
C085,10846.55796880166,0.0,1966.084156921103,15097.893834959978,0.0,2428.5266995681723,10846.55796880166,0.0
C086,4347.777422992574,16034.588982897178,19772.93400588059,21862.07947193155,16034.588982897178,19772.93400588059,4347.777422992574,4347.777422992574
C087,0.0,2830.02781933659,2394.5829089996814,0.0,2830.02781933659,2394.5829089996814,0.0,0.0
C088,0.0,2830.02781933659,20778.661104514693,0.0,2830.02781933659,20778.661104514693,0.0,0.0
C089,17172.087461175004,19126.612171779856,14885.782190767237,17172.087461175004,19126.612171779856,14885.782190767237,17172.087461175004,14885.782190767237
C090,20392.032409362764,2830.02781933659,20392.032409362764,18654.6555657365,2830.02781933659,19538.12841779408,18654.6555657365,2830.02781933659
C091,4028.8971332279634,18202.55509071817,22255.2305882309,4028.8971332279634,18202.55509071817,22255.2305882309,4028.8971332279634,4028.8971332279634
C092,12600.20548792369,11611.781758381287,20010.389310106195,11510.601541852733,11611.781758381287,20010.389310106195,11510.601541852733,11510.601541852733
C093,4028.8971332279634,2830.02781933659,2394.5829089996814,0.0,2830.02781933659,2394.5829089996814,0.0,0.0
C094,4028.8971332279634,18093.573663268737,19772.93400588059,4028.8971332279634,18093.573663268737,19772.93400588059,4028.8971332279634,4028.8971332279634
C095,4347.777422992574,18202.55509071817,3889.1314201195614,14346.203128680392,18202.55509071817,17681.264374446706,4347.777422992574,3889.1314201195614
C096,0.0,3175.0019417904696,135.09870456233693,0.0,3175.0019417904696,316.8344033043568,0.0,0.0
C097,18535.1728700455,21608.020112203343,17958.91104677603,18535.1728700455,21608.020112203343,17958.91104677603,18535.1728700455,17958.91104677603
C098,10846.55796880166,20398.12300915592,1986.7120428150624,16350.600800515876,20398.12300915592,2428.5266995681723,10846.55796880166,1986.7120428150624
C099,20392.032409362764,2830.02781933659,20392.032409362764,18654.6555657365,2830.02781933659,19538.12841779408,18654.6555657365,2830.02781933659
C100,11218.403961140895,11611.781758381287,135.09870456233693,7672.487227892112,11611.781758381287,2538.0546105216995,7672.487227892112,135.09870456233693
C101,44028.32931436768,20398.12300915592,14724.203042104733,44028.32931436768,20398.12300915592,20301.059371007883,44028.32931436768,14724.203042104733
C102,19689.153362977606,21608.020112203343,20301.059371007883,19689.153362977606,33193.53269881141,20301.059371007883,19689.153362977606,19689.153362977606
C103,12122.400458281767,33193.53269881141,35308.13921544709,15097.893834959978,33193.53269881141,20010.389310106195,12122.400458281767,12122.400458281767
C104,18535.1728700455,17970.74757610518,15083.973264668257,18535.1728700455,16462.27247946316,17958.91104677603,18535.1728700455,15083.973264668257
C105,17172.087461175004,19126.612171779856,22255.2305882309,17172.087461175004,19126.612171779856,22255.2305882309,17172.087461175004,17172.087461175004
C106,18535.1728700455,21608.020112203343,35308.13921544709,52550.331604271916,21608.020112203343,37022.374202388535,18535.1728700455,18535.1728700455
C107,33018.09774673095,34779.78938589903,34230.686492776134,33710.8165306734,34779.78938589903,34071.675099378874,33018.09774673095,33018.09774673095
C108,13851.030237735975,33193.53269881141,20301.059371007883,13851.030237735975,33193.53269881141,20301.059371007883,13851.030237735975,13851.030237735975
C109,53371.839582032575,21608.020112203343,20010.389310106195,52550.331604271916,21608.020112203343,37022.374202388535,52550.331604271916,20010.389310106195
C110,20392.032409362764,47603.41550216854,20392.032409362764,18654.6555657365,47603.41550216854,19538.12841779408,18654.6555657365,18654.6555657365
C111,34493.01951258528,16102.7001720357,19772.93400588059,21862.07947193155,16102.7001720357,19772.93400588059,21862.07947193155,16102.7001720357
C112,21048.727768629036,20335.341288313914,20335.341288313914,19032.78490535907,20335.341288313914,20010.389310106195,19032.78490535907,19032.78490535907
C113,32669.726883849155,18093.573663268737,20017.162087554792,34779.78938589903,18093.573663268737,18093.356915503267,32669.726883849155,18093.356915503267
C114,34777.08271546452,9933.360951526085,20778.661104514693,23477.02874814686,9933.360951526085,20778.661104514693,23477.02874814686,9933.360951526085
C115,13851.030237735975,45800.15647901686,17958.91104677603,13851.030237735975,45800.15647901686,17958.91104677603,13851.030237735975,13851.030237735975
C116,22371.02781933659,16034.588982897178,20017.162087554792,17906.888980438474,16034.588982897178,15444.61417252952,17906.888980438474,15444.61417252952
C117,20392.032409362764,17691.735955761185,39822.11498592245,18654.6555657365,17691.735955761185,39822.11498592245,18654.6555657365,17691.735955761185
C118,16283.056612418162,44545.27367013786,39822.11498592245,16283.056612418162,44545.27367013786,39822.11498592245,16283.056612418162,16283.056612418162
C119,44028.32931436768,20398.12300915592,19421.980374826842,44028.32931436768,20398.12300915592,19421.980374826842,44028.32931436768,19421.980374826842
C120,17698.120002866195,18202.55509071817,22255.2305882309,20920.930734903257,18202.55509071817,22255.2305882309,17698.120002866195,17698.120002866195
C121,44028.32931436768,20398.12300915592,14724.203042104733,44028.32931436768,20398.12300915592,17855.034158518654,44028.32931436768,14724.203042104733
C122,34493.01951258528,24418.777422992574,20392.032409362764,33710.8165306734,24418.777422992574,19538.12841779408,33710.8165306734,19538.12841779408
C123,32669.726883849155,18093.573663268737,20017.162087554792,34779.78938589903,18093.573663268737,18093.356915503267,32669.726883849155,18093.356915503267
C124,10846.55796880166,20398.12300915592,17958.91104677603,16350.600800515876,20398.12300915592,20010.389310106195,10846.55796880166,10846.55796880166
C125,47542.876554164955,53880.48459214034,24218.829451306236,47542.876554164955,55215.403249053605,51340.306729917575,47542.876554164955,24218.829451306236
C126,17172.087461175004,19126.612171779856,14885.782190767237,17172.087461175004,19126.612171779856,14885.782190767237,17172.087461175004,14885.782190767237
C127,17432.503953036263,21608.020112203343,19421.980374826842,15691.52884027914,21608.020112203343,19421.980374826842,15691.52884027914,15691.52884027914
C128,18535.1728700455,17970.74757610518,15083.973264668257,18535.1728700455,21608.020112203343,23744.97283359982,18535.1728700455,15083.973264668257
C129,44028.32931436768,20398.12300915592,20335.341288313914,44028.32931436768,20398.12300915592,21048.727768629036,44028.32931436768,20335.341288313914
C130,17172.087461175004,34779.78938589903,22255.2305882309,34779.78938589903,34779.78938589903,22255.2305882309,17172.087461175004,17172.087461175004
C131,24123.00194179047,54981.1662160953,20010.389310106195,24123.00194179047,54981.1662160953,20010.389310106195,24123.00194179047,20010.389310106195
C132,13851.030237735975,45800.15647901686,47619.930043635955,34779.78938589903,45800.15647901686,51340.306729917575,13851.030237735975,13851.030237735975
C133,12122.400458281767,11611.781758381287,35308.13921544709,15097.893834959978,11611.781758381287,17958.91104677603,12122.400458281767,11611.781758381287
C134,47542.876554164955,15354.054418382642,35308.13921544709,47542.876554164955,13203.104207538418,20010.389310106195,47542.876554164955,13203.104207538418
C135,22371.02781933659,47603.41550216854,20392.032409362764,17906.888980438474,47603.41550216854,19538.12841779408,17906.888980438474,17906.888980438474
C136,34777.08271546452,17691.735955761185,39822.11498592245,23477.02874814686,17691.735955761185,39822.11498592245,23477.02874814686,17691.735955761185
C137,20392.032409362764,44545.27367013786,39822.11498592245,18654.6555657365,44545.27367013786,39822.11498592245,18654.6555657365,18654.6555657365
C138,34493.01951258528,34779.78938589903,19855.8337063688,21862.07947193155,34779.78938589903,19538.12841779408,21862.07947193155,19538.12841779408
C139,13851.030237735975,33193.53269881141,20301.059371007883,11510.601541852733,33193.53269881141,20301.059371007883,11510.601541852733,11510.601541852733
C140,33018.09774673095,24418.777422992574,20392.032409362764,33710.8165306734,24418.777422992574,19538.12841779408,33018.09774673095,19538.12841779408
C141,32669.726883849155,19126.612171779856,22255.2305882309,34779.78938589903,19126.612171779856,22255.2305882309,32669.726883849155,19126.612171779856
C142,18535.1728700455,17970.74757610518,15083.973264668257,18535.1728700455,16462.27247946316,23744.97283359982,18535.1728700455,15083.973264668257
C143,33018.09774673095,19126.612171779856,14885.782190767237,34779.78938589903,19126.612171779856,14885.782190767237,33018.09774673095,14885.782190767237
C144,32669.726883849155,34779.78938589903,34230.686492776134,34779.78938589903,34779.78938589903,34071.675099378874,32669.726883849155,32669.726883849155
C145,32669.726883849155,34779.78938589903,34230.686492776134,34779.78938589903,34779.78938589903,34071.675099378874,32669.726883849155,32669.726883849155
C146,24123.00194179047,22352.119547595255,24123.00194179047,24123.00194179047,22594.872485904387,23633.65238027942,24123.00194179047,22352.119547595255
C147,34777.08271546452,44545.27367013786,20778.661104514693,23477.02874814686,44545.27367013786,20778.661104514693,23477.02874814686,20778.661104514693
C148,24123.00194179047,22352.119547595255,24123.00194179047,24123.00194179047,22594.872485904387,23633.65238027942,24123.00194179047,22352.119547595255
C149,17208.878101261475,24418.777422992574,19171.920497925148,14346.203128680392,24418.777422992574,17681.264374446706,14346.203128680392,14346.203128680392
C150,19689.153362977606,33193.53269881141,19421.980374826842,19689.153362977606,33193.53269881141,19421.980374826842,19689.153362977606,19421.980374826842
C151,19689.153362977606,15354.054418382642,35308.13921544709,19689.153362977606,13203.104207538418,37022.374202388535,19689.153362977606,13203.104207538418
C152,19689.153362977606,33193.53269881141,35308.13921544709,19689.153362977606,33193.53269881141,37022.374202388535,19689.153362977606,19689.153362977606
C153,32669.726883849155,11111.706176762193,34230.686492776134,21862.07947193155,11111.706176762193,34071.675099378874,21862.07947193155,11111.706176762193
C154,32669.726883849155,44545.27367013786,20778.661104514693,16283.056612418162,44545.27367013786,20778.661104514693,16283.056612418162,16283.056612418162
C155,47542.876554164955,33193.53269881141,20301.059371007883,47542.876554164955,33193.53269881141,37022.374202388535,47542.876554164955,20301.059371007883
C156,44028.32931436768,12364.357857576382,20301.059371007883,44028.32931436768,12177.633202102603,20301.059371007883,44028.32931436768,12177.633202102603
C157,19689.153362977606,33193.53269881141,20301.059371007883,19689.153362977606,33193.53269881141,20301.059371007883,19689.153362977606,19689.153362977606
C158,18535.1728700455,21608.020112203343,15083.973264668257,18535.1728700455,21608.020112203343,23744.97283359982,18535.1728700455,15083.973264668257
C159,13851.030237735975,33193.53269881141,20301.059371007883,13851.030237735975,33193.53269881141,20301.059371007883,13851.030237735975,13851.030237735975
C160,33018.09774673095,17691.735955761185,20778.661104514693,33710.8165306734,17691.735955761185,20778.661104514693,33018.09774673095,17691.735955761185
C161,20392.032409362764,44545.27367013786,39822.11498592245,18654.6555657365,44545.27367013786,39822.11498592245,18654.6555657365,18654.6555657365
C162,34777.08271546452,17691.735955761185,20778.661104514693,23477.02874814686,17691.735955761185,20778.661104514693,23477.02874814686,17691.735955761185
C163,47542.876554164955,53880.48459214034,20010.389310106195,47542.876554164955,55215.403249053605,56417.0475935121,47542.876554164955,20010.389310106195
C164,11218.403961140895,15354.054418382642,35308.13921544709,7672.487227892112,13203.104207538418,37022.374202388535,7672.487227892112,7672.487227892112
C165,32669.726883849155,34779.78938589903,34230.686492776134,34779.78938589903,34779.78938589903,34071.675099378874,32669.726883849155,32669.726883849155
C166,18535.1728700455,17970.74757610518,15083.973264668257,18535.1728700455,16462.27247946316,23744.97283359982,18535.1728700455,15083.973264668257
C167,20392.032409362764,47603.41550216854,20392.032409362764,18654.6555657365,47603.41550216854,19538.12841779408,18654.6555657365,18654.6555657365
C168,10846.55796880166,11611.781758381287,17958.91104677603,15097.893834959978,11611.781758381287,17958.91104677603,10846.55796880166,10846.55796880166
C169,13851.030237735975,45800.15647901686,17958.91104677603,13851.030237735975,45800.15647901686,17958.91104677603,13851.030237735975,13851.030237735975
C170,19689.153362977606,21608.020112203343,20301.059371007883,19689.153362977606,21608.020112203343,20301.059371007883,19689.153362977606,19689.153362977606
C171,33018.09774673095,18093.573663268737,19772.93400588059,33710.8165306734,18093.573663268737,19772.93400588059,33018.09774673095,18093.573663268737
C172,24123.00194179047,54981.1662160953,20010.389310106195,24123.00194179047,54981.1662160953,20010.389310106195,24123.00194179047,20010.389310106195
C173,34777.08271546452,44545.27367013786,20778.661104514693,23477.02874814686,44545.27367013786,20778.661104514693,23477.02874814686,20778.661104514693
C174,33018.09774673095,47603.41550216854,22371.02781933659,51092.28981005963,47603.41550216854,21854.8134566239,33018.09774673095,21854.8134566239
C175,34493.01951258528,11111.706176762193,34230.686492776134,21862.07947193155,11111.706176762193,34071.675099378874,21862.07947193155,11111.706176762193
C176,19689.153362977606,20398.12300915592,17958.91104677603,19689.153362977606,20398.12300915592,20010.389310106195,19689.153362977606,17958.91104677603
C177,32669.726883849155,34779.78938589903,34230.686492776134,13851.030237735975,34779.78938589903,34071.675099378874,13851.030237735975,13851.030237735975
C178,12122.400458281767,33193.53269881141,20301.059371007883,15097.893834959978,33193.53269881141,20010.389310106195,12122.400458281767,12122.400458281767
C179,44028.32931436768,20398.12300915592,14724.203042104733,44028.32931436768,20398.12300915592,17855.034158518654,44028.32931436768,14724.203042104733
C180,34493.01951258528,16034.588982897178,34230.686492776134,21862.07947193155,16034.588982897178,34071.675099378874,21862.07947193155,16034.588982897178
C181,20392.032409362764,17691.735955761185,39822.11498592245,18654.6555657365,17691.735955761185,39822.11498592245,18654.6555657365,17691.735955761185
C182,47542.876554164955,53880.48459214034,20010.389310106195,47542.876554164955,22594.872485904387,14168.268162266679,47542.876554164955,14168.268162266679
C183,44028.32931436768,20398.12300915592,12760.129506992722,44028.32931436768,20398.12300915592,14168.268162266679,44028.32931436768,12760.129506992722
C184,13851.030237735975,45800.15647901686,47619.930043635955,13851.030237735975,45800.15647901686,51340.306729917575,13851.030237735975,13851.030237735975
C185,17432.503953036263,21608.020112203343,19421.980374826842,15691.52884027914,21608.020112203343,19421.980374826842,15691.52884027914,15691.52884027914
C186,24123.00194179047,22352.119547595255,24123.00194179047,24123.00194179047,22594.872485904387,23633.65238027942,24123.00194179047,22352.119547595255
C187,12600.20548792369,22352.119547595255,24123.00194179047,11510.601541852733,22594.872485904387,23633.65238027942,11510.601541852733,11510.601541852733
C188,34777.08271546452,16102.7001720357,20017.162087554792,33710.8165306734,16102.7001720357,18093.356915503267,33710.8165306734,16102.7001720357
C189,13851.030237735975,45800.15647901686,47619.930043635955,13851.030237735975,45800.15647901686,23744.97283359982,13851.030237735975,13851.030237735975
C190,21048.727768629036,20335.341288313914,20335.341288313914,19032.78490535907,20335.341288313914,21048.727768629036,19032.78490535907,19032.78490535907
C191,17172.087461175004,19126.612171779856,14885.782190767237,17172.087461175004,19126.612171779856,14885.782190767237,17172.087461175004,14885.782190767237
C192,17698.120002866195,18202.55509071817,22255.2305882309,20920.930734903257,18202.55509071817,22255.2305882309,17698.120002866195,17698.120002866195
C193,20392.032409362764,17691.735955761185,39822.11498592245,18654.6555657365,17691.735955761185,39822.11498592245,18654.6555657365,17691.735955761185
C194,22371.02781933659,18093.573663268737,20017.162087554792,17906.888980438474,18093.573663268737,15444.61417252952,17906.888980438474,15444.61417252952
C195,53371.839582032575,21608.020112203343,35308.13921544709,52550.331604271916,21608.020112203343,37022.374202388535,52550.331604271916,21608.020112203343
C196,33018.09774673095,34779.78938589903,34230.686492776134,13851.030237735975,34779.78938589903,34071.675099378874,13851.030237735975,13851.030237735975
C197,16283.056612418162,44545.27367013786,20778.661104514693,16283.056612418162,44545.27367013786,20778.661104514693,16283.056612418162,16283.056612418162
C198,33018.09774673095,47603.41550216854,20392.032409362764,33710.8165306734,47603.41550216854,19538.12841779408,33018.09774673095,19538.12841779408
C199,10846.55796880166,11611.781758381287,20010.389310106195,16350.600800515876,11611.781758381287,20010.389310106195,10846.55796880166,10846.55796880166
C200,20392.032409362764,47603.41550216854,22371.02781933659,51092.28981005963,47603.41550216854,21854.8134566239,20392.032409362764,20392.032409362764
C201,53371.839582032575,45800.15647901686,47619.930043635955,52550.331604271916,45800.15647901686,51340.306729917575,52550.331604271916,45800.15647901686
C202,64318.63675505843,44545.27367013786,19772.93400588059,64318.63675505843,44545.27367013786,19772.93400588059,64318.63675505843,19772.93400588059
C203,12600.20548792369,20398.12300915592,24218.829451306236,11510.601541852733,20398.12300915592,21048.727768629036,11510.601541852733,11510.601541852733
C204,47542.876554164955,53880.48459214034,24218.829451306236,47542.876554164955,55215.403249053605,56417.0475935121,47542.876554164955,24218.829451306236
C205,20392.032409362764,44545.27367013786,39822.11498592245,18654.6555657365,44545.27367013786,39822.11498592245,18654.6555657365,18654.6555657365
C206,47542.876554164955,53880.48459214034,24218.829451306236,47542.876554164955,55215.403249053605,56417.0475935121,47542.876554164955,24218.829451306236
C207,18535.1728700455,54981.1662160953,24218.829451306236,52550.331604271916,54981.1662160953,51340.306729917575,18535.1728700455,18535.1728700455
C208,47542.876554164955,53880.48459214034,24218.829451306236,47542.876554164955,55215.403249053605,56417.0475935121,47542.876554164955,24218.829451306236
C209,53371.839582032575,45800.15647901686,15083.973264668257,52550.331604271916,45800.15647901686,23744.97283359982,52550.331604271916,15083.973264668257
C210,53371.839582032575,45800.15647901686,47619.930043635955,52550.331604271916,45800.15647901686,51340.306729917575,52550.331604271916,45800.15647901686
C211,64318.63675505843,44545.27367013786,19772.93400588059,64318.63675505843,44545.27367013786,19772.93400588059,64318.63675505843,19772.93400588059
C212,47542.876554164955,53880.48459214034,24218.829451306236,47542.876554164955,55215.403249053605,56417.0475935121,47542.876554164955,24218.829451306236
C213,44028.32931436768,15561.137798321526,65155.53149910184,44028.32931436768,15435.022734959797,20301.059371007883,44028.32931436768,15435.022734959797
