episode_index,bundle,seed,collection_policy,block_step_index,eval_budget,block_size,action_destroy,action_repair,action_q,action_threshold,action_exploration,decoded_destroy_id,decoded_repair_id,decoded_q_ratio,decoded_threshold_ratio,decoded_exploration_ratio,reward,block_best_delta,block_current_delta,block_best_route_delta,block_current_route_delta,block_accepted_count,block_rejected_count,block_improved_current_count,block_improved_best_count,block_iterations,actual_evals_before,actual_evals_after,best_obj,current_obj,violation_count,worker_python_executable,worker_python_version,worker_numpy_version,obs_00,obs_01,obs_02,obs_03,obs_04,obs_05,obs_06,obs_07,obs_08,obs_09,obs_10,obs_11,obs_12,obs_13,obs_14,obs_15,obs_16,obs_17,obs_18
3,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,4,alpha_ucb_block,17,16000,128,6,3,1,0,0,alpha_ucb,alpha_ucb,0.16,0.0,0.0,-0.02,0.0,0.0,0,0,11,117,0,0,128,2176,2304,3635.4861152006993,3635.4861152006993,0,/opt/anaconda3/bin/python3.13,"3.13.9 | packaged by Anaconda, Inc. | (main, Oct 21 2025, 19:11:29) [Clang 20.1.8 ]",2.3.5,0.0,0.13600000739097595,-0.0,-0.0,0.046875,0.0,0.0,0.953125,0.06666667014360428,0.0,0.9333333373069763,0.9333333373069763,0.6601592898368835,0.2421998381614685,0.1599999964237213,0.0,0.0,0.037312500178813934,0.0
3,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,4,alpha_ucb_block,18,16000,128,6,3,1,0,0,alpha_ucb,alpha_ucb,0.16,0.0,0.0,-0.02,0.0,0.0,0,0,9,119,0,0,128,2304,2432,3635.4861152006993,3635.4861152006993,0,/opt/anaconda3/bin/python3.13,"3.13.9 | packaged by Anaconda, Inc. | (main, Oct 21 2025, 19:11:29) [Clang 20.1.8 ]",2.3.5,0.0,0.14399999380111694,-0.0,-0.0,0.0859375,0.0,0.0,0.9140625,0.06666667014360428,0.0,0.9333333373069763,0.9333333373069763,0.6601592898368835,0.2421998381614685,0.1599999964237213,0.0,0.0,0.04531250149011612,0.0
3,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,4,alpha_ucb_block,19,16000,128,6,3,1,0,0,alpha_ucb,alpha_ucb,0.16,0.0,0.0,-0.02,0.0,0.0,0,0,19,109,0,0,128,2432,2560,3635.4861152006993,3635.4861152006993,0,/opt/anaconda3/bin/python3.13,"3.13.9 | packaged by Anaconda, Inc. | (main, Oct 21 2025, 19:11:29) [Clang 20.1.8 ]",2.3.5,0.0,0.15199999511241913,-0.0,-0.0,0.0703125,0.0,0.0,0.9296875,0.06666667014360428,0.0,0.9333333373069763,0.9333333373069763,0.6601592898368835,0.2421998381614685,0.1599999964237213,0.0,0.0,0.053312499076128006,0.0
3,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,4,alpha_ucb_block,20,16000,128,6,3,1,0,0,alpha_ucb,alpha_ucb,0.16,0.0,0.0,-0.02,0.0,0.0,0,0,5,123,0,0,128,2560,2688,3635.4861152006993,3635.4861152006993,0,/opt/anaconda3/bin/python3.13,"3.13.9 | packaged by Anaconda, Inc. | (main, Oct 21 2025, 19:11:29) [Clang 20.1.8 ]",2.3.5,0.0,0.1599999964237213,-0.0,-0.0,0.1484375,0.0,0.0,0.8515625,0.06666667014360428,0.0,0.9333333373069763,0.9333333373069763,0.6601592898368835,0.2421998381614685,0.1599999964237213,0.0,0.0,0.06131250038743019,0.0
3,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,4,alpha_ucb_block,21,16000,128,6,3,1,0,0,alpha_ucb,alpha_ucb,0.16,0.0,0.0,-0.02,0.0,0.0,0,0,4,124,0,0,128,2688,2816,3635.4861152006993,3635.4861152006993,0,/opt/anaconda3/bin/python3.13,"3.13.9 | packaged by Anaconda, Inc. | (main, Oct 21 2025, 19:11:29) [Clang 20.1.8 ]",2.3.5,0.0,0.1679999977350235,-0.0,-0.0,0.0390625,0.0,0.0,0.9609375,0.06666667014360428,0.0,0.9333333373069763,0.9333333373069763,0.6601592898368835,0.2421998381614685,0.1599999964237213,0.0,0.0,0.06931249797344208,0.0
3,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,4,alpha_ucb_block,22,16000,128,6,3,1,0,0,alpha_ucb,alpha_ucb,0.16,0.0,0.0,-0.02,0.0,0.0,0,0,20,108,0,0,128,2816,2944,3635.4861152006993,3635.4861152006993,0,/opt/anaconda3/bin/python3.13,"3.13.9 | packaged by Anaconda, Inc. | (main, Oct 21 2025, 19:11:29) [Clang 20.1.8 ]",2.3.5,0.0,0.17599999904632568,-0.0,-0.0,0.03125,0.0,0.0,0.96875,0.06666667014360428,0.0,0.9333333373069763,0.9333333373069763,0.6601592898368835,0.2421998381614685,0.1599999964237213,0.0,0.0,0.07731249928474426,0.0
3,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,4,alpha_ucb_block,23,16000,128,6,3,1,0,0,alpha_ucb,alpha_ucb,0.16,0.0,0.0,-0.02,0.0,0.0,0,0,11,117,0,0,128,2944,3072,3635.4861152006993,3635.4861152006993,0,/opt/anaconda3/bin/python3.13,"3.13.9 | packaged by Anaconda, Inc. | (main, Oct 21 2025, 19:11:29) [Clang 20.1.8 ]",2.3.5,0.0,0.18400000035762787,-0.0,-0.0,0.15625,0.0,0.0,0.84375,0.06666667014360428,0.0,0.9333333373069763,0.9333333373069763,0.6601592898368835,0.2421998381614685,0.1599999964237213,0.0,0.0,0.08531250059604645,0.0
3,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,4,alpha_ucb_block,24,16000,128,6,3,1,0,0,alpha_ucb,alpha_ucb,0.16,0.0,0.0,-0.02,0.0,0.0,0,0,5,123,0,0,128,3072,3200,3635.4861152006993,3635.4861152006993,0,/opt/anaconda3/bin/python3.13,"3.13.9 | packaged by Anaconda, Inc. | (main, Oct 21 2025, 19:11:29) [Clang 20.1.8 ]",2.3.5,0.0,0.19200000166893005,-0.0,-0.0,0.0859375,0.0,0.0,0.9140625,0.06666667014360428,0.0,0.9333333373069763,0.9333333373069763,0.6601592898368835,0.2421998381614685,0.1599999964237213,0.0,0.0,0.09331250190734863,0.0
3,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,4,alpha_ucb_block,25,16000,128,6,3,1,0,0,alpha_ucb,alpha_ucb,0.16,0.0,0.0,-0.02,0.0,0.0,0,0,13,115,0,0,128,3200,3328,3635.4861152006993,3635.4861152006993,0,/opt/anaconda3/bin/python3.13,"3.13.9 | packaged by Anaconda, Inc. | (main, Oct 21 2025, 19:11:29) [Clang 20.1.8 ]",2.3.5,0.0,0.20000000298023224,-0.0,-0.0,0.0390625,0.0,0.0,0.9609375,0.06666667014360428,0.0,0.9333333373069763,0.9333333373069763,0.6601592898368835,0.2421998381614685,0.1599999964237213,0.0,0.0,0.10131250321865082,0.0
3,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,4,alpha_ucb_block,26,16000,128,6,3,1,0,0,alpha_ucb,alpha_ucb,0.16,0.0,0.0,-0.02,0.0,0.0,0,0,15,113,0,0,128,3328,3456,3635.4861152006993,3635.4861152006993,0,/opt/anaconda3/bin/python3.13,"3.13.9 | packaged by Anaconda, Inc. | (main, Oct 21 2025, 19:11:29) [Clang 20.1.8 ]",2.3.5,0.0,0.20800000429153442,-0.0,-0.0,0.1015625,0.0,0.0,0.8984375,0.06666667014360428,0.0,0.9333333373069763,0.9333333373069763,0.6601592898368835,0.2421998381614685,0.1599999964237213,0.0,0.0,0.1093124970793724,0.0
3,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,4,alpha_ucb_block,27,16000,128,6,3,1,0,0,alpha_ucb,alpha_ucb,0.16,0.0,0.0,-0.02,0.0,0.0,0,0,22,106,0,0,128,3456,3584,3635.4861152006993,3635.4861152006993,0,/opt/anaconda3/bin/python3.13,"3.13.9 | packaged by Anaconda, Inc. | (main, Oct 21 2025, 19:11:29) [Clang 20.1.8 ]",2.3.5,0.0,0.2160000056028366,-0.0,-0.0,0.1171875,0.0,0.0,0.8828125,0.06666667014360428,0.0,0.9333333373069763,0.9333333373069763,0.6601592898368835,0.2421998381614685,0.1599999964237213,0.0,0.0,0.11731249839067459,0.0
3,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,4,alpha_ucb_block,28,16000,128,6,3,1,0,0,alpha_ucb,alpha_ucb,0.16,0.0,0.0,-0.02,0.0,0.0,0,0,12,116,0,0,128,3584,3712,3635.4861152006993,3635.4861152006993,0,/opt/anaconda3/bin/python3.13,"3.13.9 | packaged by Anaconda, Inc. | (main, Oct 21 2025, 19:11:29) [Clang 20.1.8 ]",2.3.5,0.0,0.2240000069141388,-0.0,-0.0,0.171875,0.0,0.0,0.828125,0.06666667014360428,0.0,0.9333333373069763,0.9333333373069763,0.6601592898368835,0.2421998381614685,0.1599999964237213,0.0,0.0,0.12531250715255737,0.0
3,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,4,alpha_ucb_block,29,16000,128,6,3,1,0,0,alpha_ucb,alpha_ucb,0.16,0.0,0.0,-0.02,0.0,0.0,0,0,13,115,0,0,128,3712,3840,3635.4861152006993,3635.4861152006993,0,/opt/anaconda3/bin/python3.13,"3.13.9 | packaged by Anaconda, Inc. | (main, Oct 21 2025, 19:11:29) [Clang 20.1.8 ]",2.3.5,0.0,0.23199999332427979,-0.0,-0.0,0.09375,0.0,0.0,0.90625,0.06666667014360428,0.0,0.9333333373069763,0.9333333373069763,0.6601592898368835,0.2421998381614685,0.1599999964237213,0.0,0.0,0.13331249356269836,0.0
3,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,4,alpha_ucb_block,30,16000,128,6,3,1,0,0,alpha_ucb,alpha_ucb,0.16,0.0,0.0,-0.02,0.0,0.0,0,0,35,93,0,0,128,3840,3968,3635.4861152006993,3635.4861152006993,0,/opt/anaconda3/bin/python3.13,"3.13.9 | packaged by Anaconda, Inc. | (main, Oct 21 2025, 19:11:29) [Clang 20.1.8 ]",2.3.5,0.0,0.23999999463558197,-0.0,-0.0,0.1015625,0.0,0.0,0.8984375,0.06666667014360428,0.0,0.9333333373069763,0.9333333373069763,0.6601592898368835,0.2421998381614685,0.1599999964237213,0.0,0.0,0.14131249487400055,0.0
3,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,4,alpha_ucb_block,31,16000,128,6,3,1,0,0,alpha_ucb,alpha_ucb,0.16,0.0,0.0,-0.02,0.0,0.0,0,0,22,106,0,0,128,3968,4096,3635.4861152006993,3635.4861152006993,0,/opt/anaconda3/bin/python3.13,"3.13.9 | packaged by Anaconda, Inc. | (main, Oct 21 2025, 19:11:29) [Clang 20.1.8 ]",2.3.5,0.0,0.24799999594688416,-0.0,-0.0,0.2734375,0.0,0.0,0.7265625,0.06666667014360428,0.0,0.9333333373069763,0.9333333373069763,0.6601592898368835,0.2421998381614685,0.1599999964237213,0.0,0.0,0.14931249618530273,0.0
3,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,4,alpha_ucb_block,32,16000,128,6,3,1,0,0,alpha_ucb,alpha_ucb,0.16,0.0,0.0,-0.02,0.0,0.0,0,0,19,109,0,0,128,4096,4224,3635.4861152006993,3635.4861152006993,0,/opt/anaconda3/bin/python3.13,"3.13.9 | packaged by Anaconda, Inc. | (main, Oct 21 2025, 19:11:29) [Clang 20.1.8 ]",2.3.5,0.0,0.25600001215934753,-0.0,-0.0,0.171875,0.0,0.0,0.828125,0.06666667014360428,0.0,0.9333333373069763,0.9333333373069763,0.6601592898368835,0.2421998381614685,0.1599999964237213,0.0,0.0,0.15731249749660492,0.0
3,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,4,alpha_ucb_block,33,16000,128,6,3,1,0,0,alpha_ucb,alpha_ucb,0.16,0.0,0.0,-0.02,0.0,0.0,0,0,17,111,0,0,128,4224,4352,3635.4861152006993,3635.4861152006993,0,/opt/anaconda3/bin/python3.13,"3.13.9 | packaged by Anaconda, Inc. | (main, Oct 21 2025, 19:11:29) [Clang 20.1.8 ]",2.3.5,0.0,0.2639999985694885,-0.0,-0.0,0.1484375,0.0,0.0,0.8515625,0.06666667014360428,0.0,0.9333333373069763,0.9333333373069763,0.6601592898368835,0.2421998381614685,0.1599999964237213,0.0,0.0,0.1653124988079071,0.0
3,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,4,alpha_ucb_block,34,16000,128,6,3,1,0,0,alpha_ucb,alpha_ucb,0.16,0.0,0.0,-0.02,0.0,0.0,0,0,16,112,0,0,128,4352,4480,3635.4861152006993,3635.4861152006993,0,/opt/anaconda3/bin/python3.13,"3.13.9 | packaged by Anaconda, Inc. | (main, Oct 21 2025, 19:11:29) [Clang 20.1.8 ]",2.3.5,0.0,0.2720000147819519,-0.0,-0.0,0.1328125,0.0,0.0,0.8671875,0.06666667014360428,0.0,0.9333333373069763,0.9333333373069763,0.6601592898368835,0.2421998381614685,0.1599999964237213,0.0,0.0,0.1733125001192093,0.0
3,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,4,alpha_ucb_block,35,16000,128,6,3,1,0,0,alpha_ucb,alpha_ucb,0.16,0.0,0.0,-0.02,0.0,0.0,0,0,22,106,0,0,128,4480,4608,3635.4861152006993,3635.4861152006993,0,/opt/anaconda3/bin/python3.13,"3.13.9 | packaged by Anaconda, Inc. | (main, Oct 21 2025, 19:11:29) [Clang 20.1.8 ]",2.3.5,0.0,0.2800000011920929,-0.0,-0.0,0.125,0.0,0.0,0.875,0.06666667014360428,0.0,0.9333333373069763,0.9333333373069763,0.6601592898368835,0.2421998381614685,0.1599999964237213,0.0,0.0,0.18131250143051147,0.0
3,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,4,alpha_ucb_block,36,16000,128,6,3,1,0,0,alpha_ucb,alpha_ucb,0.16,0.0,0.0,-0.02,0.0,0.0,0,0,20,108,0,0,128,4608,4736,3635.4861152006993,3635.4861152006993,0,/opt/anaconda3/bin/python3.13,"3.13.9 | packaged by Anaconda, Inc. | (main, Oct 21 2025, 19:11:29) [Clang 20.1.8 ]",2.3.5,0.0,0.2879999876022339,-0.0,-0.0,0.171875,0.0,0.0,0.828125,0.06666667014360428,0.0,0.9333333373069763,0.9333333373069763,0.6601592898368835,0.2421998381614685,0.1599999964237213,0.0,0.0,0.18931250274181366,0.0
3,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,4,alpha_ucb_block,37,16000,128,6,3,1,0,0,alpha_ucb,alpha_ucb,0.16,0.0,0.0,-0.02,0.0,0.0,0,0,23,105,0,0,128,4736,4864,3635.4861152006993,3635.4861152006993,0,/opt/anaconda3/bin/python3.13,"3.13.9 | packaged by Anaconda, Inc. | (main, Oct 21 2025, 19:11:29) [Clang 20.1.8 ]",2.3.5,0.0,0.29600000381469727,-0.0,-0.0,0.15625,0.0,0.0,0.84375,0.06666667014360428,0.0,0.9333333373069763,0.9333333373069763,0.6601592898368835,0.2421998381614685,0.1599999964237213,0.0,0.0,0.19731250405311584,0.0
