episode_index,bundle,seed,policy,eval_budget,block_size,block_steps,best_obj,actual_evals,violation_count,wall_time_seconds,worker_python_executable,worker_python_version,worker_numpy_version,pid
0,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,1,random_block,16000,128,125,3585.3500300310484,16000,0,,/opt/anaconda3/bin/python3.13,"3.13.9 | packaged by Anaconda, Inc. | (main, Oct 21 2025, 19:11:29) [Clang 20.1.8 ]",2.3.5,
3,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,4,alpha_ucb_block,16000,128,125,3635.4861152006993,16000,0,,/opt/anaconda3/bin/python3.13,"3.13.9 | packaged by Anaconda, Inc. | (main, Oct 21 2025, 19:11:29) [Clang 20.1.8 ]",2.3.5,
4,models/data_bundle/generated_instances/E-UK24h-三班-150,5,alpha_ucb_block,16000,128,125,5896.630153307302,16000,0,,/opt/anaconda3/bin/python3.13,"3.13.9 | packaged by Anaconda, Inc. | (main, Oct 21 2025, 19:11:29) [Clang 20.1.8 ]",2.3.5,
5,models/data_bundle/generated_instances/E-UK24h-三班-200,6,alpha_ucb_block,16000,128,125,7466.488139746884,16000,0,,/opt/anaconda3/bin/python3.13,"3.13.9 | packaged by Anaconda, Inc. | (main, Oct 21 2025, 19:11:29) [Clang 20.1.8 ]",2.3.5,
6,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,7,stratified_random,16000,128,125,3580.591352376319,16000,0,,/opt/anaconda3/bin/python3.13,"3.13.9 | packaged by Anaconda, Inc. | (main, Oct 21 2025, 19:11:29) [Clang 20.1.8 ]",2.3.5,
8,models/data_bundle/generated_instances/E-UK24h-三班-200,9,stratified_random,16000,128,125,7236.4712038782745,16000,0,,/opt/anaconda3/bin/python3.13,"3.13.9 | packaged by Anaconda, Inc. | (main, Oct 21 2025, 19:11:29) [Clang 20.1.8 ]",2.3.5,
9,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,100010,stratified_random,16000,128,125,3564.871529116419,16000,0,,/opt/anaconda3/bin/python3.13,"3.13.9 | packaged by Anaconda, Inc. | (main, Oct 21 2025, 19:11:29) [Clang 20.1.8 ]",2.3.5,
10,models/data_bundle/generated_instances/E-UK24h-三班-150,100011,stratified_random,16000,128,125,5494.616756712028,16000,0,,/opt/anaconda3/bin/python3.13,"3.13.9 | packaged by Anaconda, Inc. | (main, Oct 21 2025, 19:11:29) [Clang 20.1.8 ]",2.3.5,
11,models/data_bundle/generated_instances/E-UK24h-三班-200,100012,stratified_random,16000,128,125,7324.269736801109,16000,0,,/opt/anaconda3/bin/python3.13,"3.13.9 | packaged by Anaconda, Inc. | (main, Oct 21 2025, 19:11:29) [Clang 20.1.8 ]",2.3.5,
13,models/data_bundle/generated_instances/E-UK24h-三班-150,100014,stratified_random,16000,128,125,5531.695744244033,16000,0,,/opt/anaconda3/bin/python3.13,"3.13.9 | packaged by Anaconda, Inc. | (main, Oct 21 2025, 19:11:29) [Clang 20.1.8 ]",2.3.5,
15,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,100016,stratified_random,16000,128,125,3611.1195790856405,16000,0,,/opt/anaconda3/bin/python3.13,"3.13.9 | packaged by Anaconda, Inc. | (main, Oct 21 2025, 19:11:29) [Clang 20.1.8 ]",2.3.5,
17,models/data_bundle/generated_instances/E-UK24h-三班-200,100018,stratified_random,16000,128,125,7208.632167594452,16000,0,,/opt/anaconda3/bin/python3.13,"3.13.9 | packaged by Anaconda, Inc. | (main, Oct 21 2025, 19:11:29) [Clang 20.1.8 ]",2.3.5,
19,models/data_bundle/generated_instances/E-UK24h-三班-150,100020,stratified_random,16000,128,125,5451.530026405175,16000,0,,/opt/anaconda3/bin/python3.13,"3.13.9 | packaged by Anaconda, Inc. | (main, Oct 21 2025, 19:11:29) [Clang 20.1.8 ]",2.3.5,
