arm,operating_day_count,days_actual_improved,days_actual_worsened,days_actual_tied,mean_day_reduction_pct,median_day_reduction_pct,pooled_reduction_pct,pooled_oracle_potential_pct,pooled_forecast_capture_ratio,mean_pre_day_saving_kg,mean_between_trip_saving_kg,two_sided_sign_p
ownership_fixed,28,16,10,2,3.104434694516276,0.15877467523935884,3.652714530708074,4.2721759633328835,0.8550009554986718,5.196521847959465,0.09325503221371641,0.32693958282470703
reassignment_allowed,28,15,8,5,3.63319249707867,0.037571793565207456,4.603814135672071,5.390869838422002,0.8540020949605573,4.992811338936734,0.002166943020906079,0.21003961563110352
