operating_day,seed,arm,charging_kwh,immediate_actual_kg,forecast_timed_actual_kg,oracle_actual_kg,realized_saving_kg,realized_saving_pct,oracle_potential_kg,oracle_potential_pct,forecast_capture_ratio,predicted_saving_kg,pre_day_realized_saving_kg,between_trip_realized_saving_kg,moved_pre_day_kwh,moved_between_trip_kwh
2025-11-02,1,ownership_fixed,1452.07487377362,87.03039723160407,86.4005095346342,85.39615745348695,0.6298876969698739,0.7237559714838778,1.63423977811712,1.877780442352922,0.3854316272337927,7.522705998992691,0.22757422603913113,0.40231347093073566,806.4456742719683,311.2254379550718
2025-11-02,1,reassignment_allowed,1075.5174967247613,57.33945632725918,57.0373205786838,56.550920668161766,0.30213574857538106,0.5269246831552983,0.7885356590974126,1.3752060267138297,0.3831605395261603,5.0246310361997075,0.30213574857538106,0.0,834.3336061788091,0
2025-11-02,2,ownership_fixed,1191.895643923941,73.979559026999,73.43551837407507,72.6661541483974,0.5440406529239254,0.7353932087177982,1.3134048786016024,1.7753618646500346,0.41422158679901655,5.988791703291966,0.49655578915222875,0.04748486377170025,665.6917434625975,135.4082979151241
2025-11-02,2,reassignment_allowed,1084.526030968007,60.46330307217409,60.05619098917037,59.40406697280222,0.4071120830037245,0.6733209439744984,1.0592360993718728,1.7518660833125166,0.38434498526357064,5.796524329418908,0.4071120830037245,0.0,787.7030092980374,0
2025-11-02,3,ownership_fixed,1160.82241795883,63.85228416592832,63.482470094338,62.41549986835871,0.3698140715903193,0.5791712487987277,1.4367842975696092,2.250168989782639,0.25739011222204883,5.753829099154622,0.26978707940305213,0.10002699218727074,836.8372317577193,12.783295382216096
2025-11-02,3,reassignment_allowed,820.2503712938753,40.579461962191594,40.34569776842733,39.5312635292752,0.23376419376426583,0.5760652863807483,1.0481984329163936,2.583076221890309,0.22301521011996336,6.168969530422885,0.23376419376426583,0.0,691.2766450199383,0
2025-11-03,1,ownership_fixed,1452.07487377362,97.8020671572279,98.56572671708675,97.55097016275528,-0.7636595598588514,-0.7808214918721321,0.25109699447261846,0.2567399665172226,-3.041293112499308,5.42167322161859,-0.7636595598588585,0.0,806.4456742719683,0
2025-11-03,1,reassignment_allowed,1075.5174967247613,74.19621398945293,74.64478186323227,74.12527498711776,-0.44856787377933927,-0.6045697612591172,0.07093900233516592,0.095610002884042,-6.323289854852877,4.399886723419513,-0.44856787377933216,0.0,834.3336061788091,0
2025-11-03,2,ownership_fixed,1191.895643923941,80.67055439872593,81.14341264188562,80.48625965966646,-0.47285824315969194,-0.586159654763895,0.18429473905946736,0.22845354222875902,-2.5657717934482775,4.978331472962637,-0.47285824315968483,0.0,665.6917434625975,0
2025-11-03,2,reassignment_allowed,1084.526030968007,75.36063167893369,75.67451384320472,75.16851846107912,-0.31388216427103544,-0.41650681168424714,0.19211321785456903,0.2549251692489095,-1.6338395024367678,5.196080544074661,-0.3138821642710212,0.0,787.7030092980374,0
2025-11-03,3,ownership_fixed,1160.82241795883,79.93706645575188,80.10782481701345,79.67955958246262,-0.1707583612615764,-0.21361599672424492,0.2575068732892589,0.32213700690629987,-0.6631215667387743,4.824258851412097,-0.16430118315799547,-0.006457178103588035,836.8372317577193,12.783295382216096
2025-11-03,3,reassignment_allowed,820.2503712938753,56.4902254607283,56.91788572623085,56.282632387483744,-0.42766026550255276,-0.7570517943849594,0.20759307324455278,0.3674849437251235,-2.0600892834162736,5.070260297221765,-0.42766026550255987,0.0,691.2766450199383,0
2025-11-04,1,ownership_fixed,1452.07487377362,97.38498595849634,96.91207812696655,94.45835054144177,0.47290783152979543,0.4856065099514825,2.9266354170545696,3.005222404921686,0.16158754478743387,0.5923066013240543,0.47290783152980254,0.0,806.4456742719683,0
2025-11-04,1,reassignment_allowed,1075.5174967247613,70.23381574032621,69.97084645253106,68.59827318662107,0.26296928779514417,0.3744197649283561,1.635542553705136,2.328710944243992,0.1607841307457376,1.3128387984498744,0.26296928779513706,0.0,834.3336061788091,0
2025-11-04,2,ownership_fixed,1191.895643923941,83.14402383072778,83.00256272136306,80.71294057502344,0.14146110936471246,0.17013984030014226,2.431083255704337,2.923942267520945,0.058188508778046,1.3725788014542815,0.14146110936469825,0.0,665.6917434625975,0
2025-11-04,2,reassignment_allowed,1084.526030968007,71.62851960697711,71.19880622707942,69.79810744216805,0.42971337989769154,0.5999193927998402,1.8304121648090614,2.555423698343148,0.23476317965932927,1.2644868281562225,0.42971337989767733,0.0,787.7030092980374,0
2025-11-04,3,ownership_fixed,1160.82241795883,77.83073609227138,76.98129111274407,75.53368143954215,0.8494449795273056,1.0914004186215782,2.29705465272923,2.951346432090764,0.3697974615092607,1.3345697890502777,0.9556677610726751,-0.10622278154536957,836.8372317577193,12.783295382216096
2025-11-04,3,reassignment_allowed,820.2503712938753,51.807410502389175,51.90671636297451,49.525704593186276,-0.09930586058533208,-0.191682733459053,2.2817059092028984,4.404207597092069,-0.04352263812123976,1.2119584368463876,-0.09930586058533208,0.0,691.2766450199383,0
2025-11-05,1,ownership_fixed,1452.07487377362,112.2942088840617,112.3922999919086,112.2942088840617,-0.09809110784689778,-0.08735188468015485,0.0,0.0,0.0,0.08631516151200458,-0.09809110784689068,0.0,448.92954127587456,0
2025-11-05,1,reassignment_allowed,1075.5174967247613,75.27553192860692,75.33800201644526,75.27553192860692,-0.062470087838335076,-0.0829885704395728,0.0,0.0,0.0,0.08792898848346908,-0.062470087838335076,0.0,362.44718706464937,0
2025-11-05,2,ownership_fixed,1191.895643923941,97.20858613776893,97.19920511020094,97.00229139870946,0.00938102756799708,0.00965041046343562,0.20629473905947293,0.21221863958303186,0.04547390597921459,0.27725134736543566,0.00938102756799708,0.0,352.52489588193276,0
2025-11-05,2,reassignment_allowed,1084.526030968007,78.434827847805,78.47505975721639,78.434827847805,-0.04023190941138921,-0.05129342476464058,0.0,0.0,0.0,0.06843681694579118,-0.040231909411396316,0.0,368.48690976233286,0
2025-11-05,3,ownership_fixed,1160.82241795883,85.09544804730874,85.0584791048786,84.95352569123341,0.0369689424301356,0.043444089288516057,0.14192235607532666,0.16678019721621898,0.2604870962719501,0.18592235607530938,0.03696894243012849,0.0,86.01552878493462,0
2025-11-05,3,reassignment_allowed,820.2503712938753,53.51146243126423,53.57559146773632,53.323792174746934,-0.06412903647208879,-0.11984168168542,0.1876702565172934,0.3507103861314889,-0.3417112421657474,0.2736919815185246,-0.06412903647208879,0.0,226.8156332146714,0
