instance_id,seed,wall_clock_T,A_single_view_hgs,A_elapsed,B_multi_restart,B_elapsed,C_mv_hgs_sp,C_elapsed,C_selected_source,D_independent_alns,D_elapsed,C_vs_A,C_vs_B,C_vs_D
cn-cy-150c-03-V2-LOCATIONS,2,360.0,7456.386065467295,362.1201599999913,7345.101052464855,365.309815332992,7449.321258320277,347.2438729580026,set_partitioning_recombination,8080.758718463472,361.2450533329975,win,loss,win
cn-cy-150c-03-V2-LOCATIONS,3,360.0,7305.309691367101,361.68602345796535,7327.417959520979,365.34081174997846,7312.55446884134,344.3439837920014,set_partitioning_recombination,7967.179304287778,360.3537939580274,loss,win,win
cn-cy-150c-03-V2-LOCATIONS,4,360.0,7304.012635337547,361.6242530000163,7318.716026694714,364.909751166997,7325.523309237051,345.91845504095545,set_partitioning_recombination,8290.83471184911,360.37385375000304,loss,loss,win
cn-cy-150c-03-V2-LOCATIONS,5,360.0,7434.611727469137,361.81105950003257,7454.376728858631,365.55034750001505,7439.735896702571,347.5482336670393,set_partitioning_recombination,8347.613183923282,365.28820362500846,loss,win,win
