task_id,instance_id,sample_role,seed,arm,complete_candidate_budget_cap,complete_candidate_evaluations_consumed,termination_reason,feasible_candidates,infeasible_candidates,error_candidates,elapsed_wall_seconds,search_total_cost_cny,common_initial_solution_sha256,search_status,independent_certificate_status,planning_physics_feasible,common_NL90_feasible,linear_plan_false_feasible,certificate_id,scientific_endpoint_inclusion
E5-NONLINEAR-CHARGING-V4-20260730,cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,6,L100_control,400,313,CANDIDATES_EXHAUSTED,107,206,0,186.21486174996244,4696.591688616317,b5e3e12b6f3fca749b9f3e8ff93c9c0ceaa1f14e29234565524e0fdaa0104d8d,PASS,PASS,1,1,0,536db8842768f87a51b62d5f0faa6dd049192cf0383ec6c8c241aaf09eb71422,NOT_AGGREGATED_DUE_TO_TERMINAL_CRASH
E5-NONLINEAR-CHARGING-V4-20260730,cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,6,NL90_mild,400,313,CANDIDATES_EXHAUSTED,107,206,0,187.5457030829857,4696.591688616317,b5e3e12b6f3fca749b9f3e8ff93c9c0ceaa1f14e29234565524e0fdaa0104d8d,PASS,PASS,1,1,0,659a2b7bdfbbbd6d497f05d2c09769de9484aa654137077030a0bfc0893d53f9,NOT_AGGREGATED_DUE_TO_TERMINAL_CRASH
E5-NONLINEAR-CHARGING-V4-20260730,cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,7,L100_control,400,356,CANDIDATES_EXHAUSTED,167,189,0,198.41000454098685,4699.834435688238,b5e3e12b6f3fca749b9f3e8ff93c9c0ceaa1f14e29234565524e0fdaa0104d8d,PASS,PASS,1,1,0,fc141c5561a20a25ae59093e3412cd195e07380c0c1d1c85ad3f192e2180c7c7,NOT_AGGREGATED_DUE_TO_TERMINAL_CRASH
E5-NONLINEAR-CHARGING-V4-20260730,cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,7,NL90_mild,400,356,CANDIDATES_EXHAUSTED,167,189,0,200.365917374962,4699.834435688238,b5e3e12b6f3fca749b9f3e8ff93c9c0ceaa1f14e29234565524e0fdaa0104d8d,PASS,PASS,1,1,0,828f6a124e3b53b79d41497f4d168ca623326c772daf9f7b8468c80307decb0b,NOT_AGGREGATED_DUE_TO_TERMINAL_CRASH
E5-NONLINEAR-CHARGING-V4-20260730,cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,8,L100_control,400,380,CANDIDATES_EXHAUSTED,147,233,0,160.8887871670304,4698.540433212127,b5e3e12b6f3fca749b9f3e8ff93c9c0ceaa1f14e29234565524e0fdaa0104d8d,PASS,PASS,1,1,0,72376f1db89a45e7a59324f07e4a47e5f786bc8f554aeaee79a3a5f3e1848bdc,NOT_AGGREGATED_DUE_TO_TERMINAL_CRASH
E5-NONLINEAR-CHARGING-V4-20260730,cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,8,NL90_mild,400,380,CANDIDATES_EXHAUSTED,147,233,0,137.36852112499764,4698.540433212127,b5e3e12b6f3fca749b9f3e8ff93c9c0ceaa1f14e29234565524e0fdaa0104d8d,PASS,PASS,1,1,0,8d05b9ab20fa06ed18921f63d56a1d710f7ac86c47fa825d636c0a9f73aca8e0,NOT_AGGREGATED_DUE_TO_TERMINAL_CRASH
E5-NONLINEAR-CHARGING-V4-20260730,cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,9,L100_control,400,349,CANDIDATES_EXHAUSTED,143,206,0,196.53390120901167,4696.195276193338,b5e3e12b6f3fca749b9f3e8ff93c9c0ceaa1f14e29234565524e0fdaa0104d8d,PASS,PASS,1,1,0,26feea1dd8ed42637e9bc1a1c33f2a7fddd02bd076f4ee8982a936e85516ca7b,NOT_AGGREGATED_DUE_TO_TERMINAL_CRASH
E5-NONLINEAR-CHARGING-V4-20260730,cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,9,NL90_mild,400,349,CANDIDATES_EXHAUSTED,143,206,0,196.89195183297852,4696.195276193338,b5e3e12b6f3fca749b9f3e8ff93c9c0ceaa1f14e29234565524e0fdaa0104d8d,PASS,PASS,1,1,0,95b711a66e504ecf4a7abb78fa1b4bd5caba765e720da58186183b347d92b646,NOT_AGGREGATED_DUE_TO_TERMINAL_CRASH
E5-NONLINEAR-CHARGING-V4-20260730,cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,10,L100_control,400,347,CANDIDATES_EXHAUSTED,145,202,0,196.1964592920267,4739.880513734355,b5e3e12b6f3fca749b9f3e8ff93c9c0ceaa1f14e29234565524e0fdaa0104d8d,PASS,PASS,1,1,0,16c19d3e2bcc08491a9a8bdc7622e17b37f13aaef89f7790d2a862a69c9caeb6,NOT_AGGREGATED_DUE_TO_TERMINAL_CRASH
E5-NONLINEAR-CHARGING-V4-20260730,cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,10,NL90_mild,400,347,CANDIDATES_EXHAUSTED,145,202,0,166.3349909579847,4739.880513734355,b5e3e12b6f3fca749b9f3e8ff93c9c0ceaa1f14e29234565524e0fdaa0104d8d,PASS,PASS,1,1,0,48601d1e8efd818e88db9e3c6e95ca4e992d365cce187f9e81ec12f80efba7b0,NOT_AGGREGATED_DUE_TO_TERMINAL_CRASH
E5-NONLINEAR-CHARGING-V4-20260730,cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,1,L100_control,400,331,CANDIDATES_EXHAUSTED,147,184,0,54.442969375057146,2289.318598837748,1a04478eda404b041805710415248d504ae104fd111e8d146eba60feafd5d6ae,PASS,PASS,1,1,0,992d0d189d789cc3557ea7c64da89126780018b95ca5494ea3773c01ae0649fc,NOT_AGGREGATED_DUE_TO_TERMINAL_CRASH
E5-NONLINEAR-CHARGING-V4-20260730,cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,1,NL90_mild,400,331,CANDIDATES_EXHAUSTED,147,184,0,54.876866333012,2289.318598837748,1a04478eda404b041805710415248d504ae104fd111e8d146eba60feafd5d6ae,PASS,PASS,1,1,0,0618565b19d86533fe8cec65cbcd6caa69ad098ca4c3a4e442f4093f3620933a,NOT_AGGREGATED_DUE_TO_TERMINAL_CRASH
E5-NONLINEAR-CHARGING-V4-20260730,cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,2,L100_control,400,298,CANDIDATES_EXHAUSTED,99,199,0,52.254381874983665,2288.011934963608,1a04478eda404b041805710415248d504ae104fd111e8d146eba60feafd5d6ae,PASS,PASS,1,1,0,2aee29e6022a6b8442f4aa71addc31857e42c831a84aec8cbe078dafca5e5b40,NOT_AGGREGATED_DUE_TO_TERMINAL_CRASH
E5-NONLINEAR-CHARGING-V4-20260730,cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,2,NL90_mild,400,298,CANDIDATES_EXHAUSTED,99,199,0,54.15035216603428,2288.011934963608,1a04478eda404b041805710415248d504ae104fd111e8d146eba60feafd5d6ae,PASS,PASS,1,1,0,2f6980afd20a5ade72f4ac894cfeadd5de96e50209cb91baba7a28de4b3229f8,NOT_AGGREGATED_DUE_TO_TERMINAL_CRASH
E5-NONLINEAR-CHARGING-V4-20260730,cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,3,L100_control,400,333,CANDIDATES_EXHAUSTED,132,201,0,54.90779616695363,2288.011934963608,1a04478eda404b041805710415248d504ae104fd111e8d146eba60feafd5d6ae,PASS,PASS,1,1,0,a3a10d767537aed30579ed52ae6b866ab21eead3bc085fa4b778450013f1e3b1,NOT_AGGREGATED_DUE_TO_TERMINAL_CRASH
E5-NONLINEAR-CHARGING-V4-20260730,cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,3,NL90_mild,400,333,CANDIDATES_EXHAUSTED,132,201,0,57.23071425000671,2288.011934963608,1a04478eda404b041805710415248d504ae104fd111e8d146eba60feafd5d6ae,PASS,PASS,1,1,0,befa45f885a40f7fe91588296b6c3ede6b6f7605d4f069d96c21c89cc8d91b13,NOT_AGGREGATED_DUE_TO_TERMINAL_CRASH
E5-NONLINEAR-CHARGING-V4-20260730,cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,4,L100_control,400,320,CANDIDATES_EXHAUSTED,133,187,0,56.557718082971405,2288.011934963608,1a04478eda404b041805710415248d504ae104fd111e8d146eba60feafd5d6ae,PASS,PASS,1,1,0,c6926effd8192db622dd001cd1e464486efc16af9d1dea1d3cb053dd97dfd948,NOT_AGGREGATED_DUE_TO_TERMINAL_CRASH
E5-NONLINEAR-CHARGING-V4-20260730,cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,4,NL90_mild,400,320,CANDIDATES_EXHAUSTED,133,187,0,55.22004566702526,2288.011934963608,1a04478eda404b041805710415248d504ae104fd111e8d146eba60feafd5d6ae,PASS,PASS,1,1,0,3b84c28df2ef186dcfe38ee96c5aee7fb2b873498bc726af7e20ecdfcce6a9e6,NOT_AGGREGATED_DUE_TO_TERMINAL_CRASH
E5-NONLINEAR-CHARGING-V4-20260730,cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,5,L100_control,400,310,CANDIDATES_EXHAUSTED,137,173,0,54.09147662500618,2288.888404443811,1a04478eda404b041805710415248d504ae104fd111e8d146eba60feafd5d6ae,PASS,PASS,1,1,0,cd024de94401dc1f2a07bafb70a471475a9d0452431749f689a32804b8525cbd,NOT_AGGREGATED_DUE_TO_TERMINAL_CRASH
E5-NONLINEAR-CHARGING-V4-20260730,cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,5,NL90_mild,400,310,CANDIDATES_EXHAUSTED,137,173,0,55.02295754197985,2288.888404443811,1a04478eda404b041805710415248d504ae104fd111e8d146eba60feafd5d6ae,PASS,PASS,1,1,0,7f05defd15a5d2652c883331c2e066bfa35959941bc433da1dc8906ce9055cdc,NOT_AGGREGATED_DUE_TO_TERMINAL_CRASH
E5-NONLINEAR-CHARGING-V4-20260730,cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,6,L100_control,400,376,CANDIDATES_EXHAUSTED,159,217,0,53.42811637499835,2288.0228281390537,1a04478eda404b041805710415248d504ae104fd111e8d146eba60feafd5d6ae,PASS,PASS,1,1,0,1bd7461ce480b682efb0a54750e622739d26055033da82e9a7222415e565c9cf,NOT_AGGREGATED_DUE_TO_TERMINAL_CRASH
E5-NONLINEAR-CHARGING-V4-20260730,cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,6,NL90_mild,400,376,CANDIDATES_EXHAUSTED,159,217,0,53.10007183300331,2288.0228281390537,1a04478eda404b041805710415248d504ae104fd111e8d146eba60feafd5d6ae,PASS,PASS,1,1,0,9a7ce4ad3d51c8e2a976a29a4f6aa6d36a82dc5571c796c4cd07e691771e4f20,NOT_AGGREGATED_DUE_TO_TERMINAL_CRASH
E5-NONLINEAR-CHARGING-V4-20260730,cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,7,L100_control,400,314,CANDIDATES_EXHAUSTED,119,195,0,52.37395512498915,2288.011934963608,1a04478eda404b041805710415248d504ae104fd111e8d146eba60feafd5d6ae,PASS,PASS,1,1,0,220fb61c16712bdd51dbe0d6c105ce4f5af0ee5abb1adf4994d61b5098e625e7,NOT_AGGREGATED_DUE_TO_TERMINAL_CRASH
E5-NONLINEAR-CHARGING-V4-20260730,cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,7,NL90_mild,400,314,CANDIDATES_EXHAUSTED,119,195,0,53.100735541956965,2288.011934963608,1a04478eda404b041805710415248d504ae104fd111e8d146eba60feafd5d6ae,PASS,PASS,1,1,0,5cd5582dde4182b75da5c62a8070193970bd893c1357bb9b09fc48a5c5fa5a8d,NOT_AGGREGATED_DUE_TO_TERMINAL_CRASH
E5-NONLINEAR-CHARGING-V4-20260730,cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,8,L100_control,400,363,CANDIDATES_EXHAUSTED,143,220,0,53.2578773330315,2288.011934963608,1a04478eda404b041805710415248d504ae104fd111e8d146eba60feafd5d6ae,PASS,PASS,1,1,0,0d06f3164a504a605fe8bbcc165ede07ba67615849fc4c64fe7419adfd6810a0,NOT_AGGREGATED_DUE_TO_TERMINAL_CRASH
E5-NONLINEAR-CHARGING-V4-20260730,cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,8,NL90_mild,400,363,CANDIDATES_EXHAUSTED,143,220,0,53.04175754199969,2288.011934963608,1a04478eda404b041805710415248d504ae104fd111e8d146eba60feafd5d6ae,PASS,PASS,1,1,0,11e17a5ad8c16a2e72ab896c6332c7e23714f9e40984a83af6febe07fda44ac9,NOT_AGGREGATED_DUE_TO_TERMINAL_CRASH
E5-NONLINEAR-CHARGING-V4-20260730,cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,9,L100_control,400,364,CANDIDATES_EXHAUSTED,148,216,0,54.718095209042076,2288.011934963608,1a04478eda404b041805710415248d504ae104fd111e8d146eba60feafd5d6ae,PASS,PASS,1,1,0,7d7d4de08cefa9900884ee1e323376e658e8a6dfdacad8f47b7d684706d3fa65,NOT_AGGREGATED_DUE_TO_TERMINAL_CRASH
E5-NONLINEAR-CHARGING-V4-20260730,cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,9,NL90_mild,400,364,CANDIDATES_EXHAUSTED,148,216,0,55.86277266702382,2288.011934963608,1a04478eda404b041805710415248d504ae104fd111e8d146eba60feafd5d6ae,PASS,PASS,1,1,0,7f720fb04683ee1de800be66f4a97ec9844dd3623f24c24d1af00724697e916b,NOT_AGGREGATED_DUE_TO_TERMINAL_CRASH
E5-NONLINEAR-CHARGING-V4-20260730,cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,10,L100_control,400,339,CANDIDATES_EXHAUSTED,156,183,0,54.073751499992795,2288.011934963608,1a04478eda404b041805710415248d504ae104fd111e8d146eba60feafd5d6ae,PASS,PASS,1,1,0,88994a74c29dfd90c6cf93e3514d6aa89bdfd208efa4a31ea8fe97c5a1f42291,NOT_AGGREGATED_DUE_TO_TERMINAL_CRASH
E5-NONLINEAR-CHARGING-V4-20260730,cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,10,NL90_mild,400,339,CANDIDATES_EXHAUSTED,156,183,0,54.36148762505036,2288.011934963608,1a04478eda404b041805710415248d504ae104fd111e8d146eba60feafd5d6ae,PASS,PASS,1,1,0,58ad6b44329b4ca548bbddb823dd0649c2fe21e33f82e2bea8d5bb5311fb645a,NOT_AGGREGATED_DUE_TO_TERMINAL_CRASH
