stage,algorithm,role,status,actual_evals,elapsed_seconds,best_cost,solution_hash,violation_count,feasible,failure_reason,variant,flags,operator_counts,unique_solution_count,best_update_count,eval_budget,eval_ratio,max_runtime_seconds,warm_start_cost,warm_hash,warm_start_hash,returned_warm_start,improvement_vs_warm_pct,health_status,bundle,bundle_dir,seed,scale
track22_stage1_instrument_gate,winner_kernel_true_repair_adaptive_q,method,OK,300,44.58762319991365,2627.730354145863,16ed4a91e69592774f8b09c55abfbd00d90f866d6361f6c5403d6897d7500fe7,0,True,,winner_kernel_true_repair_adaptive_q,"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_REPAIR_STRUCTURE_CACHE"": ""0"", ""SETP_ALNS_CRUSH_ROUTE_COST_CACHE"": ""0"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_SA_MODE"": ""off"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""0"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""0"", ""SETP_ALNS_CRUSH_TIMING_LEDGER"": ""0"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}","{""destroy"": {""random_customer_removal"": [0, 0, 0, 3], ""route_segment_removal"": [0, 0, 0, 3], ""shaw_related_removal"": [0, 0, 0, 3], ""vehicle_type_swap"": [4, 0, 0, 112], ""whole_route_removal"": [0, 0, 0, 3], ""worst_customer_removal"": [6, 0, 1, 165]}, ""repair"": {""greedy_insert_repair"": [4, 0, 0, 115], ""regret2_insert_repair"": [6, 0, 1, 168], ""regret3_insert_repair"": [0, 0, 0, 6]}, ""scan"": {""infeasible"": 0, ""rebuild_accepts"": 0, ""rebuild_attempts"": 0, ""restart_accepts"": 0, ""restart_attempts"": 0}, ""timing"": {}}",11,10,300,1.0,900.0,4079.0300555402387,7d5cb7dfff3ad7fc4e3b7bd671b8fa5a4da5435c50460d585a3b51204211a24b,7d5cb7dfff3ad7fc4e3b7bd671b8fa5a4da5435c50460d585a3b51204211a24b,False,35.57952948699617,NOT_BASELINE_GATE,E-UK100_01__d2_s3_seed1_24h_20251113,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,901,100
