stream_seed,arm,completed_stage_count,error_type,error
1,independent,26,RuntimeError,"stage search found no executable continuation (initial_feasible=False, changed=400, executable=0, accepted=0, top_rejections=[('E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route CV8#T1', 180), ('E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route S27_OPEN_008', 66), ('E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route S27_OPEN_005', 32)])"
