arm,stream_seed,stage,trigger_second,event_count,committed_route_count,future_route_count,future_cost,running_total_cost,cross_site_customer_count,initial_continuation_feasible,changed_candidate_count,executable_candidate_count,accepted_candidate_count,evaluations,elapsed_seconds,customer_accounting_pass
cooperative,1,1,2381.970953031277,1,5,28,4836.527586043295,5817.011679870668,4,True,392,0,0,400,9.377891791984439,True
cooperative,1,2,3309.8745990333464,1,5,28,4846.770522696242,5841.968046722952,4,True,398,48,15,400,7.16763591702329,True
cooperative,1,3,3502.364276284161,1,5,28,4847.615146175585,5842.812670202295,4,True,400,64,31,400,15.894224834046327,True
cooperative,1,4,3850.7858490617864,1,5,29,5025.534476284338,6020.732000311047,4,True,396,101,101,400,9.50149912503548,True
cooperative,1,5,6860.201637249754,1,7,27,4670.096050223537,6020.336294664174,4,True,398,42,16,400,6.344128708005883,True
cooperative,1,6,8783.176773748888,1,8,26,4409.017525287643,6035.420713334822,4,True,399,52,24,400,6.887230124964844,True
cooperative,1,7,8886.5277733935,1,8,26,4406.755663713932,6033.158851761111,4,True,395,87,21,400,6.914061916992068,True
cooperative,1,8,11187.007859090007,1,8,26,4401.006301916901,6033.541714313229,4,True,380,0,0,400,8.870919124979991,True
cooperative,1,9,11597.73017135447,1,9,25,4224.993624258895,6030.305077095069,4,True,397,80,29,400,7.299471499980427,True
cooperative,1,10,12629.586082922457,1,9,25,4217.998105200019,6029.259243618509,4,True,392,52,14,400,8.648216042027343,True
cooperative,1,11,13954.967705071836,1,10,24,4054.2342292668664,6121.327611107134,2,False,400,1,1,400,8.143925999989733,True
cooperative,1,12,15095.18880680182,1,11,23,3916.650750640486,6123.660420809614,2,True,400,0,0,400,6.072180499962997,True
cooperative,1,13,16728.453437103773,1,17,17,3097.8862197444964,6184.267617337584,2,False,400,3,2,400,2.6862169580417685,True
cooperative,1,14,17449.758092209107,1,18,16,2984.830834368633,6184.876006424032,2,True,400,63,23,400,3.0388827080023475,True
cooperative,1,15,17463.155806373295,1,18,16,2987.669668364996,6187.714840420395,2,True,400,108,24,400,3.0519041669904254,True
cooperative,1,16,18268.528292814102,1,19,15,2808.8311022129265,6188.254388677634,1,True,400,48,15,400,2.642259792017285,True
cooperative,1,17,18571.520158499825,1,20,14,2659.3035401618063,6188.953187058474,1,True,400,93,33,400,2.4347580829635262,True
cooperative,1,18,19226.828176132614,1,22,12,2254.4497017193007,6188.953187058474,1,True,400,90,34,400,2.380853875016328,True
cooperative,1,19,20011.041736686784,1,23,11,2047.1578965970593,6230.091231139409,1,True,400,46,30,400,1.9773227090481669,True
cooperative,1,20,21199.2840755726,1,23,11,2047.1578965970593,6230.091231139409,1,True,400,27,10,400,2.1989602919784375,True
cooperative,1,21,21687.035151893822,1,23,11,2045.4122842624904,6228.345618804839,1,True,400,0,0,400,2.938785750011448,True
cooperative,1,22,21805.434944134864,1,23,11,2045.345339964671,6228.278674507021,1,True,400,72,16,400,2.1605587499798276,True
cooperative,1,23,21927.621863159293,1,25,8,1526.451920366392,5962.793564996613,1,True,146,75,16,400,1.5434175839764066,True
cooperative,1,24,22135.442264735328,1,25,8,1519.6964800323908,5956.038124662611,1,True,277,123,14,400,1.2231087920372374,True
cooperative,1,25,22414.085676799084,1,25,8,1544.308812583181,5980.650457213402,1,True,266,132,21,400,1.208610542002134,True
cooperative,1,26,23140.3263957274,1,25,8,1542.3632330012429,5978.704877631464,1,True,271,141,19,400,1.185454667021986,True
cooperative,1,27,23466.096512047756,1,25,8,1473.1333442474681,5909.474988877689,1,False,400,185,2,400,1.9449962910148315,True
cooperative,1,28,23497.29584277139,1,26,7,1286.1038586850864,5909.474988877689,1,True,400,259,15,400,1.9348086250247434,True
cooperative,1,29,24624.662127310774,1,26,7,1249.8560103614082,5885.599556017578,1,True,400,364,0,400,3.196674124978017,True
cooperative,1,30,25005.13396686159,1,26,7,1249.8625342011662,5885.606079857336,1,True,400,237,21,400,1.887986332993023,True
cooperative,1,31,25060.40779036161,1,26,7,1249.8552710114948,5885.598816667664,1,True,400,297,29,400,1.995564209006261,True
cooperative,1,32,25222.983437176637,1,26,7,1252.3828983669353,5888.126444023105,1,True,400,250,18,400,1.9290979159995914,True
cooperative,1,33,28221.48042217908,1,26,7,1252.3246924958203,5888.06823815199,1,True,400,273,88,400,1.8277159580029547,True
cooperative,1,34,28384.00908993048,1,26,7,1258.5888257051975,5894.332371361367,1,True,400,217,11,400,1.9079559170058928,True
cooperative,1,35,29494.224829111754,1,26,7,1297.9142757908642,5933.657821447034,1,True,400,197,12,400,1.9325505000306293,True
cooperative,1,36,29507.495604917145,1,26,7,1297.8847840817234,5933.628329737893,1,True,400,282,12,400,2.1671132080373354,True
cooperative,1,37,29811.136005752473,1,26,8,1416.682211606659,6052.4257572628285,1,True,400,218,200,400,2.4690132919931784,True
cooperative,1,38,30211.313766837473,1,26,8,1415.3899984389832,6051.133544095153,1,True,400,39,0,400,3.6243351669982076,True
cooperative,1,39,30950.772652074673,1,26,8,1415.3899984389832,6051.133544095153,1,True,400,81,15,400,2.2504186250152998,True
cooperative,1,40,32117.939676621525,1,26,8,1415.9985664161607,6051.74211207233,1,True,400,103,8,400,2.37868508399697,True
cooperative,1,41,32425.848871205668,1,26,8,1415.8566038168738,6051.6001494730435,1,True,400,116,41,400,2.250667958986014,True
cooperative,1,42,32628.515444086355,1,26,8,1507.1600219753423,6142.9035676315125,2,True,384,77,38,400,2.296288750017993,True
cooperative,1,43,33163.077144911294,1,26,9,1705.2451595180296,6340.988705174199,2,True,387,109,101,400,2.2161319170263596,True
cooperative,1,44,33619.35934592201,1,27,8,1506.5151777950116,6340.3438609938685,2,True,357,18,0,400,4.206183499947656,True
cooperative,1,45,34060.49225566274,1,27,8,1495.9770932995998,6329.805776498457,2,True,394,77,32,400,2.4186518330243416,True
cooperative,1,46,34431.787754505836,1,27,8,1495.0369757243561,6328.865658923213,2,True,368,24,0,400,3.8830062079941854,True
cooperative,1,47,35060.1556284928,1,27,8,1481.8705127041235,6326.203748121756,2,True,367,30,0,400,3.6784310409566388,True
cooperative,1,48,35608.06660443097,1,27,8,1477.0387960237247,6321.372031441357,2,True,369,23,0,400,3.4661742500029504,True
cooperative,1,49,36470.783552342626,1,27,8,1489.0090167844169,6333.342252202048,3,True,388,42,12,400,2.211356083978899,True
cooperative,1,50,36614.6621025152,1,27,8,1589.8797244306077,6434.21295984824,4,True,384,28,22,400,1.9013181250193156,True
cooperative,1,51,38568.81001476299,1,28,7,1355.2039826703215,6441.328805127972,4,True,394,56,12,400,1.8083931659930386,True
cooperative,1,52,39191.93205587032,1,28,7,1355.19791734478,6441.322739802431,4,True,391,91,18,400,1.8690593329956755,True
cooperative,1,53,39372.68102317362,1,28,7,1349.051604159411,6435.176426617062,4,True,381,86,19,400,1.9095846670097671,True
cooperative,1,54,40343.13966749821,1,28,7,1349.0362502907353,6435.161072748387,4,True,382,95,16,400,1.7950130420504138,True
cooperative,1,55,40386.33844900012,1,28,7,1354.0853320006079,6440.210154458259,5,True,387,57,15,400,1.8644411250133999,True
independent,1,1,2381.970953031277,1,6,28,4988.170458332476,6059.75111325167,0,True,400,0,0,400,9.767853749974165,True
independent,1,2,3309.8745990333464,1,6,28,4995.069981835714,6066.650636754908,0,True,400,47,19,400,11.743880165973678,True
independent,1,3,3502.364276284161,1,6,28,4995.732337091341,6067.312992010535,0,True,400,102,60,400,7.3889047089614905,True
independent,1,4,3850.7858490617864,1,6,28,4995.682395538325,6067.263050457519,0,True,400,37,37,400,7.150473958987277,True
independent,1,5,6860.201637249754,1,8,26,4610.804431760806,6067.263050457519,0,True,400,69,26,400,6.274443875008728,True
independent,1,6,8783.176773748888,1,8,26,4603.563167724009,6076.844432338628,0,True,400,37,21,400,8.792805958015379,True
independent,1,7,8886.5277733935,1,8,26,4603.587207355723,6076.868471970343,0,True,400,80,27,400,6.97266370797297,True
independent,1,8,11187.007859090007,1,9,25,4413.362720673528,6073.87021767931,0,True,400,0,0,400,7.350911249988712,True
independent,1,9,11597.73017135447,1,10,24,4188.279233067059,6073.395268691165,0,True,400,62,25,400,5.678346375003457,True
independent,1,10,12629.586082922457,1,13,21,3757.762987685819,6073.484980646235,0,True,400,25,17,400,5.267330333008431,True
independent,1,11,13954.967705071836,1,14,21,3623.3708353512893,6215.487932726043,0,True,400,107,107,400,4.653947291022632,True
independent,1,12,15095.18880680182,1,14,21,3612.634257171162,6215.325646100034,0,True,400,0,0,400,6.7622394589707255,True
independent,1,13,16728.453437103773,1,15,20,3485.7758983867557,6217.952903646041,0,False,400,1,1,400,3.110464333964046,True
independent,1,14,17449.758092209107,1,18,17,3075.1265351707625,6226.791046911459,0,True,400,24,16,400,2.8810881660319865,True
