arm,stream_seed,stage,trigger_second,event_count,committed_route_count,future_route_count,future_cost,running_total_cost,cross_site_customer_count,initial_continuation_feasible,changed_candidate_count,executable_candidate_count,accepted_candidate_count,evaluations,elapsed_seconds,customer_accounting_pass
independent,1,15,17463.155806373295,1,18,17,3076.126171179779,6227.790682920475,0,True,400,45,44,400,2.7292297079693526,True
independent,1,16,18268.528292814102,1,19,16,2995.7981961974947,6254.8737142098,0,True,400,17,17,400,3.0584049170138314,True
independent,1,17,18571.520158499825,1,20,15,2784.129534586472,6254.996320081866,0,True,400,77,29,400,2.7838563750265166,True
independent,1,18,19226.828176132614,1,20,15,2784.129534586472,6254.996320081866,0,True,400,36,36,400,2.66371433401946,True
independent,1,19,20011.041736686784,1,22,13,2429.9097793740616,6255.030931900361,0,True,400,86,26,400,2.920040750002954,True
independent,1,20,21199.2840755726,1,23,12,2152.221749981823,6254.873180255074,0,True,400,89,31,400,2.1104264999739826,True
independent,1,21,21687.035151893822,1,23,12,2148.887348513599,6251.53877878685,0,True,400,0,0,400,3.0950095420121215,True
independent,1,22,21805.434944134864,1,23,12,2148.887348513599,6251.53877878685,0,True,400,51,20,400,1.931242500024382,True
independent,1,23,21927.621863159293,1,23,12,2146.8276710813025,6249.479101354554,0,True,400,0,0,400,3.074639542028308,True
independent,1,24,22135.442264735328,1,23,13,2239.9880752373265,6342.639505510578,0,True,400,112,112,400,2.3029936250532046,True
independent,1,25,22414.085676799084,1,24,12,2100.2585951159217,6349.506113506,0,True,400,20,20,400,2.034813584003132,True
independent,1,26,23140.3263957274,1,24,12,2100.2184557090145,6349.465974099092,0,True,400,32,19,400,2.31530020898208,True
