instance_id,sample_role,seed,state,member_id,baseline_profit_I_cny,state_profit_cny,profit_change_vs_I_cny,profit_ratio_vs_I,participation_satisfied,u_weak_member,profit_improvement_vs_U_cny,status
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,2,F,D_guangzhou,6917.233079222592,6917.233079222592,0.0,1.0,True,True,966.9993319555515,PASS_FALLBACK_TO_I_NO_FAIR_CANDIDATE
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,2,F,D_shenzhen,9075.820130821055,9075.820130821055,0.0,1.0,True,False,-1020.434186948296,PASS_FALLBACK_TO_I_NO_FAIR_CANDIDATE
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,3,I,D_guangzhou,6917.233079222592,6917.233079222592,0.0,1.0,True,True,966.9993319555515,PASS_REUSED_SEALED_E3_ZONE
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,3,I,D_shenzhen,9075.820130821055,9075.820130821055,0.0,1.0,True,False,-1020.434186948296,PASS_REUSED_SEALED_E3_ZONE
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,3,U,D_guangzhou,6917.233079222592,5950.233747267041,-966.9993319555515,0.8602043156735395,False,True,0.0,PASS_REUSED_SEALED_E3_JOINT_BITWISE_REPLAYED
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,3,U,D_shenzhen,9075.820130821055,10096.254317769351,1020.434186948296,1.1124343775261643,True,False,0.0,PASS_REUSED_SEALED_E3_JOINT_BITWISE_REPLAYED
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,3,F,D_guangzhou,6917.233079222592,6917.233079222592,0.0,1.0,True,True,966.9993319555515,PASS_FALLBACK_TO_I_NO_FAIR_CANDIDATE
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,3,F,D_shenzhen,9075.820130821055,9075.820130821055,0.0,1.0,True,False,-1020.434186948296,PASS_FALLBACK_TO_I_NO_FAIR_CANDIDATE
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,4,I,D_guangzhou,6917.233079222592,6917.233079222592,0.0,1.0,True,True,966.9993319555515,PASS_REUSED_SEALED_E3_ZONE
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,4,I,D_shenzhen,9075.820130821055,9075.820130821055,0.0,1.0,True,False,-1020.434186948296,PASS_REUSED_SEALED_E3_ZONE
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,4,U,D_guangzhou,6917.233079222592,5950.233747267041,-966.9993319555515,0.8602043156735395,False,True,0.0,PASS_REUSED_SEALED_E3_JOINT_BITWISE_REPLAYED
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,4,U,D_shenzhen,9075.820130821055,10096.254317769351,1020.434186948296,1.1124343775261643,True,False,0.0,PASS_REUSED_SEALED_E3_JOINT_BITWISE_REPLAYED
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,4,F,D_guangzhou,6917.233079222592,6917.233079222592,0.0,1.0,True,True,966.9993319555515,PASS_FALLBACK_TO_I_NO_FAIR_CANDIDATE
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,4,F,D_shenzhen,9075.820130821055,9075.820130821055,0.0,1.0,True,False,-1020.434186948296,PASS_FALLBACK_TO_I_NO_FAIR_CANDIDATE
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,5,I,D_guangzhou,6917.233079222592,6917.233079222592,0.0,1.0,True,True,966.9993319555515,PASS_REUSED_SEALED_E3_ZONE
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,5,I,D_shenzhen,9075.820130821055,9075.820130821055,0.0,1.0,True,False,-1019.557717468093,PASS_REUSED_SEALED_E3_ZONE
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,5,U,D_guangzhou,6917.233079222592,5950.233747267041,-966.9993319555515,0.8602043156735395,False,True,0.0,PASS_REUSED_SEALED_E3_JOINT_BITWISE_REPLAYED
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,5,U,D_shenzhen,9075.820130821055,10095.377848289148,1019.557717468093,1.1123378055946396,True,False,0.0,PASS_REUSED_SEALED_E3_JOINT_BITWISE_REPLAYED
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,5,F,D_guangzhou,6917.233079222592,6917.233079222592,0.0,1.0,True,True,966.9993319555515,PASS_FALLBACK_TO_I_NO_FAIR_CANDIDATE
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,5,F,D_shenzhen,9075.820130821055,9075.820130821055,0.0,1.0,True,False,-1019.557717468093,PASS_FALLBACK_TO_I_NO_FAIR_CANDIDATE
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,6,I,D_guangzhou,6917.233079222592,6917.233079222592,0.0,1.0,True,True,148.51662560312343,PASS_REUSED_SEALED_E3_ZONE
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,6,I,D_shenzhen,9075.820130821055,9075.820130821055,0.0,1.0,True,False,-201.94058742042216,PASS_REUSED_SEALED_E3_ZONE
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,6,U,D_guangzhou,6917.233079222592,6768.716453619469,-148.51662560312343,0.9785294750224298,False,True,0.0,PASS_REUSED_SEALED_E3_JOINT_BITWISE_REPLAYED
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,6,U,D_shenzhen,9075.820130821055,9277.760718241478,201.94058742042216,1.0222503955025113,True,False,0.0,PASS_REUSED_SEALED_E3_JOINT_BITWISE_REPLAYED
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,6,F,D_guangzhou,6917.233079222592,6917.233079222592,0.0,1.0,True,True,148.51662560312343,PASS_FALLBACK_TO_I_NO_FAIR_CANDIDATE
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,6,F,D_shenzhen,9075.820130821055,9075.820130821055,0.0,1.0,True,False,-201.94058742042216,PASS_FALLBACK_TO_I_NO_FAIR_CANDIDATE
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,7,I,D_guangzhou,6917.233079222592,6917.233079222592,0.0,1.0,True,True,966.9993319555515,PASS_REUSED_SEALED_E3_ZONE
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,7,I,D_shenzhen,9075.820130821055,9075.820130821055,0.0,1.0,True,False,-1020.434186948296,PASS_REUSED_SEALED_E3_ZONE
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,7,U,D_guangzhou,6917.233079222592,5950.233747267041,-966.9993319555515,0.8602043156735395,False,True,0.0,PASS_REUSED_SEALED_E3_JOINT_BITWISE_REPLAYED
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,7,U,D_shenzhen,9075.820130821055,10096.254317769351,1020.434186948296,1.1124343775261643,True,False,0.0,PASS_REUSED_SEALED_E3_JOINT_BITWISE_REPLAYED
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,7,F,D_guangzhou,6917.233079222592,6917.233079222592,0.0,1.0,True,True,966.9993319555515,PASS_FALLBACK_TO_I_NO_FAIR_CANDIDATE
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,7,F,D_shenzhen,9075.820130821055,9075.820130821055,0.0,1.0,True,False,-1020.434186948296,PASS_FALLBACK_TO_I_NO_FAIR_CANDIDATE
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,8,I,D_guangzhou,6917.233079222592,6917.233079222592,0.0,1.0,True,True,966.9993319555515,PASS_REUSED_SEALED_E3_ZONE
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,8,I,D_shenzhen,9075.820130821055,9075.820130821055,0.0,1.0,True,False,-1020.434186948296,PASS_REUSED_SEALED_E3_ZONE
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,8,U,D_guangzhou,6917.233079222592,5950.233747267041,-966.9993319555515,0.8602043156735395,False,True,0.0,PASS_REUSED_SEALED_E3_JOINT_BITWISE_REPLAYED
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,8,U,D_shenzhen,9075.820130821055,10096.254317769351,1020.434186948296,1.1124343775261643,True,False,0.0,PASS_REUSED_SEALED_E3_JOINT_BITWISE_REPLAYED
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,8,F,D_guangzhou,6917.233079222592,6917.233079222592,0.0,1.0,True,True,966.9993319555515,PASS_FALLBACK_TO_I_NO_FAIR_CANDIDATE
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,8,F,D_shenzhen,9075.820130821055,9075.820130821055,0.0,1.0,True,False,-1020.434186948296,PASS_FALLBACK_TO_I_NO_FAIR_CANDIDATE
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,9,I,D_guangzhou,6917.233079222592,6917.233079222592,0.0,1.0,True,True,966.9993319555515,PASS_REUSED_SEALED_E3_ZONE
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,9,I,D_shenzhen,9075.820130821055,9075.820130821055,0.0,1.0,True,False,-1020.434186948296,PASS_REUSED_SEALED_E3_ZONE
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,9,U,D_guangzhou,6917.233079222592,5950.233747267041,-966.9993319555515,0.8602043156735395,False,True,0.0,PASS_REUSED_SEALED_E3_JOINT_BITWISE_REPLAYED
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,9,U,D_shenzhen,9075.820130821055,10096.254317769351,1020.434186948296,1.1124343775261643,True,False,0.0,PASS_REUSED_SEALED_E3_JOINT_BITWISE_REPLAYED
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,9,F,D_guangzhou,6917.233079222592,6917.233079222592,0.0,1.0,True,True,966.9993319555515,PASS_FALLBACK_TO_I_NO_FAIR_CANDIDATE
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,9,F,D_shenzhen,9075.820130821055,9075.820130821055,0.0,1.0,True,False,-1020.434186948296,PASS_FALLBACK_TO_I_NO_FAIR_CANDIDATE
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,10,I,D_guangzhou,6917.233079222592,6917.233079222592,0.0,1.0,True,True,966.9993319555515,PASS_REUSED_SEALED_E3_ZONE
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,10,I,D_shenzhen,9075.820130821055,9075.820130821055,0.0,1.0,True,False,-1020.434186948296,PASS_REUSED_SEALED_E3_ZONE
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,10,U,D_guangzhou,6917.233079222592,5950.233747267041,-966.9993319555515,0.8602043156735395,False,True,0.0,PASS_REUSED_SEALED_E3_JOINT_BITWISE_REPLAYED
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,10,U,D_shenzhen,9075.820130821055,10096.254317769351,1020.434186948296,1.1124343775261643,True,False,0.0,PASS_REUSED_SEALED_E3_JOINT_BITWISE_REPLAYED
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,10,F,D_guangzhou,6917.233079222592,6917.233079222592,0.0,1.0,True,True,966.9993319555515,PASS_FALLBACK_TO_I_NO_FAIR_CANDIDATE
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,10,F,D_shenzhen,9075.820130821055,9075.820130821055,0.0,1.0,True,False,-1020.434186948296,PASS_FALLBACK_TO_I_NO_FAIR_CANDIDATE
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,1,I,D_guangzhou,16215.702368149472,16215.702368149472,0.0,1.0,True,True,860.2999834171242,PASS_REUSED_SEALED_E3_ZONE
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,1,I,D_shenzhen,21031.770129717846,21031.770129717846,0.0,1.0,True,False,-905.6540526625795,PASS_REUSED_SEALED_E3_ZONE
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,1,U,D_guangzhou,16215.702368149472,15355.402384732348,-860.2999834171242,0.9469464865668165,False,True,0.0,PASS_REUSED_SEALED_E3_JOINT_BITWISE_REPLAYED
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,1,U,D_shenzhen,21031.770129717846,21937.424182380426,905.6540526625795,1.0430612376931074,True,False,0.0,PASS_REUSED_SEALED_E3_JOINT_BITWISE_REPLAYED
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,1,F,D_guangzhou,16215.702368149472,16215.702368149472,0.0,1.0,True,True,860.2999834171242,PASS_FALLBACK_TO_I_NO_FAIR_CANDIDATE
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,1,F,D_shenzhen,21031.770129717846,21031.770129717846,0.0,1.0,True,False,-905.6540526625795,PASS_FALLBACK_TO_I_NO_FAIR_CANDIDATE
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,2,I,D_guangzhou,16215.702368149472,16215.702368149472,0.0,1.0,True,True,664.0960965557497,PASS_REUSED_SEALED_E3_ZONE
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,2,I,D_shenzhen,21031.538695688214,21031.538695688214,0.0,1.0,True,False,-704.3218900006177,PASS_REUSED_SEALED_E3_ZONE
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,2,U,D_guangzhou,16215.702368149472,15551.606271593722,-664.0960965557497,0.9590461096609573,False,True,0.0,PASS_REUSED_SEALED_E3_JOINT_BITWISE_REPLAYED
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,2,U,D_shenzhen,21031.538695688214,21735.86058568883,704.3218900006177,1.03348884264683,True,False,0.0,PASS_REUSED_SEALED_E3_JOINT_BITWISE_REPLAYED
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,2,F,D_guangzhou,16215.702368149472,16215.702368149472,0.0,1.0,True,True,664.0960965557497,PASS_FALLBACK_TO_I_NO_FAIR_CANDIDATE
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,2,F,D_shenzhen,21031.538695688214,21031.538695688214,0.0,1.0,True,False,-704.3218900006177,PASS_FALLBACK_TO_I_NO_FAIR_CANDIDATE
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,3,I,D_guangzhou,16215.190195115074,16215.190195115074,0.0,1.0,True,True,670.9207861141113,PASS_REUSED_SEALED_E3_ZONE
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,3,I,D_shenzhen,21031.42726742233,21031.42726742233,0.0,1.0,True,False,-717.8804284131002,PASS_REUSED_SEALED_E3_ZONE
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,3,U,D_guangzhou,16215.190195115074,15544.269409000963,-670.9207861141113,0.9586239336054023,False,True,0.0,PASS_REUSED_SEALED_E3_JOINT_BITWISE_REPLAYED
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,3,U,D_shenzhen,21031.42726742233,21749.30769583543,717.8804284131002,1.0341336999759925,True,False,0.0,PASS_REUSED_SEALED_E3_JOINT_BITWISE_REPLAYED
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,3,F,D_guangzhou,16215.190195115074,16215.190195115074,0.0,1.0,True,True,670.9207861141113,PASS_FALLBACK_TO_I_NO_FAIR_CANDIDATE
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,3,F,D_shenzhen,21031.42726742233,21031.42726742233,0.0,1.0,True,False,-717.8804284131002,PASS_FALLBACK_TO_I_NO_FAIR_CANDIDATE
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,4,I,D_guangzhou,16215.702368149472,16215.702368149472,0.0,1.0,True,False,0.0,PASS_REUSED_SEALED_E3_ZONE
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,4,I,D_shenzhen,21030.84130323077,21030.84130323077,0.0,1.0,True,True,1.1353774165399955,PASS_REUSED_SEALED_E3_ZONE
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,4,U,D_guangzhou,16215.702368149472,16215.702368149472,0.0,1.0,True,False,0.0,PASS_REUSED_SEALED_E3_JOINT_BITWISE_REPLAYED
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,4,U,D_shenzhen,21030.84130323077,21029.70592581423,-1.1353774165399955,0.9999460136948318,False,True,0.0,PASS_REUSED_SEALED_E3_JOINT_BITWISE_REPLAYED
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,4,F,D_guangzhou,16215.702368149472,16215.702368149472,0.0,1.0,True,False,0.0,PASS_FALLBACK_TO_I_NO_FAIR_CANDIDATE
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,4,F,D_shenzhen,21030.84130323077,21030.84130323077,0.0,1.0,True,True,1.1353774165399955,PASS_FALLBACK_TO_I_NO_FAIR_CANDIDATE
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,5,I,D_guangzhou,16216.18651544454,16216.18651544454,0.0,1.0,True,False,-926.6980073446539,PASS_REUSED_SEALED_E3_ZONE
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,5,I,D_shenzhen,21030.293526838333,21030.293526838333,0.0,1.0,True,True,897.3137745844433,PASS_REUSED_SEALED_E3_ZONE
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,5,U,D_guangzhou,16216.18651544454,17142.884522789194,926.6980073446539,1.0571464817860878,True,False,0.0,PASS_REUSED_SEALED_E3_JOINT_BITWISE_REPLAYED
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,5,U,D_shenzhen,21030.293526838333,20132.97975225389,-897.3137745844433,0.9573323228494498,False,True,0.0,PASS_REUSED_SEALED_E3_JOINT_BITWISE_REPLAYED
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,5,F,D_guangzhou,16216.18651544454,16216.18651544454,0.0,1.0,True,False,-926.6980073446539,PASS_FALLBACK_TO_I_NO_FAIR_CANDIDATE
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,5,F,D_shenzhen,21030.293526838333,21030.293526838333,0.0,1.0,True,True,897.3137745844433,PASS_FALLBACK_TO_I_NO_FAIR_CANDIDATE
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,6,I,D_guangzhou,16214.674046589449,16214.674046589449,0.0,1.0,True,True,662.1310987873931,PASS_REUSED_SEALED_E3_ZONE
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,6,I,D_shenzhen,21030.81102812915,21030.81102812915,0.0,1.0,True,False,-706.554335452478,PASS_REUSED_SEALED_E3_ZONE
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,6,U,D_guangzhou,16214.674046589449,15552.542947802056,-662.1310987873931,0.9591646987855014,False,True,0.0,PASS_REUSED_SEALED_E3_JOINT_BITWISE_REPLAYED
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,6,U,D_shenzhen,21030.81102812915,21737.365363581626,706.554335452478,1.0335961525453035,True,False,0.0,PASS_REUSED_SEALED_E3_JOINT_BITWISE_REPLAYED
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,6,F,D_guangzhou,16214.674046589449,16214.674046589449,0.0,1.0,True,True,662.1310987873931,PASS_FALLBACK_TO_I_NO_FAIR_CANDIDATE
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,6,F,D_shenzhen,21030.81102812915,21030.81102812915,0.0,1.0,True,False,-706.554335452478,PASS_FALLBACK_TO_I_NO_FAIR_CANDIDATE
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,7,I,D_guangzhou,16215.190195115074,16215.190195115074,0.0,1.0,True,True,973.141712233919,PASS_REUSED_SEALED_E3_ZONE
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,7,I,D_shenzhen,21031.518677103184,21031.518677103184,0.0,1.0,True,False,-1013.098404327422,PASS_REUSED_SEALED_E3_ZONE
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,7,U,D_guangzhou,16215.190195115074,15242.048482881155,-973.141712233919,0.9399857972355401,False,True,0.0,PASS_REUSED_SEALED_E3_JOINT_BITWISE_REPLAYED
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,7,U,D_shenzhen,21031.518677103184,22044.617081430606,1013.098404327422,1.0481704825924136,True,False,0.0,PASS_REUSED_SEALED_E3_JOINT_BITWISE_REPLAYED
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,7,F,D_guangzhou,16215.190195115074,16215.190195115074,0.0,1.0,True,True,973.141712233919,PASS_FALLBACK_TO_I_NO_FAIR_CANDIDATE
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,7,F,D_shenzhen,21031.518677103184,21031.518677103184,0.0,1.0,True,False,-1013.098404327422,PASS_FALLBACK_TO_I_NO_FAIR_CANDIDATE
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,8,I,D_guangzhou,16216.18651544454,16216.18651544454,0.0,1.0,True,True,759.3373084324139,PASS_REUSED_SEALED_E3_ZONE
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,8,I,D_shenzhen,21031.334935074596,21031.334935074596,0.0,1.0,True,False,-799.7754247011508,PASS_REUSED_SEALED_E3_ZONE
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,8,U,D_guangzhou,16216.18651544454,15456.849207012126,-759.3373084324139,0.9531741135494951,False,True,0.0,PASS_REUSED_SEALED_E3_JOINT_BITWISE_REPLAYED
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,8,U,D_shenzhen,21031.334935074596,21831.110359775746,799.7754247011508,1.0380278012389665,True,False,0.0,PASS_REUSED_SEALED_E3_JOINT_BITWISE_REPLAYED
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,8,F,D_guangzhou,16216.18651544454,16216.18651544454,0.0,1.0,True,True,759.3373084324139,PASS_FALLBACK_TO_I_NO_FAIR_CANDIDATE
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,8,F,D_shenzhen,21031.334935074596,21031.334935074596,0.0,1.0,True,False,-799.7754247011508,PASS_FALLBACK_TO_I_NO_FAIR_CANDIDATE
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,9,I,D_guangzhou,16216.18651544454,16216.18651544454,0.0,1.0,True,True,860.7841307121926,PASS_REUSED_SEALED_E3_ZONE
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,9,I,D_shenzhen,21031.538695688214,21031.538695688214,0.0,1.0,True,False,-903.3636433860993,PASS_REUSED_SEALED_E3_ZONE
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,9,U,D_guangzhou,16216.18651544454,15355.402384732348,-860.7841307121926,0.9469182147175991,False,True,0.0,PASS_REUSED_SEALED_E3_JOINT_BITWISE_REPLAYED
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,9,U,D_shenzhen,21031.538695688214,21934.902339074313,903.3636433860993,1.0429528079926602,True,False,0.0,PASS_REUSED_SEALED_E3_JOINT_BITWISE_REPLAYED
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,9,F,D_guangzhou,16216.18651544454,16216.18651544454,0.0,1.0,True,True,860.7841307121926,PASS_FALLBACK_TO_I_NO_FAIR_CANDIDATE
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,9,F,D_shenzhen,21031.538695688214,21031.538695688214,0.0,1.0,True,False,-903.3636433860993,PASS_FALLBACK_TO_I_NO_FAIR_CANDIDATE
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,10,I,D_guangzhou,16216.18651544454,16216.18651544454,0.0,1.0,True,True,0.4841472950683965,PASS_REUSED_SEALED_E3_ZONE
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,10,I,D_shenzhen,21030.103920821926,21030.103920821926,0.0,1.0,True,False,-0.8131972942464927,PASS_REUSED_SEALED_E3_ZONE
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,10,U,D_guangzhou,16216.18651544454,16215.702368149472,-0.4841472950683965,0.9999701441954552,False,True,0.0,PASS_REUSED_SEALED_E3_JOINT_BITWISE_REPLAYED
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,10,U,D_shenzhen,21030.103920821926,21030.917118116173,0.8131972942464927,1.0000386682489686,True,False,0.0,PASS_REUSED_SEALED_E3_JOINT_BITWISE_REPLAYED
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,10,F,D_guangzhou,16216.18651544454,16216.18651544454,0.0,1.0,True,True,0.4841472950683965,PASS_FALLBACK_TO_I_NO_FAIR_CANDIDATE
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,10,F,D_shenzhen,21030.103920821926,21030.103920821926,0.0,1.0,True,False,-0.8131972942464927,PASS_FALLBACK_TO_I_NO_FAIR_CANDIDATE
