instance_id,sample_role,seed,state,state_status,source,source_solution_sha256,total_cost_cny,vehicle_count,route_count,elapsed_seconds,time_accounting,complete_candidate_evaluations_consumed,profit_D_guangzhou_cny,profit_D_shenzhen_cny,member_profit_json,member_cost_json,member_profit_margin_vs_I_json,member_profit_ratio_vs_I_json,weak_member_id,weak_member_profit_change_vs_I_cny,u_weak_member_id,u_weak_member_improvement_vs_U_cny,minimum_member_profit_ratio,all_members_no_worse_than_I,theta,candidate_pool_size,participation_satisfying_candidate_count,selected_f_candidate_id,f_fallback_to_I,search_reruns,nested_candidate_is_independent_sample
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,1,I,PASS_REUSED_SEALED_E3_ZONE,baselines/china_e3_e7/e3_zone_joint_20260731/formal/plans/cn-prd-100c-02-V2-LOCATIONS__seed01__ZONE.json,38db8137c0268ce7750717b87394574afab2528f15b4af209ee0000b6f502e82,4739.027502132682,18,18,115.837684291997,SEALED_E3_ARM_TIME,342,16215.702368149472,21031.770129717846,"{""D_guangzhou"": 16215.702368149472, ""D_shenzhen"": 21031.770129717846}","{""D_guangzhou"": 2222.2976318505284, ""D_shenzhen"": 2516.7298702821536}","{""D_guangzhou"": 0.0, ""D_shenzhen"": 0.0}","{""D_guangzhou"": 1.0, ""D_shenzhen"": 1.0}",D_guangzhou,0.0,D_guangzhou,860.2999834171242,1.0,True,1.0,136,0,,True,1,False
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,1,U,PASS_REUSED_SEALED_E3_JOINT_BITWISE_REPLAYED,baselines/china_e3_e7/e3_zone_joint_20260731/formal/plans/cn-prd-100c-02-V2-LOCATIONS__seed01__JOINT.json,03a4a55674030f530f647b423ad0c1a754052ba8776f4bdc29f8a9515b0279c8,4693.673432887224,17,17,114.1068027089932,SEALED_E3_ARM_TIME,352,15355.402384732348,21937.424182380426,"{""D_guangzhou"": 15355.402384732348, ""D_shenzhen"": 21937.424182380426}","{""D_guangzhou"": 1938.0976152676521, ""D_shenzhen"": 2755.5758176195723}","{""D_guangzhou"": -860.2999834171242, ""D_shenzhen"": 905.6540526625795}","{""D_guangzhou"": 0.9469464865668165, ""D_shenzhen"": 1.0430612376931074}",D_guangzhou,-860.2999834171242,D_guangzhou,0.0,0.9469464865668165,False,1.0,136,0,,True,1,False
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,1,F,PASS_FALLBACK_TO_I_NO_FAIR_CANDIDATE,SEALED_E3_ZONE_I_FALLBACK,38db8137c0268ce7750717b87394574afab2528f15b4af209ee0000b6f502e82,4739.027502132682,18,18,114.1068027089932,SHARED_U_SEARCH_TIME_NOT_ADDITIONAL_TRAJECTORY,352,16215.702368149472,21031.770129717846,"{""D_guangzhou"": 16215.702368149472, ""D_shenzhen"": 21031.770129717846}","{""D_guangzhou"": 2222.2976318505284, ""D_shenzhen"": 2516.7298702821536}","{""D_guangzhou"": 0.0, ""D_shenzhen"": 0.0}","{""D_guangzhou"": 1.0, ""D_shenzhen"": 1.0}",D_guangzhou,0.0,D_guangzhou,860.2999834171242,1.0,True,1.0,136,0,,True,1,False
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,2,I,PASS_REUSED_SEALED_E3_ZONE,baselines/china_e3_e7/e3_zone_joint_20260731/formal/plans/cn-prd-100c-02-V2-LOCATIONS__seed02__ZONE.json,1693702a7939ff1f7e7fd9a0368624cad12d9eef740a1784f43b13107365c0e9,4739.258936162315,18,18,118.31532833300298,SEALED_E3_ARM_TIME,358,16215.702368149472,21031.538695688214,"{""D_guangzhou"": 16215.702368149472, ""D_shenzhen"": 21031.538695688214}","{""D_guangzhou"": 2222.2976318505284, ""D_shenzhen"": 2516.9613043117865}","{""D_guangzhou"": 0.0, ""D_shenzhen"": 0.0}","{""D_guangzhou"": 1.0, ""D_shenzhen"": 1.0}",D_guangzhou,0.0,D_guangzhou,664.0960965557497,1.0,True,1.0,147,0,,True,1,False
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,2,U,PASS_REUSED_SEALED_E3_JOINT_BITWISE_REPLAYED,baselines/china_e3_e7/e3_zone_joint_20260731/formal/plans/cn-prd-100c-02-V2-LOCATIONS__seed02__JOINT.json,a2e052b4c5f9933cc80c641c92587236a18be540420a82de4cd9ac0e98ac57d2,4699.033142717445,17,17,113.51873712497763,SEALED_E3_ARM_TIME,326,15551.606271593722,21735.86058568883,"{""D_guangzhou"": 15551.606271593722, ""D_shenzhen"": 21735.86058568883}","{""D_guangzhou"": 1948.8937284062781, ""D_shenzhen"": 2750.139414311167}","{""D_guangzhou"": -664.0960965557497, ""D_shenzhen"": 704.3218900006177}","{""D_guangzhou"": 0.9590461096609573, ""D_shenzhen"": 1.03348884264683}",D_guangzhou,-664.0960965557497,D_guangzhou,0.0,0.9590461096609573,False,1.0,147,0,,True,1,False
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,2,F,PASS_FALLBACK_TO_I_NO_FAIR_CANDIDATE,SEALED_E3_ZONE_I_FALLBACK,1693702a7939ff1f7e7fd9a0368624cad12d9eef740a1784f43b13107365c0e9,4739.258936162315,18,18,113.51873712497763,SHARED_U_SEARCH_TIME_NOT_ADDITIONAL_TRAJECTORY,326,16215.702368149472,21031.538695688214,"{""D_guangzhou"": 16215.702368149472, ""D_shenzhen"": 21031.538695688214}","{""D_guangzhou"": 2222.2976318505284, ""D_shenzhen"": 2516.9613043117865}","{""D_guangzhou"": 0.0, ""D_shenzhen"": 0.0}","{""D_guangzhou"": 1.0, ""D_shenzhen"": 1.0}",D_guangzhou,0.0,D_guangzhou,664.0960965557497,1.0,True,1.0,147,0,,True,1,False
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,3,I,PASS_REUSED_SEALED_E3_ZONE,baselines/china_e3_e7/e3_zone_joint_20260731/formal/plans/cn-prd-100c-02-V2-LOCATIONS__seed03__ZONE.json,e5678186fd3ce3193e3b6ea47670ca6a37802364d695e1506bcbd34ea69f73c8,4739.882537462597,18,18,116.08016866701655,SEALED_E3_ARM_TIME,340,16215.190195115074,21031.42726742233,"{""D_guangzhou"": 16215.190195115074, ""D_shenzhen"": 21031.42726742233}","{""D_guangzhou"": 2222.8098048849256, ""D_shenzhen"": 2517.072732577671}","{""D_guangzhou"": 0.0, ""D_shenzhen"": 0.0}","{""D_guangzhou"": 1.0, ""D_shenzhen"": 1.0}",D_guangzhou,0.0,D_guangzhou,670.9207861141113,1.0,True,1.0,152,0,,True,1,False
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,3,U,PASS_REUSED_SEALED_E3_JOINT_BITWISE_REPLAYED,baselines/china_e3_e7/e3_zone_joint_20260731/formal/plans/cn-prd-100c-02-V2-LOCATIONS__seed03__JOINT.json,ea8463f35b2b3f54095fbb7b3ae55052cd6edc0afb87b4b4b0a417cf9c721527,4692.9228951636105,17,17,112.95045070798369,SEALED_E3_ARM_TIME,352,15544.269409000963,21749.30769583543,"{""D_guangzhou"": 15544.269409000963, ""D_shenzhen"": 21749.30769583543}","{""D_guangzhou"": 1956.230590999037, ""D_shenzhen"": 2736.692304164573}","{""D_guangzhou"": -670.9207861141113, ""D_shenzhen"": 717.8804284131002}","{""D_guangzhou"": 0.9586239336054023, ""D_shenzhen"": 1.0341336999759925}",D_guangzhou,-670.9207861141113,D_guangzhou,0.0,0.9586239336054023,False,1.0,152,0,,True,1,False
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,3,F,PASS_FALLBACK_TO_I_NO_FAIR_CANDIDATE,SEALED_E3_ZONE_I_FALLBACK,e5678186fd3ce3193e3b6ea47670ca6a37802364d695e1506bcbd34ea69f73c8,4739.882537462597,18,18,112.95045070798369,SHARED_U_SEARCH_TIME_NOT_ADDITIONAL_TRAJECTORY,352,16215.190195115074,21031.42726742233,"{""D_guangzhou"": 16215.190195115074, ""D_shenzhen"": 21031.42726742233}","{""D_guangzhou"": 2222.8098048849256, ""D_shenzhen"": 2517.072732577671}","{""D_guangzhou"": 0.0, ""D_shenzhen"": 0.0}","{""D_guangzhou"": 1.0, ""D_shenzhen"": 1.0}",D_guangzhou,0.0,D_guangzhou,670.9207861141113,1.0,True,1.0,152,0,,True,1,False
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,4,I,PASS_REUSED_SEALED_E3_ZONE,baselines/china_e3_e7/e3_zone_joint_20260731/formal/plans/cn-prd-100c-02-V2-LOCATIONS__seed04__ZONE.json,05c93c65e0b946daf18d9235648985edbb83e38c1842c8c467f1e2646b4fae35,4739.95632861976,18,18,115.87398154201219,SEALED_E3_ARM_TIME,334,16215.702368149472,21030.84130323077,"{""D_guangzhou"": 16215.702368149472, ""D_shenzhen"": 21030.84130323077}","{""D_guangzhou"": 2222.2976318505284, ""D_shenzhen"": 2517.6586967692315}","{""D_guangzhou"": 0.0, ""D_shenzhen"": 0.0}","{""D_guangzhou"": 1.0, ""D_shenzhen"": 1.0}",D_guangzhou,0.0,D_shenzhen,1.1353774165399955,1.0,True,1.0,161,0,,True,1,False
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,4,U,PASS_REUSED_SEALED_E3_JOINT_BITWISE_REPLAYED,baselines/china_e3_e7/e3_zone_joint_20260731/formal/plans/cn-prd-100c-02-V2-LOCATIONS__seed04__JOINT.json,739351dece62fa8303cfc587edd8b3c0787655209d96dc67e70eaf9470a36095,4741.091706036299,18,18,118.80882549996022,SEALED_E3_ARM_TIME,388,16215.702368149472,21029.70592581423,"{""D_guangzhou"": 16215.702368149472, ""D_shenzhen"": 21029.70592581423}","{""D_guangzhou"": 2222.2976318505284, ""D_shenzhen"": 2518.7940741857706}","{""D_guangzhou"": 0.0, ""D_shenzhen"": -1.1353774165399955}","{""D_guangzhou"": 1.0, ""D_shenzhen"": 0.9999460136948318}",D_shenzhen,-1.1353774165399955,D_shenzhen,0.0,0.9999460136948318,False,1.0,161,0,,True,1,False
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,4,F,PASS_FALLBACK_TO_I_NO_FAIR_CANDIDATE,SEALED_E3_ZONE_I_FALLBACK,05c93c65e0b946daf18d9235648985edbb83e38c1842c8c467f1e2646b4fae35,4739.95632861976,18,18,118.80882549996022,SHARED_U_SEARCH_TIME_NOT_ADDITIONAL_TRAJECTORY,388,16215.702368149472,21030.84130323077,"{""D_guangzhou"": 16215.702368149472, ""D_shenzhen"": 21030.84130323077}","{""D_guangzhou"": 2222.2976318505284, ""D_shenzhen"": 2517.6586967692315}","{""D_guangzhou"": 0.0, ""D_shenzhen"": 0.0}","{""D_guangzhou"": 1.0, ""D_shenzhen"": 1.0}",D_guangzhou,0.0,D_shenzhen,1.1353774165399955,1.0,True,1.0,161,0,,True,1,False
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,5,I,PASS_REUSED_SEALED_E3_ZONE,baselines/china_e3_e7/e3_zone_joint_20260731/formal/plans/cn-prd-100c-02-V2-LOCATIONS__seed05__ZONE.json,15620fd6749f6033b5123617bf185bea5ca6d9217d268cb6c94123a38a9d869e,4740.019957717126,18,18,113.8550150829833,SEALED_E3_ARM_TIME,326,16216.18651544454,21030.293526838333,"{""D_guangzhou"": 16216.18651544454, ""D_shenzhen"": 21030.293526838333}","{""D_guangzhou"": 2221.8134845554605, ""D_shenzhen"": 2518.2064731616656}","{""D_guangzhou"": 0.0, ""D_shenzhen"": 0.0}","{""D_guangzhou"": 1.0, ""D_shenzhen"": 1.0}",D_guangzhou,0.0,D_shenzhen,897.3137745844433,1.0,True,1.0,163,0,,True,1,False
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,5,U,PASS_REUSED_SEALED_E3_JOINT_BITWISE_REPLAYED,baselines/china_e3_e7/e3_zone_joint_20260731/formal/plans/cn-prd-100c-02-V2-LOCATIONS__seed05__JOINT.json,1396f181c1288680632430d9821a3bd1ea6d9bf7d399f076139f6a102ed24659,4710.635724956914,17,17,115.00917737500276,SEALED_E3_ARM_TIME,396,17142.884522789194,20132.97975225389,"{""D_guangzhou"": 17142.884522789194, ""D_shenzhen"": 20132.97975225389}","{""D_guangzhou"": 2441.115477210804, ""D_shenzhen"": 2269.5202477461103}","{""D_guangzhou"": 926.6980073446539, ""D_shenzhen"": -897.3137745844433}","{""D_guangzhou"": 1.0571464817860878, ""D_shenzhen"": 0.9573323228494498}",D_shenzhen,-897.3137745844433,D_shenzhen,0.0,0.9573323228494498,False,1.0,163,0,,True,1,False
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,5,F,PASS_FALLBACK_TO_I_NO_FAIR_CANDIDATE,SEALED_E3_ZONE_I_FALLBACK,15620fd6749f6033b5123617bf185bea5ca6d9217d268cb6c94123a38a9d869e,4740.019957717126,18,18,115.00917737500276,SHARED_U_SEARCH_TIME_NOT_ADDITIONAL_TRAJECTORY,396,16216.18651544454,21030.293526838333,"{""D_guangzhou"": 16216.18651544454, ""D_shenzhen"": 21030.293526838333}","{""D_guangzhou"": 2221.8134845554605, ""D_shenzhen"": 2518.2064731616656}","{""D_guangzhou"": 0.0, ""D_shenzhen"": 0.0}","{""D_guangzhou"": 1.0, ""D_shenzhen"": 1.0}",D_guangzhou,0.0,D_shenzhen,897.3137745844433,1.0,True,1.0,163,0,,True,1,False
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,6,I,PASS_REUSED_SEALED_E3_ZONE,baselines/china_e3_e7/e3_zone_joint_20260731/formal/plans/cn-prd-100c-02-V2-LOCATIONS__seed06__ZONE.json,8b8f3178880b9d7cc6ce02eb831dbb0408b1b8a798ed1710aa58d83432fa207f,4741.014925281403,18,18,115.38815770897781,SEALED_E3_ARM_TIME,346,16214.674046589449,21030.81102812915,"{""D_guangzhou"": 16214.674046589449, ""D_shenzhen"": 21030.81102812915}","{""D_guangzhou"": 2223.325953410551, ""D_shenzhen"": 2517.688971870852}","{""D_guangzhou"": 0.0, ""D_shenzhen"": 0.0}","{""D_guangzhou"": 1.0, ""D_shenzhen"": 1.0}",D_guangzhou,0.0,D_guangzhou,662.1310987873931,1.0,True,1.0,101,0,,True,1,False
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,6,U,PASS_REUSED_SEALED_E3_JOINT_BITWISE_REPLAYED,baselines/china_e3_e7/e3_zone_joint_20260731/formal/plans/cn-prd-100c-02-V2-LOCATIONS__seed06__JOINT.json,67eff6c47fbc774740ccacaa2fc5edd0e81fbca5193ffb89ad88b9c68a4d9145,4696.591688616318,17,17,108.0040117080207,SEALED_E3_ARM_TIME,313,15552.542947802056,21737.365363581626,"{""D_guangzhou"": 15552.542947802056, ""D_shenzhen"": 21737.365363581626}","{""D_guangzhou"": 1947.9570521979433, ""D_shenzhen"": 2748.6346364183746}","{""D_guangzhou"": -662.1310987873931, ""D_shenzhen"": 706.554335452478}","{""D_guangzhou"": 0.9591646987855014, ""D_shenzhen"": 1.0335961525453035}",D_guangzhou,-662.1310987873931,D_guangzhou,0.0,0.9591646987855014,False,1.0,101,0,,True,1,False
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,6,F,PASS_FALLBACK_TO_I_NO_FAIR_CANDIDATE,SEALED_E3_ZONE_I_FALLBACK,8b8f3178880b9d7cc6ce02eb831dbb0408b1b8a798ed1710aa58d83432fa207f,4741.014925281403,18,18,108.0040117080207,SHARED_U_SEARCH_TIME_NOT_ADDITIONAL_TRAJECTORY,313,16214.674046589449,21030.81102812915,"{""D_guangzhou"": 16214.674046589449, ""D_shenzhen"": 21030.81102812915}","{""D_guangzhou"": 2223.325953410551, ""D_shenzhen"": 2517.688971870852}","{""D_guangzhou"": 0.0, ""D_shenzhen"": 0.0}","{""D_guangzhou"": 1.0, ""D_shenzhen"": 1.0}",D_guangzhou,0.0,D_guangzhou,662.1310987873931,1.0,True,1.0,101,0,,True,1,False
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,7,I,PASS_REUSED_SEALED_E3_ZONE,baselines/china_e3_e7/e3_zone_joint_20260731/formal/plans/cn-prd-100c-02-V2-LOCATIONS__seed07__ZONE.json,d5c2fb570f9bed0e22908f9d87d34d65c77bc41cef5320a28a3a0f8940d150a3,4739.791127781742,18,18,115.11320395901566,SEALED_E3_ARM_TIME,354,16215.190195115074,21031.518677103184,"{""D_guangzhou"": 16215.190195115074, ""D_shenzhen"": 21031.518677103184}","{""D_guangzhou"": 2222.8098048849256, ""D_shenzhen"": 2516.9813228968164}","{""D_guangzhou"": 0.0, ""D_shenzhen"": 0.0}","{""D_guangzhou"": 1.0, ""D_shenzhen"": 1.0}",D_guangzhou,0.0,D_guangzhou,973.141712233919,1.0,True,1.0,160,0,,True,1,False
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,7,U,PASS_REUSED_SEALED_E3_JOINT_BITWISE_REPLAYED,baselines/china_e3_e7/e3_zone_joint_20260731/formal/plans/cn-prd-100c-02-V2-LOCATIONS__seed07__JOINT.json,a62922c5664a712925afbbbd5f144d4a07f42f93afc524d4c38606a432b0d1e4,4699.834435688238,17,17,114.4700989999692,SEALED_E3_ARM_TIME,356,15242.048482881155,22044.617081430606,"{""D_guangzhou"": 15242.048482881155, ""D_shenzhen"": 22044.617081430606}","{""D_guangzhou"": 1946.4515171188443, ""D_shenzhen"": 2753.382918569394}","{""D_guangzhou"": -973.141712233919, ""D_shenzhen"": 1013.098404327422}","{""D_guangzhou"": 0.9399857972355401, ""D_shenzhen"": 1.0481704825924136}",D_guangzhou,-973.141712233919,D_guangzhou,0.0,0.9399857972355401,False,1.0,160,0,,True,1,False
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,7,F,PASS_FALLBACK_TO_I_NO_FAIR_CANDIDATE,SEALED_E3_ZONE_I_FALLBACK,d5c2fb570f9bed0e22908f9d87d34d65c77bc41cef5320a28a3a0f8940d150a3,4739.791127781742,18,18,114.4700989999692,SHARED_U_SEARCH_TIME_NOT_ADDITIONAL_TRAJECTORY,356,16215.190195115074,21031.518677103184,"{""D_guangzhou"": 16215.190195115074, ""D_shenzhen"": 21031.518677103184}","{""D_guangzhou"": 2222.8098048849256, ""D_shenzhen"": 2516.9813228968164}","{""D_guangzhou"": 0.0, ""D_shenzhen"": 0.0}","{""D_guangzhou"": 1.0, ""D_shenzhen"": 1.0}",D_guangzhou,0.0,D_guangzhou,973.141712233919,1.0,True,1.0,160,0,,True,1,False
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,8,I,PASS_REUSED_SEALED_E3_ZONE,baselines/china_e3_e7/e3_zone_joint_20260731/formal/plans/cn-prd-100c-02-V2-LOCATIONS__seed08__ZONE.json,3f4613f6fd7f67fd9fe34eec18121a697570b112a7a048bf70687a7cb57a6a9a,4738.978549480866,18,18,115.58493979100604,SEALED_E3_ARM_TIME,302,16216.18651544454,21031.334935074596,"{""D_guangzhou"": 16216.18651544454, ""D_shenzhen"": 21031.334935074596}","{""D_guangzhou"": 2221.8134845554605, ""D_shenzhen"": 2517.165064925405}","{""D_guangzhou"": 0.0, ""D_shenzhen"": 0.0}","{""D_guangzhou"": 1.0, ""D_shenzhen"": 1.0}",D_guangzhou,0.0,D_guangzhou,759.3373084324139,1.0,True,1.0,142,0,,True,1,False
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,8,U,PASS_REUSED_SEALED_E3_JOINT_BITWISE_REPLAYED,baselines/china_e3_e7/e3_zone_joint_20260731/formal/plans/cn-prd-100c-02-V2-LOCATIONS__seed08__JOINT.json,b46e67a3adb10fb96a51839333ca4545a4a0c230127b5f21166035f3f3de9b67,4698.540433212127,17,17,112.20988691702951,SEALED_E3_ARM_TIME,380,15456.849207012126,21831.110359775746,"{""D_guangzhou"": 15456.849207012126, ""D_shenzhen"": 21831.110359775746}","{""D_guangzhou"": 1940.1507929878728, ""D_shenzhen"": 2758.3896402242544}","{""D_guangzhou"": -759.3373084324139, ""D_shenzhen"": 799.7754247011508}","{""D_guangzhou"": 0.9531741135494951, ""D_shenzhen"": 1.0380278012389665}",D_guangzhou,-759.3373084324139,D_guangzhou,0.0,0.9531741135494951,False,1.0,142,0,,True,1,False
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,8,F,PASS_FALLBACK_TO_I_NO_FAIR_CANDIDATE,SEALED_E3_ZONE_I_FALLBACK,3f4613f6fd7f67fd9fe34eec18121a697570b112a7a048bf70687a7cb57a6a9a,4738.978549480866,18,18,112.20988691702951,SHARED_U_SEARCH_TIME_NOT_ADDITIONAL_TRAJECTORY,380,16216.18651544454,21031.334935074596,"{""D_guangzhou"": 16216.18651544454, ""D_shenzhen"": 21031.334935074596}","{""D_guangzhou"": 2221.8134845554605, ""D_shenzhen"": 2517.165064925405}","{""D_guangzhou"": 0.0, ""D_shenzhen"": 0.0}","{""D_guangzhou"": 1.0, ""D_shenzhen"": 1.0}",D_guangzhou,0.0,D_guangzhou,759.3373084324139,1.0,True,1.0,142,0,,True,1,False
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,9,I,PASS_REUSED_SEALED_E3_ZONE,baselines/china_e3_e7/e3_zone_joint_20260731/formal/plans/cn-prd-100c-02-V2-LOCATIONS__seed09__ZONE.json,475b56bd3263ba701f1a39b0d1b68c808e8b1ed7448b9ef1b5e7fd81b4104492,4738.7747888672475,18,18,114.17923954199068,SEALED_E3_ARM_TIME,303,16216.18651544454,21031.538695688214,"{""D_guangzhou"": 16216.18651544454, ""D_shenzhen"": 21031.538695688214}","{""D_guangzhou"": 2221.8134845554605, ""D_shenzhen"": 2516.9613043117865}","{""D_guangzhou"": 0.0, ""D_shenzhen"": 0.0}","{""D_guangzhou"": 1.0, ""D_shenzhen"": 1.0}",D_guangzhou,0.0,D_guangzhou,860.7841307121926,1.0,True,1.0,137,0,,True,1,False
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,9,U,PASS_REUSED_SEALED_E3_JOINT_BITWISE_REPLAYED,baselines/china_e3_e7/e3_zone_joint_20260731/formal/plans/cn-prd-100c-02-V2-LOCATIONS__seed09__JOINT.json,fdbed0550f0e34c8ecfc6487b7925f23563a588299ccb38a4ad25d5e21996183,4696.195276193338,17,17,113.78558679198613,SEALED_E3_ARM_TIME,349,15355.402384732348,21934.902339074313,"{""D_guangzhou"": 15355.402384732348, ""D_shenzhen"": 21934.902339074313}","{""D_guangzhou"": 1938.0976152676521, ""D_shenzhen"": 2758.097660925686}","{""D_guangzhou"": -860.7841307121926, ""D_shenzhen"": 903.3636433860993}","{""D_guangzhou"": 0.9469182147175991, ""D_shenzhen"": 1.0429528079926602}",D_guangzhou,-860.7841307121926,D_guangzhou,0.0,0.9469182147175991,False,1.0,137,0,,True,1,False
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,9,F,PASS_FALLBACK_TO_I_NO_FAIR_CANDIDATE,SEALED_E3_ZONE_I_FALLBACK,475b56bd3263ba701f1a39b0d1b68c808e8b1ed7448b9ef1b5e7fd81b4104492,4738.7747888672475,18,18,113.78558679198613,SHARED_U_SEARCH_TIME_NOT_ADDITIONAL_TRAJECTORY,349,16216.18651544454,21031.538695688214,"{""D_guangzhou"": 16216.18651544454, ""D_shenzhen"": 21031.538695688214}","{""D_guangzhou"": 2221.8134845554605, ""D_shenzhen"": 2516.9613043117865}","{""D_guangzhou"": 0.0, ""D_shenzhen"": 0.0}","{""D_guangzhou"": 1.0, ""D_shenzhen"": 1.0}",D_guangzhou,0.0,D_guangzhou,860.7841307121926,1.0,True,1.0,137,0,,True,1,False
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,10,I,PASS_REUSED_SEALED_E3_ZONE,baselines/china_e3_e7/e3_zone_joint_20260731/formal/plans/cn-prd-100c-02-V2-LOCATIONS__seed10__ZONE.json,c8e7df3cbd42cf3c1b15df9d314f14bc80e95427b0f0a94efe5adba160eb5218,4740.209563733535,18,18,114.94732179201674,SEALED_E3_ARM_TIME,361,16216.18651544454,21030.103920821926,"{""D_guangzhou"": 16216.18651544454, ""D_shenzhen"": 21030.103920821926}","{""D_guangzhou"": 2221.8134845554605, ""D_shenzhen"": 2518.3960791780746}","{""D_guangzhou"": 0.0, ""D_shenzhen"": 0.0}","{""D_guangzhou"": 1.0, ""D_shenzhen"": 1.0}",D_guangzhou,0.0,D_guangzhou,0.4841472950683965,1.0,True,1.0,139,0,,True,1,False
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,10,U,PASS_REUSED_SEALED_E3_JOINT_BITWISE_REPLAYED,baselines/china_e3_e7/e3_zone_joint_20260731/formal/plans/cn-prd-100c-02-V2-LOCATIONS__seed10__JOINT.json,4918a2e13644b7c747fb1488506ae67ef07a09cfcd4d759604348db6563c1c2a,4739.880513734355,18,18,111.999537124997,SEALED_E3_ARM_TIME,347,16215.702368149472,21030.917118116173,"{""D_guangzhou"": 16215.702368149472, ""D_shenzhen"": 21030.917118116173}","{""D_guangzhou"": 2222.2976318505284, ""D_shenzhen"": 2517.5828818838263}","{""D_guangzhou"": -0.4841472950683965, ""D_shenzhen"": 0.8131972942464927}","{""D_guangzhou"": 0.9999701441954552, ""D_shenzhen"": 1.0000386682489686}",D_guangzhou,-0.4841472950683965,D_guangzhou,0.0,0.9999701441954552,False,1.0,139,0,,True,1,False
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,10,F,PASS_FALLBACK_TO_I_NO_FAIR_CANDIDATE,SEALED_E3_ZONE_I_FALLBACK,c8e7df3cbd42cf3c1b15df9d314f14bc80e95427b0f0a94efe5adba160eb5218,4740.209563733535,18,18,111.999537124997,SHARED_U_SEARCH_TIME_NOT_ADDITIONAL_TRAJECTORY,347,16216.18651544454,21030.103920821926,"{""D_guangzhou"": 16216.18651544454, ""D_shenzhen"": 21030.103920821926}","{""D_guangzhou"": 2221.8134845554605, ""D_shenzhen"": 2518.3960791780746}","{""D_guangzhou"": 0.0, ""D_shenzhen"": 0.0}","{""D_guangzhou"": 1.0, ""D_shenzhen"": 1.0}",D_guangzhou,0.0,D_guangzhou,0.4841472950683965,1.0,True,1.0,139,0,,True,1,False
