arm,stream_seed,stage,trigger_second,trigger_reason,event_ids,event_types,applied_event_ids,ignored_locked_event_ids,event_count,next_trigger_second,available_compute_seconds,committed_route_count,future_route_count,future_cost,running_total_cost,cross_site_customer_count,initial_continuation_feasible,changed_candidate_count,executable_candidate_count,accepted_candidate_count,evaluations,elapsed_seconds,completed_before_next_trigger,customer_accounting_pass
cooperative,1,1,10800.0,delta_t,1;2;3;4;5;6;7,cancel;add;add;demand_change;demand_change;add;demand_change,1;2;3;4;5;6;7,,7,17463.155806373295,6663.1558063732955,9,26,4590.539044823395,6309.636834938572,6,True,779,5,3,800,15.756324958987534,True,True
cooperative,1,2,17463.155806373295,q_bar,8;9;10;11;12;13;14;15,cancel;demand_change;demand_change;add;cancel;add;add;add,8;9;10;11;12;13;14;15,,8,21927.621863159293,4464.466056785997,16,23,3967.994995115617,6799.328217943646,4,False,800,2,1,800,41.92037058400456,True,True
cooperative,1,3,21927.621863159293,q_bar,16;17;18;19;20;21;22;23,add;add;demand_change;demand_change;demand_change;cancel;demand_change;cancel,16;17;18;19;22;23,20;21,8,25060.40779036161,3132.785927202316,26,14,2425.2044845211217,7031.8285610199855,3,True,800,3,3,800,5.050770417030435,True,True
cooperative,1,4,25060.40779036161,q_bar,24;25;26;27;28;29;30;31,add;add;demand_change;demand_change;demand_change;cancel;demand_change;demand_change,24;25;26;27;28;29;30;31,,8,30950.772652074673,5890.364861713064,28,7,1452.507668705664,6347.360582796888,0,True,747,55,27,800,6.733372666989453,True,True
cooperative,1,5,30950.772652074673,q_bar,32;33;34;35;36;37;38;39,add;demand_change;add;add;demand_change;add;cancel;demand_change,32;33;34;35;36;37;38;39,,8,35060.1556284928,4109.382976418128,28,8,1540.696278297367,6435.549192388591,2,True,629,64,26,800,4.801078582997434,True,True
cooperative,1,6,35060.1556284928,q_bar,40;41;42;43;44;45;46;47,add;demand_change;add;add;cancel;demand_change;cancel;cancel,40;41;42;43;44;45;46;47,,8,40386.33844900012,5326.182820507318,29,7,1485.881828373165,6552.355355676569,2,True,554,63,25,800,4.048495709022973,True,True
independent,1,1,10800.0,delta_t,1;2;3;4;5;6;7,cancel;add;add;demand_change;demand_change;add;demand_change,1;2;3;4;5;6;7,,7,17463.155806373295,6663.1558063732955,9,26,4699.241828755809,6266.124493628732,0,True,800,4,4,800,12.63260591699509,True,True
