task_id,instance_id,region,tier,seed,HGS-F_cost,HGS-F_cpu_seconds,HGS-E_cost,HGS-E_cpu_seconds,HGS-M_cost,HGS-M_cpu_seconds,MV-HGS-SP_cost,MV-HGS-SP_cpu_seconds,HGS-F_emissions_kg,HGS-E_emissions_kg,HGS-M_emissions_kg,MV-HGS-SP_emissions_kg,protected_stage_1_cost,improvement_over_protected_stage_1,best_current_single_view_cost,route_fusion_incremental_improvement,selected_source,base_source,stage_1_iterations_per_view,stage_2_iterations_per_view,total_iterations_per_view,complete_candidate_attempts,historical_population_snapshot_count,historical_population_candidate_references,historical_quality_selected_count,historical_diversity_selected_count,base_route_pool_size,expanded_route_pool_size,base_mip_status,base_mip_incumbent_available,base_mip_objective,base_mip_dual_bound,base_mip_gap,expanded_mip_status,expanded_mip_incumbent_available,expanded_mip_objective,expanded_mip_dual_bound,expanded_mip_gap,mip_time_limit_seconds_per_stage,HGS-F_curve_points,HGS-F_strict_decreases,HGS-E_curve_points,HGS-E_strict_decreases,HGS-M_curve_points,HGS-M_strict_decreases,MV-HGS-SP_curve_points,MV-HGS-SP_strict_decreases,wallclock_safety_triggered,all_charging_on_registered_date,all_depot_charging_finishes_before_departure,all_depot_fleet_caps_respected,warm_route_types_preserved,history_archive_ledger_complete,all_independently_feasible,witness_sha256,trajectory_sha256,input_manifest_sha256,responsibility_map_sha256,status
D6-E2-STAGED__cn-cy-100c-01-V2-LOCATIONS__seed2,cn-cy-100c-01-V2-LOCATIONS,cy,100,2,5285.201519052848,127.19202908300213,5176.750571430537,155.19861712498823,5180.764540254748,150.132413290994,5174.707566129893,435.6014623749943,430.7372877216446,397.5710005491723,395.9099474208016,393.8615216322663,5183.08173082605,8.374164696157095,5176.750571430537,2.0430053006439266,two_stage_expanded_pool_mip,stage_1_base_pool_mip,5000,20000,25000,280,120,5480,72,72,141,291,OPTIMAL,True,5183.08173082605,5183.08173082605,0.0,OPTIMAL,True,5174.707566129148,5174.707566129148,0.0,30.0,12,11,14,13,17,16,29,28,False,True,True,True,True,True,True,9b2f48af4f9eaf9236b4902dea4b42ed4f2b9e82a0f53d9219e210407b9ffe2a,9f6b089d76b40da545fb6d8d579c9d1527af907e2f919077221703453defa65d,e0d6b30dcf6a55005e4a7a851c96e76c84a17507c4584049106a0d8d5a9b8176,42bda529b1ac47cf5b53cf47eb9e57015369ad724df6874e9158ecbf7c03c9ae,PASS
