instance_id,arm,seed,iterations,runtime_seconds,optimisation_initial_cost,optimisation_best_cost,actual_time_varying_cost,actual_time_varying_emissions_kg,actual_ev_emissions_kg,actual_cv_emissions_kg,electricity_kwh,used_cv,used_ev,customers_served,customers_total,demand_served,demand_total
cn-prd-50c-01-V2-LOCATIONS,DAILY_MEAN_CARBON,11,100,47.441291166993324,2020.7232850967723,1813.6801105495008,1813.7041704618389,174.52825089207803,7.7378958726784335,166.7903550193996,39.44610476008651,4,1,50,50,12223.0,12223.0
cn-prd-50c-01-V2-LOCATIONS,TIME_VARYING_CARBON,11,100,50.21035633399151,2020.7252944015852,1813.6006621772292,1813.6006621772292,173.14850836195754,6.3581533425579355,166.7903550193996,39.44610476008651,4,1,50,50,12223.0,12223.0
