alns_cost,alns_evals,alns_status,battery_kwh,category,comparison_mode,gap_pct_alns_minus_lns,instance,lns_cost,lns_evals,lns_status,paired_winner,replicate,scenario,seed,size,winner_algorithm_for_composition,winner_all_cv,winner_all_ev,winner_cv_physical,winner_ev_physical,winner_ev_route_share,winner_max_trips_per_vehicle
3960.9142264324673,803,OK,100.0,multidepot,wallclock,0.0,e2-multidepot-100c-01,3960.9142264324673,795,OK,tie,1,wc100,1,100,alns_e2_throughput,False,False,7,1,0.06666666666666667,2
6633.4344963179965,184,OK,100.0,threeshift,wallclock,0.0,e2-threeshift-200c-01,6633.4344963179965,314,OK,tie,1,wc100,1,200,alns_e2_throughput,False,False,14,1,0.037037037037037035,2
398.0471571718608,39785,OK,100.0,vanilla,wallclock,-30.62886957927252,e2-vanilla-10c-01,573.7936728978657,15500,OK,alns,1,wc100,1,10,alns_e2_throughput,False,False,1,1,0.5,1
3960.9142264324673,763,OK,80.0,multidepot,wallclock,0.0,e2-multidepot-100c-01,3960.9142264324673,741,OK,tie,1,wc80,1,100,alns_e2_throughput,False,False,7,1,0.06666666666666667,2
6633.4344963179965,186,OK,80.0,threeshift,wallclock,0.0,e2-threeshift-200c-01,6633.4344963179965,322,OK,tie,1,wc80,1,200,alns_e2_throughput,False,False,14,1,0.037037037037037035,2
408.6283967549251,37802,OK,80.0,vanilla,wallclock,-28.78478518398367,e2-vanilla-10c-01,573.7936728978657,14784,OK,alns,1,wc80,1,10,alns_e2_throughput,False,False,1,1,0.5,1
