active_flags,actual_evals,algorithm,battery_kwh,best_cost,category,checkpoint_path,checkpoint_readable,commit_hash,comparison_mode,cv_physical_vehicle_count,cv_route_count,elapsed_seconds,ev_physical_vehicle_count,ev_route_count,eval_budget_backstop,evals_per_second,feasible,gate_status,instance,max_trips_per_physical_vehicle,numpy,python,replicate,route_count,runtime_cap_seconds,scenario,scenario_label,seed,size,status,timings,violation_count,winner_all_cv,winner_all_ev,winner_ev_route_share
{},795,LNS,100.0,3960.9142264324673,multidepot,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/wallclock_battery_preflight_smoke_data/checkpoints/wc100/e2-multidepot-100c-01__LNS__seed1.json,True,c03ef202d3f60b6dee583a9dc1ae5c63025f2886,wallclock,7,14,31.054105415998492,1,1,1000000,25.600479851222214,True,OK,e2-multidepot-100c-01,2,2.3.5,/opt/anaconda3/bin/python3.13,1,15,30.0,wc100,100kWh same wall-clock,1,100,OK,{},0,False,False,0.06666666666666667
"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_REPAIR_STRUCTURE_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_COST_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TIMING_LEDGER"": ""1"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",803,alns_e2_throughput,100.0,3960.9142264324673,multidepot,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/wallclock_battery_preflight_smoke_data/checkpoints/wc100/e2-multidepot-100c-01__alns_e2_throughput__seed1.json,True,c03ef202d3f60b6dee583a9dc1ae5c63025f2886,wallclock,7,14,32.69902249999723,1,1,1000000,24.557309014361763,True,OK,e2-multidepot-100c-01,2,2.3.5,/opt/anaconda3/bin/python3.13,1,15,30.0,wc100,100kWh same wall-clock,1,100,OK,"{""acceptance"": {""count"": 799.0, ""seconds"": 0.00023384590895147994}, ""checkpoint_model_cost"": {""count"": 1.0, ""seconds"": 0.0002517079992685467}, ""destroy:random_customer_removal"": {""count"": 135.0, ""seconds"": 0.026553997966402676}, ""destroy:route_segment_removal"": {""count"": 132.0, ""seconds"": 0.02461254091031151}, ""destroy:shaw_related_removal"": {""count"": 133.0, ""seconds"": 0.7492011690119398}, ""destroy:vehicle_type_swap"": {""count"": 132.0, ""seconds"": 0.41586500099947443}, ""destroy:whole_route_removal"": {""count"": 132.0, ""seconds"": 0.022654085005342495}, ""destroy:worst_customer_removal"": {""count"": 135.0, ""seconds"": 0.028009792971715797}, ""final_check"": {""count"": 1.0, ""seconds"": 0.00047808400267967954}, ""full_candidate_score"": {""count"": 799.0, ""seconds"": 0.48649138592008967}, ""history_model_cost"": {""count"": 1.0, ""seconds"": 0.0003036659982171841}, ""initial_reference_score"": {""count"": 1.0, ""seconds"": 0.0007718749984633178}, ""repair:greedy_insert_repair"": {""count"": 267.0, ""seconds"": 9.450051283965877}, ""repair:regret2_insert_repair"": {""count"": 266.0, ""seconds"": 9.367540958985046}, ""repair:regret3_insert_repair"": {""count"": 266.0, ""seconds"": 9.827195620979182}, ""repair_full_check"": {""count"": 1598.0, ""seconds"": 0.5993452648399398}, ""repair_solution_score"": {""count"": 368.0, ""seconds"": 0.09672554607823258}, ""route_model_cost"": {""count"": 83220.0, ""seconds"": 2.1206311060668668}, ""scan_build"": {""count"": 4.0, ""seconds"": 0.004231125007208902}, ""scan_score"": {""count"": 4.0, ""seconds"": 0.002129626001988072}}",0,False,False,0.06666666666666667
{},314,LNS,100.0,6633.4344963179965,threeshift,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/wallclock_battery_preflight_smoke_data/checkpoints/wc100/e2-threeshift-200c-01__LNS__seed1.json,True,c03ef202d3f60b6dee583a9dc1ae5c63025f2886,wallclock,14,26,34.12531379199936,1,1,1000000,9.201380591366663,True,OK,e2-threeshift-200c-01,2,2.3.5,/opt/anaconda3/bin/python3.13,1,27,30.0,wc100,100kWh same wall-clock,1,200,OK,{},0,False,False,0.037037037037037035
"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_REPAIR_STRUCTURE_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_COST_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TIMING_LEDGER"": ""1"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",184,alns_e2_throughput,100.0,6633.4344963179965,threeshift,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/wallclock_battery_preflight_smoke_data/checkpoints/wc100/e2-threeshift-200c-01__alns_e2_throughput__seed1.json,True,c03ef202d3f60b6dee583a9dc1ae5c63025f2886,wallclock,14,26,36.182986542000435,1,1,1000000,5.085262925613305,True,OK,e2-threeshift-200c-01,2,2.3.5,/opt/anaconda3/bin/python3.13,1,27,30.0,wc100,100kWh same wall-clock,1,200,OK,"{""acceptance"": {""count"": 183.0, ""seconds"": 5.987489566905424e-05}, ""checkpoint_model_cost"": {""count"": 1.0, ""seconds"": 0.00048425000568386167}, ""destroy:random_customer_removal"": {""count"": 33.0, ""seconds"": 0.013787249976303428}, ""destroy:route_segment_removal"": {""count"": 30.0, ""seconds"": 0.013946416023827624}, ""destroy:shaw_related_removal"": {""count"": 30.0, ""seconds"": 1.067145246990549}, ""destroy:vehicle_type_swap"": {""count"": 30.0, ""seconds"": 0.4890542940265732}, ""destroy:whole_route_removal"": {""count"": 30.0, ""seconds"": 0.014006585981405806}, ""destroy:worst_customer_removal"": {""count"": 30.0, ""seconds"": 0.013769459998002276}, ""final_check"": {""count"": 1.0, ""seconds"": 0.0006674999967799522}, ""full_candidate_score"": {""count"": 183.0, ""seconds"": 0.23624270496657118}, ""history_model_cost"": {""count"": 1.0, ""seconds"": 0.0007127089993446134}, ""initial_reference_score"": {""count"": 1.0, ""seconds"": 0.0011952919958275743}, ""repair:greedy_insert_repair"": {""count"": 61.0, ""seconds"": 8.057939459940826}, ""repair:regret2_insert_repair"": {""count"": 61.0, ""seconds"": 10.340237875978346}, ""repair:regret3_insert_repair"": {""count"": 61.0, ""seconds"": 10.249517872005526}, ""repair_full_check"": {""count"": 366.0, ""seconds"": 0.33788011696742615}, ""repair_solution_score"": {""count"": 162.0, ""seconds"": 0.08686871000827523}, ""route_model_cost"": {""count"": 32825.0, ""seconds"": 0.9894364847641555}, ""scan_build"": {""count"": 1.0, ""seconds"": 0.00310400000307709}, ""scan_score"": {""count"": 1.0, ""seconds"": 0.0015403330035042018}}",0,False,False,0.037037037037037035
{},15500,LNS,100.0,573.7936728978657,vanilla,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/wallclock_battery_preflight_smoke_data/checkpoints/wc100/e2-vanilla-10c-01__LNS__seed1.json,True,c03ef202d3f60b6dee583a9dc1ae5c63025f2886,wallclock,1,2,30.013382333003392,1,1,1000000,516.4362959171,True,OK,e2-vanilla-10c-01,2,2.3.5,/opt/anaconda3/bin/python3.13,1,3,30.0,wc100,100kWh same wall-clock,1,10,OK,{},0,False,False,0.3333333333333333
"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_REPAIR_STRUCTURE_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_COST_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TIMING_LEDGER"": ""1"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",39785,alns_e2_throughput,100.0,398.0471571718608,vanilla,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/wallclock_battery_preflight_smoke_data/checkpoints/wc100/e2-vanilla-10c-01__alns_e2_throughput__seed1.json,True,c03ef202d3f60b6dee583a9dc1ae5c63025f2886,wallclock,1,1,31.68782791600097,1,1,1000000,1255.5294135484216,True,OK,e2-vanilla-10c-01,1,2.3.5,/opt/anaconda3/bin/python3.13,1,2,30.0,wc100,100kWh same wall-clock,1,10,OK,"{""acceptance"": {""count"": 39627.0, ""seconds"": 0.06806101490656147}, ""checkpoint_model_cost"": {""count"": 4.0, ""seconds"": 0.00021016698883613572}, ""destroy:random_customer_removal"": {""count"": 3510.0, ""seconds"": 0.1486433132959064}, ""destroy:route_segment_removal"": {""count"": 3507.0, ""seconds"": 0.10607847599021625}, ""destroy:shaw_related_removal"": {""count"": 17941.0, ""seconds"": 1.231931947360863}, ""destroy:vehicle_type_swap"": {""count"": 3507.0, ""seconds"": 0.5478544960642466}, ""destroy:whole_route_removal"": {""count"": 5847.0, ""seconds"": 0.12143216698314063}, ""destroy:worst_customer_removal"": {""count"": 5315.0, ""seconds"": 0.16105144225002732}, ""final_check"": {""count"": 1.0, ""seconds"": 8.266700024250895e-05}, ""full_candidate_score"": {""count"": 39627.0, ""seconds"": 5.227944064034091}, ""history_model_cost"": {""count"": 4.0, ""seconds"": 0.00022445800277637318}, ""initial_reference_score"": {""count"": 1.0, ""seconds"": 0.0001655830055824481}, ""local_search"": {""count"": 11396.0, ""seconds"": 0.015232099845889024}, ""repair:greedy_insert_repair"": {""count"": 23253.0, ""seconds"": 14.620641561406956}, ""repair:regret2_insert_repair"": {""count"": 7017.0, ""seconds"": 4.202652568928897}, ""repair:regret3_insert_repair"": {""count"": 9357.0, ""seconds"": 6.517624840365897}, ""repair_full_check"": {""count"": 42544.0, ""seconds"": 3.9795004994011833}, ""repair_solution_score"": {""count"": 3507.0, ""seconds"": 0.1264629175348091}, ""route_model_cost"": {""count"": 1085.0, ""seconds"": 0.024724867020267993}, ""scan_build"": {""count"": 158.0, ""seconds"": 0.01431883302575443}, ""scan_score"": {""count"": 158.0, ""seconds"": 0.01310162799200043}}",0,False,False,0.5
{},741,LNS,80.0,3960.9142264324673,multidepot,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/wallclock_battery_preflight_smoke_data/checkpoints/wc80/e2-multidepot-100c-01__LNS__seed1.json,True,c03ef202d3f60b6dee583a9dc1ae5c63025f2886,wallclock,7,14,30.925018000001728,1,1,1000000,23.961182496319278,True,OK,e2-multidepot-100c-01,2,2.3.5,/opt/anaconda3/bin/python3.13,1,15,30.0,wc80,Goeke80 same wall-clock,1,100,OK,{},0,False,False,0.06666666666666667
"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_REPAIR_STRUCTURE_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_COST_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TIMING_LEDGER"": ""1"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",763,alns_e2_throughput,80.0,3960.9142264324673,multidepot,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/wallclock_battery_preflight_smoke_data/checkpoints/wc80/e2-multidepot-100c-01__alns_e2_throughput__seed1.json,True,c03ef202d3f60b6dee583a9dc1ae5c63025f2886,wallclock,7,14,32.71216408399778,1,1,1000000,23.324656786410728,True,OK,e2-multidepot-100c-01,2,2.3.5,/opt/anaconda3/bin/python3.13,1,15,30.0,wc80,Goeke80 same wall-clock,1,100,OK,"{""acceptance"": {""count"": 759.0, ""seconds"": 0.00022701200941810384}, ""checkpoint_model_cost"": {""count"": 1.0, ""seconds"": 0.00025224999990314245}, ""destroy:random_customer_removal"": {""count"": 129.0, ""seconds"": 0.026535708988376427}, ""destroy:route_segment_removal"": {""count"": 126.0, ""seconds"": 0.024312256973644253}, ""destroy:shaw_related_removal"": {""count"": 126.0, ""seconds"": 0.7473927909741178}, ""destroy:vehicle_type_swap"": {""count"": 126.0, ""seconds"": 0.48790820995054673}, ""destroy:whole_route_removal"": {""count"": 126.0, ""seconds"": 0.022877539959154092}, ""destroy:worst_customer_removal"": {""count"": 126.0, ""seconds"": 0.027361080974515062}, ""final_check"": {""count"": 1.0, ""seconds"": 0.0003297910006949678}, ""full_candidate_score"": {""count"": 759.0, ""seconds"": 0.4903809138777433}, ""history_model_cost"": {""count"": 1.0, ""seconds"": 0.0003035000045201741}, ""initial_reference_score"": {""count"": 1.0, ""seconds"": 0.00064458300039405}, ""repair:greedy_insert_repair"": {""count"": 253.0, ""seconds"": 9.46085211600439}, ""repair:regret2_insert_repair"": {""count"": 253.0, ""seconds"": 9.368818496986933}, ""repair:regret3_insert_repair"": {""count"": 253.0, ""seconds"": 9.73993058805354}, ""repair_full_check"": {""count"": 1518.0, ""seconds"": 0.5836186201049713}, ""repair_solution_score"": {""count"": 349.0, ""seconds"": 0.09654172009322792}, ""route_model_cost"": {""count"": 80030.0, ""seconds"": 2.1529291266560904}, ""scan_build"": {""count"": 4.0, ""seconds"": 0.004435291011759546}, ""scan_score"": {""count"": 4.0, ""seconds"": 0.0022059149996493943}}",0,False,False,0.06666666666666667
{},322,LNS,80.0,6633.4344963179965,threeshift,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/wallclock_battery_preflight_smoke_data/checkpoints/wc80/e2-threeshift-200c-01__LNS__seed1.json,True,c03ef202d3f60b6dee583a9dc1ae5c63025f2886,wallclock,14,26,34.26702108300378,1,1,1000000,9.396789969575437,True,OK,e2-threeshift-200c-01,2,2.3.5,/opt/anaconda3/bin/python3.13,1,27,30.0,wc80,Goeke80 same wall-clock,1,200,OK,{},0,False,False,0.037037037037037035
"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_REPAIR_STRUCTURE_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_COST_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TIMING_LEDGER"": ""1"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",186,alns_e2_throughput,80.0,6633.4344963179965,threeshift,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/wallclock_battery_preflight_smoke_data/checkpoints/wc80/e2-threeshift-200c-01__alns_e2_throughput__seed1.json,True,c03ef202d3f60b6dee583a9dc1ae5c63025f2886,wallclock,14,26,36.32584037499328,1,1,1000000,5.120322009894711,True,OK,e2-threeshift-200c-01,2,2.3.5,/opt/anaconda3/bin/python3.13,1,27,30.0,wc80,Goeke80 same wall-clock,1,200,OK,"{""acceptance"": {""count"": 185.0, ""seconds"": 5.6127028074115515e-05}, ""checkpoint_model_cost"": {""count"": 1.0, ""seconds"": 0.00047766700299689546}, ""destroy:random_customer_removal"": {""count"": 33.0, ""seconds"": 0.012475668991100974}, ""destroy:route_segment_removal"": {""count"": 30.0, ""seconds"": 0.014158544989186339}, ""destroy:shaw_related_removal"": {""count"": 30.0, ""seconds"": 1.0529116239849827}, ""destroy:vehicle_type_swap"": {""count"": 30.0, ""seconds"": 0.41230099897802575}, ""destroy:whole_route_removal"": {""count"": 30.0, ""seconds"": 0.013094958005240187}, ""destroy:worst_customer_removal"": {""count"": 32.0, ""seconds"": 0.014468376008153427}, ""final_check"": {""count"": 1.0, ""seconds"": 0.0007147500000428408}, ""full_candidate_score"": {""count"": 185.0, ""seconds"": 0.2322481169976527}, ""history_model_cost"": {""count"": 1.0, ""seconds"": 0.0006304999988060445}, ""initial_reference_score"": {""count"": 1.0, ""seconds"": 0.0012904579998576082}, ""repair:greedy_insert_repair"": {""count"": 62.0, ""seconds"": 7.8743485800223425}, ""repair:regret2_insert_repair"": {""count"": 62.0, ""seconds"": 10.798508751024201}, ""repair:regret3_insert_repair"": {""count"": 61.0, ""seconds"": 10.063716462027514}, ""repair_full_check"": {""count"": 370.0, ""seconds"": 0.32894257392763393}, ""repair_solution_score"": {""count"": 131.0, ""seconds"": 0.06781674500234658}, ""route_model_cost"": {""count"": 32712.0, ""seconds"": 0.9762132004107116}, ""scan_build"": {""count"": 1.0, ""seconds"": 0.002959915997053031}, ""scan_score"": {""count"": 1.0, ""seconds"": 0.0015418330003740266}}",0,False,False,0.037037037037037035
