stream_seed,cooperative_total_cost,independent_total_cost,cooperative_saving_percent,cooperative_total_emissions,independent_total_emissions
1,6327.323228314622,6956.49947968523,9.0444375538008,2059.522116827962,2059.980994887572
4,6195.890362918064,6291.252466632586,1.5157888547678178,1953.1391015931124,1931.7804893658872
