arm,stream_seed,stage,trigger_second,event_count,committed_route_count,future_route_count,future_cost,running_total_cost,cross_site_customer_count,initial_continuation_feasible,changed_candidate_count,executable_candidate_count,accepted_candidate_count,evaluations,elapsed_seconds,customer_accounting_pass
cooperative,1,37,29811.136005752473,1,26,9,1842.935858731887,6410.437633925285,1,True,400,102,102,400,1.9054358749999665,True
cooperative,1,38,30211.313766837473,1,26,9,1834.7590145509532,6402.260789744351,1,True,400,0,0,400,3.070492375001777,True
cooperative,1,39,30950.772652074673,1,26,9,1834.7162174079608,6402.21799260136,1,True,400,75,12,400,1.957860833965242,True
cooperative,1,40,32117.939676621525,1,26,9,1835.5439921076472,6403.045767301046,1,True,400,67,16,400,2.2982068749843165,True
cooperative,1,41,32425.848871205668,1,26,9,1809.9151535558246,6402.9046424298285,1,True,400,57,21,400,1.80054199998267,True
cooperative,1,42,32628.515444086355,1,26,9,1908.935938427722,6501.925427301726,2,True,383,28,15,400,1.8130632920074277,True
cooperative,1,43,33163.077144911294,1,27,9,1856.9259744605715,6700.010564844413,2,True,391,101,101,400,1.9100455419975333,True
cooperative,1,44,33619.35934592201,1,27,9,1856.5501871636154,6699.634777547457,2,True,377,9,0,400,2.930080874997657,True
cooperative,1,45,34060.49225566274,1,27,9,1856.5802186351038,6699.664809018946,2,True,389,91,23,400,2.0023279580054805,True
cooperative,1,46,34431.787754505836,1,27,7,1393.5871780466086,6236.67176843045,2,True,181,79,18,400,1.6081935000256635,True
cooperative,1,47,35060.1556284928,1,28,6,1163.6969171156618,6235.576195084949,2,True,160,77,5,400,1.473236416990403,True
cooperative,1,48,35608.06660443097,1,28,6,1151.7658548897375,6223.645132859025,1,True,140,52,3,400,1.3983609169954434,True
cooperative,1,49,36470.783552342626,1,28,6,1170.8744620193409,6242.753739988629,1,True,272,86,16,400,1.1287503329804167,True
cooperative,1,50,36614.6621025152,1,28,6,1254.5057908058384,6326.385068775126,1,True,308,58,23,400,1.1525957499979995,True
cooperative,1,51,38568.81001476299,1,29,5,1052.7261122811874,6326.824786112242,1,True,316,88,12,400,0.9897602919954807,True
cooperative,1,52,39191.93205587032,1,29,5,1052.7230449545057,6326.82171878556,1,True,316,138,13,400,0.976799416996073,True
cooperative,1,53,39372.68102317362,1,29,5,1052.773190514506,6326.8718643455595,1,True,322,140,20,400,1.087213291961234,True
cooperative,1,54,40343.13966749821,1,29,5,1052.7662775644385,6326.864951395492,1,True,328,139,12,400,1.104377958981786,True
cooperative,1,55,40386.33844900012,1,29,5,1053.224554483568,6327.323228314622,1,True,328,48,13,400,1.0091317920014262,True
independent,1,1,2381.970953031277,1,6,28,4988.170458332476,6059.75111325167,0,True,400,0,0,400,10.515525542024989,True
independent,1,2,3309.8745990333464,1,6,28,4995.069981835714,6066.650636754908,0,True,400,47,19,400,12.088523874990642,True
independent,1,3,3502.364276284161,1,6,28,4995.732337091341,6067.312992010535,0,True,400,102,60,400,7.270902208052576,True
independent,1,4,3850.7858490617864,1,6,28,4995.682395538325,6067.263050457519,0,True,400,37,37,400,6.946127458009869,True
independent,1,5,6860.201637249754,1,8,26,4610.804431760806,6067.263050457519,0,True,400,69,26,400,7.491567583987489,True
independent,1,6,8783.176773748888,1,8,26,4603.563167724009,6076.844432338628,0,True,400,37,21,400,9.046167791995686,True
independent,1,7,8886.5277733935,1,8,26,4603.587207355723,6076.868471970343,0,True,400,80,27,400,6.166487916954793,True
independent,1,8,11187.007859090007,1,9,25,4413.362720673528,6073.87021767931,0,True,400,0,0,400,7.4329292079783045,True
independent,1,9,11597.73017135447,1,10,24,4188.279233067059,6073.395268691165,0,True,400,62,25,400,5.813037790998351,True
independent,1,10,12629.586082922457,1,13,21,3757.762987685819,6073.484980646235,0,True,400,25,17,400,4.56789312500041,True
independent,1,11,13954.967705071836,1,14,21,3623.3708353512893,6215.487932726043,0,True,400,107,107,400,4.446727374976035,True
independent,1,12,15095.18880680182,1,14,21,3612.634257171162,6215.325646100034,0,True,400,0,0,400,4.891622333030682,True
independent,1,13,16728.453437103773,1,15,20,3499.081225253737,6231.258230513022,0,False,400,1,1,400,9.340584125020541,True
independent,1,14,17449.758092209107,1,18,17,3134.5925952902194,6240.0963737784405,0,True,400,24,16,400,2.7222264999873005,True
independent,1,15,17463.155806373295,1,18,17,3135.5922312992357,6241.096009787458,0,True,400,45,44,400,2.664219791011419,True
independent,1,16,18268.528292814102,1,19,16,3055.264256316952,6268.179041076783,0,True,400,17,17,400,2.481421708012931,True
independent,1,17,18571.520158499825,1,20,15,2843.687012889208,6268.393065132127,0,True,400,64,31,400,2.4416230830247514,True
independent,1,18,19226.828176132614,1,20,15,2843.687012889208,6268.393065132127,0,True,400,36,36,400,2.3577132920036092,True
independent,1,19,20011.041736686784,1,21,14,2595.2917755045264,6268.427676950621,0,True,400,71,16,400,2.185267416993156,True
independent,1,20,21199.2840755726,1,23,12,2209.1840403830624,6268.269925305336,0,True,400,94,21,400,1.9766907089506276,True
independent,1,21,21687.035151893822,1,23,12,2205.849638914838,6264.935523837112,0,True,400,0,0,400,2.7917376670520753,True
independent,1,22,21805.434944134864,1,23,12,2205.7624976807347,6264.848382603008,0,True,400,85,15,400,1.8402971669565886,True
independent,1,23,21927.621863159293,1,23,12,2203.702820248438,6262.788705170711,0,True,400,0,0,400,2.636069583008066,True
independent,1,24,22135.442264735328,1,23,13,2296.863224404462,6355.949109326735,0,True,400,112,112,400,2.1314176250016317,True
independent,1,25,22414.085676799084,1,24,12,2157.1337442830572,6362.815717322157,0,True,400,20,20,400,1.7916052080108784,True
independent,1,26,23140.3263957274,1,24,12,2157.09360487615,6362.77557791525,0,True,400,32,19,400,1.7055602080072276,True
independent,1,27,23466.096512047756,1,24,12,2172.0229267436266,6377.704899782726,0,False,400,2,2,400,3.1255277500022203,True
independent,1,28,23497.29584277139,1,24,12,2170.686095110808,6376.368068149908,0,True,400,94,38,400,1.7316222499939613,True
independent,1,29,24624.662127310774,1,25,11,2059.038710527526,6374.624820986786,0,True,400,0,0,400,2.782293041003868,True
independent,1,30,25005.13396686159,1,25,11,2058.4746171472493,6374.060727606509,0,True,400,91,31,400,1.9228931660181843,True
independent,1,31,25060.40779036161,1,25,11,2058.4677052772613,6374.053815736522,0,True,400,102,29,400,1.9947798749781214,True
independent,1,32,25222.983437176637,1,25,11,2058.6152576306476,6374.201368089908,0,True,400,90,32,400,1.8923349170363508,True
independent,1,33,28221.48042217908,1,25,11,2058.605406350643,6374.191516809904,0,True,400,61,26,400,1.673802708974108,True
independent,1,34,28384.00908993048,1,25,11,2070.989007611309,6386.575118070569,0,True,400,32,25,400,1.7795267500332557,True
independent,1,35,29494.224829111754,1,25,11,2094.665185332004,6410.251295791264,0,True,400,37,13,400,1.8971837079734541,True
independent,1,36,29507.495604917145,1,25,11,2094.6034941723433,6410.189604631603,0,True,400,68,33,400,1.8179727499955334,True
independent,1,37,29811.136005752473,1,25,12,2213.5013757502,6529.087486209461,0,True,400,102,102,400,2.0980805000290275,True
independent,1,38,30211.313766837473,1,25,12,2205.324531569266,6520.910642028526,0,True,400,0,0,400,2.8666529579786584,True
independent,1,39,30950.772652074673,1,25,12,2205.269374849396,6520.855485308657,0,True,400,61,25,400,1.8709782079677097,True
independent,1,40,32117.939676621525,1,25,12,2205.877942826574,6521.464053285834,0,True,400,64,16,400,1.984208541980479,True
independent,1,41,32425.848871205668,1,25,12,2205.7332051029825,6521.319315562243,0,True,400,57,23,400,1.883123625011649,True
independent,1,42,32628.515444086355,1,25,12,2273.983824885742,6589.569935345002,0,True,400,9,9,400,1.8096802920335904,True
independent,1,43,33163.077144911294,1,27,11,1913.7698262043496,6787.655072887689,0,True,400,101,101,400,1.685518000042066,True
independent,1,44,33619.35934592201,1,27,11,1913.6488900963666,6787.534136779706,0,True,400,0,0,400,2.3642259999760427,True
independent,1,45,34060.49225566274,1,27,11,1913.6666359654362,6787.551882648776,0,True,400,78,23,400,1.7342016670154408,True
independent,1,46,34431.787754505836,1,27,11,1911.9226314164196,6785.807878099759,0,True,400,0,0,400,2.3296515840338543,True
independent,1,47,35060.1556284928,1,28,10,1683.8202969040915,6785.6024764481235,0,True,400,0,0,400,2.0530687499558553,True
independent,1,48,35608.06660443097,1,28,10,1679.4021746112994,6781.184354155332,0,True,400,0,0,400,1.9789854579721577,True
independent,1,49,36470.783552342626,1,28,10,1707.4762016115942,6809.258381155627,0,True,400,23,23,400,1.2700262910220772,True
independent,1,50,36614.6621025152,1,28,10,1722.5336945447325,6824.315874088765,0,True,400,15,15,400,1.244691125000827,True
independent,1,51,38568.81001476299,1,28,10,1723.8131124855963,6825.595292029629,0,True,400,88,29,400,1.7113113340456039,True
independent,1,52,39191.93205587032,1,28,10,1707.0827666898851,6825.5825796523495,0,True,400,105,20,400,1.633290209050756,True
independent,1,53,39372.68102317362,1,28,10,1706.9145726948757,6825.41438565734,0,True,400,88,29,400,1.5139371249824762,True
independent,1,54,40343.13966749821,1,28,10,1706.880503934927,6825.380316897392,0,True,400,101,26,400,1.5497377919964492,True
independent,1,55,40386.33844900012,1,28,11,1837.999666722765,6956.49947968523,0,True,400,91,91,400,1.4982003340264782,True
cooperative,2,1,2487.440466356073,1,5,28,4860.600885336587,5841.08497916396,4,True,398,43,22,400,9.324824082956184,True
cooperative,2,2,4061.6257814922715,1,6,27,4607.968321535402,5835.804049980201,4,True,392,0,0,400,10.270390874997247,True
cooperative,2,3,6287.381178472529,1,8,25,4364.47591662678,5836.697589666334,4,True,400,62,26,400,6.305273125006352,True
cooperative,2,4,7467.115939269245,1,8,25,4365.005118307931,5837.226791347485,4,True,398,74,40,400,7.051396708004177,True
cooperative,2,5,11876.180729953505,1,10,23,3922.0295330307817,5843.190190116724,4,True,398,22,18,400,5.016127791022882,True
cooperative,2,6,12495.905963771544,1,10,23,3916.2067502687955,5843.3170929370535,4,True,398,56,22,400,5.13310754095437,True
cooperative,2,7,13011.495204847086,1,10,23,3916.1954187991973,5843.305761467455,4,True,400,28,20,400,4.70000524999341,True
cooperative,2,8,13952.17742638456,1,11,22,3665.4909685164225,5842.730564106003,2,True,400,0,0,400,6.286579666018952,True
cooperative,2,9,15435.922890193076,1,12,21,3543.1936111034297,5830.074771982865,2,True,400,0,0,400,5.635865874995943,True
cooperative,2,10,15798.124476614394,1,13,20,3394.528105838249,5829.129601367096,2,True,400,0,0,400,5.500076084048487,True
cooperative,2,11,16230.142530652649,1,13,20,3430.3878419564403,5874.205144542094,2,False,400,2,1,400,21.72739866701886,True
cooperative,2,12,16413.339881896383,1,15,18,3176.066633505714,5874.20313431688,2,True,400,83,31,400,3.755958791007288,True
cooperative,2,13,17706.69265840252,1,18,15,2677.873086513233,5874.148669552668,2,True,400,55,10,400,2.5182946249842644,True
cooperative,2,14,17971.35012838622,1,19,14,2499.496458258275,5875.150155707019,1,True,400,45,11,400,2.391745291010011,True
cooperative,2,15,19491.497204503856,1,21,13,2213.94576631776,5980.963871473221,1,True,400,100,100,400,2.407871875038836,True
cooperative,2,16,19838.300027402925,1,22,12,1964.710133081765,5980.158087440402,1,True,400,0,0,400,2.7532720420276746,True
cooperative,2,17,19910.707384641024,1,22,12,1962.5089441861626,5977.9568985447995,1,True,400,31,11,400,1.8137691249721684,True
cooperative,2,18,20813.307820825383,1,22,12,1980.245394528995,5995.693348887631,1,True,400,62,11,400,2.142248499963898,True
cooperative,2,19,21168.682946431243,1,22,12,1980.4998610627285,5995.947815421365,1,True,400,78,18,400,2.4755171249853447,True
cooperative,2,20,21524.783944731207,1,22,12,1979.0480157670247,5994.495970125661,1,True,400,0,0,400,3.1525334579637274,True
cooperative,2,21,21886.02823292458,1,23,11,1848.0086466459695,5994.594986392822,1,True,400,70,10,400,2.1457513329805806,True
cooperative,2,22,22198.448944163858,1,23,11,1843.734332618596,5990.3206723654475,1,True,400,83,20,400,1.94689029204892,True
cooperative,2,23,23838.821331115752,1,25,9,1574.9936857784019,5990.317995493384,1,True,400,78,19,400,1.7283785410108976,True
cooperative,2,24,24017.89679981792,1,25,9,1673.3873202194532,6088.711629934434,1,True,400,51,27,400,1.6540049579925835,True
cooperative,2,25,24493.253584691418,1,26,7,1432.5049163564042,5951.717713184329,1,True,284,112,28,400,1.3776717080036178,True
cooperative,2,26,25165.308331331984,1,26,7,1420.7582560881563,5939.971052916081,1,True,281,109,14,400,1.4780572919989936,True
cooperative,2,27,26102.623424375728,1,26,7,1441.9568145097714,5961.169611337697,2,True,277,49,15,400,1.2635039170272648,True
cooperative,2,28,26123.535517641798,1,26,7,1444.2871706860506,5963.499967513975,2,True,273,133,29,400,1.370799915981479,True
cooperative,2,29,27622.93883070521,1,26,7,1438.3834893256608,5957.596286153585,2,True,271,135,30,400,1.2986293750000186,True
cooperative,2,30,27777.46053445348,1,26,7,1442.313878113456,5961.52667494138,1,True,278,95,21,400,1.252579500025604,True
cooperative,2,31,27886.336128154722,1,26,7,1442.3951547425818,5961.607951570506,1,True,277,55,36,400,1.329547791974619,True
cooperative,2,32,28694.731692963065,1,26,7,1463.7929077898493,5983.0057046177735,1,True,297,64,17,400,1.3867624580161646,True
cooperative,2,33,28762.93325359036,1,26,7,1463.7976886412773,5983.010485469202,1,True,295,122,33,400,1.3685106249758974,True
cooperative,2,34,30382.416746187562,1,26,7,1448.8288942173815,5968.041691045306,1,True,197,46,7,400,1.8893466659937985,True
cooperative,2,35,30578.553556799754,1,26,7,1466.8325963651207,5986.045393193045,1,True,305,243,206,400,1.5974832919891924,True
cooperative,2,36,30876.3878144286,1,26,7,1466.8316789550797,5986.044475783005,1,True,294,113,23,400,1.1282514170161448,True
cooperative,2,37,31489.897214095745,1,26,7,1445.930685536481,5965.143482364406,1,True,171,98,25,400,2.0762601669994183,True
cooperative,2,38,32213.62013633825,1,26,7,1432.694184061077,5951.906980889002,1,True,153,79,19,400,1.8978446670225821,True
cooperative,2,39,32652.800636717315,1,26,7,1431.879570328875,5951.0923671568,1,True,148,74,3,400,1.8666117920074612,True
cooperative,2,40,33116.88759208152,1,26,7,1431.866516568261,5951.079313396185,1,True,267,111,11,400,1.4988865419873036,True
cooperative,2,41,33235.18518162728,1,26,7,1431.9238869322076,5951.136683760133,1,True,278,130,14,400,1.532402832992375,True
cooperative,2,42,33834.90064739693,1,26,7,1452.92244745814,5972.135244286064,1,True,275,67,25,400,1.122207083972171,True
cooperative,2,43,33849.51275647982,1,26,7,1434.675604808932,5953.8884016368565,0,True,289,147,17,400,1.5508416660013609,True
cooperative,2,44,34226.18325966165,1,26,7,1443.358138127523,5962.570934955447,0,True,286,128,25,400,1.3257109580445103,True
cooperative,2,45,34471.91767875249,1,26,7,1412.8494424457497,5932.062239273674,0,False,400,2,1,400,6.628166875045281,True
cooperative,2,46,34625.82641405455,1,26,7,1413.813187208688,5933.0259840366125,0,True,400,201,10,400,2.014121707994491,True
cooperative,2,47,35556.62994830838,1,27,7,1309.8349384848175,6070.682879252552,0,True,400,200,200,400,3.3626192090450786,True
cooperative,2,48,36245.9473283643,1,27,7,1309.843953109297,6070.691893877031,0,True,400,27,9,400,2.827560457983054,True
cooperative,2,49,36454.86385383154,1,27,7,1309.8860099183355,6070.73395068607,0,True,400,73,30,400,2.4978600420290604,True
cooperative,2,50,37275.508301289025,1,27,8,1454.2955869355446,6215.143527703279,0,True,400,101,101,400,1.8697632499970496,True
cooperative,2,51,37767.896595981874,1,27,7,1390.1379528316938,6150.985893599428,9,True,341,22,7,400,2.8755247080116533,True
cooperative,2,52,38730.3925369908,1,27,6,1252.864500503956,6013.71244127169,1,True,284,152,49,400,1.391542625031434,True
cooperative,2,53,38846.42779586478,1,27,7,1336.756931737704,6097.604872505438,1,True,277,229,208,400,1.4675637910258956,True
cooperative,2,54,39287.79970434068,1,27,7,1345.1193924940644,6105.967333261799,5,True,272,120,99,400,1.2485858750296757,True
cooperative,2,55,40926.027049997094,1,27,7,1342.1704885924073,6103.018429360141,5,True,277,57,15,400,1.2249371669604443,True
cooperative,4,1,2525.3346112822715,1,5,28,4836.235435686139,5816.719529513512,4,True,400,61,28,400,7.772973290993832,True
cooperative,4,2,2867.1309834037947,1,5,28,4820.726293951079,5815.923817977789,4,True,398,73,31,400,7.1604385420214385,True
cooperative,4,3,3824.4989809649237,1,5,28,4820.151096589625,5815.348620616334,4,True,395,0,0,400,9.225888666987885,True
cooperative,4,4,3841.111677529021,1,5,28,4820.125929431018,5815.323453457728,4,True,399,65,23,400,7.148996917007025,True
cooperative,4,5,3901.7148608122297,1,5,28,4820.0113096775785,5815.208833704288,4,True,396,0,0,400,9.511339457996655,True
cooperative,4,6,3960.9993212565714,1,5,28,4830.182112680284,5825.379636706994,4,True,399,79,18,400,8.044772583001759,True
cooperative,4,7,4555.406210522036,1,7,26,4475.139392266357,5825.3796367069945,4,True,398,62,26,400,6.998589541995898,True
cooperative,4,8,6086.080577350378,1,7,26,4484.900229297044,5835.140473737681,4,True,399,86,14,400,6.8297937079914846,True
cooperative,4,9,7464.694920493974,1,7,26,4487.134290614865,5837.374535055502,4,True,399,37,22,400,6.137760207988322,True
cooperative,4,10,8432.145166008137,1,8,25,4203.667679256315,5823.390473954152,4,True,400,54,23,400,6.928765457996633,True
cooperative,4,11,9062.743283146134,1,9,24,4097.483333117246,5823.144760191527,4,True,391,0,0,400,8.111030708008911,True
cooperative,4,12,9602.223162963784,1,9,24,4097.483182458822,5823.144609533103,4,True,398,102,45,400,6.8892162500415,True
cooperative,4,13,9763.897459679301,1,9,24,4097.4023424268635,5823.063769501145,4,True,399,71,23,400,5.936926958034746,True
cooperative,4,14,10039.83355678277,1,9,24,4097.373293181201,5823.034720255482,4,True,394,51,18,400,5.922701374976896,True
cooperative,4,15,11058.443836483175,1,9,24,4097.352747805407,5823.014174879688,4,True,398,39,21,400,5.509154084022157,True
cooperative,4,16,11390.779562808671,1,9,24,4097.380655157859,5823.04208223214,4,True,398,35,18,400,5.732959042012226,True
cooperative,4,17,12902.731983232481,1,9,24,4118.666030803133,5849.906622357734,5,True,396,37,23,400,5.604848333983682,True
cooperative,4,18,13063.243267638583,1,9,24,4135.648675811665,5866.889267366266,5,True,398,27,10,400,5.384746291034389,True
cooperative,4,19,13396.182671984785,1,10,23,4012.7819690990614,5903.615592926214,5,True,398,53,28,400,5.635093082964886,True
cooperative,4,20,13567.790662179352,1,10,23,4010.9944680628223,5903.67670363987,5,True,396,49,9,400,5.445896250021178,True
cooperative,4,21,14022.738869304892,1,11,22,3757.636303141713,5900.427095605863,3,True,400,0,0,400,6.333647541992832,True
cooperative,4,22,14627.606958349967,1,12,21,3643.1125472426693,5894.128061882747,3,True,400,0,0,400,6.318669000000227,True
cooperative,4,23,15031.884780053044,1,12,21,3635.1898481341723,5894.0328391626645,3,True,400,90,16,400,4.835427374986466,True
cooperative,4,24,15041.225071264369,1,12,21,3635.0821539291173,5893.9251449576095,3,True,400,64,11,400,4.41466816700995,True
cooperative,4,25,15489.746159613427,1,15,18,3202.0673126781135,5893.994085457698,3,True,400,36,19,400,3.7931886659935117,True
cooperative,4,26,15994.699739133846,1,16,17,3053.338725331852,5892.985832760849,3,True,400,0,0,400,5.124001500022132,True
cooperative,4,27,16997.954598082004,1,17,16,2791.0955215506547,5892.628180630924,3,True,400,0,0,400,4.386646917031612,True
cooperative,4,28,18117.42823995788,1,19,14,2578.9981958091244,5973.453891080032,3,True,381,46,14,400,2.5839882920263335,True
cooperative,4,29,18209.456241116797,1,19,14,2578.9922299514606,5973.447925222368,3,True,383,36,9,400,2.66797804197995,True
cooperative,4,30,18918.95251236378,1,20,13,2242.1151944878034,5988.180373881709,3,True,390,97,29,400,2.6501804589643143,True
cooperative,4,31,19428.25027102812,1,21,12,2125.197941984822,5986.488731268909,3,True,368,0,0,400,3.383269375015516,True
cooperative,4,32,20006.649084376437,1,22,11,1876.765955420537,5986.486593907801,3,True,391,69,18,400,2.263082208984997,True
cooperative,4,33,20481.814548150927,1,22,11,1877.7003547270065,5987.420993214269,3,True,391,43,11,400,2.1204065830097534,True
cooperative,4,34,22946.095384911936,1,24,9,1717.8730074947084,6062.740113076883,4,True,382,55,24,400,1.881285083014518,True
cooperative,4,35,23875.606881722284,1,25,8,1520.1877588751047,6062.760172742168,3,True,382,50,16,400,1.7811567090102471,True
cooperative,4,36,25445.716918746788,1,26,6,1343.2662730324919,5995.933064249505,3,True,316,140,27,400,1.4019722089869902,True
cooperative,4,37,26087.999081003745,1,26,7,1371.9225512796247,6024.589342496638,12,True,284,253,218,400,1.197189791011624,True
cooperative,4,38,26285.447130502012,1,26,7,1354.4963285487256,6007.163119765739,13,True,148,64,12,400,1.4810331669868901,True
cooperative,4,39,26512.516986591447,1,26,7,1354.5275723371915,6007.194363554205,13,True,283,145,12,400,1.3057674579904415,True
cooperative,4,40,26758.01449203482,1,26,7,1354.5275130435634,6007.194304260576,13,True,274,100,25,400,1.2018549999920651,True
cooperative,4,41,29270.708351223835,1,26,7,1358.145207396828,6010.811998613841,13,True,274,101,10,400,1.0952197079895996,True
cooperative,4,42,30732.054947706238,1,26,7,1361.2501450276168,6013.91693624463,13,True,270,106,15,400,1.3000377499847673,True
cooperative,4,43,31201.131436909185,1,26,7,1390.483207518626,6043.149998735639,14,True,278,59,21,400,1.1369364999700338,True
cooperative,4,44,31909.507942765606,1,26,7,1386.1468250423914,6038.813616259405,14,True,275,121,26,400,1.2190644579823129,True
cooperative,4,45,32301.309241553772,1,26,7,1386.1517404104839,6038.818531627498,14,True,278,127,63,400,1.1792230000137351,True
cooperative,4,46,33753.589348514055,1,26,7,1441.275680786523,6093.942472003537,15,True,307,63,28,400,1.1508382909814827,True
cooperative,4,47,33961.03289114806,1,26,8,1543.9877649854752,6196.6545562024885,14,True,302,145,107,400,1.2923827079939656,True
cooperative,4,48,36993.67205186767,1,27,7,1366.871020189048,6191.639593324653,13,True,285,52,13,400,1.1390436670044437,True
cooperative,4,49,37319.77114751197,1,27,7,1365.2861624996513,6190.054735635256,13,True,275,130,115,400,1.3265554159879684,True
cooperative,4,50,38835.829322683916,1,28,6,1224.2306046015146,6180.00729968905,12,True,141,45,6,400,1.564828916976694,True
cooperative,4,51,39280.19782355038,1,28,5,1176.9133039258081,6132.689999013344,6,True,159,60,5,400,1.598308291984722,True
cooperative,4,52,39479.651961911535,1,28,5,1176.903297930413,6132.679993017949,6,True,284,129,15,400,1.1396601669839583,True
cooperative,4,53,39555.31363918046,1,28,5,1275.6420555451361,6231.418750632672,7,True,310,175,43,400,1.1941146669560112,True
cooperative,4,54,39718.34271092062,1,28,5,1276.908280023996,6232.6849751115315,8,True,316,101,20,400,1.0761545830173418,True
cooperative,4,55,40934.20262781173,1,29,5,969.3484190591996,6195.890362918064,2,True,287,233,213,400,1.0570816249819472,True
independent,4,1,2525.3346112822715,1,6,28,4988.570343123805,6060.150998042999,0,True,400,88,35,400,7.064939291973133,True
independent,4,2,2867.1309834037947,1,6,28,4988.567402581771,6060.148057500965,0,True,400,97,44,400,7.365945665980689,True
independent,4,3,3824.4989809649237,1,6,28,4987.992205220317,6059.572860139511,0,True,400,0,0,400,9.970340124971699,True
