arm,stream_seed,stage,trigger_second,event_count,committed_route_count,future_route_count,future_cost,running_total_cost,cross_site_customer_count,initial_continuation_feasible,changed_candidate_count,executable_candidate_count,accepted_candidate_count,evaluations,elapsed_seconds,customer_accounting_pass
cooperative,1,1,2381.970953031277,1,5,28,4836.527586043295,5817.011679870668,4,True,396,0,0,400,10.43770075001521,True
cooperative,1,2,3309.8745990333464,1,5,28,4846.770522696242,5841.968046722952,4,True,398,48,15,400,7.734657709021121,True
cooperative,1,3,3502.364276284161,1,5,28,4847.615146175585,5842.812670202295,4,True,398,64,31,400,17.088263499957975,True
cooperative,1,4,3850.7858490617864,1,5,29,5025.534476284338,6020.732000311047,4,True,397,101,101,400,11.256643917004112,True
cooperative,1,5,6860.201637249754,1,7,27,4670.096050223537,6020.336294664174,4,True,398,42,16,400,6.761446040996816,True
cooperative,1,6,8783.176773748888,1,8,26,4409.017525287643,6035.420713334822,4,True,398,52,24,400,6.654651959019247,True
cooperative,1,7,8886.5277733935,1,8,26,4406.755663713932,6033.158851761111,4,True,398,87,21,400,6.4676130000152625,True
cooperative,1,8,11187.007859090007,1,8,26,4401.006301916901,6033.541714313229,4,True,385,0,0,400,8.150994832976721,True
cooperative,1,9,11597.73017135447,1,9,25,4224.993624258895,6030.305077095069,4,True,394,80,29,400,6.987499959010165,True
cooperative,1,10,12629.586082922457,1,9,25,4217.998105200019,6029.259243618509,4,True,393,52,14,400,8.04314466699725,True
cooperative,1,11,13954.967705071836,1,10,24,4006.6855416094713,6073.778923449739,2,False,400,3,2,400,26.996345375024248,True
cooperative,1,12,15095.18880680182,1,11,23,3897.0277113979027,6073.596846074299,2,True,400,0,0,400,5.782457333989441,True
cooperative,1,13,16728.453437103773,1,16,18,3130.482219526746,6090.679937181743,2,True,400,28,28,400,2.9937414589803666,True
cooperative,1,14,17449.758092209107,1,17,17,3024.3559338658297,6099.51808044716,2,True,400,41,18,400,3.200945666001644,True
cooperative,1,15,17463.155806373295,1,17,17,3068.8527457664777,6144.014892347808,2,True,400,74,23,400,2.8710201250505634,True
cooperative,1,16,18268.528292814102,1,18,16,2892.7998200473403,6147.340081037979,1,True,400,43,12,400,2.6751034579938278,True
cooperative,1,17,18571.520158499825,1,19,15,2743.27225799622,6148.038879418818,1,True,400,86,17,400,2.591936708020512,True
cooperative,1,18,19226.828176132614,1,21,13,2360.531717834533,6148.011150903067,1,True,400,71,27,400,2.2518975000130013,True
cooperative,1,19,20011.041736686784,1,23,11,2046.437928344659,6182.054437618617,1,True,400,60,17,400,1.9932472090004012,True
cooperative,1,20,21199.2840755726,1,23,11,2046.2799713633954,6181.896480637353,1,True,400,74,14,400,2.075446082977578,True
cooperative,1,21,21687.035151893822,1,23,11,2042.9582721371376,6178.574781411096,1,True,400,0,0,400,2.963624832977075,True
cooperative,1,22,21805.434944134864,1,23,11,2042.8913278393184,6178.507837113277,1,True,400,63,14,400,2.098192667006515,True
cooperative,1,23,21927.621863159293,1,25,9,1788.6792477925846,6177.704067154415,1,True,400,27,0,400,2.984860458993353,True
cooperative,1,24,22135.442264735328,1,25,9,1792.632429950369,6181.6572493121985,1,True,400,98,14,400,2.029642291017808,True
cooperative,1,25,22414.085676799084,1,25,9,1793.4873566998726,6182.512176061702,1,True,400,111,10,400,2.1359749999828637,True
cooperative,1,26,23140.3263957274,1,25,9,1793.4472172929654,6182.472036654795,1,True,400,96,16,400,2.0805893329670653,True
cooperative,1,27,23466.096512047756,1,25,9,1793.5627074784807,6182.587526840311,1,True,400,90,20,400,1.9556374590029009,True
cooperative,1,28,23497.29584277139,1,26,8,1614.234940467036,6181.736715660434,1,True,400,99,21,400,1.985164874990005,True
cooperative,1,29,24624.662127310774,1,26,8,1613.5388722923308,6181.040647485729,1,True,400,17,0,400,3.0113652909640223,True
cooperative,1,30,25005.13396686159,1,26,8,1613.5475364092406,6181.049311602639,1,True,400,114,27,400,2.0071726660244167,True
cooperative,1,31,25060.40779036161,1,26,8,1613.5370777167761,6181.038852910175,1,True,400,102,13,400,2.0871834160061553,True
cooperative,1,32,25222.983437176637,1,26,8,1615.9544915230308,6183.456266716429,1,True,400,88,19,400,1.9124125420348719,True
cooperative,1,33,28221.48042217908,1,26,8,1615.9321527288662,6183.433927922264,1,True,400,49,20,400,1.8240276249707676,True
cooperative,1,34,28384.00908993048,1,26,8,1622.004507924965,6189.506283118363,1,True,400,91,16,400,1.8798237919691019,True
cooperative,1,35,29494.224829111754,1,26,8,1711.4458079807646,6278.947583174163,1,True,400,25,11,400,1.8654200000455603,True
cooperative,1,36,29507.495604917145,1,26,8,1711.3841168211038,6278.885892014502,1,True,400,63,18,400,2.2142595830373466,True
