arm,stream_seed,stages,evaluations_per_stage,total_evaluations,final_total_cost,final_total_emissions,final_cross_site_customer_count,customer_accounting_pass,event_path,event_sha256,owner_path,owner_sha256,initial_solution_path,initial_solution_sha256,initial_certificate_path,initial_certificate_sha256,trigger_mode
cooperative,1,55,400,22000,6327.323228314622,2059.522116827962,1,True,baselines/e7_dynamic/e7_v2_20260714/event_streams/stream_seed1.events.json,f4cddda26adc7cc15b323d4ec5f3b5e261da5f1e3d15f053a40d52cd9e7c4eef,baselines/e7_dynamic/e7_v2_20260714/event_streams/stream_seed1.owners.csv,66a6b7211192e69725d6fa76a3c747e8a855744570f9389229ca24fa804eebe1,baselines/e6_fairness/e6_participation_formal_20260714/solutions/L-main-threeshift-100c-01__geographic__seed1__no_loss.json,eff30569aea5953b8b9b52707e6f15bb7c1f44f3b17f3bea7bda334e389e62af,baselines/e6_fairness/e6_participation_formal_20260714/certificates/L-main-threeshift-100c-01__geographic__seed1__no_loss.json,7127dada4e9942a303155429fb42f83cc6c6952a344d4c8a5d9c4727f5e919d0,event
independent,1,55,400,22000,6956.49947968523,2059.980994887572,0,True,baselines/e7_dynamic/e7_v2_20260714/event_streams/stream_seed1.events.json,f4cddda26adc7cc15b323d4ec5f3b5e261da5f1e3d15f053a40d52cd9e7c4eef,baselines/e7_dynamic/e7_v2_20260714/event_streams/stream_seed1.owners.csv,66a6b7211192e69725d6fa76a3c747e8a855744570f9389229ca24fa804eebe1,baselines/e6_fairness/e6_participation_formal_20260714/solutions/L-main-threeshift-100c-01__geographic__seed1__independent.json,47884212a50d96e09b335f2ceb4f72a7314f52c9852c95f8cc0a5eb2a5e505a6,baselines/e6_fairness/e6_participation_formal_20260714/certificates/L-main-threeshift-100c-01__geographic__seed1__independent.json,97e019daafc6e0f8e6d7642db7fce674a3dd15a2627ac6f08332f2bef80d01be,event
cooperative,2,55,400,22000,6103.018429360141,1874.9854059060485,5,True,baselines/e7_dynamic/e7_v2_20260714/event_streams/stream_seed2.events.json,48ee28628294f773a3c3b18f3857181616cee75e28a532548d45bcb2298d0697,baselines/e7_dynamic/e7_v2_20260714/event_streams/stream_seed2.owners.csv,d50c8b3a67d9be1ea298b16ba15bb627afd6592dc2ded9942e73421e0a393451,baselines/e6_fairness/e6_participation_formal_20260714/solutions/L-main-threeshift-100c-01__geographic__seed1__no_loss.json,eff30569aea5953b8b9b52707e6f15bb7c1f44f3b17f3bea7bda334e389e62af,baselines/e6_fairness/e6_participation_formal_20260714/certificates/L-main-threeshift-100c-01__geographic__seed1__no_loss.json,7127dada4e9942a303155429fb42f83cc6c6952a344d4c8a5d9c4727f5e919d0,event
cooperative,4,55,400,22000,6195.890362918064,1953.1391015931124,2,True,baselines/e7_dynamic/e7_v2_20260714/event_streams/stream_seed4.events.json,dae6048481d9cb17ffdb7fed9dec467af9e65216a9df975b0a620ffbc070d488,baselines/e7_dynamic/e7_v2_20260714/event_streams/stream_seed4.owners.csv,e8069e607643fdb52869f37bd90881a3ce5a73de67cb87495b8e067502ecd13a,baselines/e6_fairness/e6_participation_formal_20260714/solutions/L-main-threeshift-100c-01__geographic__seed1__no_loss.json,eff30569aea5953b8b9b52707e6f15bb7c1f44f3b17f3bea7bda334e389e62af,baselines/e6_fairness/e6_participation_formal_20260714/certificates/L-main-threeshift-100c-01__geographic__seed1__no_loss.json,7127dada4e9942a303155429fb42f83cc6c6952a344d4c8a5d9c4727f5e919d0,event
independent,4,55,400,22000,6291.252466632586,1931.7804893658872,0,True,baselines/e7_dynamic/e7_v2_20260714/event_streams/stream_seed4.events.json,dae6048481d9cb17ffdb7fed9dec467af9e65216a9df975b0a620ffbc070d488,baselines/e7_dynamic/e7_v2_20260714/event_streams/stream_seed4.owners.csv,e8069e607643fdb52869f37bd90881a3ce5a73de67cb87495b8e067502ecd13a,baselines/e6_fairness/e6_participation_formal_20260714/solutions/L-main-threeshift-100c-01__geographic__seed1__independent.json,47884212a50d96e09b335f2ceb4f72a7314f52c9852c95f8cc0a5eb2a5e505a6,baselines/e6_fairness/e6_participation_formal_20260714/certificates/L-main-threeshift-100c-01__geographic__seed1__independent.json,97e019daafc6e0f8e6d7642db7fce674a3dd15a2627ac6f08332f2bef80d01be,event
cooperative,5,55,400,22000,6469.554459392311,2250.7119572748134,6,True,baselines/e7_dynamic/e7_v2_20260714/event_streams/stream_seed5.events.json,a8da49f9dde9d885b6bf25ec5feea2081f1f541765acd1e0ecb6ce1b9da6e83f,baselines/e7_dynamic/e7_v2_20260714/event_streams/stream_seed5.owners.csv,9d1b1aeee60c71c7fcfb127820e91be9cc0094a8a7ce0894689c869eeeb4f5f4,baselines/e6_fairness/e6_participation_formal_20260714/solutions/L-main-threeshift-100c-01__geographic__seed1__no_loss.json,eff30569aea5953b8b9b52707e6f15bb7c1f44f3b17f3bea7bda334e389e62af,baselines/e6_fairness/e6_participation_formal_20260714/certificates/L-main-threeshift-100c-01__geographic__seed1__no_loss.json,7127dada4e9942a303155429fb42f83cc6c6952a344d4c8a5d9c4727f5e919d0,event
