phase,instance,scan_name,field,value,seed,variant,carbon_price,eval_budget,max_runtime_seconds,total_cost,cost_fix,cost_km,cost_fuel,cost_elec,cost_occ,cost_transship,cost_carbon,E_total,E_cv_direct,E_ev_indirect,distance_total,distance_cv,distance_ev,fuel_liters,electricity_kwh,depot_charging_kwh,station_charging_kwh,ev_drive_kwh,charge_action_count,depot_charge_action_count,public_charge_action_count,depot_charge_kwh,public_charge_kwh,depot_charge_cost,public_charge_cost,public_occupancy_cost,ev_routes_drive_kwh_gt_battery,ev_routes_with_public_charge,ev_public_charge_detour_m,max_ev_route_drive_kwh,status,violation_count,solver_reported_feasible,actual_evals,best_penalized_obj,elapsed_seconds,route_count,cv_route_count,ev_route_count,warm_cv_route_count,warm_ev_route_count,reference_seed,reference_total_cost
phase2_fixed_replay,vanilla/e2-vanilla-50c-01,speed_ms,v_speed_ms,11.1,0,cv_only,0.05034,0,0.0,2826.447015152033,1360.0,837.6656033241367,576.7026849959113,0.0,0.0,0.0,52.07872683198481,1034.5396669047439,1034.5396669047439,0.0,2393330.2952118195,2393330.2952118195,0.0,402.4162200794859,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,OK,0,,0,,0.00032116699730977416,17,17,0,16,0,1,2900.831227639563
phase2_fixed_replay,vanilla/e2-vanilla-50c-01,speed_ms,v_speed_ms,11.1,0,ev_only,0.05034,0,0.0,inf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HALT_NO_REFERENCE_SOLUTION,,,,,,,,,,,,
phase2_fixed_replay,vanilla/e2-vanilla-50c-01,speed_ms,v_speed_ms,11.1,0,mixed,0.05034,0,0.0,2692.578643150168,1360.0,840.5992054558823,412.24158793540977,41.85764750625828,0.0,0.0,37.88020225261743,752.4871325510018,739.5149808778941,12.972151673107685,2401712.015588235,1708264.1255498806,693447.8900383547,287.6572381099782,225.89124396253797,225.89124396253797,0.0,225.89124396253797,6,6,0,225.891243962538,0.0,41.85764750625828,0.0,0.0,0,0,0.0,60.432769678164064,OK,0,,0,,0.0009673329768702388,17,11,6,15,1,3,2832.657154952463
phase2_fixed_replay,vanilla/e2-vanilla-50c-01,public_station_price,station_electricity_price,0.82,0,cv_only,0.05034,0,0.0,2900.831227639563,1360.0,837.6656033241367,644.9260361572632,0.0,0.0,0.0,58.23958815816333,1156.9246753707455,1156.9246753707455,0.0,2393330.2952118195,2393330.2952118195,0.0,450.02165665847684,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,OK,0,,0,,0.00039320901851169765,17,17,0,16,0,1,2900.831227639563
phase2_fixed_replay,vanilla/e2-vanilla-50c-01,public_station_price,station_electricity_price,0.82,0,ev_only,0.05034,0,0.0,inf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HALT_NO_REFERENCE_SOLUTION,,,,,,,,,,,,
phase2_fixed_replay,vanilla/e2-vanilla-50c-01,public_station_price,station_electricity_price,0.82,0,mixed,0.05034,0,0.0,2832.657154952463,1360.0,841.9006511182952,460.93670684435864,106.81451873112175,20.15943483293713,0.0,42.84584342575056,851.1291900228557,826.8685400108952,24.260650011960482,2405430.431766558,1708264.1255498806,697166.3062166774,321.6361083276524,438.33854373551736,398.0196740696431,40.31886966587426,438.33854373551736,8,6,2,398.0196740696431,40.31886966587426,73.75304560510486,33.06147312601689,20.15943483293713,2,2,3718.4161783227755,116.3118734950173,OK,0,,0,,0.0012114170240238309,17,11,6,15,1,3,2832.657154952463
phase2_fixed_replay,vanilla/e2-vanilla-50c-01,public_station_price,station_electricity_price,0.4,0,cv_only,0.05034,0,0.0,2900.831227639563,1360.0,837.6656033241367,644.9260361572632,0.0,0.0,0.0,58.23958815816333,1156.9246753707455,1156.9246753707455,0.0,2393330.2952118195,2393330.2952118195,0.0,450.02165665847684,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,OK,0,,0,,0.00032441699295304716,17,17,0,16,0,1,2900.831227639563
phase2_fixed_replay,vanilla/e2-vanilla-50c-01,public_station_price,station_electricity_price,0.4,0,ev_only,0.05034,0,0.0,inf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HALT_NO_REFERENCE_SOLUTION,,,,,,,,,,,,
phase2_fixed_replay,vanilla/e2-vanilla-50c-01,public_station_price,station_electricity_price,0.4,0,mixed,0.05034,0,0.0,2815.723229692796,1360.0,841.9006511182952,460.93670684435864,89.88059347145457,20.15943483293713,0.0,42.84584342575056,851.1291900228557,826.8685400108952,24.260650011960482,2405430.431766558,1708264.1255498806,697166.3062166774,321.6361083276524,438.33854373551736,398.0196740696431,40.31886966587426,438.33854373551736,8,6,2,398.0196740696431,40.31886966587426,73.75304560510486,16.127547866349705,20.15943483293713,2,2,3718.4161783227755,116.3118734950173,OK,0,,0,,0.0011972080101259053,17,11,6,15,1,3,2832.657154952463
phase2_fixed_replay,vanilla/e2-vanilla-50c-01,public_station_price,station_electricity_price,0.1853,0,cv_only,0.05034,0,0.0,2900.831227639563,1360.0,837.6656033241367,644.9260361572632,0.0,0.0,0.0,58.23958815816333,1156.9246753707455,1156.9246753707455,0.0,2393330.2952118195,2393330.2952118195,0.0,450.02165665847684,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,OK,0,,0,,0.0003242499951738864,17,17,0,16,0,1,2900.831227639563
phase2_fixed_replay,vanilla/e2-vanilla-50c-01,public_station_price,station_electricity_price,0.1853,0,ev_only,0.05034,0,0.0,inf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HALT_NO_REFERENCE_SOLUTION,,,,,,,,,,,,
phase2_fixed_replay,vanilla/e2-vanilla-50c-01,public_station_price,station_electricity_price,0.1853,0,mixed,0.05034,0,0.0,2807.066768375533,1360.0,841.9006511182952,460.93670684435864,81.22413215419135,20.15943483293713,0.0,42.84584342575056,851.1291900228557,826.8685400108952,24.260650011960482,2405430.431766558,1708264.1255498806,697166.3062166774,321.6361083276524,438.33854373551736,398.0196740696431,40.31886966587426,438.33854373551736,8,6,2,398.0196740696431,40.31886966587426,73.75304560510486,7.4710865490864995,20.15943483293713,2,2,3718.4161783227755,116.3118734950173,OK,0,,0,,0.0011911659967154264,17,11,6,15,1,3,2832.657154952463
phase2_fixed_replay,vanilla/e2-vanilla-50c-01,occupancy_fee,occupancy_fee,0.5,0,cv_only,0.05034,0,0.0,2900.831227639563,1360.0,837.6656033241367,644.9260361572632,0.0,0.0,0.0,58.23958815816333,1156.9246753707455,1156.9246753707455,0.0,2393330.2952118195,2393330.2952118195,0.0,450.02165665847684,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,OK,0,,0,,0.0003220830112695694,17,17,0,16,0,1,2900.831227639563
phase2_fixed_replay,vanilla/e2-vanilla-50c-01,occupancy_fee,occupancy_fee,0.5,0,ev_only,0.05034,0,0.0,inf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HALT_NO_REFERENCE_SOLUTION,,,,,,,,,,,,
phase2_fixed_replay,vanilla/e2-vanilla-50c-01,occupancy_fee,occupancy_fee,0.5,0,mixed,0.05034,0,0.0,2832.657154952463,1360.0,841.9006511182952,460.93670684435864,106.81451873112175,20.15943483293713,0.0,42.84584342575056,851.1291900228557,826.8685400108952,24.260650011960482,2405430.431766558,1708264.1255498806,697166.3062166774,321.6361083276524,438.33854373551736,398.0196740696431,40.31886966587426,438.33854373551736,8,6,2,398.0196740696431,40.31886966587426,73.75304560510486,33.06147312601689,20.15943483293713,2,2,3718.4161783227755,116.3118734950173,OK,0,,0,,0.0011694160057231784,17,11,6,15,1,3,2832.657154952463
phase2_fixed_replay,vanilla/e2-vanilla-50c-01,occupancy_fee,occupancy_fee,0.1,0,cv_only,0.05034,0,0.0,2900.831227639563,1360.0,837.6656033241367,644.9260361572632,0.0,0.0,0.0,58.23958815816333,1156.9246753707455,1156.9246753707455,0.0,2393330.2952118195,2393330.2952118195,0.0,450.02165665847684,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,OK,0,,0,,0.00031716699595563114,17,17,0,16,0,1,2900.831227639563
phase2_fixed_replay,vanilla/e2-vanilla-50c-01,occupancy_fee,occupancy_fee,0.1,0,ev_only,0.05034,0,0.0,inf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HALT_NO_REFERENCE_SOLUTION,,,,,,,,,,,,
phase2_fixed_replay,vanilla/e2-vanilla-50c-01,occupancy_fee,occupancy_fee,0.1,0,mixed,0.05034,0,0.0,2816.529607086113,1360.0,841.9006511182952,460.93670684435864,106.81451873112175,4.031886966587426,0.0,42.84584342575056,851.1291900228557,826.8685400108952,24.260650011960482,2405430.431766558,1708264.1255498806,697166.3062166774,321.6361083276524,438.33854373551736,398.0196740696431,40.31886966587426,438.33854373551736,8,6,2,398.0196740696431,40.31886966587426,73.75304560510486,33.06147312601689,4.031886966587426,2,2,3718.4161783227755,116.3118734950173,OK,0,,0,,0.0011860420054290444,17,11,6,15,1,3,2832.657154952463
phase2_fixed_replay,vanilla/e2-vanilla-50c-01,occupancy_fee,occupancy_fee,0.0,0,cv_only,0.05034,0,0.0,2900.831227639563,1360.0,837.6656033241367,644.9260361572632,0.0,0.0,0.0,58.23958815816333,1156.9246753707455,1156.9246753707455,0.0,2393330.2952118195,2393330.2952118195,0.0,450.02165665847684,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,OK,0,,0,,0.00031929201213642955,17,17,0,16,0,1,2900.831227639563
phase2_fixed_replay,vanilla/e2-vanilla-50c-01,occupancy_fee,occupancy_fee,0.0,0,ev_only,0.05034,0,0.0,inf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HALT_NO_REFERENCE_SOLUTION,,,,,,,,,,,,
phase2_fixed_replay,vanilla/e2-vanilla-50c-01,occupancy_fee,occupancy_fee,0.0,0,mixed,0.05034,0,0.0,2812.4977201195256,1360.0,841.9006511182952,460.93670684435864,106.81451873112175,0.0,0.0,42.84584342575056,851.1291900228557,826.8685400108952,24.260650011960482,2405430.431766558,1708264.1255498806,697166.3062166774,321.6361083276524,438.33854373551736,398.0196740696431,40.31886966587426,438.33854373551736,8,6,2,398.0196740696431,40.31886966587426,73.75304560510486,33.06147312601689,0.0,2,2,3718.4161783227755,116.3118734950173,OK,0,,0,,0.0011652499961201102,17,11,6,15,1,3,2832.657154952463
phase2_fixed_replay,threeshift/e2-threeshift-50c-01,battery_kwh,B_battery_kwh,80.0,0,cv_only,0.05034,0,0.0,2581.5225121815033,1280.0,707.5240695679598,544.8006100288194,0.0,0.0,0.0,49.197832584723834,977.3109373206959,977.3109373206959,0.0,2021497.3416227426,2021497.3416227426,0.0,380.15533460946153,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,OK,0,,0,,0.0003279999946244061,16,16,0,16,0,1,2581.5225121815033
phase2_fixed_replay,threeshift/e2-threeshift-50c-01,battery_kwh,B_battery_kwh,80.0,0,ev_only,0.05034,0,0.0,inf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HALT_NO_REFERENCE_SOLUTION,,,,,,,,,,,,
phase2_fixed_replay,threeshift/e2-threeshift-50c-01,battery_kwh,B_battery_kwh,80.0,0,mixed,0.05034,0,0.0,2433.458967545014,1360.0,661.2003113050083,277.00135709716267,104.44012299102063,3.360134468489879,0.0,27.45704168333281,545.4318967686295,496.90923791258643,48.52265885604304,1889143.7465857381,1026794.4375788241,862349.3090069139,193.2882262906724,540.6085714879632,533.8883025509834,6.720268936979757,540.6085714879632,10,9,1,533.8883025509834,6.720268936979757,98.92950246269723,5.5106205283234,3.360134468489879,1,1,7011.636635501345,86.72026893697975,OK,0,,0,,0.0014344999799504876,17,8,9,15,1,2,2433.458967545014
phase2_fixed_replay,threeshift/e2-threeshift-50c-01,battery_kwh,B_battery_kwh,160.0,0,cv_only,0.05034,0,0.0,2581.5225121815033,1280.0,707.5240695679598,544.8006100288194,0.0,0.0,0.0,49.197832584723834,977.3109373206959,977.3109373206959,0.0,2021497.3416227426,2021497.3416227426,0.0,380.15533460946153,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,OK,0,,0,,0.00031116700847633183,16,16,0,16,0,1,2581.5225121815033
phase2_fixed_replay,threeshift/e2-threeshift-50c-01,battery_kwh,B_battery_kwh,160.0,0,ev_only,0.05034,0,0.0,inf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HALT_NO_REFERENCE_SOLUTION,,,,,,,,,,,,
phase2_fixed_replay,threeshift/e2-threeshift-50c-01,battery_kwh,B_battery_kwh,160.0,0,mixed,0.05034,0,0.0,2422.536259070838,1360.0,658.7462384825828,277.00135709716267,99.33943751650513,0.0,0.0,27.449225974587108,545.2766383509556,496.90923791258643,48.36740043836918,1882132.1099502367,1026794.4375788241,855337.6723714126,193.2882262906724,536.1005802293855,536.1005802293855,0.0,536.1005802293855,9,9,0,536.1005802293855,0.0,99.33943751650513,0.0,0.0,0,0,0.0,82.21227767840203,OK,0,,0,,0.001456167025025934,17,8,9,15,1,2,2433.458967545014
phase2_fixed_replay,threeshift/e2-threeshift-50c-01,battery_kwh,B_battery_kwh,320.0,0,cv_only,0.05034,0,0.0,2581.5225121815033,1280.0,707.5240695679598,544.8006100288194,0.0,0.0,0.0,49.197832584723834,977.3109373206959,977.3109373206959,0.0,2021497.3416227426,2021497.3416227426,0.0,380.15533460946153,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,OK,0,,0,,0.0003117079904768616,16,16,0,16,0,1,2581.5225121815033
phase2_fixed_replay,threeshift/e2-threeshift-50c-01,battery_kwh,B_battery_kwh,320.0,0,ev_only,0.05034,0,0.0,inf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HALT_NO_REFERENCE_SOLUTION,,,,,,,,,,,,
phase2_fixed_replay,threeshift/e2-threeshift-50c-01,battery_kwh,B_battery_kwh,320.0,0,mixed,0.05034,0,0.0,2422.536259070838,1360.0,658.7462384825828,277.00135709716267,99.33943751650513,0.0,0.0,27.449225974587108,545.2766383509556,496.90923791258643,48.36740043836918,1882132.1099502367,1026794.4375788241,855337.6723714126,193.2882262906724,536.1005802293855,536.1005802293855,0.0,536.1005802293855,9,9,0,536.1005802293855,0.0,99.33943751650513,0.0,0.0,0,0,0.0,82.21227767840203,OK,0,,0,,0.0013524579990189523,17,8,9,15,1,2,2433.458967545014
phase2_fixed_replay,threeshift/e2-threeshift-50c-01,battery_kwh,B_battery_kwh,480.0,0,cv_only,0.05034,0,0.0,2581.5225121815033,1280.0,707.5240695679598,544.8006100288194,0.0,0.0,0.0,49.197832584723834,977.3109373206959,977.3109373206959,0.0,2021497.3416227426,2021497.3416227426,0.0,380.15533460946153,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,OK,0,,0,,0.00031279100221581757,16,16,0,16,0,1,2581.5225121815033
phase2_fixed_replay,threeshift/e2-threeshift-50c-01,battery_kwh,B_battery_kwh,480.0,0,ev_only,0.05034,0,0.0,inf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HALT_NO_REFERENCE_SOLUTION,,,,,,,,,,,,
phase2_fixed_replay,threeshift/e2-threeshift-50c-01,battery_kwh,B_battery_kwh,480.0,0,mixed,0.05034,0,0.0,2422.536259070838,1360.0,658.7462384825828,277.00135709716267,99.33943751650513,0.0,0.0,27.449225974587108,545.2766383509556,496.90923791258643,48.36740043836918,1882132.1099502367,1026794.4375788241,855337.6723714126,193.2882262906724,536.1005802293855,536.1005802293855,0.0,536.1005802293855,9,9,0,536.1005802293855,0.0,99.33943751650513,0.0,0.0,0,0,0.0,82.21227767840203,OK,0,,0,,0.0013495419989340007,17,8,9,15,1,2,2433.458967545014
phase2_fixed_replay,threeshift/e2-threeshift-50c-01,speed_ms,v_speed_ms,25.0,0,cv_only,0.05034,0,0.0,2581.5225121815033,1280.0,707.5240695679598,544.8006100288194,0.0,0.0,0.0,49.197832584723834,977.3109373206959,977.3109373206959,0.0,2021497.3416227426,2021497.3416227426,0.0,380.15533460946153,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,OK,0,,0,,0.00031204099650494754,16,16,0,16,0,1,2581.5225121815033
phase2_fixed_replay,threeshift/e2-threeshift-50c-01,speed_ms,v_speed_ms,25.0,0,ev_only,0.05034,0,0.0,inf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HALT_NO_REFERENCE_SOLUTION,,,,,,,,,,,,
phase2_fixed_replay,threeshift/e2-threeshift-50c-01,speed_ms,v_speed_ms,25.0,0,mixed,0.05034,0,0.0,2433.458967545014,1360.0,661.2003113050083,277.00135709716267,104.44012299102063,3.360134468489879,0.0,27.45704168333281,545.4318967686295,496.90923791258643,48.52265885604304,1889143.7465857381,1026794.4375788241,862349.3090069139,193.2882262906724,540.6085714879632,533.8883025509834,6.720268936979757,540.6085714879632,10,9,1,533.8883025509834,6.720268936979757,98.92950246269723,5.5106205283234,3.360134468489879,1,1,7011.636635501345,86.72026893697975,OK,0,,0,,0.0014315840089693666,17,8,9,15,1,2,2433.458967545014
phase2_fixed_replay,threeshift/e2-threeshift-50c-01,speed_ms,v_speed_ms,16.7,0,cv_only,0.05034,0,0.0,2491.034567197549,1280.0,707.5240695679598,461.80731561780067,0.0,0.0,0.0,41.70318201178853,828.4303140998912,828.4303140998912,0.0,2021497.3416227426,2021497.3416227426,0.0,322.24360869290393,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,OK,0,,0,,0.0003107499796897173,16,16,0,16,0,1,2581.5225121815033
phase2_fixed_replay,threeshift/e2-threeshift-50c-01,speed_ms,v_speed_ms,16.7,0,ev_only,0.05034,0,0.0,inf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HALT_NO_REFERENCE_SOLUTION,,,,,,,,,,,,
phase2_fixed_replay,threeshift/e2-threeshift-50c-01,speed_ms,v_speed_ms,16.7,0,mixed,0.05034,0,0.0,2342.5141929300557,1360.0,658.7462384825828,234.84594521362865,66.23137070113863,0.0,0.0,22.690638532705808,450.74768638668667,421.28717666185247,29.460509724834193,1882132.1099502367,1026794.4375788241,855337.6723714126,163.8726852373377,357.42779655228617,357.42779655228617,0.0,357.42779655228617,9,9,0,357.4277965522863,0.0,66.23137070113863,0.0,0.0,0,0,0.0,54.67669034625459,OK,0,,0,,0.001324000011663884,17,8,9,15,1,2,2433.458967545014
phase2_fixed_replay,threeshift/e2-threeshift-50c-01,speed_ms,v_speed_ms,11.1,0,cv_only,0.05034,0,0.0,2518.6947912843607,1280.0,707.5240695679598,487.1765857622224,0.0,0.0,0.0,43.994135954178326,873.9399275760494,873.9399275760494,0.0,2021497.3416227426,2021497.3416227426,0.0,339.9459812729205,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,OK,0,,0,,0.00031099998159334064,16,16,0,16,0,1,2581.5225121815033
phase2_fixed_replay,threeshift/e2-threeshift-50c-01,speed_ms,v_speed_ms,11.1,0,ev_only,0.05034,0,0.0,inf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HALT_NO_REFERENCE_SOLUTION,,,,,,,,,,,,
phase2_fixed_replay,threeshift/e2-threeshift-50c-01,speed_ms,v_speed_ms,11.1,0,mixed,0.05034,0,0.0,2341.230380912064,1360.0,658.7462384825828,247.73195051938686,51.33938884041152,0.0,0.0,23.41280306968232,465.0934260961922,444.40321891999866,20.69020717619357,1882132.1099502367,1026794.4375788241,855337.6723714126,172.86438526228935,277.06092196660296,277.06092196660296,0.0,277.06092196660296,9,9,0,277.06092196660296,0.0,51.33938884041152,0.0,0.0,0,0,0.0,42.291205281192276,OK,0,,0,,0.0013017499877605587,17,8,9,15,1,2,2433.458967545014
phase2_fixed_replay,threeshift/e2-threeshift-50c-01,public_station_price,station_electricity_price,0.82,0,cv_only,0.05034,0,0.0,2581.5225121815033,1280.0,707.5240695679598,544.8006100288194,0.0,0.0,0.0,49.197832584723834,977.3109373206959,977.3109373206959,0.0,2021497.3416227426,2021497.3416227426,0.0,380.15533460946153,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,OK,0,,0,,0.00031095900340005755,16,16,0,16,0,1,2581.5225121815033
phase2_fixed_replay,threeshift/e2-threeshift-50c-01,public_station_price,station_electricity_price,0.82,0,ev_only,0.05034,0,0.0,inf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HALT_NO_REFERENCE_SOLUTION,,,,,,,,,,,,
phase2_fixed_replay,threeshift/e2-threeshift-50c-01,public_station_price,station_electricity_price,0.82,0,mixed,0.05034,0,0.0,2433.458967545014,1360.0,661.2003113050083,277.00135709716267,104.44012299102063,3.360134468489879,0.0,27.45704168333281,545.4318967686295,496.90923791258643,48.52265885604304,1889143.7465857381,1026794.4375788241,862349.3090069139,193.2882262906724,540.6085714879632,533.8883025509834,6.720268936979757,540.6085714879632,10,9,1,533.8883025509834,6.720268936979757,98.92950246269723,5.5106205283234,3.360134468489879,1,1,7011.636635501345,86.72026893697975,OK,0,,0,,0.0014307079836726189,17,8,9,15,1,2,2433.458967545014
phase2_fixed_replay,threeshift/e2-threeshift-50c-01,public_station_price,station_electricity_price,0.4,0,cv_only,0.05034,0,0.0,2581.5225121815033,1280.0,707.5240695679598,544.8006100288194,0.0,0.0,0.0,49.197832584723834,977.3109373206959,977.3109373206959,0.0,2021497.3416227426,2021497.3416227426,0.0,380.15533460946153,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,OK,0,,0,,0.0003113750135526061,16,16,0,16,0,1,2581.5225121815033
phase2_fixed_replay,threeshift/e2-threeshift-50c-01,public_station_price,station_electricity_price,0.4,0,ev_only,0.05034,0,0.0,inf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HALT_NO_REFERENCE_SOLUTION,,,,,,,,,,,,
phase2_fixed_replay,threeshift/e2-threeshift-50c-01,public_station_price,station_electricity_price,0.4,0,mixed,0.05034,0,0.0,2430.6364545914826,1360.0,661.2003113050083,277.00135709716267,101.61761003748913,3.360134468489879,0.0,27.45704168333281,545.4318967686295,496.90923791258643,48.52265885604304,1889143.7465857381,1026794.4375788241,862349.3090069139,193.2882262906724,540.6085714879632,533.8883025509834,6.720268936979757,540.6085714879632,10,9,1,533.8883025509834,6.720268936979757,98.92950246269723,2.688107574791903,3.360134468489879,1,1,7011.636635501345,86.72026893697975,OK,0,,0,,0.001497374993050471,17,8,9,15,1,2,2433.458967545014
phase2_fixed_replay,threeshift/e2-threeshift-50c-01,public_station_price,station_electricity_price,0.1853,0,cv_only,0.05034,0,0.0,2581.5225121815033,1280.0,707.5240695679598,544.8006100288194,0.0,0.0,0.0,49.197832584723834,977.3109373206959,977.3109373206959,0.0,2021497.3416227426,2021497.3416227426,0.0,380.15533460946153,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,OK,0,,0,,0.00031104200752452016,16,16,0,16,0,1,2581.5225121815033
phase2_fixed_replay,threeshift/e2-threeshift-50c-01,public_station_price,station_electricity_price,0.1853,0,ev_only,0.05034,0,0.0,inf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HALT_NO_REFERENCE_SOLUTION,,,,,,,,,,,,
phase2_fixed_replay,threeshift/e2-threeshift-50c-01,public_station_price,station_electricity_price,0.1853,0,mixed,0.05034,0,0.0,2429.193612850713,1360.0,661.2003113050083,277.00135709716267,100.17476829671958,3.360134468489879,0.0,27.45704168333281,545.4318967686295,496.90923791258643,48.52265885604304,1889143.7465857381,1026794.4375788241,862349.3090069139,193.2882262906724,540.6085714879632,533.8883025509834,6.720268936979757,540.6085714879632,10,9,1,533.8883025509834,6.720268936979757,98.92950246269723,1.2452658340223488,3.360134468489879,1,1,7011.636635501345,86.72026893697975,OK,0,,0,,0.0014259159797802567,17,8,9,15,1,2,2433.458967545014
phase2_fixed_replay,threeshift/e2-threeshift-50c-01,occupancy_fee,occupancy_fee,0.5,0,cv_only,0.05034,0,0.0,2581.5225121815033,1280.0,707.5240695679598,544.8006100288194,0.0,0.0,0.0,49.197832584723834,977.3109373206959,977.3109373206959,0.0,2021497.3416227426,2021497.3416227426,0.0,380.15533460946153,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,OK,0,,0,,0.00031108298571780324,16,16,0,16,0,1,2581.5225121815033
phase2_fixed_replay,threeshift/e2-threeshift-50c-01,occupancy_fee,occupancy_fee,0.5,0,ev_only,0.05034,0,0.0,inf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HALT_NO_REFERENCE_SOLUTION,,,,,,,,,,,,
phase2_fixed_replay,threeshift/e2-threeshift-50c-01,occupancy_fee,occupancy_fee,0.5,0,mixed,0.05034,0,0.0,2433.458967545014,1360.0,661.2003113050083,277.00135709716267,104.44012299102063,3.360134468489879,0.0,27.45704168333281,545.4318967686295,496.90923791258643,48.52265885604304,1889143.7465857381,1026794.4375788241,862349.3090069139,193.2882262906724,540.6085714879632,533.8883025509834,6.720268936979757,540.6085714879632,10,9,1,533.8883025509834,6.720268936979757,98.92950246269723,5.5106205283234,3.360134468489879,1,1,7011.636635501345,86.72026893697975,OK,0,,0,,0.001422542001819238,17,8,9,15,1,2,2433.458967545014
phase2_fixed_replay,threeshift/e2-threeshift-50c-01,occupancy_fee,occupancy_fee,0.1,0,cv_only,0.05034,0,0.0,2581.5225121815033,1280.0,707.5240695679598,544.8006100288194,0.0,0.0,0.0,49.197832584723834,977.3109373206959,977.3109373206959,0.0,2021497.3416227426,2021497.3416227426,0.0,380.15533460946153,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,OK,0,,0,,0.0003115829895250499,16,16,0,16,0,1,2581.5225121815033
phase2_fixed_replay,threeshift/e2-threeshift-50c-01,occupancy_fee,occupancy_fee,0.1,0,ev_only,0.05034,0,0.0,inf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HALT_NO_REFERENCE_SOLUTION,,,,,,,,,,,,
phase2_fixed_replay,threeshift/e2-threeshift-50c-01,occupancy_fee,occupancy_fee,0.1,0,mixed,0.05034,0,0.0,2430.770859970222,1360.0,661.2003113050083,277.00135709716267,104.44012299102063,0.6720268936979759,0.0,27.45704168333281,545.4318967686295,496.90923791258643,48.52265885604304,1889143.7465857381,1026794.4375788241,862349.3090069139,193.2882262906724,540.6085714879632,533.8883025509834,6.720268936979757,540.6085714879632,10,9,1,533.8883025509834,6.720268936979757,98.92950246269723,5.5106205283234,0.6720268936979759,1,1,7011.636635501345,86.72026893697975,OK,0,,0,,0.001422500004991889,17,8,9,15,1,2,2433.458967545014
phase2_fixed_replay,threeshift/e2-threeshift-50c-01,occupancy_fee,occupancy_fee,0.0,0,cv_only,0.05034,0,0.0,2581.5225121815033,1280.0,707.5240695679598,544.8006100288194,0.0,0.0,0.0,49.197832584723834,977.3109373206959,977.3109373206959,0.0,2021497.3416227426,2021497.3416227426,0.0,380.15533460946153,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,OK,0,,0,,0.00031037500593811274,16,16,0,16,0,1,2581.5225121815033
