instance_id,seed,task_id,input_objective,final_objective,improved,improvement_pct,complete_evaluations,complete_evaluation_limit,duplicate_count,duplicate_fraction,incomplete_candidate_evaluations,elapsed_seconds,peak_rss,input_direct_violations,input_exact_violations,final_direct_violations,final_exact_violations,trace_sha256,witness_sha256
cn-cy-100c-01-V2-LOCATIONS,3,D6-E2-STAGED__cn-cy-100c-01-V2-LOCATIONS__seed3,5173.897533382516,5173.897533382516,False,0.0,78,120,0,0.0,0,NOT_RECOVERABLE_FROM_PERSISTED_ARTIFACTS,NOT_RECOVERABLE_FROM_PERSISTED_ARTIFACTS,0,0,0,0,91dc6116344cc1e0b1cb4f6e5fe7cd95eb2f5e5f1056c78e66548fe06b27737b,ff00dfc55ae7f8582f06b0d4e9769e572400982593aea4277d19f6a9503511c3
cn-jjj-50c-02-V2-LOCATIONS,1,D6-E2-STAGED__cn-jjj-50c-02-V2-LOCATIONS__seed1,2638.913419965574,2638.913419965574,False,0.0,78,120,2,0.02564102564102564,0,NOT_RECOVERABLE_FROM_PERSISTED_ARTIFACTS,NOT_RECOVERABLE_FROM_PERSISTED_ARTIFACTS,0,0,0,0,3fbe9af8679424f12d2fa899f27a62a92278d1fba61e3b99fc2a3af35eef6780,c0df0cd9901e65705c275df8cd8c0d2d9d606f3f5dfc234e727a77577212ae99
cn-prd-200c-02-V2-LOCATIONS,1,D6-E2-STAGED__cn-prd-200c-02-V2-LOCATIONS__seed1,9934.809498400024,9934.804981463998,True,4.5465753784871665e-05,120,120,0,0.0,0,NOT_RECOVERABLE_FROM_PERSISTED_ARTIFACTS,NOT_RECOVERABLE_FROM_PERSISTED_ARTIFACTS,0,0,0,0,d326d77467ea62b2ad320b1f3037f25996f3432ce404cf604932c7b7a2fa4c17,e86a666cc00743b8813405003310d823fad1e265fd1a42fa9c562f0d7095c73a
