instance_id,arm,seed,iterations,runtime_seconds,total_cost_cny,total_emissions_kg,cv_direct_emissions_kg,ev_indirect_emissions_kg,used_cv,used_ev,electricity_kwh,customers_served,customers_total,demand_served,demand_total,caps_by_depot_json,individual_fingerprint
cn-jjj-50c-01-V2-LOCATIONS,FIXED_TOTAL_50,11,42,189.675948124961,1945.1721366135207,163.34079795312027,80.73002996851844,82.61076798460182,2,5,129.49241783316805,50,50,13264.0,13264.0,"{""D_beijing"": {""num_cv"": 3, ""num_ev"": 3, ""total_fleet_cap"": 6}, ""D_tianjin"": {""num_cv"": 1, ""num_ev"": 2, ""total_fleet_cap"": 3}}",b20919eb8568ab7205165da0fd54b0cf69b7cf238d0b30d681ac95a71d80234a
