instance_id,seed,wall_clock_T,A_single_view_hgs,A_elapsed,B_multi_restart,B_elapsed,C_mv_hgs_sp,C_elapsed,C_selected_source,D_independent_alns,D_elapsed,C_vs_A,C_vs_B,C_vs_D
cn-cy-150c-03-V2-LOCATIONS,4,360.0,7302.951582527792,362.0211559169693,7318.716026694714,364.6998912499985,7319.146667895367,344.4584564580582,set_partitioning_recombination,8290.83471184911,363.98973570903763,loss,loss,win
cn-jjj-25c-03-V2-LOCATIONS,1,60.0,1464.352359919282,60.57106595800724,1464.352359919282,60.24073766695801,1464.352359919282,56.47468995896634,best_exact_hgs_parent,1534.7283846738337,60.52166150009725,tie,tie,win
cn-jjj-25c-03-V2-LOCATIONS,2,60.0,1464.352359919282,60.08819629100617,1464.352359919282,60.24268150003627,1464.352359919282,56.47558070800733,best_exact_hgs_parent,1509.5193439567058,60.074571958975866,tie,tie,win
cn-jjj-25c-03-V2-LOCATIONS,3,60.0,1464.352359919282,60.56871245801449,1464.352359919282,60.24481279205065,1464.352359919282,56.551034458098,best_exact_hgs_parent,1506.2197081445847,60.0432420829311,tie,tie,win
cn-jjj-25c-03-V2-LOCATIONS,4,60.0,1464.352359919282,60.090862500015646,1464.352359919282,60.24722929100972,1464.352359919282,56.497611333034,best_exact_hgs_parent,1480.8861437833075,60.05431479192339,tie,tie,win
cn-jjj-25c-03-V2-LOCATIONS,5,60.0,1464.352359919282,60.09722837503068,1464.352359919282,60.25351137504913,1464.352359919282,56.721340041956864,best_exact_hgs_parent,1476.8920952921942,60.035822459030896,tie,tie,win
cn-prd-75c-03-V2-LOCATIONS,1,180.0,3897.5029420930337,180.51063787506428,3897.499527282721,182.41575283405837,3897.499527282721,170.37008725001942,best_exact_hgs_parent,4180.043017471069,180.17136766703334,win,tie,win
cn-prd-75c-03-V2-LOCATIONS,2,180.0,3897.5029420930337,180.5239767919993,3897.499527282721,181.48565366701223,3897.499527282721,170.40594912494998,best_exact_hgs_parent,3940.3605509009217,180.40537258295808,win,tie,win
cn-prd-75c-03-V2-LOCATIONS,3,180.0,3897.499527282721,181.02532195893582,3897.499527282721,182.4614093749551,3897.499527282721,181.29861445899587,best_exact_hgs_parent,4180.043017471069,180.2776354169473,tie,tie,win
cn-prd-75c-03-V2-LOCATIONS,4,180.0,3897.5029420930337,180.57458708400372,3897.499527282721,181.5106178750284,3897.499527282721,170.55572395795025,best_exact_hgs_parent,4143.999660373953,194.49062591709662,win,tie,win
cn-prd-75c-03-V2-LOCATIONS,5,180.0,3897.499527282721,180.65006870799698,3897.499527282721,181.62015579198487,3897.499527282721,170.75186245900113,best_exact_hgs_parent,4180.043017471069,180.32234241697006,tie,tie,win
cn-cy-150c-03-V2-LOCATIONS,1,360.0,7434.562874499008,431.0439343750477,7284.4281830629025,365.50912945892196,7449.718425183883,348.04530708293896,best_exact_hgs_parent,8384.860722960337,364.65597395808436,loss,loss,win
cn-cy-150c-03-V2-LOCATIONS,2,360.0,7454.165992751251,362.3929173749639,7345.42100285654,365.6105915410444,7449.321258320277,346.7596561249811,set_partitioning_recombination,8095.20574941971,412.4294222500175,win,loss,win
cn-cy-150c-03-V2-LOCATIONS,3,360.0,7305.309691367101,361.7209544579964,7327.417959520979,364.87981383292936,7312.55446884134,345.13192933402024,set_partitioning_recombination,7967.179304287778,360.74716549995355,loss,win,win
cn-cy-150c-03-V2-LOCATIONS,5,360.0,7434.611727469137,362.04529958299827,7452.03616472449,364.7366499589989,7439.735896702571,345.9492878339952,set_partitioning_recombination,8347.613183923282,360.35814533301163,loss,win,win
