elapsed_seconds,active_worker_count,total_worker_pcpu,total_worker_rss_bytes,total_worker_rss_mb,system_memory_total_bytes,system_memory_available_bytes,system_memory_used_bytes,system_memory_total_mb,system_memory_available_mb,system_memory_used_mb,system_memory_percent,probe_error
2207.4850000000006,12,496.70000000000005,251228160,239.58984375,17024741376,5126168576,11898572800,16236.05859375,4888.6953125,11347.36328125,69.9,
2274.6410000000033,10,398.3,209371136,199.671875,17024741376,5195194368,11829547008,16236.05859375,4954.5234375,11281.53515625,69.5,
2343.3910000000033,12,397.40000000000003,253394944,241.65625,17024741376,5172891648,11851849728,16236.05859375,4933.25390625,11302.8046875,69.6,
2407.3129999999946,12,596.0999999999999,255844352,243.9921875,17024741376,5173334016,11851407360,16236.05859375,4933.67578125,11302.3828125,69.6,
2471.0939999999973,12,596.1999999999999,257773568,245.83203125,17024741376,5362028544,11662712832,16236.05859375,5113.62890625,11122.4296875,68.5,
2531.3910000000033,12,298.4,254296064,242.515625,17024741376,5393100800,11631640576,16236.05859375,5143.26171875,11092.796875,68.3,
2594.952999999994,12,596.5999999999999,256380928,244.50390625,17024741376,5370773504,11653967872,16236.05859375,5121.96875,11114.08984375,68.5,
2657.7810000000027,12,298.1,249651200,238.0859375,17024741376,5386694656,11638046720,16236.05859375,5137.15234375,11098.90625,68.4,
2721.5939999999973,12,596.3000000000001,254074880,242.3046875,17024741376,5380710400,11644030976,16236.05859375,5131.4453125,11104.61328125,68.4,
2785.172000000006,11,596.1,251514880,239.86328125,17024741376,5415817216,11608924160,16236.05859375,5164.92578125,11071.1328125,68.2,
2851.7660000000033,12,397.8,253677568,241.92578125,17024741376,5385502720,11639238656,16236.05859375,5136.015625,11100.04296875,68.4,
2920.3439999999973,12,496.4,248586240,237.0703125,17024741376,5511454720,11513286656,16236.05859375,5256.1328125,10979.92578125,67.6,
2989.047000000006,12,497.19999999999993,250368000,238.76953125,17024741376,5500956672,11523784704,16236.05859375,5246.12109375,10989.9375,67.7,
3049.672000000006,12,397.5,246206464,234.80078125,17024741376,5502869504,11521871872,16236.05859375,5247.9453125,10988.11328125,67.7,
3113.2810000000027,12,595.9,252096512,240.41796875,17024741376,5298995200,11725746176,16236.05859375,5053.515625,11182.54296875,68.9,
3178.577999999994,10,397.5,211755008,201.9453125,17024741376,5263810560,11760930816,16236.05859375,5019.9609375,11216.09765625,69.1,
3245.2660000000033,12,297.9,251129856,239.49609375,17024741376,5237772288,11786969088,16236.05859375,4995.12890625,11240.9296875,69.2,
3308.8129999999946,12,598.1,255139840,243.3203125,17024741376,5484969984,11539771392,16236.05859375,5230.875,11005.18359375,67.8,
3370.1100000000006,12,499.5,252473344,240.77734375,17024741376,5471268864,11553472512,16236.05859375,5217.80859375,11018.25,67.9,
3433.4060000000027,12,599.8,255246336,243.421875,17024741376,5507325952,11517415424,16236.05859375,5252.1953125,10983.86328125,67.7,
3502.2189999999973,12,200.0,250683392,239.0703125,17024741376,5496602624,11528138752,16236.05859375,5241.96875,10994.08984375,67.7,
3565.422000000006,10,499.8,211316736,201.52734375,17024741376,5527621632,11497119744,16236.05859375,5271.55078125,10964.5078125,67.5,
3628.875,12,300.0,252071936,240.39453125,17024741376,5560762368,11463979008,16236.05859375,5303.15625,10932.90234375,67.3,
3692.2189999999973,12,600.0,254648320,242.8515625,17024741376,5563518976,11461222400,16236.05859375,5305.78515625,10930.2734375,67.3,
3755.375,12,599.9,256888832,244.98828125,17024741376,5564203008,11460538368,16236.05859375,5306.4375,10929.62109375,67.3,
3824.6879999999946,12,399.9,252194816,240.51171875,17024741376,5610127360,11414614016,16236.05859375,5350.234375,10885.82421875,67.0,
3894.5160000000033,12,400.0,252026880,240.3515625,17024741376,5607669760,11417071616,16236.05859375,5347.890625,10888.16796875,67.1,
3962.9060000000027,12,499.6,251879424,240.2109375,17024741376,5569961984,11454779392,16236.05859375,5311.9296875,10924.12890625,67.3,
4025.0160000000033,12,399.70000000000005,253542400,241.796875,17024741376,5568684032,11456057344,16236.05859375,5310.7109375,10925.34765625,67.3,
4091.827999999994,12,499.9,252014592,240.33984375,17024741376,5581516800,11443224576,16236.05859375,5322.94921875,10913.109375,67.2,
4157.375,10,399.70000000000005,211386368,201.59375,17024741376,5605736448,11419004928,16236.05859375,5346.046875,10890.01171875,67.1,
4220.610000000001,12,499.6,255385600,243.5546875,17024741376,5555154944,11469586432,16236.05859375,5297.80859375,10938.25,67.4,
4287.218999999997,12,299.8,246857728,235.421875,17024741376,5564608512,11460132864,16236.05859375,5306.82421875,10929.234375,67.3,
4356.75,12,400.0,246149120,234.74609375,17024741376,5578231808,11446509568,16236.05859375,5319.81640625,10916.2421875,67.2,
4420.110000000001,12,599.8,251838464,240.171875,17024741376,5568839680,11455901696,16236.05859375,5310.859375,10925.19921875,67.3,
4486.437999999995,11,399.9,215470080,205.48828125,17024741376,5588828160,11435913216,16236.05859375,5329.921875,10906.13671875,67.2,
4549.781000000003,12,499.8,252243968,240.55859375,17024741376,5550002176,11474739200,16236.05859375,5292.89453125,10943.1640625,67.4,
4617.656000000003,12,499.8,254509056,242.71875,17024741376,5560963072,11463778304,16236.05859375,5303.34765625,10932.7109375,67.3,
4681.422000000006,8,299.9,163868672,156.27734375,17024741376,5664579584,11360161792,16236.05859375,5402.1640625,10833.89453125,66.7,
4742.391000000003,12,299.8,246181888,234.77734375,17024741376,5593030656,11431710720,16236.05859375,5333.9296875,10902.12890625,67.1,
4809.781000000003,12,499.70000000000005,250130432,238.54296875,17024741376,5595561984,11429179392,16236.05859375,5336.34375,10899.71484375,67.1,
4870.031000000003,12,399.8,251265024,239.625,17024741376,5583667200,11441074176,16236.05859375,5325.0,10911.05859375,67.2,
4937.406000000003,12,499.70000000000005,255250432,243.42578125,17024741376,5619265536,11405475840,16236.05859375,5358.94921875,10877.109375,67.0,
5002.656000000003,12,399.9,252157952,240.4765625,17024741376,5632081920,11392659456,16236.05859375,5371.171875,10864.88671875,66.9,
5065.672000000006,12,599.5999999999999,255115264,243.296875,17024741376,5624242176,11400499200,16236.05859375,5363.6953125,10872.36328125,67.0,
5129.187999999995,12,300.0,250458112,238.85546875,17024741376,5621526528,11403214848,16236.05859375,5361.10546875,10874.953125,67.0,
5197.735000000001,11,399.79999999999995,213741568,203.83984375,17024741376,5625503744,11399237632,16236.05859375,5364.8984375,10871.16015625,67.0,
5261.016000000003,12,499.9,253358080,241.62109375,17024741376,5602938880,11421802496,16236.05859375,5343.37890625,10892.6796875,67.1,
5324.110000000001,10,399.8,211824640,202.01171875,17024741376,5631643648,11393097728,16236.05859375,5370.75390625,10865.3046875,66.9,
5388.156000000003,10,299.8,209018880,199.3359375,17024741376,5632110592,11392630784,16236.05859375,5371.19921875,10864.859375,66.9,
5451.312999999995,12,499.8,253870080,242.109375,17024741376,5598236672,11426504704,16236.05859375,5338.89453125,10897.1640625,67.1,
5515.797000000006,12,500.0,253730816,241.9765625,17024741376,5605179392,11419561984,16236.05859375,5345.515625,10890.54296875,67.1,
5582.016000000003,12,499.9,245465088,234.09375,17024741376,5632765952,11391975424,16236.05859375,5371.82421875,10864.234375,66.9,
5649.562999999995,12,499.69999999999993,248356864,236.8515625,17024741376,5621735424,11403005952,16236.05859375,5361.3046875,10874.75390625,67.0,
5714.452999999994,10,399.6,208343040,198.69140625,17024741376,5646974976,11377766400,16236.05859375,5385.375,10850.68359375,66.8,
5777.077999999994,10,199.8,208912384,199.234375,17024741376,5601406976,11423334400,16236.05859375,5341.91796875,10894.140625,67.1,
5840.422000000006,12,499.8,254578688,242.78515625,17024741376,5581828096,11442913280,16236.05859375,5323.24609375,10912.8125,67.2,
5903.625,12,599.8,256720896,244.828125,17024741376,5581758464,11442982912,16236.05859375,5323.1796875,10912.87890625,67.2,
5963.656000000003,10,400.0,211181568,201.3984375,17024741376,5624659968,11400081408,16236.05859375,5364.09375,10871.96484375,67.0,
6027.875,12,399.70000000000005,253956096,242.19140625,17024741376,5586178048,11438563328,16236.05859375,5327.39453125,10908.6640625,67.2,
6090.110000000001,12,399.6,251289600,239.6484375,17024741376,5575008256,11449733120,16236.05859375,5316.7421875,10919.31640625,67.3,
6157.468999999997,12,499.79999999999995,251441152,239.79296875,17024741376,5588963328,11435778048,16236.05859375,5330.05078125,10906.0078125,67.2,
6220.610000000001,12,600.0,254390272,242.60546875,17024741376,5586321408,11438419968,16236.05859375,5327.53125,10908.52734375,67.2,
6290.202999999994,12,499.8,254357504,242.57421875,17024741376,5599514624,11425226752,16236.05859375,5340.11328125,10895.9453125,67.1,
6358.202999999994,12,499.79999999999995,252932096,241.21484375,17024741376,5586149376,11438592000,16236.05859375,5327.3671875,10908.69140625,67.2,
6427.202999999994,11,399.9,244404224,233.08203125,17024741376,5599404032,11425337344,16236.05859375,5340.0078125,10896.05078125,67.1,
6490.327999999994,12,499.9,245276672,233.9140625,17024741376,5624512512,11400228864,16236.05859375,5363.953125,10872.10546875,67.0,
6558.016000000003,12,399.9,245899264,234.5078125,17024741376,5599473664,11425267712,16236.05859375,5340.07421875,10895.984375,67.1,
6621.172000000006,12,600.0,248119296,236.625,17024741376,5606805504,11417935872,16236.05859375,5347.06640625,10888.9921875,67.1,
6689.641000000003,12,499.9,249192448,237.6484375,17024741376,5600522240,11424219136,16236.05859375,5341.07421875,10894.984375,67.1,
6750.843999999997,12,399.8,252014592,240.33984375,17024741376,5595820032,11428921344,16236.05859375,5336.58984375,10899.46875,67.1,
6813.860000000001,10,499.69999999999993,210227200,200.48828125,17024741376,5630771200,11393970176,16236.05859375,5369.921875,10866.13671875,66.9,
6883.468999999997,12,299.6,248995840,237.4609375,17024741376,5290766336,11733975040,16236.05859375,5045.66796875,11190.390625,68.9,
6947.016000000003,12,597.6,251625472,239.96875,17024741376,5298900992,11725840384,16236.05859375,5053.42578125,11182.6328125,68.9,
7011.860000000001,12,498.6,251154432,239.51953125,17024741376,5290934272,11733807104,16236.05859375,5045.828125,11190.23046875,68.9,
7075.343999999997,12,597.6,252456960,240.76171875,17024741376,5270831104,11753910272,16236.05859375,5026.65625,11209.40234375,69.0,
7137.922000000006,12,498.0,252211200,240.52734375,17024741376,5271203840,11753537536,16236.05859375,5027.01171875,11209.046875,69.0,
7200.812999999995,8,299.4,167878656,160.1015625,17024741376,5313351680,11711389696,16236.05859375,5067.20703125,11168.8515625,68.8,
7264.718999999997,6,299.5,126398464,120.54296875,17024741376,5327548416,11697192960,16236.05859375,5080.74609375,11155.3125,68.7,
7328.562999999995,4,199.9,83906560,80.01953125,17024741376,5343293440,11681447936,16236.05859375,5095.76171875,11140.296875,68.6,
7391.531000000003,4,199.8,82333696,78.51953125,17024741376,5409312768,11615428608,16236.05859375,5158.72265625,11077.3359375,68.2,
7451.625,2,99.9,41000960,39.1015625,17024741376,5361872896,11662868480,16236.05859375,5113.48046875,11122.578125,68.5,
