elapsed_seconds,active_worker_count,total_worker_pcpu,total_worker_rss_bytes,total_worker_rss_mb,system_memory_total_bytes,system_memory_available_bytes,system_memory_used_bytes,system_memory_total_mb,system_memory_available_mb,system_memory_used_mb,system_memory_percent,probe_error
13.531000000002678,12,0.0,239935488,228.8203125,17024741376,5465464832,11559276544,16236.05859375,5212.2734375,11023.78515625,67.9,
77.125,12,598.2,250703872,239.08984375,17024741376,5455753216,11568988160,16236.05859375,5203.01171875,11033.046875,68.0,
140.5,12,598.6,252325888,240.63671875,17024741376,5606469632,11418271744,16236.05859375,5346.74609375,10889.3125,67.1,
210.0,12,498.4,246513664,235.09375,17024741376,6132019200,10892722176,16236.05859375,5847.94921875,10388.109375,64.0,
273.3600000000006,12,597.8,249733120,238.1640625,17024741376,6116003840,10908737536,16236.05859375,5832.67578125,10403.3828125,64.1,
342.43799999999464,12,298.6,247726080,236.25,17024741376,6101913600,10922827776,16236.05859375,5819.23828125,10416.8203125,64.2,
406.43799999999464,12,498.20000000000005,249720832,238.15234375,17024741376,6062596096,10962145280,16236.05859375,5781.7421875,10454.31640625,64.4,
468.18799999999464,12,498.3,253153280,241.42578125,17024741376,6064099328,10960642048,16236.05859375,5783.17578125,10452.8828125,64.4,
531.5160000000033,12,598.5,253931520,242.16796875,17024741376,6070972416,10953768960,16236.05859375,5789.73046875,10446.328125,64.3,
601.125,12,498.2,254599168,242.8046875,17024741376,6079115264,10945626112,16236.05859375,5797.49609375,10438.5625,64.3,
670.4850000000006,12,497.7,254623744,242.828125,17024741376,6015098880,11009642496,16236.05859375,5736.4453125,10499.61328125,64.7,
733.0470000000059,12,398.6,250732544,239.1171875,17024741376,6035849216,10988892160,16236.05859375,5756.234375,10479.82421875,64.5,
802.3129999999946,12,398.29999999999995,252239872,240.5546875,17024741376,5175328768,11849412608,16236.05859375,4935.578125,11300.48046875,69.6,
865.8129999999946,12,598.3000000000001,254787584,242.984375,17024741376,5177987072,11846754304,16236.05859375,4938.11328125,11297.9453125,69.6,
926.6720000000059,12,498.0,255074304,243.2578125,17024741376,5195448320,11829293056,16236.05859375,4954.765625,11281.29296875,69.5,
987.375,12,498.90000000000003,253714432,241.9609375,17024741376,5181751296,11842990080,16236.05859375,4941.703125,11294.35546875,69.6,
1052.3910000000033,12,199.3,251445248,239.796875,17024741376,5091983360,11932758016,16236.05859375,4856.09375,11379.96484375,70.1,
1115.8439999999973,12,598.2,245387264,234.01953125,17024741376,5380755456,11643985920,16236.05859375,5131.48828125,11104.5703125,68.4,
1179.4850000000006,12,598.3000000000001,246431744,235.015625,17024741376,5380542464,11644198912,16236.05859375,5131.28515625,11104.7734375,68.4,
1245.625,12,498.5,247484416,236.01953125,17024741376,5358833664,11665907712,16236.05859375,5110.58203125,11125.4765625,68.5,
1310.8600000000006,12,498.5,248348672,236.84375,17024741376,5354381312,11670360064,16236.05859375,5106.3359375,11129.72265625,68.5,
1379.2189999999973,12,398.1,248283136,236.78125,17024741376,5349097472,11675643904,16236.05859375,5101.296875,11134.76171875,68.6,
1447.1560000000027,12,398.2,251105280,239.47265625,17024741376,5351657472,11673083904,16236.05859375,5103.73828125,11132.3203125,68.6,
1510.125,12,498.5,250413056,238.8125,17024741376,5332307968,11692433408,16236.05859375,5085.28515625,11150.7734375,68.7,
1573.6410000000033,12,597.8,253739008,241.984375,17024741376,5320167424,11704573952,16236.05859375,5073.70703125,11162.3515625,68.8,
1640.1410000000033,10,398.59999999999997,211951616,202.1328125,17024741376,5352062976,11672678400,16236.05859375,5104.125,11131.93359375,68.6,
1703.625,12,498.4,254857216,243.05078125,17024741376,5335031808,11689709568,16236.05859375,5087.8828125,11148.17578125,68.7,
1765.6560000000027,10,299.0,209244160,199.55078125,17024741376,5364187136,11660554240,16236.05859375,5115.6875,11120.37109375,68.5,
1829.0310000000027,10,398.8,206868480,197.28515625,17024741376,5322743808,11701997568,16236.05859375,5076.1640625,11159.89453125,68.7,
1892.7189999999973,12,498.09999999999997,251768832,240.10546875,17024741376,5293416448,11731324928,16236.05859375,5048.1953125,11187.86328125,68.9,
1952.4689999999973,12,398.20000000000005,251019264,239.390625,17024741376,5286264832,11738476544,16236.05859375,5041.375,11194.68359375,68.9,
2014.547000000006,10,498.1,206041088,196.49609375,17024741376,5360750592,11663990784,16236.05859375,5112.41015625,11123.6484375,68.5,
2080.452999999994,12,397.6,246595584,235.171875,17024741376,5150195712,11874545664,16236.05859375,4911.609375,11324.44921875,69.7,
2144.1560000000027,12,595.9,250470400,238.8671875,17024741376,5181452288,11843289088,16236.05859375,4941.41796875,11294.640625,69.6,
