episode_index,bundle,seed,policy_version,curriculum_phase,accepted_for_update,block_steps,reward_sum,reward_finite,best_obj,actual_evals,candidate_scores,repair_delta_count,violation_count,feasible,wall_time_seconds,worker_python_executable,worker_python_version,worker_numpy_version,pid,mask_invalid_rate_head_0,mask_invalid_rate_head_1,mask_invalid_rate_head_2,mask_invalid_rate_head_3,mask_invalid_rate_head_4
61,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,20260682,4,energy,1,24,45.23039460263627,1,3661.0787345140843,1500,1500,509874,0,1,230.17199999999139,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,30164,0.26785714285714285,0.0,0.1,0.0,0.0
63,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,20260684,4,energy,1,24,51.872219245225814,1,3570.798359296468,1500,1500,675997,0,1,147.625,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,19128,0.2619047619047619,0.0,0.0,0.0,0.0
62,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,20260683,4,energy,1,24,45.0064577842045,1,3689.7970864578756,1500,1500,887167,0,1,336.98399999999674,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,40528,0.25595238095238093,0.0,0.03333333333333333,0.0,0.0
64,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,20260685,4,energy,1,24,46.06974694416336,1,3618.5719331381965,1500,1500,1315471,0,1,345.1880000000092,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,41236,0.2976190476190476,0.0,0.11666666666666667,0.0,0.0
65,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,20260686,4,energy,1,24,46.61760763069196,1,3620.010774859638,1500,1500,1380965,0,1,349.6560000000027,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,25592,0.27380952380952384,0.0,0.016666666666666666,0.0,0.0
66,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,20260687,5,energy,1,24,49.52680616295357,1,3549.479148185604,1500,1500,1044836,0,1,285.8899999999994,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,4704,0.26785714285714285,0.0,0.05,0.0,0.0
68,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,20260689,5,energy,1,24,46.939207452043505,1,3642.931050408765,1500,1500,926295,0,1,334.1560000000027,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,19128,0.25595238095238093,0.0,0.1,0.0,0.0
69,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,20260690,5,energy,1,24,41.67693021300204,1,3807.9467877007137,1500,1500,402344,0,1,207.93799999999464,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,40528,0.2857142857142857,0.0,0.03333333333333333,0.0,0.0
67,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,20260688,5,energy,1,24,43.89723005613591,1,3639.7537826390485,1500,1500,1167234,0,1,395.43700000000536,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,30164,0.2916666666666667,0.0,0.11666666666666667,0.0,0.0
72,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,20260693,5,energy,1,24,51.49971799055714,1,3547.384730225349,1500,1500,626767,0,1,227.40700000000652,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,4704,0.23809523809523808,0.0,0.06666666666666667,0.0,0.0
71,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,20260692,5,energy,1,24,43.3803148001973,1,3664.6350901438927,1500,1500,754251,0,1,296.14100000000326,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,25592,0.27976190476190477,0.0,0.1,0.0,0.0
70,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,20260691,5,energy,1,24,45.77821158955911,1,3677.9713184296447,1500,1500,777338,0,1,352.73399999999674,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,41236,0.2619047619047619,0.0,0.08333333333333333,0.0,0.0
73,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,20260694,5,energy,1,24,45.25015307703132,1,3647.0120378670763,1500,1500,1240334,0,1,332.78199999999197,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,19128,0.27976190476190477,0.0,0.05,0.0,0.0
76,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,20260697,5,carbon,1,24,41.34605741982835,1,3723.5520324887457,1500,1500,470800,0,1,185.93799999999464,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,4704,0.27976190476190477,0.0,0.06666666666666667,0.0,0.0
75,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,20260696,5,energy,1,24,46.05974904536108,1,3673.167012789017,1500,1500,843953,0,1,292.0939999999973,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,30164,0.25595238095238093,0.0,0.03333333333333333,0.0,0.0
74,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,20260695,5,energy,1,24,42.261732449166146,1,3697.0809766354278,1500,1500,1310388,0,1,334.7350000000006,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,40528,0.26785714285714285,0.0,0.03333333333333333,0.0,0.0
77,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,20260698,5,carbon,1,24,42.522292581205235,1,3740.5625849903176,1500,1500,579256,0,1,218.78100000000268,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,25592,0.2857142857142857,0.0,0.016666666666666666,0.0,0.0
80,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,20260701,6,carbon,1,24,41.575173311118384,1,3763.0585941881795,1500,1500,441321,0,1,188.5630000000092,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,4704,0.27380952380952384,0.0,0.1,0.0,0.0
78,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,20260699,6,carbon,1,24,48.11876233122294,1,3561.21147575135,1500,1500,939102,0,1,328.39100000000326,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,41236,0.25595238095238093,0.0,0.016666666666666666,0.0,0.0
79,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,20260700,6,carbon,1,24,44.96873717847008,1,3639.8841588135583,1500,1500,975569,0,1,291.75,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,19128,0.2857142857142857,0.0,0.06666666666666667,0.0,0.0
81,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,20260702,6,carbon,1,24,43.7799021002575,1,3644.3443073449243,1500,1500,1141301,0,1,350.07799999999406,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,30164,0.27380952380952384,0.0,0.13333333333333333,0.0,0.0
82,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,20260703,6,carbon,1,24,41.510282885039516,1,3679.558003209122,1500,1500,1249629,0,1,363.125,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,40528,0.26785714285714285,0.0,0.08333333333333333,0.0,0.0
83,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,20260704,6,carbon,1,24,41.85206223574965,1,3750.2490916094566,1500,1500,929716,0,1,335.7659999999887,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,25592,0.27380952380952384,0.0,0.05,0.0,0.0
85,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,20260706,6,carbon,1,24,42.99239771163851,1,3660.509896875702,1500,1500,648661,0,1,242.82800000000861,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,41236,0.26785714285714285,0.0,0.1,0.0,0.0
84,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,20260705,6,carbon,1,24,45.06752839711433,1,3682.084475045917,1500,1500,764342,0,1,303.2649999999994,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,4704,0.27380952380952384,0.0,0.016666666666666666,0.0,0.0
86,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,20260707,6,carbon,1,24,41.32283879865257,1,3726.9707800937726,1500,1500,594511,0,1,255.75,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,19128,0.27976190476190477,0.0,0.08333333333333333,0.0,0.0
87,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,20260708,6,carbon,1,24,32.46149261774901,1,4052.923794087819,1500,1500,385751,0,1,192.70300000000861,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,30164,0.27976190476190477,0.0,0.08333333333333333,0.0,0.0
89,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,20260710,6,carbon,1,24,41.86209789832315,1,3731.3932275936586,1500,1500,764009,0,1,212.95300000000861,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,25592,0.2857142857142857,0.0,0.03333333333333333,0.0,0.0
88,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,20260709,6,carbon,1,24,43.11749724087075,1,3745.214769990939,1500,1500,647902,0,1,286.93799999999464,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,40528,0.27976190476190477,0.0,0.03333333333333333,0.0,0.0
91,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,20260712,7,carbon,1,24,46.07563274091036,1,3699.4063100907197,1500,1500,621436,0,1,222.98399999999674,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,4704,0.24404761904761904,0.0,0.08333333333333333,0.0,0.0
90,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,20260711,7,carbon,1,24,45.84171869755025,1,3588.886052193669,1500,1500,1066154,0,1,353.25,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,41236,0.27380952380952384,0.0,0.05,0.0,0.0
96,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,20260717,7,carbon,1,24,48.88454696847432,1,3594.608641099789,1500,1500,326733,0,1,133.95299999999406,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,4704,0.26785714285714285,0.0,0.03333333333333333,0.0,0.0
93,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,20260714,7,carbon,1,24,44.424511453304035,1,3671.208966149423,1500,1500,931423,0,1,299.28199999999197,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,30164,0.26785714285714285,0.0,0.05,0.0,0.0
92,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,20260713,7,carbon,1,24,41.58834050673891,1,3745.334924162866,1500,1500,940224,0,1,354.4679999999935,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,19128,0.27976190476190477,0.0,0.1,0.0,0.0
94,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,20260715,7,carbon,1,24,48.00577338345127,1,3558.966051837794,1500,1500,913127,0,1,302.8899999999994,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,25592,0.26785714285714285,0.0,0.016666666666666666,0.0,0.0
95,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,20260716,7,carbon,1,24,40.91519515455232,1,3719.7989524353698,1500,1500,928899,0,1,322.6399999999994,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,40528,0.26785714285714285,0.0,0.08333333333333333,0.0,0.0
97,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,20260718,7,carbon,1,24,44.04622743953479,1,3645.723789242964,1500,1500,816646,0,1,241.14100000000326,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,41236,0.27976190476190477,0.0,0.016666666666666666,0.0,0.0
99,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,20260720,7,carbon,1,24,50.60700538942176,1,3591.9372960938676,1500,1500,872413,0,1,229.32800000000861,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,30164,0.24404761904761904,0.0,0.03333333333333333,0.0,0.0
101,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,20260722,7,carbon,1,24,42.02557347457082,1,3744.4584108600143,1500,1500,762073,0,1,187.46799999999348,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,25592,0.27380952380952384,0.0,0.0,0.0,0.0
98,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,20260719,7,carbon,1,24,45.78571361674314,1,3639.2826463955034,1500,1500,1124428,0,1,349.04700000000594,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,4704,0.26785714285714285,0.0,0.03333333333333333,0.0,0.0
103,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,20260724,8,carbon,1,24,41.950316207765965,1,3638.33207701031,1500,1500,1053361,0,1,234.82799999999406,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,41236,0.30952380952380953,0.0,0.03333333333333333,0.0,0.0
102,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,20260723,8,carbon,1,24,47.1785653465249,1,3620.6690369767903,1500,1500,1152213,0,1,345.17200000000594,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,40528,0.2619047619047619,0.0,0.03333333333333333,0.0,0.0
100,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,20260721,7,carbon,1,24,47.97913745555975,1,3558.4192322761287,1500,1500,1771465,0,1,496.75,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,19128,0.26785714285714285,0.0,0.06666666666666667,0.0,0.0
105,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,20260726,8,carbon,1,24,43.01194904038425,1,3665.5914405841277,1500,1500,808289,0,1,323.8600000000006,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,25592,0.26785714285714285,0.0,0.11666666666666667,0.0,0.0
106,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,20260727,8,carbon,1,24,43.334365033978905,1,3680.4206289564404,1500,1500,718672,0,1,293.4530000000086,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,4704,0.26785714285714285,0.0,0.06666666666666667,0.0,0.0
104,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,20260725,8,carbon,1,24,45.31754145158229,1,3660.224048103458,1500,1500,1572776,0,1,418.6399999999994,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,30164,0.2619047619047619,0.0,0.06666666666666667,0.0,0.0
107,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,20260728,8,carbon,1,24,41.8533060445828,1,3734.18694014035,1500,1500,444995,0,1,215.42200000000594,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,41236,0.27976190476190477,0.0,0.03333333333333333,0.0,0.0
108,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,20260729,8,carbon,1,24,45.42852567583253,1,3699.4231136230383,1500,1500,763870,0,1,286.7809999999881,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,40528,0.26785714285714285,0.0,0.03333333333333333,0.0,0.0
110,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,20260731,8,carbon,1,24,39.68200084535031,1,3777.335837098508,1500,1500,565390,0,1,246.23399999999674,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,25592,0.2976190476190476,0.0,0.1,0.0,0.0
109,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,20260730,8,carbon,1,24,46.91794263608121,1,3568.486363483814,1500,1500,987288,0,1,313.4070000000065,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,19128,0.27976190476190477,0.0,0.08333333333333333,0.0,0.0
111,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,20260732,8,carbon,1,24,47.558179055054666,1,3584.690793794771,1500,1500,963948,0,1,302.40699999999197,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,4704,0.2619047619047619,0.0,0.08333333333333333,0.0,0.0
114,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,20260735,9,carbon,1,24,47.02017145999326,1,3628.409066491493,1500,1500,414273,0,1,153.95300000000861,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,40528,0.27380952380952384,0.0,0.05,0.0,0.0
112,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,20260733,8,carbon,1,24,48.20275436504882,1,3622.4103509445376,1500,1500,992404,0,1,340.3439999999973,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,30164,0.2619047619047619,0.0,0.06666666666666667,0.0,0.0
115,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,20260736,9,carbon,1,24,48.543864269567145,1,3590.97311173076,1500,1500,980131,0,1,273.32799999999406,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,25592,0.2619047619047619,0.0,0.05,0.0,0.0
113,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,20260734,8,carbon,1,24,46.29716136786365,1,3602.7782344854327,1500,1500,2024042,0,1,548.0940000000119,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,41236,0.2857142857142857,0.0,0.05,0.0,0.0
119,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,20260740,9,carbon,1,24,44.90705133506526,1,3645.885184896268,1500,1500,687735,0,1,280.1719999999914,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,30164,0.26785714285714285,0.0,0.05,0.0,0.0
118,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,20260739,9,carbon,1,24,43.41076744540358,1,3669.746258984559,1500,1500,868683,0,1,327.0,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,40528,0.26785714285714285,0.0,0.06666666666666667,0.0,0.0
117,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,20260738,9,carbon,1,24,44.91919830876789,1,3649.765991546849,1500,1500,1163665,0,1,368.4840000000113,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,4704,0.25595238095238093,0.0,0.05,0.0,0.0
120,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,20260741,9,carbon,1,24,45.03798582583749,1,3590.5964721421738,1500,1500,805527,0,1,287.1560000000027,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,25592,0.26785714285714285,0.0,0.1,0.0,0.0
116,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,20260737,9,carbon,1,24,48.78955533460055,1,3562.928555545166,1500,1500,2102375,0,1,560.1399999999994,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,19128,0.2619047619047619,0.0,0.06666666666666667,0.0,0.0
121,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,20260742,9,carbon,1,24,46.60304932975009,1,3539.912892942736,1500,1500,1136519,0,1,331.2969999999914,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,41236,0.27976190476190477,0.0,0.1,0.0,0.0
122,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,20260743,9,carbon,1,24,43.76755192275618,1,3617.287945496052,1500,1500,976831,0,1,327.6880000000092,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,30164,0.26785714285714285,0.0,0.1,0.0,0.0
123,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,20260744,9,carbon,1,24,42.1018196968122,1,3713.5903124534016,1500,1500,769699,0,1,323.7659999999887,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,40528,0.27380952380952384,0.0,0.08333333333333333,0.0,0.0
126,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,20260747,10,carbon,1,24,50.000371488266225,1,3626.4402642051177,1500,1500,760659,0,1,278.45299999999406,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,19128,0.25595238095238093,0.0,0.03333333333333333,0.0,0.0
124,models/data_bundle/generated_instances/E-UK100_02__u0_seed2_24h_20251113,20260745,9,carbon,1,24,43.38358837184124,1,3618.226660873678,1500,1500,986366,0,1,404.39100000000326,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,"3.13.12 (main, Mar  3 2026, 15:00:12) [MSC v.1944 64 bit (AMD64)]",2.3.5,4704,0.39285714285714285,0.0,0.11666666666666667,0.0,0.0
