stream_seed,cooperative_total_cost,independent_total_cost,cooperative_saving_percent,cooperative_total_emissions,independent_total_emissions
1,10703.342895104379,9734.42758161624,-9.953490386203743,3145.1829169143643,2606.197708746621
2,10146.529363801224,9113.858811061596,-11.330771895283956,3340.2682643745566,2496.5458785803403
3,8980.924301366169,9654.31630255165,6.975035622227357,3011.4767704729134,2636.7023870246267
4,8511.833844389483,9011.562382821076,5.54541507013518,2969.5325863921057,2704.87106435712
5,10593.990064813239,8892.280299710848,-19.136933472033327,3346.1315487643856,2634.9212535689576
