algorithm,bundle,scale,seed,eval_budget,best_obj,current_obj,actual_evals,candidate_scores,repair_delta_count,violation_count,feasible,wall_time_seconds,steps,reward_sum,worker_python_executable,worker_numpy_version,worker_integrity_ok
learned_destroy,models/data_bundle/generated_instances/E-UK25_08__curric_d2_s3_seed8_24h,25c,101,180,633.3606799334572,635.7744705294364,180,180,85127,0,True,13.047000000020489,180,0.975993553695809,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,2.3.5,True
operator_select,models/data_bundle/generated_instances/E-UK25_08__curric_d2_s3_seed8_24h,25c,101,180,536.8036807526236,536.8036807526236,180,180,72215,0,True,8.545999999972992,180,,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,2.3.5,True
random_operator,models/data_bundle/generated_instances/E-UK25_08__curric_d2_s3_seed8_24h,25c,101,180,525.8652757762785,525.8652757762785,180,180,18747,0,True,3.4540000000270084,180,,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,2.3.5,True
learned_destroy,models/data_bundle/generated_instances/E-UK25_08__curric_d2_s3_seed8_24h,25c,102,180,633.3606799334572,635.7744705294364,180,180,85127,0,True,12.84299999999348,180,0.975993553695809,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,2.3.5,True
operator_select,models/data_bundle/generated_instances/E-UK25_08__curric_d2_s3_seed8_24h,25c,102,180,536.8036807526236,536.8036807526236,180,180,67849,0,True,7.719000000040978,180,,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,2.3.5,True
random_operator,models/data_bundle/generated_instances/E-UK25_08__curric_d2_s3_seed8_24h,25c,102,180,516.6919512977507,516.6919512977507,180,180,20497,0,True,4.265999999945052,180,,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,2.3.5,True
learned_destroy,models/data_bundle/generated_instances/E-UK25_08__curric_d2_s3_seed8_24h,25c,103,180,633.3606799334572,635.7744705294364,180,180,85127,0,True,13.906000000075437,180,0.975993553695809,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,2.3.5,True
operator_select,models/data_bundle/generated_instances/E-UK25_08__curric_d2_s3_seed8_24h,25c,103,180,538.4734825824125,538.4734825824125,180,180,68547,0,True,6.89000000001397,180,,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,2.3.5,True
random_operator,models/data_bundle/generated_instances/E-UK25_08__curric_d2_s3_seed8_24h,25c,103,180,531.1093386870909,537.2431975498698,180,180,18262,0,True,3.98499999998603,180,,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,2.3.5,True
learned_destroy,models/data_bundle/generated_instances/E-UK25_09__curric_d2_s3_seed9_24h,25c,101,180,567.3943622568908,567.3943622568908,180,180,78448,0,True,12.155999999959022,180,25.622312610966297,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,2.3.5,True
operator_select,models/data_bundle/generated_instances/E-UK25_09__curric_d2_s3_seed9_24h,25c,101,180,502.43453800367155,502.43453800367155,180,180,63277,0,True,9.937000000034459,180,,C:\Users\zlxshu\.venvs\resetp-solver-py313\Scripts\python.exe,2.3.5,True
