task_id,instance_id,region,arm,charge_timing_policy,seed,depot_id,slot_index,slot_start_second,slot_end_second,charging_energy_kwh,electricity_cost_cny,charging_emissions_kgco2e
T26_SMOKE__JJJ__COST_CARBON__S2026080201,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080201,D_beijing,0,0,1800,0.0,0.0,0.0
T26_SMOKE__JJJ__COST_CARBON__S2026080201,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080201,D_beijing,1,1800,3600,0.0,0.0,0.0
T26_SMOKE__JJJ__COST_CARBON__S2026080201,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080201,D_beijing,2,3600,5400,0.0,0.0,0.0
T26_SMOKE__JJJ__COST_CARBON__S2026080201,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080201,D_beijing,3,5400,7200,0.0,0.0,0.0
T26_SMOKE__JJJ__COST_CARBON__S2026080201,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080201,D_beijing,4,7200,9000,0.0,0.0,0.0
T26_SMOKE__JJJ__COST_CARBON__S2026080201,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080201,D_beijing,5,9000,10800,0.0,0.0,0.0
T26_SMOKE__JJJ__COST_CARBON__S2026080201,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080201,D_beijing,6,10800,12600,0.0,0.0,0.0
T26_SMOKE__JJJ__COST_CARBON__S2026080201,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080201,D_beijing,7,12600,14400,0.0,0.0,0.0
T26_SMOKE__JJJ__COST_CARBON__S2026080201,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080201,D_beijing,8,14400,16200,0.0,0.0,0.0
T26_SMOKE__JJJ__COST_CARBON__S2026080201,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080201,D_beijing,9,16200,18000,0.0,0.0,0.0
T26_SMOKE__JJJ__COST_CARBON__S2026080201,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080201,D_beijing,10,18000,19800,0.0,0.0,0.0
T26_SMOKE__JJJ__COST_CARBON__S2026080201,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080201,D_beijing,11,19800,21600,26.402014228828335,14.871878386396244,15.674875847655386
T26_SMOKE__JJJ__COST_CARBON__S2026080201,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080201,D_beijing,12,21600,23400,33.0,18.588429750000003,19.301699999999997
T26_SMOKE__JJJ__COST_CARBON__S2026080201,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080201,D_beijing,13,23400,25200,32.999999999999574,18.58842974999976,19.30169999999975
T26_SMOKE__JJJ__COST_CARBON__S2026080201,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080201,D_beijing,14,25200,27000,4.757667839941051e-12,3.979516771626853e-12,2.827957764060961e-12
T26_SMOKE__JJJ__COST_CARBON__S2026080201,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080201,D_beijing,15,27000,28800,0.0,0.0,0.0
T26_SMOKE__JJJ__COST_CARBON__S2026080201,cn-jjj-100c-01-V2-LOCATIONS,JJJ,COST_CARBON,cost_plus_carbon,2026080201,D_beijing,16,28800,30600,0.0,0.0,0.0
