instance_id,seed,customer_count,protected_stage_1_cost,candidate_final_cost,candidate_minus_stage_1,strict_improvement_over_stage_1,HGS-F_cost,HGS-E_cost,HGS-M_cost,best_current_single_view_cost,candidate_minus_best_current_single_view,strict_route_fusion_improvement,strict_win_over_HGS-E,strict_win_over_HGS-M,zero_loss_to_all_views,warm_route_types_preserved,historical_population_archive_enabled,historical_population_snapshot_count,historical_population_candidate_references,historical_diversity_selected_count,historical_stage_snapshot_gate,historical_stage_archive_use_gate,complete_candidate_attempts,base_route_pool_size,expanded_route_pool_size,selected_source,base_source,base_mip_status,base_mip_dual_bound,base_mip_gap,expanded_mip_status,expanded_mip_dual_bound,expanded_mip_gap,elapsed_seconds,HGS-F_curve_points,HGS-F_strict_decreases,HGS-E_curve_points,HGS-E_strict_decreases,HGS-M_curve_points,HGS-M_strict_decreases,MV-HGS-SP_curve_points,MV-HGS-SP_strict_decreases,main_curve_gate,all_independently_feasible,status,failure_type,failure
cn-cy-100c-02-V2-LOCATIONS,17,100,4916.73611438661,4908.635560767924,-8.100553618685808,True,4908.635560767924,4931.984247365951,4932.695419221211,4908.635560767924,0.0,False,True,True,True,True,True,120,5096,72,True,True,280,137,338,two_stage_best_parent,stage_1_parent,OPTIMAL,4916.73611438661,0.0,OPTIMAL,4908.635560767923,0.0,371.7865262919804,13,12,14,13,13,12,13,12,True,True,PASS,,
cn-cy-200c-02-V2-LOCATIONS,17,200,9566.019377402665,9563.934089635939,-2.0852877667257417,True,9563.934434274493,9565.137499179507,9565.724693206957,9563.934434274493,-0.00034463855445210356,True,True,True,True,True,True,120,5389,72,True,True,280,343,1056,two_stage_expanded_pool_mip,stage_1_base_pool_mip,OPTIMAL,9566.019377402665,0.0,LIMIT_WITH_INCUMBENT,9540.020664057456,0.002500375405582691,879.7364198750001,15,14,28,27,23,22,16,15,True,True,PASS,,
cn-jjj-100c-02-V2-LOCATIONS,17,100,5026.967080981919,5011.6925793075725,-15.274501674346538,True,5061.948446277869,5011.6925793075725,5012.168411148132,5011.6925793075725,0.0,False,False,True,True,True,True,120,5437,72,True,True,280,214,514,two_stage_best_parent,stage_1_parent,OPTIMAL,5026.677230683657,5.76590802334884e-05,OPTIMAL,5011.20850664887,9.658865763351979e-05,461.09457187500084,10,9,20,19,21,20,22,21,True,True,PASS,,
cn-jjj-200c-02-V2-LOCATIONS,17,200,9865.036701590781,9833.475968121835,-31.560733468946637,True,9935.531106038286,9833.475968121835,9841.634271466906,9833.475968121835,0.0,False,False,True,True,True,True,120,5327,72,True,True,280,371,1064,two_stage_best_parent,stage_1_base_pool_mip,OPTIMAL,9865.036701590738,0.0,LIMIT_WITH_INCUMBENT,9792.608182196562,0.005452860821918561,1062.9499930829916,23,22,27,26,22,21,34,33,True,True,PASS,,
cn-prd-100c-02-V2-LOCATIONS,17,100,4981.2082452573295,4981.195336856623,-0.012908400706692191,True,5049.01142667435,4981.2082452573295,4981.195336856623,4981.195336856623,0.0,False,True,False,True,True,True,120,5266,72,True,True,280,166,373,two_stage_best_parent,stage_1_base_pool_mip,OPTIMAL,4981.2082452573295,0.0,OPTIMAL,4980.851949948463,6.893664777887986e-05,496.54899358397233,11,10,14,13,17,16,21,20,True,True,PASS,,
cn-prd-200c-02-V2-LOCATIONS,17,200,9947.468175759881,9940.534036512885,-6.934139246995983,True,9993.592502371188,9940.534036512885,10050.214151419474,9940.534036512885,0.0,False,False,True,True,True,True,120,5110,72,True,True,280,421,1292,two_stage_best_parent,stage_1_base_pool_mip,OPTIMAL,9947.468175759881,0.0,LIMIT_WITH_INCUMBENT,9878.42257443302,0.00786490051707288,959.8980637080094,20,19,31,30,24,23,25,24,True,True,PASS,,
