instance_id,arm,seed,requested_iterations,actual_iterations,runtime_seconds,initial_cost,best_cost,cost_change_pct,feasible,customers_served,customers_total,demand_served,demand_total,total_emissions_kg,used_cv,used_ev,mechanism_calls,mechanism_improvements,decoded_candidates,rejected_candidates
cn-cy-50c-01-V2-LOCATIONS,FULL_PROBLEM_COMPONENTS_NO_CHARGE,11,10,10,5.269333208038006,2483.638643547911,2278.265386342961,-8.269047421148667,True,50,50,13266.0,13266.0,199.41549878534113,5,2,5,3,7,7
cn-cy-50c-01-V2-LOCATIONS,FULL_PROBLEM_COMPONENTS_WITH_CHARGE,11,10,10,17.59119541698601,2483.638643547911,2278.265386342961,-8.269047421148667,True,50,50,13266.0,13266.0,199.41549878534113,5,2,5,3,7,7
