algorithm,best_cost,best_obj,current_cost,eval,instance,operator,seed,time_seconds
alns_sa_lns_cooling,7550.193903840589,7550.193903840589,nan,0,e2-vanilla-100c-01,shared_warm_start,5,1.2500095181167126e-06
alns_sa_lns_cooling,7025.187966699129,7025.187966699129,nan,1,e2-vanilla-100c-01,scan_restart,5,0.0021410000044852495
alns_sa_lns_cooling,6931.1894311843735,6931.1894311843735,nan,2,e2-vanilla-100c-01,random_customer_removal+greedy_insert_repair,5,0.25600908300839365
alns_sa_lns_cooling,6710.654943735934,6710.654943735934,nan,11,e2-vanilla-100c-01,random_customer_removal+greedy_insert_repair,5,2.452382082992699
alns_sa_lns_cooling,6676.598548174521,6676.598548174521,nan,12,e2-vanilla-100c-01,random_customer_removal+greedy_insert_repair,5,2.908412082993891
alns_sa_lns_cooling,6474.818786823324,6474.818786823324,nan,18,e2-vanilla-100c-01,random_customer_removal+greedy_insert_repair,5,4.7606237920117564
alns_sa_lns_cooling,6467.415493250219,6467.415493250219,nan,62,e2-vanilla-100c-01,random_customer_removal+greedy_insert_repair,5,14.979968500003451
alns_sa_lns_cooling,6454.901816746696,6454.901816746696,nan,65,e2-vanilla-100c-01,random_customer_removal+greedy_insert_repair,5,15.585469832993113
alns_sa_lns_cooling,6421.202641134558,6421.202641134558,nan,70,e2-vanilla-100c-01,random_customer_removal+greedy_insert_repair,5,16.56846220800071
alns_sa_lns_cooling,6418.721122453788,6418.721122453788,nan,71,e2-vanilla-100c-01,random_customer_removal+greedy_insert_repair,5,16.676664500002516
alns_sa_lns_cooling,6418.498677358851,6418.498677358851,nan,78,e2-vanilla-100c-01,random_customer_removal+greedy_insert_repair,5,18.393777916993713
alns_sa_lns_cooling,6411.082562637748,6411.082562637748,nan,80,e2-vanilla-100c-01,random_customer_removal+greedy_insert_repair,5,18.732607582991477
alns_sa_lns_cooling,6229.574586332852,6229.574586332852,nan,81,e2-vanilla-100c-01,random_customer_removal+greedy_insert_repair,5,19.128663333016448
alns_sa_lns_cooling,6218.642453537237,6218.642453537237,nan,88,e2-vanilla-100c-01,random_customer_removal+greedy_insert_repair,5,20.948139582993463
alns_sa_lns_cooling,6215.737566541921,6215.737566541921,nan,102,e2-vanilla-100c-01,random_customer_removal+greedy_insert_repair,5,23.500228082994
alns_sa_lns_cooling,6214.618183102297,6214.618183102297,nan,141,e2-vanilla-100c-01,random_customer_removal+greedy_insert_repair,5,35.38402312499238
alns_sa_lns_cooling,6214.607566478474,6214.607566478474,nan,148,e2-vanilla-100c-01,random_customer_removal+greedy_insert_repair,5,37.00218379200669
alns_sa_lns_cooling,6213.643077043603,6213.643077043603,nan,175,e2-vanilla-100c-01,random_customer_removal+greedy_insert_repair,5,43.62107979200664
alns_sa_lns_cooling,6204.252650411288,6204.252650411288,nan,182,e2-vanilla-100c-01,random_customer_removal+greedy_insert_repair,5,45.039674208004726
alns_sa_lns_cooling,6201.301689648267,6201.301689648267,nan,202,e2-vanilla-100c-01,random_customer_removal+greedy_insert_repair,5,49.08349466699292
alns_sa_lns_cooling,6146.298225174627,6146.298225174627,nan,218,e2-vanilla-100c-01,random_customer_removal+greedy_insert_repair,5,53.44316604200867
alns_sa_lns_cooling,6144.482335900138,6144.482335900138,nan,263,e2-vanilla-100c-01,random_customer_removal+greedy_insert_repair,5,62.560170042008394
alns_sa_lns_cooling,6140.0526279618225,6140.0526279618225,nan,304,e2-vanilla-100c-01,random_customer_removal+greedy_insert_repair,5,72.63016891700681
alns_sa_lns_cooling,6045.396519707615,6045.396519707615,nan,363,e2-vanilla-100c-01,random_customer_removal+regret3_insert_repair,5,89.64827041700482
alns_sa_lns_cooling,6037.888010473499,6037.888010473499,nan,366,e2-vanilla-100c-01,random_customer_removal+regret3_insert_repair,5,90.28049329199712
alns_sa_lns_cooling,6037.885984513596,6037.885984513596,nan,368,e2-vanilla-100c-01,random_customer_removal+regret3_insert_repair,5,90.38362133299233
alns_sa_lns_cooling,6025.376489735086,6025.376489735086,nan,391,e2-vanilla-100c-01,random_customer_removal+regret3_insert_repair,5,94.59854591701878
alns_sa_lns_cooling,6014.700446143783,6014.700446143783,nan,393,e2-vanilla-100c-01,random_customer_removal+regret3_insert_repair,5,95.49412375001702
alns_sa_lns_cooling,6005.9585168498115,6005.9585168498115,nan,398,e2-vanilla-100c-01,random_customer_removal+regret3_insert_repair,5,96.30554395800573
alns_sa_lns_cooling,6005.908538869313,6005.908538869313,nan,404,e2-vanilla-100c-01,random_customer_removal+regret3_insert_repair,5,97.55909470800543
alns_sa_lns_cooling,6004.282086521861,6004.282086521861,nan,416,e2-vanilla-100c-01,random_customer_removal+regret3_insert_repair,5,100.10141358300461
alns_sa_lns_cooling,5987.660368832898,5987.660368832898,nan,417,e2-vanilla-100c-01,random_customer_removal+regret3_insert_repair,5,100.37478970800294
alns_sa_lns_cooling,5963.312972366568,5963.312972366568,nan,435,e2-vanilla-100c-01,random_customer_removal+regret3_insert_repair,5,105.07903745799558
alns_sa_lns_cooling,5957.9479275631775,5957.9479275631775,nan,446,e2-vanilla-100c-01,random_customer_removal+regret3_insert_repair,5,107.45472841701121
alns_sa_lns_cooling,5952.687896823728,5952.687896823728,nan,453,e2-vanilla-100c-01,random_customer_removal+regret3_insert_repair,5,109.43617295799777
alns_sa_lns_cooling,5951.2540272158085,5951.2540272158085,nan,499,e2-vanilla-100c-01,random_customer_removal+regret3_insert_repair,5,120.98348150000675
alns_sa_lns_cooling,5950.512492561639,5950.512492561639,nan,526,e2-vanilla-100c-01,random_customer_removal+regret3_insert_repair,5,129.52870779199293
alns_sa_lns_cooling,5950.471669722678,5950.471669722678,nan,530,e2-vanilla-100c-01,random_customer_removal+regret3_insert_repair,5,130.39186425000662
alns_sa_lns_cooling,5950.208674728013,5950.208674728013,nan,546,e2-vanilla-100c-01,random_customer_removal+regret3_insert_repair,5,135.5064528750081
alns_sa_lns_cooling,5946.635888449076,5946.635888449076,nan,549,e2-vanilla-100c-01,random_customer_removal+regret3_insert_repair,5,136.24937591701746
alns_sa_lns_cooling,5944.2412898951225,5944.2412898951225,nan,551,e2-vanilla-100c-01,random_customer_removal+regret3_insert_repair,5,136.47252845801995
alns_sa_lns_cooling,5939.359356327669,5939.359356327669,nan,556,e2-vanilla-100c-01,random_customer_removal+regret3_insert_repair,5,137.799525792012
alns_sa_lns_cooling,5932.633441177884,5932.633441177884,nan,566,e2-vanilla-100c-01,random_customer_removal+regret3_insert_repair,5,139.8950788330112
alns_sa_lns_cooling,5926.618828338953,5926.618828338953,nan,568,e2-vanilla-100c-01,random_customer_removal+regret3_insert_repair,5,140.81257295800606
alns_sa_lns_cooling,5925.506056005034,5925.506056005034,nan,570,e2-vanilla-100c-01,random_customer_removal+regret3_insert_repair,5,140.92805129199405
alns_sa_lns_cooling,5925.49543938121,5925.49543938121,nan,576,e2-vanilla-100c-01,random_customer_removal+regret3_insert_repair,5,141.686559416994
alns_sa_lns_cooling,5917.815187111595,5917.815187111595,nan,592,e2-vanilla-100c-01,random_customer_removal+regret3_insert_repair,5,145.65728149999632
alns_sa_lns_cooling,5911.7527766037965,5911.7527766037965,nan,597,e2-vanilla-100c-01,random_customer_removal+regret3_insert_repair,5,147.28020712500438
alns_sa_lns_cooling,5910.668007477208,5910.668007477208,nan,602,e2-vanilla-100c-01,random_customer_removal+regret3_insert_repair,5,148.84265700000105
alns_sa_lns_cooling,5909.380254772237,5909.380254772237,nan,623,e2-vanilla-100c-01,random_customer_removal+regret3_insert_repair,5,155.0032194170053
alns_sa_lns_cooling,5901.652305362193,5901.652305362193,nan,625,e2-vanilla-100c-01,random_customer_removal+regret3_insert_repair,5,155.62985083300737
alns_sa_lns_cooling,5895.506826949411,5895.506826949411,nan,643,e2-vanilla-100c-01,random_customer_removal+regret3_insert_repair,5,160.72773187499843
alns_sa_lns_cooling,5883.206138495334,5883.206138495334,nan,660,e2-vanilla-100c-01,random_customer_removal+regret3_insert_repair,5,165.63940458299476
alns_sa_lns_cooling,5865.177856742727,5865.177856742727,nan,662,e2-vanilla-100c-01,random_customer_removal+regret3_insert_repair,5,166.00534995799535
alns_sa_lns_cooling,5843.978432359182,5843.978432359182,nan,666,e2-vanilla-100c-01,random_customer_removal+regret3_insert_repair,5,167.30146437499207
alns_sa_lns_cooling,5831.219500848953,5831.219500848953,nan,668,e2-vanilla-100c-01,random_customer_removal+regret3_insert_repair,5,167.76012854199507
alns_sa_lns_cooling,5830.448549629547,5830.448549629547,nan,671,e2-vanilla-100c-01,random_customer_removal+regret3_insert_repair,5,168.80020575001254
alns_sa_lns_cooling,5830.008956320711,5830.008956320711,nan,675,e2-vanilla-100c-01,random_customer_removal+regret3_insert_repair,5,169.62733849999495
alns_sa_lns_cooling,5826.250305862971,5826.250305862971,nan,677,e2-vanilla-100c-01,random_customer_removal+regret3_insert_repair,5,169.8486581670004
alns_sa_lns_cooling,5826.158486200619,5826.158486200619,nan,686,e2-vanilla-100c-01,random_customer_removal+regret3_insert_repair,5,172.22776729200268
alns_sa_lns_cooling,5826.150600463105,5826.150600463105,nan,714,e2-vanilla-100c-01,random_customer_removal+regret3_insert_repair,5,178.2601965420181
alns_sa_lns_cooling,5824.897735385202,5824.897735385202,nan,769,e2-vanilla-100c-01,random_customer_removal+regret3_insert_repair,5,192.34517212500214
alns_sa_lns_cooling,5822.767532286745,5822.767532286745,nan,812,e2-vanilla-100c-01,random_customer_removal+regret3_insert_repair,5,203.35921399999643
alns_sa_lns_cooling,5822.62945018821,5822.62945018821,nan,831,e2-vanilla-100c-01,random_customer_removal+regret3_insert_repair,5,208.2853025830118
alns_sa_lns_cooling,5817.146338851623,5817.146338851623,nan,858,e2-vanilla-100c-01,random_customer_removal+regret3_insert_repair,5,213.80160033301217
alns_sa_lns_cooling,5817.097010920802,5817.097010920802,nan,860,e2-vanilla-100c-01,random_customer_removal+regret3_insert_repair,5,214.34951333299978
alns_sa_lns_cooling,5794.973062612118,5794.973062612118,nan,929,e2-vanilla-100c-01,vehicle_type_swap+regret2_insert_repair,5,231.42710433300817
