algorithm,best_cost,best_obj,current_cost,eval,instance,operator,seed,time_seconds
LNS,6657.994081746442,6657.994081746442,6657.994081746442,0,e2-multidepot-100c-01,shared_warm_start,3,0.0
LNS,6379.536994857015,6379.536994857015,7168.588360680726,7,e2-multidepot-100c-01,lns_shaw_related_removal_regret3_insert_repair,3,0.3153591669979505
LNS,5987.610259790755,5987.610259790755,6379.536994857015,8,e2-multidepot-100c-01,lns_shaw_related_removal_greedy_insert_repair,3,0.3573092500155326
LNS,5892.696289318633,5892.696289318633,5987.610259790755,9,e2-multidepot-100c-01,lns_random_customer_removal_greedy_insert_repair,3,0.38402308299555443
LNS,5719.415727079653,5719.415727079653,5892.696289318633,10,e2-multidepot-100c-01,lns_worst_customer_removal_greedy_insert_repair,3,0.40999570800340734
LNS,5706.425652652089,5706.425652652089,5821.28176554211,13,e2-multidepot-100c-01,lns_random_customer_removal_regret3_insert_repair,3,0.49723854201147333
LNS,5702.813711490042,5702.813711490042,5706.425652652089,14,e2-multidepot-100c-01,lns_random_customer_removal_regret3_insert_repair,3,0.5272581250173971
LNS,5589.828238323748,5589.828238323748,5702.813711490042,15,e2-multidepot-100c-01,lns_worst_customer_removal_regret3_insert_repair,3,0.5477127920021303
LNS,5487.297562780826,5487.297562780826,5589.828238323748,16,e2-multidepot-100c-01,lns_shaw_related_removal_regret2_insert_repair,3,0.5804800830082968
LNS,5478.843983103244,5478.843983103244,5487.297562780826,17,e2-multidepot-100c-01,lns_random_customer_removal_regret2_insert_repair,3,0.6029405000153929
LNS,5434.805319621084,5434.805319621084,5683.799871060507,21,e2-multidepot-100c-01,lns_worst_customer_removal_regret3_insert_repair,3,0.7450797079945914
LNS,5432.156174374129,5432.156174374129,5434.805319621084,22,e2-multidepot-100c-01,lns_shaw_related_removal_regret2_insert_repair,3,0.7806642920186277
LNS,5427.992337948941,5427.992337948941,5432.156174374129,23,e2-multidepot-100c-01,lns_shaw_related_removal_regret3_insert_repair,3,0.8242504170048051
LNS,5423.94597421881,5423.94597421881,5473.723184103249,69,e2-multidepot-100c-01,lns_worst_customer_removal_regret2_insert_repair,3,2.3008446670137346
LNS,5404.2776262924535,5404.2776262924535,5423.94597421881,75,e2-multidepot-100c-01,lns_random_customer_removal_regret2_insert_repair,3,2.47265716700349
LNS,5372.422101735421,5372.422101735421,5404.2776262924535,78,e2-multidepot-100c-01,lns_random_customer_removal_regret3_insert_repair,3,2.5683014579990413
LNS,5283.157568815887,5283.157568815887,5372.9660656359465,84,e2-multidepot-100c-01,lns_random_customer_removal_regret2_insert_repair,3,2.756101792008849
LNS,5272.3462446503,5272.3462446503,5283.157568815887,86,e2-multidepot-100c-01,lns_worst_customer_removal_regret3_insert_repair,3,2.804033458000049
LNS,5270.487997655454,5270.487997655454,5272.3462446503,91,e2-multidepot-100c-01,lns_random_customer_removal_greedy_insert_repair,3,2.9429853330075275
LNS,5270.383891120355,5270.383891120355,5270.487997655454,92,e2-multidepot-100c-01,lns_random_customer_removal_greedy_insert_repair,3,2.969384208001429
LNS,5261.70759991327,5261.70759991327,5270.383891120355,97,e2-multidepot-100c-01,lns_shaw_related_removal_regret3_insert_repair,3,3.0989597919979133
LNS,5258.368383598961,5258.368383598961,5261.70759991327,98,e2-multidepot-100c-01,lns_random_customer_removal_regret3_insert_repair,3,3.125745833007386
LNS,5250.9733814464125,5250.9733814464125,5260.244414347523,118,e2-multidepot-100c-01,lns_shaw_related_removal_regret2_insert_repair,3,3.7036021249950863
LNS,5249.578504986312,5249.578504986312,5250.9733814464125,128,e2-multidepot-100c-01,lns_random_customer_removal_greedy_insert_repair,3,4.015258542000083
LNS,5249.541317063478,5249.541317063478,5249.578504986312,135,e2-multidepot-100c-01,lns_random_customer_removal_greedy_insert_repair,3,4.244960125011858
LNS,5246.357971956137,5246.357971956137,5249.541317063478,139,e2-multidepot-100c-01,lns_random_customer_removal_regret2_insert_repair,3,4.36278416699497
LNS,5241.04391580803,5241.04391580803,5246.357971956137,163,e2-multidepot-100c-01,lns_random_customer_removal_regret3_insert_repair,3,5.013169042009395
LNS,5240.736663581344,5240.736663581344,5241.04391580803,165,e2-multidepot-100c-01,lns_random_customer_removal_regret2_insert_repair,3,5.072187375015346
LNS,5122.30792638276,5122.30792638276,5240.736663581344,169,e2-multidepot-100c-01,lns_shaw_related_removal_regret3_insert_repair,3,5.201486792007927
LNS,5121.819800029405,5121.819800029405,5122.30792638276,170,e2-multidepot-100c-01,lns_random_customer_removal_regret2_insert_repair,3,5.231941583013395
