algorithm,best_cost,best_obj,current_cost,eval,instance,operator,seed,time_seconds
LNS,7550.193903840589,7550.193903840589,7550.193903840589,0,e2-vanilla-100c-01,shared_warm_start,5,0.0
LNS,7321.623451852938,7321.623451852938,8129.774032782462,10,e2-vanilla-100c-01,lns_worst_customer_removal_regret2_insert_repair,5,0.4034363749960903
LNS,7316.832587776982,7316.832587776982,7321.623451852938,11,e2-vanilla-100c-01,lns_shaw_related_removal_regret2_insert_repair,5,0.4410459999926388
LNS,7016.114330642569,7016.114330642569,7316.832587776982,12,e2-vanilla-100c-01,lns_worst_customer_removal_greedy_insert_repair,5,0.463896458997624
LNS,6837.062514099212,6837.062514099212,7016.114330642569,13,e2-vanilla-100c-01,lns_shaw_related_removal_regret2_insert_repair,5,0.4949131670000497
LNS,6635.419578223897,6635.419578223897,6848.664347335762,15,e2-vanilla-100c-01,lns_worst_customer_removal_greedy_insert_repair,5,0.5532373749883845
LNS,6612.597831155815,6612.597831155815,6635.419578223897,16,e2-vanilla-100c-01,lns_shaw_related_removal_regret2_insert_repair,5,0.5888880839920603
LNS,6579.719264315072,6579.719264315072,6612.597831155815,17,e2-vanilla-100c-01,lns_worst_customer_removal_regret2_insert_repair,5,0.6212362090009265
LNS,6565.273741029404,6565.273741029404,6579.719264315072,19,e2-vanilla-100c-01,lns_random_customer_removal_regret2_insert_repair,5,0.6847014169907197
LNS,6482.070280706786,6482.070280706786,6599.649679868833,29,e2-vanilla-100c-01,lns_shaw_related_removal_regret2_insert_repair,5,1.009565833985107
LNS,6411.046433208533,6411.046433208533,6578.642690593426,48,e2-vanilla-100c-01,lns_shaw_related_removal_greedy_insert_repair,5,1.6105756250035483
LNS,6369.937019700779,6369.937019700779,6451.464149722404,62,e2-vanilla-100c-01,lns_shaw_related_removal_regret3_insert_repair,5,2.0551714999892283
LNS,6357.987967096075,6357.987967096075,6369.937019700779,65,e2-vanilla-100c-01,lns_random_customer_removal_regret2_insert_repair,5,2.1307965840096585
