algorithm,best_cost,best_obj,current_cost,eval,instance,operator,seed,time_seconds
LNS,4418.76918437399,4418.76918437399,4418.76918437399,0,e2-threeshift-75c-01,shared_warm_start,1,0.0
LNS,4264.506702395816,4264.506702395816,4767.601981245677,10,e2-threeshift-75c-01,lns_worst_customer_removal_regret3_insert_repair,1,0.23304887500125915
LNS,4248.265632896244,4248.265632896244,4355.248778612064,13,e2-threeshift-75c-01,lns_worst_customer_removal_regret3_insert_repair,1,0.2945361669990234
LNS,4143.8000571596,4143.8000571596,4266.092868615337,18,e2-threeshift-75c-01,lns_shaw_related_removal_regret3_insert_repair,1,0.4112471250118688
LNS,4076.312817790628,4076.312817790628,4158.327360749751,25,e2-threeshift-75c-01,lns_shaw_related_removal_greedy_insert_repair,1,0.5475805000169203
LNS,4014.59619008427,4014.59619008427,4119.012690492386,31,e2-threeshift-75c-01,lns_worst_customer_removal_regret3_insert_repair,1,0.6665917500213254
LNS,3996.4055735925713,3996.4055735925713,4032.44494820968,43,e2-threeshift-75c-01,lns_worst_customer_removal_regret3_insert_repair,1,0.9125261250010226
LNS,3981.4531459967566,3981.4531459967566,3996.4055735925713,44,e2-threeshift-75c-01,lns_random_customer_removal_greedy_insert_repair,1,0.925114334007958
LNS,3969.8675606856123,3969.8675606856123,3981.4531459967566,45,e2-threeshift-75c-01,lns_random_customer_removal_regret3_insert_repair,1,0.9438002920069266
LNS,3947.377710806891,3947.377710806891,3969.8675606856123,46,e2-threeshift-75c-01,lns_random_customer_removal_regret3_insert_repair,1,0.9564508750045206
LNS,3942.664222163827,3942.664222163827,3947.377710806891,48,e2-threeshift-75c-01,lns_random_customer_removal_greedy_insert_repair,1,0.9918994170147926
LNS,3929.785573449248,3929.785573449248,3955.423008062885,79,e2-threeshift-75c-01,lns_worst_customer_removal_regret3_insert_repair,1,1.606826542003546
LNS,3918.7343696957455,3918.7343696957455,3929.785573449248,84,e2-threeshift-75c-01,lns_worst_customer_removal_regret3_insert_repair,1,1.7031076250132173
LNS,3907.799410578377,3907.799410578377,3918.7343696957455,90,e2-threeshift-75c-01,lns_shaw_related_removal_regret3_insert_repair,1,1.8383273750077933
LNS,3814.2265469343774,3814.2265469343774,3907.799410578377,95,e2-threeshift-75c-01,lns_shaw_related_removal_regret3_insert_repair,1,1.9229025420208927
LNS,3813.6797092305483,3813.6797092305483,3814.2265469343774,103,e2-threeshift-75c-01,lns_random_customer_removal_regret3_insert_repair,1,2.0812074590066914
LNS,3813.6222136281153,3813.6222136281153,3813.6797092305483,111,e2-threeshift-75c-01,lns_random_customer_removal_regret3_insert_repair,1,2.222991375019774
LNS,3813.395909886764,3813.395909886764,3814.9206534314635,115,e2-threeshift-75c-01,lns_random_customer_removal_regret3_insert_repair,1,2.2896174589986913
LNS,3811.0350657037748,3811.0350657037748,3813.395909886764,117,e2-threeshift-75c-01,lns_random_customer_removal_regret3_insert_repair,1,2.334957334009232
LNS,3808.411580595536,3808.411580595536,3811.0350657037748,123,e2-threeshift-75c-01,lns_random_customer_removal_regret3_insert_repair,1,2.4422258340055123
LNS,3802.420039957734,3802.420039957734,3808.411580595536,134,e2-threeshift-75c-01,lns_random_customer_removal_regret3_insert_repair,1,2.650866792013403
LNS,3752.2230612216063,3752.2230612216063,3802.420039957734,141,e2-threeshift-75c-01,lns_shaw_related_removal_regret2_insert_repair,1,2.7895511249953415
LNS,3744.449124826779,3744.449124826779,3752.2230612216063,142,e2-threeshift-75c-01,lns_shaw_related_removal_greedy_insert_repair,1,2.815988834016025
LNS,3734.6683650542386,3734.6683650542386,3744.449124826779,147,e2-threeshift-75c-01,lns_random_customer_removal_regret2_insert_repair,1,2.9246521670138463
LNS,3728.7523526661153,3728.7523526661153,3734.6683650542386,166,e2-threeshift-75c-01,lns_random_customer_removal_greedy_insert_repair,1,3.2975421250157524
LNS,3727.8248731021345,3727.8248731021345,3728.7523526661153,180,e2-threeshift-75c-01,lns_random_customer_removal_greedy_insert_repair,1,3.5652159590099473
LNS,3726.1488658347507,3726.1488658347507,3727.8248731021345,183,e2-threeshift-75c-01,lns_random_customer_removal_regret2_insert_repair,1,3.6158847920014523
LNS,3725.8736362595614,3725.8736362595614,3726.1488658347507,193,e2-threeshift-75c-01,lns_random_customer_removal_regret2_insert_repair,1,3.8220469590160064
LNS,3725.8591029514673,3725.8591029514673,3725.8736362595614,224,e2-threeshift-75c-01,lns_random_customer_removal_regret3_insert_repair,1,4.367318834003527
LNS,3725.458602641826,3725.458602641826,3725.8591029514673,255,e2-threeshift-75c-01,lns_random_customer_removal_regret3_insert_repair,1,4.985451375017874
LNS,3724.920247927546,3724.920247927546,3725.458602641826,264,e2-threeshift-75c-01,lns_shaw_related_removal_greedy_insert_repair,1,5.173328250006307
LNS,3720.3384908733237,3720.3384908733237,3724.920247927546,269,e2-threeshift-75c-01,lns_random_customer_removal_regret2_insert_repair,1,5.273567666998133
LNS,3719.4011338106243,3719.4011338106243,3720.3384908733237,313,e2-threeshift-75c-01,lns_shaw_related_removal_greedy_insert_repair,1,6.108911999996053
LNS,3716.1891675370057,3716.1891675370057,3719.4011338106243,431,e2-threeshift-75c-01,lns_random_customer_removal_greedy_insert_repair,1,8.4283660420042
LNS,3715.3209953638043,3715.3209953638043,3716.1891675370057,521,e2-threeshift-75c-01,lns_shaw_related_removal_regret3_insert_repair,1,10.128429000003962
LNS,3705.985965512151,3705.985965512151,3715.3209953638043,603,e2-threeshift-75c-01,lns_shaw_related_removal_regret3_insert_repair,1,11.63097533400287
LNS,3701.607258541427,3701.607258541427,3705.985965512151,632,e2-threeshift-75c-01,lns_random_customer_removal_regret3_insert_repair,1,12.167643541994039
