algorithm,best_cost,best_obj,current_cost,eval,instance,operator,seed,time_seconds
LNS,6657.994081746442,6657.994081746442,6657.994081746442,0,e2-multidepot-100c-01,shared_warm_start,2,0.0
LNS,6345.0643364915195,6345.0643364915195,6691.5439292712,9,e2-multidepot-100c-01,lns_shaw_related_removal_regret2_insert_repair,2,0.38288970800931565
LNS,6167.376723747358,6167.376723747358,6345.0643364915195,10,e2-multidepot-100c-01,lns_shaw_related_removal_regret2_insert_repair,2,0.42298237499198876
LNS,6151.70116255325,6151.70116255325,6167.376723747358,11,e2-multidepot-100c-01,lns_shaw_related_removal_regret2_insert_repair,2,0.4636659999960102
LNS,6039.7469517930485,6039.7469517930485,6151.70116255325,12,e2-multidepot-100c-01,lns_random_customer_removal_regret3_insert_repair,2,0.4979021659819409
LNS,5965.531278726074,5965.531278726074,6039.7469517930485,13,e2-multidepot-100c-01,lns_random_customer_removal_regret3_insert_repair,2,0.531788249994861
LNS,5942.2974089219715,5942.2974089219715,5965.531278726074,14,e2-multidepot-100c-01,lns_shaw_related_removal_regret3_insert_repair,2,0.5705383330059703
LNS,5749.108505127517,5749.108505127517,5942.2974089219715,15,e2-multidepot-100c-01,lns_random_customer_removal_greedy_insert_repair,2,0.5936916249920614
LNS,5584.334867373443,5584.334867373443,5749.108505127517,16,e2-multidepot-100c-01,lns_worst_customer_removal_regret2_insert_repair,2,0.6171446660009678
LNS,5573.2781993959625,5573.2781993959625,5584.334867373443,17,e2-multidepot-100c-01,lns_shaw_related_removal_greedy_insert_repair,2,0.6572859160078224
LNS,5484.859092663545,5484.859092663545,5681.176211737697,19,e2-multidepot-100c-01,lns_worst_customer_removal_regret3_insert_repair,2,0.7099678329832386
LNS,5463.123449003133,5463.123449003133,5484.859092663545,20,e2-multidepot-100c-01,lns_worst_customer_removal_regret3_insert_repair,2,0.7335486249940004
LNS,5452.16865611006,5452.16865611006,5463.123449003133,22,e2-multidepot-100c-01,lns_shaw_related_removal_regret2_insert_repair,2,0.7981649999856018
LNS,5436.799090989206,5436.799090989206,5452.16865611006,23,e2-multidepot-100c-01,lns_random_customer_removal_regret3_insert_repair,2,0.8274843749823049
LNS,5428.726296186639,5428.726296186639,5452.911901272695,32,e2-multidepot-100c-01,lns_random_customer_removal_regret3_insert_repair,2,1.0794533329899423
LNS,5427.287318551649,5427.287318551649,5431.996725963224,36,e2-multidepot-100c-01,lns_random_customer_removal_regret2_insert_repair,2,1.188915165985236
LNS,5420.404983511488,5420.404983511488,5434.774233789756,43,e2-multidepot-100c-01,lns_random_customer_removal_regret3_insert_repair,2,1.4101370410062373
LNS,5413.063760455965,5413.063760455965,5420.404983511488,44,e2-multidepot-100c-01,lns_random_customer_removal_regret2_insert_repair,2,1.4440862909832504
LNS,5405.644879113743,5405.644879113743,5418.473931272073,49,e2-multidepot-100c-01,lns_random_customer_removal_regret3_insert_repair,2,1.5982009999861475
LNS,5346.101769278391,5346.101769278391,5410.882030135386,51,e2-multidepot-100c-01,lns_shaw_related_removal_regret3_insert_repair,2,1.6758766660059337
LNS,5303.44859962251,5303.44859962251,5407.842065909989,53,e2-multidepot-100c-01,lns_random_customer_removal_regret2_insert_repair,2,1.7258600000059232
LNS,5298.951776882736,5298.951776882736,5303.44859962251,54,e2-multidepot-100c-01,lns_random_customer_removal_regret3_insert_repair,2,1.7560191249940544
LNS,5283.849536541581,5283.849536541581,5303.956082188372,58,e2-multidepot-100c-01,lns_worst_customer_removal_regret2_insert_repair,2,1.8655959579919
LNS,5246.274349218829,5246.274349218829,5283.849536541581,63,e2-multidepot-100c-01,lns_shaw_related_removal_regret3_insert_repair,2,2.0297124159988016
LNS,5244.557777882275,5244.557777882275,5246.274349218829,65,e2-multidepot-100c-01,lns_random_customer_removal_regret3_insert_repair,2,2.082101749983849
LNS,5122.836600336056,5122.836600336056,5291.950611843218,105,e2-multidepot-100c-01,lns_shaw_related_removal_regret2_insert_repair,2,3.2772260409838054
LNS,5114.282062713893,5114.282062713893,5122.92989038254,147,e2-multidepot-100c-01,lns_random_customer_removal_regret3_insert_repair,2,4.491412707982818
LNS,5107.567878260571,5107.567878260571,5114.282062713893,164,e2-multidepot-100c-01,lns_random_customer_removal_regret2_insert_repair,2,5.001209832989844
LNS,5104.655107676835,5104.655107676835,5107.567878260571,228,e2-multidepot-100c-01,lns_shaw_related_removal_regret2_insert_repair,2,6.825155665981583
LNS,5101.325919512964,5101.325919512964,5104.655107676835,290,e2-multidepot-100c-01,lns_shaw_related_removal_regret3_insert_repair,2,8.699283666006522
LNS,5100.877552449604,5100.877552449604,5101.325919512964,319,e2-multidepot-100c-01,lns_random_customer_removal_regret2_insert_repair,2,9.554207957990002
LNS,5083.682244319027,5083.682244319027,5100.877552449604,320,e2-multidepot-100c-01,lns_shaw_related_removal_regret3_insert_repair,2,9.590081165981246
LNS,5080.545352321226,5080.545352321226,5083.682244319027,357,e2-multidepot-100c-01,lns_random_customer_removal_regret2_insert_repair,2,10.623420124989934
LNS,5080.50436088258,5080.50436088258,5080.545352321226,374,e2-multidepot-100c-01,lns_random_customer_removal_greedy_insert_repair,2,11.077869665983599
LNS,5076.9481072428935,5076.9481072428935,5080.50436088258,377,e2-multidepot-100c-01,lns_random_customer_removal_regret2_insert_repair,2,11.1429007499828
LNS,5076.647010131957,5076.647010131957,5076.9481072428935,469,e2-multidepot-100c-01,lns_shaw_related_removal_regret3_insert_repair,2,13.783414957986679
