algorithm,best_cost,best_obj,current_cost,eval,instance,operator,seed,time_seconds
LNS,7550.193903840589,7550.193903840589,7550.193903840589,0,e2-vanilla-100c-01,shared_warm_start,1,0.0
LNS,7309.029158512244,7309.029158512244,8375.265372607531,12,e2-vanilla-100c-01,lns_worst_customer_removal_regret3_insert_repair,1,0.5424289999937173
LNS,7209.852714999319,7209.852714999319,7309.029158512244,13,e2-vanilla-100c-01,lns_shaw_related_removal_regret3_insert_repair,1,0.5904893749975599
LNS,7029.588200086446,7029.588200086446,7209.852714999319,14,e2-vanilla-100c-01,lns_random_customer_removal_regret2_insert_repair,1,0.6237680419872049
LNS,6655.987165350489,6655.987165350489,7029.588200086446,15,e2-vanilla-100c-01,lns_worst_customer_removal_regret3_insert_repair,1,0.6444393749989104
LNS,6623.588776417877,6623.588776417877,6655.987165350489,16,e2-vanilla-100c-01,lns_random_customer_removal_regret2_insert_repair,1,0.6685347500024363
LNS,6505.2390480035465,6505.2390480035465,6634.166039048407,33,e2-vanilla-100c-01,lns_shaw_related_removal_regret3_insert_repair,1,1.1946705000009388
LNS,6476.801959191226,6476.801959191226,6505.2390480035465,35,e2-vanilla-100c-01,lns_shaw_related_removal_regret2_insert_repair,1,1.2575124579889234
LNS,6268.199234529005,6268.199234529005,6530.245239400123,50,e2-vanilla-100c-01,lns_shaw_related_removal_regret3_insert_repair,1,1.6871439579990692
LNS,6261.159262196188,6261.159262196188,6268.199234529005,51,e2-vanilla-100c-01,lns_random_customer_removal_greedy_insert_repair,1,1.7153815829951782
LNS,6223.617723069836,6223.617723069836,6261.159262196188,54,e2-vanilla-100c-01,lns_shaw_related_removal_regret2_insert_repair,1,1.8020262499921955
LNS,6213.399709365713,6213.399709365713,6227.711417945792,61,e2-vanilla-100c-01,lns_random_customer_removal_greedy_insert_repair,1,2.0333971249929164
LNS,6179.942221925031,6179.942221925031,6234.260979650802,68,e2-vanilla-100c-01,lns_worst_customer_removal_greedy_insert_repair,1,2.265462250012206
LNS,6158.433726435309,6158.433726435309,6212.343328090024,114,e2-vanilla-100c-01,lns_worst_customer_removal_regret3_insert_repair,1,3.73408420800115
LNS,6150.519370086359,6150.519370086359,6158.433726435309,118,e2-vanilla-100c-01,lns_random_customer_removal_regret2_insert_repair,1,3.8666887920117006
LNS,6129.167689889137,6129.167689889137,6150.519370086359,119,e2-vanilla-100c-01,lns_worst_customer_removal_regret3_insert_repair,1,3.8922606249980163
LNS,6120.8660525052155,6120.8660525052155,6129.167689889137,121,e2-vanilla-100c-01,lns_random_customer_removal_regret2_insert_repair,1,3.9660238749929704
LNS,6104.049572101644,6104.049572101644,6120.8660525052155,129,e2-vanilla-100c-01,lns_worst_customer_removal_regret3_insert_repair,1,4.2047826669877395
LNS,6096.255048914723,6096.255048914723,6104.423298371036,145,e2-vanilla-100c-01,lns_shaw_related_removal_regret3_insert_repair,1,4.696482041996205
LNS,6015.323659079155,6015.323659079155,6096.255048914723,146,e2-vanilla-100c-01,lns_random_customer_removal_regret3_insert_repair,1,4.727910291985609
LNS,6013.042964063046,6013.042964063046,6015.323659079155,151,e2-vanilla-100c-01,lns_random_customer_removal_regret2_insert_repair,1,4.873251082986826
LNS,6008.673677284355,6008.673677284355,6013.042964063046,153,e2-vanilla-100c-01,lns_worst_customer_removal_regret3_insert_repair,1,4.9284166249854024
LNS,6003.490095093146,6003.490095093146,6008.723569576508,167,e2-vanilla-100c-01,lns_random_customer_removal_regret2_insert_repair,1,5.35877116699703
LNS,6000.662173539701,6000.662173539701,6003.490095093146,184,e2-vanilla-100c-01,lns_shaw_related_removal_regret3_insert_repair,1,5.902261792012723
LNS,5993.181791692933,5993.181791692933,6000.662173539701,214,e2-vanilla-100c-01,lns_random_customer_removal_greedy_insert_repair,1,6.847501250013011
LNS,5990.200164582257,5990.200164582257,5993.181791692933,222,e2-vanilla-100c-01,lns_random_customer_removal_regret3_insert_repair,1,7.063925583002856
LNS,5990.15961692798,5990.15961692798,5990.200164582257,248,e2-vanilla-100c-01,lns_random_customer_removal_regret3_insert_repair,1,7.832221249991562
LNS,5990.128051479444,5990.128051479444,5990.15961692798,250,e2-vanilla-100c-01,lns_random_customer_removal_regret2_insert_repair,1,7.881089083006373
LNS,5861.648575236258,5861.648575236258,5990.128051479444,259,e2-vanilla-100c-01,lns_shaw_related_removal_regret3_insert_repair,1,8.165031167009147
LNS,5860.402147662639,5860.402147662639,5861.648575236258,261,e2-vanilla-100c-01,lns_random_customer_removal_regret3_insert_repair,1,8.215628250007285
LNS,5858.23097436992,5858.23097436992,5860.402147662639,281,e2-vanilla-100c-01,lns_shaw_related_removal_regret3_insert_repair,1,8.814609124994604
LNS,5840.984242406165,5840.984242406165,5858.23097436992,362,e2-vanilla-100c-01,lns_random_customer_removal_regret3_insert_repair,1,11.196051875012927
LNS,5840.815746397891,5840.815746397891,5840.984242406165,417,e2-vanilla-100c-01,lns_random_customer_removal_regret2_insert_repair,1,12.871299457998248
LNS,5834.632097883509,5834.632097883509,5840.815746397891,450,e2-vanilla-100c-01,lns_random_customer_removal_greedy_insert_repair,1,13.804646125005092
LNS,5832.600331306227,5832.600331306227,5834.632097883509,459,e2-vanilla-100c-01,lns_random_customer_removal_regret3_insert_repair,1,14.060476000013296
LNS,5831.593243979597,5831.593243979597,5832.600331306227,460,e2-vanilla-100c-01,lns_random_customer_removal_regret3_insert_repair,1,14.0886377079878
LNS,5829.993068127176,5829.993068127176,5831.593243979597,466,e2-vanilla-100c-01,lns_random_customer_removal_regret3_insert_repair,1,14.25382566699409
LNS,5818.54873390608,5818.54873390608,5829.993068127176,485,e2-vanilla-100c-01,lns_shaw_related_removal_regret3_insert_repair,1,14.814239583007293
LNS,5811.153303343777,5811.153303343777,5818.54873390608,497,e2-vanilla-100c-01,lns_random_customer_removal_regret2_insert_repair,1,15.195148583006812
LNS,5806.509885902678,5806.509885902678,5811.153303343777,504,e2-vanilla-100c-01,lns_random_customer_removal_regret3_insert_repair,1,15.407287832989823
LNS,5806.175665004365,5806.175665004365,5806.509885902678,514,e2-vanilla-100c-01,lns_shaw_related_removal_regret3_insert_repair,1,15.721439124987228
LNS,5805.634277791142,5805.634277791142,5806.175665004365,533,e2-vanilla-100c-01,lns_random_customer_removal_regret3_insert_repair,1,16.221861375001026
LNS,5805.446349355601,5805.446349355601,5805.634277791142,569,e2-vanilla-100c-01,lns_random_customer_removal_greedy_insert_repair,1,17.316230666998308
LNS,5744.881203983038,5744.881203983038,5805.446349355601,616,e2-vanilla-100c-01,lns_shaw_related_removal_regret3_insert_repair,1,18.682572166988393
LNS,5744.709762807582,5744.709762807582,5744.881203983038,667,e2-vanilla-100c-01,lns_random_customer_removal_regret3_insert_repair,1,20.162524832994677
LNS,5744.668130201752,5744.668130201752,5744.709762807582,685,e2-vanilla-100c-01,lns_random_customer_removal_greedy_insert_repair,1,20.65642591699725
LNS,5739.852137173171,5739.852137173171,5744.668130201752,710,e2-vanilla-100c-01,lns_shaw_related_removal_regret2_insert_repair,1,21.412458417005837
LNS,5739.21816511566,5739.21816511566,5739.852137173171,723,e2-vanilla-100c-01,lns_shaw_related_removal_regret2_insert_repair,1,21.780567208013963
LNS,5739.216066007065,5739.216066007065,5739.21816511566,802,e2-vanilla-100c-01,lns_random_customer_removal_regret3_insert_repair,1,24.155253667006036
LNS,5723.036617568607,5723.036617568607,5791.963119799835,6361,e2-vanilla-100c-01,lns_shaw_related_removal_regret2_insert_repair,1,193.6216146670049
LNS,5709.012901369663,5709.012901369663,5723.036617568607,6387,e2-vanilla-100c-01,lns_shaw_related_removal_greedy_insert_repair,1,194.43017804200645
LNS,5699.298458573086,5699.298458573086,5709.012901369663,6420,e2-vanilla-100c-01,lns_random_customer_removal_regret3_insert_repair,1,195.3947772080137
LNS,5698.441919553165,5698.441919553165,5699.298458573086,6476,e2-vanilla-100c-01,lns_random_customer_removal_regret3_insert_repair,1,197.06979304199922
LNS,5696.524922748032,5696.524922748032,5698.441919553165,6575,e2-vanilla-100c-01,lns_random_customer_removal_regret2_insert_repair,1,199.887038957997
LNS,5696.102796001692,5696.102796001692,5696.524922748032,6606,e2-vanilla-100c-01,lns_random_customer_removal_regret3_insert_repair,1,200.8092486250098
LNS,5696.092116754636,5696.092116754636,5696.102796001692,6634,e2-vanilla-100c-01,lns_random_customer_removal_regret3_insert_repair,1,201.64407045798725
LNS,5691.782118976379,5691.782118976379,5696.092116754636,6845,e2-vanilla-100c-01,lns_shaw_related_removal_greedy_insert_repair,1,207.88994724999066
