implementation,instance,seed,iterations,runtime_seconds,cost,complete,feasible,completed_clients,total_clients,completed_delivery,total_delivery,no_duplicate_clients
frozen_pyvrp,PR24B,11,29019,1200.0305925830035,10545,True,True,960,960,12524,12524,True
