unit_id,instance_id,fleet_level_percent,seed,status,available_cv,available_ev,available_total,aware_dispatched_cv,aware_dispatched_ev,aware_used_physical_vehicles,aware_route_count,aware_operating_cost_cny,aware_full_model_cost_cny,aware_system_emissions_kg,aware_charging_emissions_kg,aware_solution_sha256,blind_dispatched_cv,blind_dispatched_ev,blind_used_physical_vehicles,blind_route_count,blind_operating_cost_cny,blind_rescored_full_model_cost_cny,blind_system_emissions_kg,blind_charging_emissions_kg,blind_solution_sha256,emissions_difference_vs_blind_kg,emissions_difference_vs_blind_pct,operating_cost_difference_vs_blind_cny,operating_cost_difference_vs_blind_pct,charging_timing_change_count,charging_action_unmatched_count,vehicle_type_change_customer_count,route_change_customer_count,route_count_difference,unserved_customer_count,duplicate_service_count,violation_count,violations,aware_hgs_iterations_by_view,blind_hgs_iterations_by_view,aware_stop_reasons_by_view,blind_stop_reasons_by_view,attempted_search_arm_count,successful_search_arm_count,complete_solution_available,solution_kind,failure_evidence_sha256,pair_solution_sha256,solution_sha256,elapsed_seconds,failure_reason
level_050__seed_02,cn-prd-100c-01-V2-LOCATIONS,50,2,PASS,6,7,13,4,6,10,16,3421.19395714174,3440.3755370118392,255.6862152772453,42.90341110310803,e2415299bf258b24a85d7404ba7f5138218974e83914a3922b7d610ae278cf9a,4,6,10,16,3421.19395714174,3440.3755370118392,255.6862152772453,42.90341110310803,e2415299bf258b24a85d7404ba7f5138218974e83914a3922b7d610ae278cf9a,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,[],"{""cv_only"":215,""mechanism_ev"":368,""naive_ev"":220}","{""cv_only"":1016,""mechanism_ev"":746,""naive_ev"":912}","{""cv_only"":""NO_IMPROVEMENT_150"",""mechanism_ev"":""NO_IMPROVEMENT_150"",""naive_ev"":""NO_IMPROVEMENT_150""}","{""cv_only"":""NO_IMPROVEMENT_150"",""mechanism_ev"":""NO_IMPROVEMENT_150"",""naive_ev"":""NO_IMPROVEMENT_150""}",2,2,True,FULL_PAIRED_COMPLETE_SOLUTIONS,,dc0ca8aaaddae69d7179e849e8826515e8f4e32855e298946227ff9f3ed29822,dc0ca8aaaddae69d7179e849e8826515e8f4e32855e298946227ff9f3ed29822,153.4876559160184,
level_050__seed_03,cn-prd-100c-01-V2-LOCATIONS,50,3,PASS,6,7,13,4,6,10,16,3421.19395714174,3440.3755370118392,255.6862152772453,42.90341110310803,e2415299bf258b24a85d7404ba7f5138218974e83914a3922b7d610ae278cf9a,4,6,10,16,3421.19395714174,3440.3755370118392,255.6862152772453,42.90341110310803,e2415299bf258b24a85d7404ba7f5138218974e83914a3922b7d610ae278cf9a,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,[],"{""cv_only"":662,""mechanism_ev"":707,""naive_ev"":585}","{""cv_only"":213,""mechanism_ev"":409,""naive_ev"":450}","{""cv_only"":""NO_IMPROVEMENT_150"",""mechanism_ev"":""NO_IMPROVEMENT_150"",""naive_ev"":""NO_IMPROVEMENT_150""}","{""cv_only"":""NO_IMPROVEMENT_150"",""mechanism_ev"":""NO_IMPROVEMENT_150"",""naive_ev"":""NO_IMPROVEMENT_150""}",2,2,True,FULL_PAIRED_COMPLETE_SOLUTIONS,,053eec786484728badcda9021f1733d7b2903fc368390539967081f799efd51f,053eec786484728badcda9021f1733d7b2903fc368390539967081f799efd51f,142.52010750002228,
level_050__seed_04,cn-prd-100c-01-V2-LOCATIONS,50,4,PASS,6,7,13,4,6,10,16,3421.19395714174,3440.3755370118392,255.6862152772453,42.90341110310803,e2415299bf258b24a85d7404ba7f5138218974e83914a3922b7d610ae278cf9a,4,6,10,16,3421.19395714174,3440.3755370118392,255.6862152772453,42.90341110310803,e2415299bf258b24a85d7404ba7f5138218974e83914a3922b7d610ae278cf9a,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,[],"{""cv_only"":526,""mechanism_ev"":295,""naive_ev"":604}","{""cv_only"":599,""mechanism_ev"":250,""naive_ev"":390}","{""cv_only"":""NO_IMPROVEMENT_150"",""mechanism_ev"":""NO_IMPROVEMENT_150"",""naive_ev"":""NO_IMPROVEMENT_150""}","{""cv_only"":""NO_IMPROVEMENT_150"",""mechanism_ev"":""NO_IMPROVEMENT_150"",""naive_ev"":""NO_IMPROVEMENT_150""}",2,2,True,FULL_PAIRED_COMPLETE_SOLUTIONS,,c8f3634e66c330cdd8774b36c8b1dab211deebab263b0b76a31620f3893d7cb3,c8f3634e66c330cdd8774b36c8b1dab211deebab263b0b76a31620f3893d7cb3,140.82084258296527,
level_050__seed_05,cn-prd-100c-01-V2-LOCATIONS,50,5,PASS,6,7,13,4,6,10,16,3421.19395714174,3440.3755370118392,255.6862152772453,42.90341110310803,e2415299bf258b24a85d7404ba7f5138218974e83914a3922b7d610ae278cf9a,4,6,10,16,3421.19395714174,3440.3755370118392,255.6862152772453,42.90341110310803,e2415299bf258b24a85d7404ba7f5138218974e83914a3922b7d610ae278cf9a,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,[],"{""cv_only"":181,""mechanism_ev"":351,""naive_ev"":445}","{""cv_only"":465,""mechanism_ev"":375,""naive_ev"":454}","{""cv_only"":""NO_IMPROVEMENT_150"",""mechanism_ev"":""NO_IMPROVEMENT_150"",""naive_ev"":""NO_IMPROVEMENT_150""}","{""cv_only"":""NO_IMPROVEMENT_150"",""mechanism_ev"":""NO_IMPROVEMENT_150"",""naive_ev"":""NO_IMPROVEMENT_150""}",2,2,True,FULL_PAIRED_COMPLETE_SOLUTIONS,,c218870c7e1a94f403c51fa870937fddc9518420a67d9f085bda40061b98cfa3,c218870c7e1a94f403c51fa870937fddc9518420a67d9f085bda40061b98cfa3,134.10240370803513,
level_050__seed_06,cn-prd-100c-01-V2-LOCATIONS,50,6,PASS,6,7,13,4,6,10,16,3421.19395714174,3440.3755370118392,255.6862152772453,42.90341110310803,e2415299bf258b24a85d7404ba7f5138218974e83914a3922b7d610ae278cf9a,4,6,10,16,3421.19395714174,3440.3755370118392,255.6862152772453,42.90341110310803,e2415299bf258b24a85d7404ba7f5138218974e83914a3922b7d610ae278cf9a,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,[],"{""cv_only"":732,""mechanism_ev"":375,""naive_ev"":602}","{""cv_only"":572,""mechanism_ev"":966,""naive_ev"":709}","{""cv_only"":""NO_IMPROVEMENT_150"",""mechanism_ev"":""NO_IMPROVEMENT_150"",""naive_ev"":""NO_IMPROVEMENT_150""}","{""cv_only"":""NO_IMPROVEMENT_150"",""mechanism_ev"":""NO_IMPROVEMENT_150"",""naive_ev"":""NO_IMPROVEMENT_150""}",2,2,True,FULL_PAIRED_COMPLETE_SOLUTIONS,,1f694ab8c0eb09834898b872c692c2719bcd572153baef1e7817bccc6df0a19e,1f694ab8c0eb09834898b872c692c2719bcd572153baef1e7817bccc6df0a19e,165.4909135409398,
level_050__seed_07,cn-prd-100c-01-V2-LOCATIONS,50,7,PASS,6,7,13,4,6,10,16,3421.19395714174,3440.3755370118392,255.6862152772453,42.90341110310803,e2415299bf258b24a85d7404ba7f5138218974e83914a3922b7d610ae278cf9a,4,6,10,16,3421.19395714174,3440.3755370118392,255.6862152772453,42.90341110310803,e2415299bf258b24a85d7404ba7f5138218974e83914a3922b7d610ae278cf9a,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,[],"{""cv_only"":281,""mechanism_ev"":574,""naive_ev"":717}","{""cv_only"":184,""mechanism_ev"":403,""naive_ev"":287}","{""cv_only"":""NO_IMPROVEMENT_150"",""mechanism_ev"":""NO_IMPROVEMENT_150"",""naive_ev"":""NO_IMPROVEMENT_150""}","{""cv_only"":""NO_IMPROVEMENT_150"",""mechanism_ev"":""NO_IMPROVEMENT_150"",""naive_ev"":""NO_IMPROVEMENT_150""}",2,2,True,FULL_PAIRED_COMPLETE_SOLUTIONS,,d274b9b1e1bafa874534b2b51069a2da206094a52401016fc263a059a3be5e61,d274b9b1e1bafa874534b2b51069a2da206094a52401016fc263a059a3be5e61,142.4771307919873,
level_050__seed_08,cn-prd-100c-01-V2-LOCATIONS,50,8,PASS,6,7,13,4,6,10,16,3421.19395714174,3440.3755370118392,255.6862152772453,42.90341110310803,e2415299bf258b24a85d7404ba7f5138218974e83914a3922b7d610ae278cf9a,4,6,10,16,3421.19395714174,3440.3755370118392,255.6862152772453,42.90341110310803,e2415299bf258b24a85d7404ba7f5138218974e83914a3922b7d610ae278cf9a,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,[],"{""cv_only"":513,""mechanism_ev"":503,""naive_ev"":666}","{""cv_only"":345,""mechanism_ev"":793,""naive_ev"":531}","{""cv_only"":""NO_IMPROVEMENT_150"",""mechanism_ev"":""NO_IMPROVEMENT_150"",""naive_ev"":""NO_IMPROVEMENT_150""}","{""cv_only"":""NO_IMPROVEMENT_150"",""mechanism_ev"":""NO_IMPROVEMENT_150"",""naive_ev"":""NO_IMPROVEMENT_150""}",2,2,True,FULL_PAIRED_COMPLETE_SOLUTIONS,,401d7c6f39dfb344c2058ca501b197bb93cfdcc677af561751d8a109deed1c72,401d7c6f39dfb344c2058ca501b197bb93cfdcc677af561751d8a109deed1c72,182.73273033299483,
level_050__seed_09,cn-prd-100c-01-V2-LOCATIONS,50,9,PASS,6,7,13,4,6,10,16,3421.19395714174,3440.3755370118392,255.6862152772453,42.90341110310803,e2415299bf258b24a85d7404ba7f5138218974e83914a3922b7d610ae278cf9a,4,6,10,16,3421.19395714174,3440.3755370118392,255.6862152772453,42.90341110310803,e2415299bf258b24a85d7404ba7f5138218974e83914a3922b7d610ae278cf9a,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,[],"{""cv_only"":502,""mechanism_ev"":410,""naive_ev"":618}","{""cv_only"":339,""mechanism_ev"":248,""naive_ev"":503}","{""cv_only"":""NO_IMPROVEMENT_150"",""mechanism_ev"":""NO_IMPROVEMENT_150"",""naive_ev"":""NO_IMPROVEMENT_150""}","{""cv_only"":""NO_IMPROVEMENT_150"",""mechanism_ev"":""NO_IMPROVEMENT_150"",""naive_ev"":""NO_IMPROVEMENT_150""}",2,2,True,FULL_PAIRED_COMPLETE_SOLUTIONS,,91a8c608f831e9bcc61bcba69facf392c0306ee34627dca1bae21ed3333ff741,91a8c608f831e9bcc61bcba69facf392c0306ee34627dca1bae21ed3333ff741,208.27260037499946,
level_050__seed_10,cn-prd-100c-01-V2-LOCATIONS,50,10,PASS,6,7,13,4,6,10,16,3421.19395714174,3440.3755370118392,255.6862152772453,42.90341110310803,e2415299bf258b24a85d7404ba7f5138218974e83914a3922b7d610ae278cf9a,4,6,10,16,3421.19395714174,3440.3755370118392,255.6862152772453,42.90341110310803,e2415299bf258b24a85d7404ba7f5138218974e83914a3922b7d610ae278cf9a,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,[],"{""cv_only"":798,""mechanism_ev"":286,""naive_ev"":287}","{""cv_only"":539,""mechanism_ev"":250,""naive_ev"":601}","{""cv_only"":""NO_IMPROVEMENT_150"",""mechanism_ev"":""NO_IMPROVEMENT_150"",""naive_ev"":""NO_IMPROVEMENT_150""}","{""cv_only"":""NO_IMPROVEMENT_150"",""mechanism_ev"":""NO_IMPROVEMENT_150"",""naive_ev"":""NO_IMPROVEMENT_150""}",2,2,True,FULL_PAIRED_COMPLETE_SOLUTIONS,,bd04495be77c4d922995b808285f853195141bed31fcae43d339f7d0913b72a2,bd04495be77c4d922995b808285f853195141bed31fcae43d339f7d0913b72a2,199.99738620908465,
level_075__seed_01,cn-prd-100c-01-V2-LOCATIONS,75,1,INFEASIBLE_OR_NOT_FOUND,3,10,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"[""COST_ONLY: ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_guangzhou': overage=(2, 0, 0)"",""COST_PLUS_CARBON: ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_guangzhou': overage=(2, 0, 0)""]",,,,,2,0,False,REGISTERED_INITIAL_SOLUTION_INFEASIBILITY_WITNESS,0f7185bec11c4a0421b17a9cb5395fc433e08bdf9a5e0126eb2c5730d46175a5,0f7185bec11c4a0421b17a9cb5395fc433e08bdf9a5e0126eb2c5730d46175a5,aceb027b27a8081c1a3855071c8321ee323bc22658322f82aab5d14824e78575,69.14894891693257,"COST_ONLY: ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_guangzhou': overage=(2, 0, 0); COST_PLUS_CARBON: ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_guangzhou': overage=(2, 0, 0)"
level_075__seed_02,cn-prd-100c-01-V2-LOCATIONS,75,2,INFEASIBLE_OR_NOT_FOUND,3,10,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"[""COST_ONLY: ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_guangzhou': overage=(2, 0, 0)"",""COST_PLUS_CARBON: ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_guangzhou': overage=(2, 0, 0)""]",,,,,2,0,False,REGISTERED_INITIAL_SOLUTION_INFEASIBILITY_WITNESS,fca41545b6a23dbea96166731ad7aa7eeeabfe2028ab3a9222eaec7f07775684,fca41545b6a23dbea96166731ad7aa7eeeabfe2028ab3a9222eaec7f07775684,aceb027b27a8081c1a3855071c8321ee323bc22658322f82aab5d14824e78575,52.113805084023625,"COST_ONLY: ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_guangzhou': overage=(2, 0, 0); COST_PLUS_CARBON: ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_guangzhou': overage=(2, 0, 0)"
level_075__seed_03,cn-prd-100c-01-V2-LOCATIONS,75,3,INFEASIBLE_OR_NOT_FOUND,3,10,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"[""COST_ONLY: ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_guangzhou': overage=(2, 0, 0)"",""COST_PLUS_CARBON: ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_guangzhou': overage=(2, 0, 0)""]",,,,,2,0,False,REGISTERED_INITIAL_SOLUTION_INFEASIBILITY_WITNESS,2d9c8c6f27b5d3174add8498a8b2cc5b3a43ec5e301d0f4947678406f1ac9006,2d9c8c6f27b5d3174add8498a8b2cc5b3a43ec5e301d0f4947678406f1ac9006,aceb027b27a8081c1a3855071c8321ee323bc22658322f82aab5d14824e78575,44.68676079204306,"COST_ONLY: ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_guangzhou': overage=(2, 0, 0); COST_PLUS_CARBON: ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_guangzhou': overage=(2, 0, 0)"
level_075__seed_04,cn-prd-100c-01-V2-LOCATIONS,75,4,INFEASIBLE_OR_NOT_FOUND,3,10,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"[""COST_ONLY: ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_guangzhou': overage=(2, 0, 0)"",""COST_PLUS_CARBON: ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_guangzhou': overage=(2, 0, 0)""]",,,,,2,0,False,REGISTERED_INITIAL_SOLUTION_INFEASIBILITY_WITNESS,b7170e1355735e74abd8aff05a2a09dbc77504b5388ef438101d400c3f751a99,b7170e1355735e74abd8aff05a2a09dbc77504b5388ef438101d400c3f751a99,aceb027b27a8081c1a3855071c8321ee323bc22658322f82aab5d14824e78575,49.28945200005546,"COST_ONLY: ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_guangzhou': overage=(2, 0, 0); COST_PLUS_CARBON: ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_guangzhou': overage=(2, 0, 0)"
level_075__seed_05,cn-prd-100c-01-V2-LOCATIONS,75,5,INFEASIBLE_OR_NOT_FOUND,3,10,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"[""COST_ONLY: ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_guangzhou': overage=(2, 0, 0)"",""COST_PLUS_CARBON: ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_guangzhou': overage=(2, 0, 0)""]",,,,,2,0,False,REGISTERED_INITIAL_SOLUTION_INFEASIBILITY_WITNESS,305f79c2480fb51a8392363e21019fc5d177d60e934e0f63fea81b1f0248e438,305f79c2480fb51a8392363e21019fc5d177d60e934e0f63fea81b1f0248e438,aceb027b27a8081c1a3855071c8321ee323bc22658322f82aab5d14824e78575,42.37290695903357,"COST_ONLY: ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_guangzhou': overage=(2, 0, 0); COST_PLUS_CARBON: ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_guangzhou': overage=(2, 0, 0)"
level_075__seed_06,cn-prd-100c-01-V2-LOCATIONS,75,6,INFEASIBLE_OR_NOT_FOUND,3,10,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"[""COST_ONLY: ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_guangzhou': overage=(2, 0, 0)"",""COST_PLUS_CARBON: ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_guangzhou': overage=(2, 0, 0)""]",,,,,2,0,False,REGISTERED_INITIAL_SOLUTION_INFEASIBILITY_WITNESS,78a705262ffa58ba093cb1cbeca2a14357b798820843c8ab24c40820c3557a9a,78a705262ffa58ba093cb1cbeca2a14357b798820843c8ab24c40820c3557a9a,aceb027b27a8081c1a3855071c8321ee323bc22658322f82aab5d14824e78575,53.14860870898701,"COST_ONLY: ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_guangzhou': overage=(2, 0, 0); COST_PLUS_CARBON: ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_guangzhou': overage=(2, 0, 0)"
level_075__seed_07,cn-prd-100c-01-V2-LOCATIONS,75,7,INFEASIBLE_OR_NOT_FOUND,3,10,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"[""COST_ONLY: ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_guangzhou': overage=(2, 0, 0)"",""COST_PLUS_CARBON: ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_guangzhou': overage=(2, 0, 0)""]",,,,,2,0,False,REGISTERED_INITIAL_SOLUTION_INFEASIBILITY_WITNESS,869dc6eeee2f88e39bfda4186cbfaafb36dc7c90a0489ee3112a59d95e9fd769,869dc6eeee2f88e39bfda4186cbfaafb36dc7c90a0489ee3112a59d95e9fd769,aceb027b27a8081c1a3855071c8321ee323bc22658322f82aab5d14824e78575,41.6596379999537,"COST_ONLY: ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_guangzhou': overage=(2, 0, 0); COST_PLUS_CARBON: ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_guangzhou': overage=(2, 0, 0)"
level_075__seed_08,cn-prd-100c-01-V2-LOCATIONS,75,8,INFEASIBLE_OR_NOT_FOUND,3,10,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"[""COST_ONLY: ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_guangzhou': overage=(2, 0, 0)"",""COST_PLUS_CARBON: ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_guangzhou': overage=(2, 0, 0)""]",,,,,2,0,False,REGISTERED_INITIAL_SOLUTION_INFEASIBILITY_WITNESS,e38b8ffe6e0905b946df4e213ba8884cc0a15448c7bcbad32a7072ee40fb700a,e38b8ffe6e0905b946df4e213ba8884cc0a15448c7bcbad32a7072ee40fb700a,aceb027b27a8081c1a3855071c8321ee323bc22658322f82aab5d14824e78575,47.911336667020805,"COST_ONLY: ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_guangzhou': overage=(2, 0, 0); COST_PLUS_CARBON: ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_guangzhou': overage=(2, 0, 0)"
level_075__seed_09,cn-prd-100c-01-V2-LOCATIONS,75,9,INFEASIBLE_OR_NOT_FOUND,3,10,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"[""COST_ONLY: ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_guangzhou': overage=(2, 0, 0)"",""COST_PLUS_CARBON: ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_guangzhou': overage=(2, 0, 0)""]",,,,,2,0,False,REGISTERED_INITIAL_SOLUTION_INFEASIBILITY_WITNESS,78def09187ebbbe0abab4bb7cce7606ece249ca64244cc7bb5ddbb797be5818f,78def09187ebbbe0abab4bb7cce7606ece249ca64244cc7bb5ddbb797be5818f,aceb027b27a8081c1a3855071c8321ee323bc22658322f82aab5d14824e78575,68.55454241693951,"COST_ONLY: ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_guangzhou': overage=(2, 0, 0); COST_PLUS_CARBON: ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_guangzhou': overage=(2, 0, 0)"
level_075__seed_10,cn-prd-100c-01-V2-LOCATIONS,75,10,INFEASIBLE_OR_NOT_FOUND,3,10,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"[""COST_ONLY: ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_guangzhou': overage=(2, 0, 0)"",""COST_PLUS_CARBON: ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_guangzhou': overage=(2, 0, 0)""]",,,,,2,0,False,REGISTERED_INITIAL_SOLUTION_INFEASIBILITY_WITNESS,0478ec418ef3fb33d45f4df5ef94cbf002e0cb6a51503202d31ba461b7c3cf7c,0478ec418ef3fb33d45f4df5ef94cbf002e0cb6a51503202d31ba461b7c3cf7c,aceb027b27a8081c1a3855071c8321ee323bc22658322f82aab5d14824e78575,85.4728951669531,"COST_ONLY: ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_guangzhou': overage=(2, 0, 0); COST_PLUS_CARBON: ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_guangzhou': overage=(2, 0, 0)"
level_100__seed_01,cn-prd-100c-01-V2-LOCATIONS,100,1,INFEASIBLE_OR_NOT_FOUND,0,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"[""COST_ONLY: ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_guangzhou': overage=(3, 0, 0)"",""COST_PLUS_CARBON: ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_guangzhou': overage=(3, 0, 0)""]",,,,,2,0,False,REGISTERED_INITIAL_SOLUTION_INFEASIBILITY_WITNESS,4f2353fbcf1060ccb1cc629614b380d7e73c7872fc01c11f9aea7d88f4e03896,4f2353fbcf1060ccb1cc629614b380d7e73c7872fc01c11f9aea7d88f4e03896,edefc09bf2f814dc4f956acdb7a625f4531207e27b028fe8ec7a5467a236b5ac,60.17012408294249,"COST_ONLY: ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_guangzhou': overage=(3, 0, 0); COST_PLUS_CARBON: ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_guangzhou': overage=(3, 0, 0)"
level_100__seed_02,cn-prd-100c-01-V2-LOCATIONS,100,2,INFEASIBLE_OR_NOT_FOUND,0,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"[""COST_ONLY: ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_guangzhou': overage=(3, 0, 0)"",""COST_PLUS_CARBON: ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_guangzhou': overage=(3, 0, 0)""]",,,,,2,0,False,REGISTERED_INITIAL_SOLUTION_INFEASIBILITY_WITNESS,5ac3bc2198a1bc8b156fcc0fd1a317d655b57414c0852280be52b413df916b9a,5ac3bc2198a1bc8b156fcc0fd1a317d655b57414c0852280be52b413df916b9a,edefc09bf2f814dc4f956acdb7a625f4531207e27b028fe8ec7a5467a236b5ac,51.49352670798544,"COST_ONLY: ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_guangzhou': overage=(3, 0, 0); COST_PLUS_CARBON: ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_guangzhou': overage=(3, 0, 0)"
level_100__seed_03,cn-prd-100c-01-V2-LOCATIONS,100,3,INFEASIBLE_OR_NOT_FOUND,0,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"[""COST_ONLY: ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_guangzhou': overage=(3, 0, 0)"",""COST_PLUS_CARBON: ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_guangzhou': overage=(3, 0, 0)""]",,,,,2,0,False,REGISTERED_INITIAL_SOLUTION_INFEASIBILITY_WITNESS,cf7276b1aeb6f03159e80abc3da9f871d64a1772f537618d44c0258582aae351,cf7276b1aeb6f03159e80abc3da9f871d64a1772f537618d44c0258582aae351,edefc09bf2f814dc4f956acdb7a625f4531207e27b028fe8ec7a5467a236b5ac,43.55758625001181,"COST_ONLY: ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_guangzhou': overage=(3, 0, 0); COST_PLUS_CARBON: ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_guangzhou': overage=(3, 0, 0)"
level_100__seed_04,cn-prd-100c-01-V2-LOCATIONS,100,4,INFEASIBLE_OR_NOT_FOUND,0,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"[""COST_ONLY: ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_guangzhou': overage=(3, 0, 0)"",""COST_PLUS_CARBON: ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_guangzhou': overage=(3, 0, 0)""]",,,,,2,0,False,REGISTERED_INITIAL_SOLUTION_INFEASIBILITY_WITNESS,5361ac202c33ea03b001a12f99742b63503ceed3c11094d5d81ea61f8c6d96f4,5361ac202c33ea03b001a12f99742b63503ceed3c11094d5d81ea61f8c6d96f4,edefc09bf2f814dc4f956acdb7a625f4531207e27b028fe8ec7a5467a236b5ac,48.23395604197867,"COST_ONLY: ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_guangzhou': overage=(3, 0, 0); COST_PLUS_CARBON: ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_guangzhou': overage=(3, 0, 0)"
level_100__seed_05,cn-prd-100c-01-V2-LOCATIONS,100,5,INFEASIBLE_OR_NOT_FOUND,0,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"[""COST_ONLY: ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_guangzhou': overage=(3, 0, 0)"",""COST_PLUS_CARBON: ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_guangzhou': overage=(3, 0, 0)""]",,,,,2,0,False,REGISTERED_INITIAL_SOLUTION_INFEASIBILITY_WITNESS,f1e6b92f00e4b264a2533cf85a6371b3fe1fb53e0518abcee05cf28e11bc6fbe,f1e6b92f00e4b264a2533cf85a6371b3fe1fb53e0518abcee05cf28e11bc6fbe,edefc09bf2f814dc4f956acdb7a625f4531207e27b028fe8ec7a5467a236b5ac,39.71391562500503,"COST_ONLY: ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_guangzhou': overage=(3, 0, 0); COST_PLUS_CARBON: ValueError: China81 route skeleton cannot satisfy the registered physical fleet caps at 'D_guangzhou': overage=(3, 0, 0)"
