instance_id,arm,search_mode,seed,iterations,runtime_seconds,initial_total_cost_cny,total_cost_cny,total_emissions_kg,cv_direct_emissions_kg,ev_indirect_emissions_kg,used_cv,used_ev,electricity_kwh,customers_served,customers_total,demand_served,demand_total,caps_by_depot_json,individual_fingerprint
cn-cy-50c-01-V2-LOCATIONS,CURRENT_25,FULL_PROBLEM_COMPONENTS,11,100,45.02613658399787,2483.638643547911,2216.997089847848,184.32540625091374,174.05713034590048,10.268275905013281,5,2,56.586145687911014,50,50,13266.0,13266.0,"{""D_chengdu"": {""num_cv"": 3, ""num_ev"": 1, ""total_fleet_cap"": 4}, ""D_chongqing"": {""num_cv"": 4, ""num_ev"": 1, ""total_fleet_cap"": 5}}",32b20194447689811cb9275443c67fe8803afabbe4f361fce817d6dc76dec805
