check,detail,passed,search_evaluations
china_formal_acceptance_guard,STAGE2_READINESS_HAS_OPEN_BLOCKERS;G1_FORMAL_FREEZE_MISSING;CHINA81_FINAL_FREEZE_MISSING,False,0
public_hybrid_strong_positive,both frozen public hybrid candidates stopped,False,0
china81_final_freeze,data/ChinaInstances/China81_FINAL/decision.json,False,0
