run_id,phase,category,instance,profile,algorithm,seed,status,failure_reason,eval_budget,actual_evals,best_cost,best_signature,feasible,violation_count,route_count
STRONG_BRIDGE_BACKEND_PROBE__multidepot__e2-multidepot-10c-01__A0_THROUGHPUT_ONLY__seed1,STRONG_BRIDGE_BACKEND_PROBE,multidepot,e2-multidepot-10c-01,A0_THROUGHPUT_ONLY,alns_e2_throughput,1,OK,,4000,4000,387.9007343319535,e912d411804e6ecf628a63c74039a895c2c57ece27acdb7f93879d282d362c2b,True,0,2
STRONG_BRIDGE_BACKEND_PROBE__multidepot__e2-multidepot-10c-01__A3_BACKEND_ONLY__seed1,STRONG_BRIDGE_BACKEND_PROBE,multidepot,e2-multidepot-10c-01,A3_BACKEND_ONLY,alns_e2_throughput,1,OK,,4000,4000,387.9007343319535,e912d411804e6ecf628a63c74039a895c2c57ece27acdb7f93879d282d362c2b,True,0,2
STRONG_BRIDGE_BACKEND_PROBE__multidepot__e2-multidepot-10c-01__A0_MAIN_LOCAL_SEARCH__seed1,STRONG_BRIDGE_BACKEND_PROBE,multidepot,e2-multidepot-10c-01,A0_MAIN_LOCAL_SEARCH,alns_e2_throughput,1,OK,,4000,4000,371.9993673208387,af2703e54ec342829fe77a826735a17f481316c42fe3c058bfcf010a64da731d,True,0,2
STRONG_BRIDGE_BACKEND_PROBE__multidepot__e2-multidepot-10c-01__A3_BACKEND_LOCAL_SEARCH__seed1,STRONG_BRIDGE_BACKEND_PROBE,multidepot,e2-multidepot-10c-01,A3_BACKEND_LOCAL_SEARCH,alns_e2_throughput,1,OK,,4000,4000,387.9007343319535,e912d411804e6ecf628a63c74039a895c2c57ece27acdb7f93879d282d362c2b,True,0,2
STRONG_BRIDGE_BACKEND_PROBE__multidepot__e2-multidepot-10c-01__LNS_TRACE_REFERENCE__seed1,STRONG_BRIDGE_BACKEND_PROBE,multidepot,e2-multidepot-10c-01,LNS_TRACE_REFERENCE,LNS,1,OK,,4000,4000,373.5325844458525,1e7f223e3c6ca3e4297c0ae06ab336fc14dfd3e823cf75d6613f8262a1352f52,True,0,2
STRONG_BRIDGE_BACKEND_PROBE__multidepot__e2-multidepot-10c-01__A0_THROUGHPUT_ONLY__seed2,STRONG_BRIDGE_BACKEND_PROBE,multidepot,e2-multidepot-10c-01,A0_THROUGHPUT_ONLY,alns_e2_throughput,2,OK,,4000,4000,387.9007343319535,e912d411804e6ecf628a63c74039a895c2c57ece27acdb7f93879d282d362c2b,True,0,2
STRONG_BRIDGE_BACKEND_PROBE__multidepot__e2-multidepot-10c-01__A3_BACKEND_ONLY__seed2,STRONG_BRIDGE_BACKEND_PROBE,multidepot,e2-multidepot-10c-01,A3_BACKEND_ONLY,alns_e2_throughput,2,OK,,4000,4000,387.9007343319535,e912d411804e6ecf628a63c74039a895c2c57ece27acdb7f93879d282d362c2b,True,0,2
STRONG_BRIDGE_BACKEND_PROBE__multidepot__e2-multidepot-10c-01__A0_MAIN_LOCAL_SEARCH__seed2,STRONG_BRIDGE_BACKEND_PROBE,multidepot,e2-multidepot-10c-01,A0_MAIN_LOCAL_SEARCH,alns_e2_throughput,2,OK,,4000,4000,387.9007343319535,e912d411804e6ecf628a63c74039a895c2c57ece27acdb7f93879d282d362c2b,True,0,2
STRONG_BRIDGE_BACKEND_PROBE__multidepot__e2-multidepot-10c-01__A3_BACKEND_LOCAL_SEARCH__seed2,STRONG_BRIDGE_BACKEND_PROBE,multidepot,e2-multidepot-10c-01,A3_BACKEND_LOCAL_SEARCH,alns_e2_throughput,2,OK,,4000,4000,387.9007343319535,e912d411804e6ecf628a63c74039a895c2c57ece27acdb7f93879d282d362c2b,True,0,2
STRONG_BRIDGE_BACKEND_PROBE__multidepot__e2-multidepot-10c-01__LNS_TRACE_REFERENCE__seed2,STRONG_BRIDGE_BACKEND_PROBE,multidepot,e2-multidepot-10c-01,LNS_TRACE_REFERENCE,LNS,2,OK,,4000,4000,371.9993673208387,af2703e54ec342829fe77a826735a17f481316c42fe3c058bfcf010a64da731d,True,0,2
STRONG_BRIDGE_BACKEND_PROBE__multidepot__e2-multidepot-10c-01__A0_THROUGHPUT_ONLY__seed3,STRONG_BRIDGE_BACKEND_PROBE,multidepot,e2-multidepot-10c-01,A0_THROUGHPUT_ONLY,alns_e2_throughput,3,OK,,4000,4000,387.9007343319535,e912d411804e6ecf628a63c74039a895c2c57ece27acdb7f93879d282d362c2b,True,0,2
STRONG_BRIDGE_BACKEND_PROBE__multidepot__e2-multidepot-10c-01__A3_BACKEND_ONLY__seed3,STRONG_BRIDGE_BACKEND_PROBE,multidepot,e2-multidepot-10c-01,A3_BACKEND_ONLY,alns_e2_throughput,3,OK,,4000,4000,387.9007343319535,e912d411804e6ecf628a63c74039a895c2c57ece27acdb7f93879d282d362c2b,True,0,2
STRONG_BRIDGE_BACKEND_PROBE__multidepot__e2-multidepot-10c-01__A0_MAIN_LOCAL_SEARCH__seed3,STRONG_BRIDGE_BACKEND_PROBE,multidepot,e2-multidepot-10c-01,A0_MAIN_LOCAL_SEARCH,alns_e2_throughput,3,OK,,4000,4000,387.9007343319535,e912d411804e6ecf628a63c74039a895c2c57ece27acdb7f93879d282d362c2b,True,0,2
STRONG_BRIDGE_BACKEND_PROBE__multidepot__e2-multidepot-10c-01__A3_BACKEND_LOCAL_SEARCH__seed3,STRONG_BRIDGE_BACKEND_PROBE,multidepot,e2-multidepot-10c-01,A3_BACKEND_LOCAL_SEARCH,alns_e2_throughput,3,OK,,4000,4000,387.9007343319535,e912d411804e6ecf628a63c74039a895c2c57ece27acdb7f93879d282d362c2b,True,0,2
STRONG_BRIDGE_BACKEND_PROBE__multidepot__e2-multidepot-10c-01__LNS_TRACE_REFERENCE__seed3,STRONG_BRIDGE_BACKEND_PROBE,multidepot,e2-multidepot-10c-01,LNS_TRACE_REFERENCE,LNS,3,OK,,4000,4000,371.9993673208387,1e7f223e3c6ca3e4297c0ae06ab336fc14dfd3e823cf75d6613f8262a1352f52,True,0,2
STRONG_BRIDGE_BACKEND_PROBE__multidepot__e2-multidepot-150c-01__A0_THROUGHPUT_ONLY__seed1,STRONG_BRIDGE_BACKEND_PROBE,multidepot,e2-multidepot-150c-01,A0_THROUGHPUT_ONLY,alns_e2_throughput,1,OK,,4000,4000,3509.8331347263615,da1c781464bc95881f0b4d2477082ca5222bcc4dd5827a11aecc734dad5924cf,True,0,22
STRONG_BRIDGE_BACKEND_PROBE__multidepot__e2-multidepot-150c-01__A3_BACKEND_ONLY__seed1,STRONG_BRIDGE_BACKEND_PROBE,multidepot,e2-multidepot-150c-01,A3_BACKEND_ONLY,alns_e2_throughput,1,OK,,4000,4000,3411.644505690614,2c4b4e9a7c37284769f9a636f0d6e4d85cc1402894ddb52a4c46c42db29f1fd9,True,0,21
STRONG_BRIDGE_BACKEND_PROBE__multidepot__e2-multidepot-150c-01__A0_MAIN_LOCAL_SEARCH__seed1,STRONG_BRIDGE_BACKEND_PROBE,multidepot,e2-multidepot-150c-01,A0_MAIN_LOCAL_SEARCH,alns_e2_throughput,1,OK,,4000,4000,3503.0090119384577,1e7621ad2accb67a8272edfc9f356566cd0687bf35b09f516c35712209d7648f,True,0,22
STRONG_BRIDGE_BACKEND_PROBE__multidepot__e2-multidepot-150c-01__A3_BACKEND_LOCAL_SEARCH__seed1,STRONG_BRIDGE_BACKEND_PROBE,multidepot,e2-multidepot-150c-01,A3_BACKEND_LOCAL_SEARCH,alns_e2_throughput,1,OK,,4000,4000,3442.0340438936696,aa950778bc6e3ed4f0b2bed20aa4cc7d4c0c158c6dd6a394642bcd048bd4b389,True,0,21
STRONG_BRIDGE_BACKEND_PROBE__multidepot__e2-multidepot-150c-01__LNS_TRACE_REFERENCE__seed1,STRONG_BRIDGE_BACKEND_PROBE,multidepot,e2-multidepot-150c-01,LNS_TRACE_REFERENCE,LNS,1,OK,,4000,4000,3685.5317025257395,071abea62d0c53c5261d014c5883fddd27ab9991f0bf48826444868e04ae7ae7,True,0,22
