instance_id,seed,mapping_sha256,coalition,coalition_member_count,initial_source,initial_sha256,initial_cost_cny,search_candidate_cost_cny,final_cost_cny,saving_from_initial_cny,selected_source,cross_contractor_customers,cross_contractor_quantity_kg,used_cv,used_ev,route_pool_records,complete_candidate_evaluations,elapsed_seconds,solution_sha256,status,violation_count
cn-prd-150c-01-V2-LOCATIONS,1,962c926f1d0b702f9b6a27d7b8e130691a86f2ba272f5c211d8b9abd57c0a8ab,D_dongguan,1,SINGLETON_COMMON_INITIAL,7c0f7241048e9a2913bb44a2c232ec36110960510358eaaa1bf1dd92aadc2b0b,2522.05828873062,1578.3942076506735,1578.3942076506735,943.6640810799465,SEARCH_STRICT_IMPROVEMENT,0,0,2,1,27,32,0.8636537089478225,d0b5764a58152581669b301ce270aff1c4a2cc53f827b5ae08c30da00215622a,PASS,0
cn-prd-150c-01-V2-LOCATIONS,1,962c926f1d0b702f9b6a27d7b8e130691a86f2ba272f5c211d8b9abd57c0a8ab,D_foshan,1,SINGLETON_COMMON_INITIAL,38f9c19f03cb7713ab14309e1757d9750cdef066cb58cb4687263dcffe278e26,1985.6976943365862,1184.9679555469893,1184.9679555469893,800.7297387895969,SEARCH_STRICT_IMPROVEMENT,0,0,2,1,8,32,0.949343332904391,5918377aff7946b394c70288635fea67f6fbc086b0479198baaf069ffd4095e8,PASS,0
cn-prd-150c-01-V2-LOCATIONS,1,962c926f1d0b702f9b6a27d7b8e130691a86f2ba272f5c211d8b9abd57c0a8ab,D_guangzhou,1,SINGLETON_COMMON_INITIAL,cf429ce7118b576ac85bb120b8a0c42269b4d6d45d62886a4e3142d9631cb9a8,6025.253233744448,3720.8346238948006,3720.8346238948006,2304.4186098496475,SEARCH_STRICT_IMPROVEMENT,0,0,7,3,134,32,3.866066083079204,2ebb0255e6c3a80fb879bc4ffdfcd5ac959ca356a1c90925a2a79cfcadcecbd0,PASS,0
cn-prd-150c-01-V2-LOCATIONS,1,962c926f1d0b702f9b6a27d7b8e130691a86f2ba272f5c211d8b9abd57c0a8ab,D_shenzhen,1,SINGLETON_COMMON_INITIAL,ec79f259d5fc85882b3434ee58057ef318abb7967ecab66468bf642b7e16994c,5365.88004407253,4037.271244052,4037.271244052,1328.60880002053,SEARCH_STRICT_IMPROVEMENT,0,0,7,3,169,32,4.590360208996572,5e5643209f09b4cea6819b8620ba830e5c06e7db9c3198d249f73d630bd56fab,PASS,0
cn-prd-150c-01-V2-LOCATIONS,1,962c926f1d0b702f9b6a27d7b8e130691a86f2ba272f5c211d8b9abd57c0a8ab,D_dongguan+D_foshan,2,COALITION_COMMON_INITIAL,c832fd84d921f55b0a7ab644990bb762f994976595afd567562ff0c2d809805a,4507.755983067206,2236.0858893566756,2236.0858893566756,2271.6700937105306,SEARCH_STRICT_IMPROVEMENT,13,3750.0,4,2,95,32,2.088619332993403,52af22bb9a54e46327257fb2491886490a4fb16b64c7e8a4a32c1df756b915ad,PASS,0
cn-prd-150c-01-V2-LOCATIONS,1,962c926f1d0b702f9b6a27d7b8e130691a86f2ba272f5c211d8b9abd57c0a8ab,D_dongguan+D_guangzhou,2,COALITION_COMMON_INITIAL,9f249eface56ac781876cdb268ca1554bef1872dd4444ec8cb84fd7171340b40,8547.311522475067,4558.080027708846,4558.080027708846,3989.2314947662217,SEARCH_STRICT_IMPROVEMENT,38,9792.0,9,4,210,32,5.33169258304406,dc3a4131fd4ac0a271678b619ec7504c5b6d4fe6182465748dbd39303ee1e886,PASS,0
cn-prd-150c-01-V2-LOCATIONS,1,962c926f1d0b702f9b6a27d7b8e130691a86f2ba272f5c211d8b9abd57c0a8ab,D_dongguan+D_shenzhen,2,COALITION_COMMON_INITIAL,8fd3950118e0c7280b35e9f0cfaa4bc976e30db3e1ec31da739bd68533071c7e,7887.938332803149,4671.8799794646075,4671.8799794646075,3216.0583533385416,SEARCH_STRICT_IMPROVEMENT,36,10069.0,9,4,210,32,5.733277374994941,fea6ba1e9bcd2236a34ea375e39162cef110f533eee343ca52e10b2e71216747,PASS,0
cn-prd-150c-01-V2-LOCATIONS,1,962c926f1d0b702f9b6a27d7b8e130691a86f2ba272f5c211d8b9abd57c0a8ab,D_foshan+D_guangzhou,2,COALITION_COMMON_INITIAL,ca2a95e1ac10f7474f8ab8019a9fcd33958ad640966a531756a369e47c74a96d,8010.950928081035,4284.163251358997,4284.163251358997,3726.7876767220387,SEARCH_STRICT_IMPROVEMENT,35,9099.0,8,4,239,32,6.637746500084177,d7b4623028c2b3d17c371fd7e8ac615dcced4451361c58e3af48b0ead7237d36,PASS,0
cn-prd-150c-01-V2-LOCATIONS,1,962c926f1d0b702f9b6a27d7b8e130691a86f2ba272f5c211d8b9abd57c0a8ab,D_foshan+D_shenzhen,2,COALITION_COMMON_INITIAL,a12acfeaf75c8a2983228a28fc5fad209993704b5554eba554c86c6357faa89e,7351.577738409116,3696.119929380804,3696.119929380804,3655.457809028312,SEARCH_STRICT_IMPROVEMENT,38,10139.0,8,4,235,32,4.804998041014187,764368d2cfedc22fa62ccaecd057b0ab8b77c97d8c1e752aa59ed16765f89ef4,PASS,0
cn-prd-150c-01-V2-LOCATIONS,1,962c926f1d0b702f9b6a27d7b8e130691a86f2ba272f5c211d8b9abd57c0a8ab,D_guangzhou+D_shenzhen,2,COALITION_COMMON_INITIAL,38f84d68ef9e5ab83ab774e7a2a5188a5cb543858088ac997e78cf61e1969b2d,11391.133277816976,5391.506866725174,5391.506866725174,5999.626411091802,SEARCH_STRICT_IMPROVEMENT,65,16737.0,13,6,300,32,8.788624249980785,139e6f266ea400475406a4161b1ee9d38dc863e50586652cb0d555ad7dd7f792,PASS,0
