instance_id,n,seed,arm,status,cost,cpu_seconds,violation_count,violations,epochs_run,hgs_iterations,trajectory_file,witness_file,error_type,error
cn-prd-50c-01-V2-LOCATIONS,50,2,cv_only,OK,2481.6596445092614,11.7303042919998,0,[],1,3074,trajectories/cv_only_seed2.json,witnesses/cv_only_seed2.json,,
cn-prd-50c-01-V2-LOCATIONS,50,1,cv_only,OK,2482.4470517329405,11.919948499999919,0,[],1,3262,trajectories/cv_only_seed1.json,witnesses/cv_only_seed1.json,,
cn-prd-50c-01-V2-LOCATIONS,50,1,mechanism_ev,OK,2364.048690580053,16.84730837500001,0,[],1,4329,trajectories/mechanism_ev_seed1.json,witnesses/mechanism_ev_seed1.json,,
cn-prd-50c-01-V2-LOCATIONS,50,2,naive_ev,OK,2358.7308493232913,22.932199915999718,0,[],1,6758,trajectories/naive_ev_seed2.json,witnesses/naive_ev_seed2.json,,
cn-prd-50c-01-V2-LOCATIONS,50,2,mechanism_ev,OK,2358.7308493232913,13.970516750000115,0,[],1,3515,trajectories/mechanism_ev_seed2.json,witnesses/mechanism_ev_seed2.json,,
cn-prd-50c-01-V2-LOCATIONS,50,1,naive_ev,OK,2357.498946659032,29.24278891699987,0,[],1,8195,trajectories/naive_ev_seed1.json,witnesses/naive_ev_seed1.json,,
cn-prd-50c-01-V2-LOCATIONS,50,3,cv_only,OK,2480.060060310482,12.735868582999956,0,[],1,3216,trajectories/cv_only_seed3.json,witnesses/cv_only_seed3.json,,
cn-prd-50c-01-V2-LOCATIONS,50,3,mechanism_ev,OK,2362.1210429152775,14.745720666000125,0,[],1,3885,trajectories/mechanism_ev_seed3.json,witnesses/mechanism_ev_seed3.json,,
cn-prd-50c-01-V2-LOCATIONS,50,4,cv_only,OK,2473.7397280806654,12.549314624999624,0,[],1,3028,trajectories/cv_only_seed4.json,witnesses/cv_only_seed4.json,,
cn-prd-50c-01-V2-LOCATIONS,50,3,naive_ev,OK,2358.7308493232913,21.857390541999848,0,[],1,5729,trajectories/naive_ev_seed3.json,witnesses/naive_ev_seed3.json,,
cn-prd-50c-01-V2-LOCATIONS,50,2,MV-HGS-SP,OK,2358.7308493232913,39.17017729200006,0,[],2,9579,trajectories/MV-HGS-SP_seed2.json,witnesses/MV-HGS-SP_seed2.json,,
cn-prd-50c-01-V2-LOCATIONS,50,4,naive_ev,OK,2357.641276768278,14.14324012499992,0,[],1,3688,trajectories/naive_ev_seed4.json,witnesses/naive_ev_seed4.json,,
cn-prd-50c-01-V2-LOCATIONS,50,1,MV-HGS-SP,OK,2357.498946659032,61.06652350000013,0,[],4,13889,trajectories/MV-HGS-SP_seed1.json,witnesses/MV-HGS-SP_seed1.json,,
cn-prd-50c-01-V2-LOCATIONS,50,4,mechanism_ev,OK,2364.375053656231,22.584497416999966,0,[],1,6389,trajectories/mechanism_ev_seed4.json,witnesses/mechanism_ev_seed4.json,,
cn-prd-50c-01-V2-LOCATIONS,50,3,MV-HGS-SP,OK,2362.1210429152775,37.170569417000024,0,[],2,8467,trajectories/MV-HGS-SP_seed3.json,witnesses/MV-HGS-SP_seed3.json,,
cn-prd-50c-01-V2-LOCATIONS,50,5,cv_only,OK,2480.060060310482,15.708136374999867,0,[],1,3649,trajectories/cv_only_seed5.json,witnesses/cv_only_seed5.json,,
cn-prd-50c-01-V2-LOCATIONS,50,5,naive_ev,OK,2364.048690580053,19.486934375000146,0,[],1,4780,trajectories/naive_ev_seed5.json,witnesses/naive_ev_seed5.json,,
cn-prd-50c-01-V2-LOCATIONS,50,5,mechanism_ev,OK,2358.7308493232913,16.135506250000162,0,[],1,4078,trajectories/mechanism_ev_seed5.json,witnesses/mechanism_ev_seed5.json,,
cn-prd-50c-01-V2-LOCATIONS,50,6,cv_only,OK,2480.060060310482,12.317624541999976,0,[],1,3247,trajectories/cv_only_seed6.json,witnesses/cv_only_seed6.json,,
cn-prd-50c-01-V2-LOCATIONS,50,6,naive_ev,OK,2364.048690580053,14.076028957999824,0,[],1,3510,trajectories/naive_ev_seed6.json,witnesses/naive_ev_seed6.json,,
cn-prd-50c-01-V2-LOCATIONS,50,7,cv_only,OK,2480.060060310482,11.947152624999944,0,[],1,3302,trajectories/cv_only_seed7.json,witnesses/cv_only_seed7.json,,
cn-prd-50c-01-V2-LOCATIONS,50,6,mechanism_ev,OK,2364.2867491773877,22.669808957999976,0,[],1,6233,trajectories/mechanism_ev_seed6.json,witnesses/mechanism_ev_seed6.json,,
cn-prd-50c-01-V2-LOCATIONS,50,7,naive_ev,OK,2364.048690580053,16.72832229200003,0,[],1,4441,trajectories/naive_ev_seed7.json,witnesses/naive_ev_seed7.json,,
cn-prd-50c-01-V2-LOCATIONS,50,7,mechanism_ev,OK,2358.7308493232913,15.307036874999994,0,[],1,4276,trajectories/mechanism_ev_seed7.json,witnesses/mechanism_ev_seed7.json,,
cn-prd-50c-01-V2-LOCATIONS,50,5,MV-HGS-SP,OK,2357.11786239211,42.16288749999967,0,[],3,9781,trajectories/MV-HGS-SP_seed5.json,witnesses/MV-HGS-SP_seed5.json,,
cn-prd-50c-01-V2-LOCATIONS,50,8,cv_only,OK,2481.200305716806,12.321635374999914,0,[],1,3330,trajectories/cv_only_seed8.json,witnesses/cv_only_seed8.json,,
cn-prd-50c-01-V2-LOCATIONS,50,4,MV-HGS-SP,OK,2357.11786239211,69.3725182080002,0,[],4,18221,trajectories/MV-HGS-SP_seed4.json,witnesses/MV-HGS-SP_seed4.json,,
cn-prd-50c-01-V2-LOCATIONS,50,9,cv_only,OK,2480.060060310482,11.553121667000141,0,[],1,3223,trajectories/cv_only_seed9.json,witnesses/cv_only_seed9.json,,
cn-prd-50c-01-V2-LOCATIONS,50,8,naive_ev,OK,2357.641276768278,18.974681083999712,0,[],1,5228,trajectories/naive_ev_seed8.json,witnesses/naive_ev_seed8.json,,
cn-prd-50c-01-V2-LOCATIONS,50,8,mechanism_ev,OK,2357.763462203688,22.51047229200003,0,[],1,6948,trajectories/mechanism_ev_seed8.json,witnesses/mechanism_ev_seed8.json,,
cn-prd-50c-01-V2-LOCATIONS,50,6,MV-HGS-SP,OK,2357.11786239211,62.19529370800001,0,[],4,16120,trajectories/MV-HGS-SP_seed6.json,witnesses/MV-HGS-SP_seed6.json,,
cn-prd-50c-01-V2-LOCATIONS,50,9,mechanism_ev,OK,2357.641276768278,16.981787708999946,0,[],1,4383,trajectories/mechanism_ev_seed9.json,witnesses/mechanism_ev_seed9.json,,
cn-prd-50c-01-V2-LOCATIONS,50,9,naive_ev,OK,2359.19514463484,24.762793458000033,0,[],1,6914,trajectories/naive_ev_seed9.json,witnesses/naive_ev_seed9.json,,
cn-prd-50c-01-V2-LOCATIONS,50,10,cv_only,OK,2480.060060310482,11.25427875000014,0,[],1,3039,trajectories/cv_only_seed10.json,witnesses/cv_only_seed10.json,,
cn-prd-50c-01-V2-LOCATIONS,50,7,MV-HGS-SP,OK,2357.11786239211,59.09776720899981,0,[],4,14826,trajectories/MV-HGS-SP_seed7.json,witnesses/MV-HGS-SP_seed7.json,,
cn-prd-50c-01-V2-LOCATIONS,50,10,naive_ev,OK,2358.7308493232913,17.189398457999687,0,[],1,5479,trajectories/naive_ev_seed10.json,witnesses/naive_ev_seed10.json,,
cn-prd-50c-01-V2-LOCATIONS,50,10,mechanism_ev,OK,2365.8780971446868,13.452198124999995,0,[],1,3916,trajectories/mechanism_ev_seed10.json,witnesses/mechanism_ev_seed10.json,,
cn-prd-50c-01-V2-LOCATIONS,50,9,MV-HGS-SP,OK,2357.641276768278,35.026037458000246,0,[],2,9088,trajectories/MV-HGS-SP_seed9.json,witnesses/MV-HGS-SP_seed9.json,,
cn-prd-50c-01-V2-LOCATIONS,50,8,MV-HGS-SP,OK,2357.498946659032,58.65342475000034,0,[],4,16410,trajectories/MV-HGS-SP_seed8.json,witnesses/MV-HGS-SP_seed8.json,,
cn-prd-50c-01-V2-LOCATIONS,50,10,MV-HGS-SP,OK,2357.11786239211,42.00312500000018,0,[],4,13684,trajectories/MV-HGS-SP_seed10.json,witnesses/MV-HGS-SP_seed10.json,,
