implementation,instance,seed,iterations,runtime_seconds,cost,complete,feasible,completed_clients,total_clients,completed_delivery,total_delivery,no_duplicate_clients
frozen_pyvrp,PR17A,11,14368,173.37969812500523,6286,True,True,360,360,4814,4814,True
