algorithm,selected_seed,point_order,time_min,cost_cny,source
HGS-M,10,3,0.01609279999975115,5277.741631116751,hgs_new_proxy_population_best
HGS-M,10,4,0.024791679166567823,5265.389010813675,hgs_new_proxy_population_best
HGS-M,10,5,0.03506233679994087,5259.540450488637,hgs_new_proxy_population_best
HGS-M,10,6,0.03834666666662088,5254.1460270846155,hgs_new_proxy_population_best
HGS-M,10,7,0.038440188882911265,5251.518300337502,hgs_new_proxy_population_best
HGS-M,10,8,0.04120827778291035,5227.1133536314255,hgs_new_proxy_population_best
HGS-M,10,9,0.05450745208315008,5224.399424889632,hgs_new_proxy_population_best
HGS-M,10,10,0.05502074096633199,5223.725196884925,hgs_new_proxy_population_best
HGS-M,10,11,0.06123269028321374,5221.841260411803,hgs_new_proxy_population_best
HGS-M,10,12,0.06843387569970219,5217.933111448247,hgs_new_proxy_population_best
HGS-M,10,13,0.0830997117998777,5215.775210647831,hgs_new_proxy_population_best
HGS-M,10,14,0.09538256249992022,5213.400439098728,hgs_new_proxy_population_best
HGS-M,10,15,0.10522936458291951,5210.058445130739,hgs_new_proxy_population_best
HGS-M,10,16,0.11379199929991349,5209.270609659186,hgs_new_proxy_population_best
HGS-M,10,17,0.13293482361623318,5201.721553565075,hgs_new_proxy_population_best
HGS-M,10,18,0.14294264028333903,5199.620036469303,hgs_new_proxy_population_best
HGS-M,10,19,0.14948675138293765,5197.622774813764,hgs_new_proxy_population_best
HGS-M,10,20,0.15896349236621365,5196.85735626266,hgs_new_proxy_population_best
HGS-M,10,21,0.16609943541649652,5196.555168125648,hgs_new_proxy_population_best
HGS-M,10,22,0.17576133403296504,5195.385102098474,hgs_new_proxy_population_best
HGS-M,10,23,0.21806443679961376,5194.829061931411,hgs_new_proxy_population_best
HGS-M,10,24,0.23685771736636524,5193.311945507997,hgs_new_proxy_population_best
HGS-M,10,25,0.2646122027828824,5189.222764454426,hgs_new_proxy_population_best
HGS-M,10,26,0.31282486666653614,5185.578285945435,hgs_new_proxy_population_best
HGS-M,10,27,0.46021658541624977,5185.578285945435,sealed_final_solution
MV-HGS-SP,7,0,0.0,6072.234910443941,common_initial
MV-HGS-SP,7,1,0.0007712090329732746,5389.96546349111,cv_only:hgs_new_proxy_population_best
MV-HGS-SP,7,2,0.003570678466348909,5387.73026945373,cv_only:hgs_new_proxy_population_best
MV-HGS-SP,7,3,0.010055580549912216,5310.738690953385,cv_only:hgs_new_proxy_population_best
MV-HGS-SP,7,4,0.07942805278289597,5293.169962161286,cv_only:hgs_new_proxy_population_best
MV-HGS-SP,7,5,0.08550520624994533,5291.4877144823795,cv_only:hgs_new_proxy_population_best
MV-HGS-SP,7,6,0.10626312291666788,5290.889680554102,cv_only:hgs_new_proxy_population_best
MV-HGS-SP,7,7,0.3990399645835472,5256.054360142139,naive_ev:hgs_new_proxy_population_best
MV-HGS-SP,7,8,0.40267677361650084,5254.271696525869,naive_ev:hgs_new_proxy_population_best
MV-HGS-SP,7,9,0.40287415695008044,5240.06021215116,naive_ev:hgs_new_proxy_population_best
MV-HGS-SP,7,10,0.4060438111167362,5219.582720723531,naive_ev:hgs_new_proxy_population_best
MV-HGS-SP,7,11,0.4209454354165549,5210.0031067233995,naive_ev:hgs_new_proxy_population_best
MV-HGS-SP,7,12,0.43236442083337656,5202.817760777518,naive_ev:hgs_new_proxy_population_best
MV-HGS-SP,7,13,0.43420009098335866,5197.985556729332,naive_ev:hgs_new_proxy_population_best
MV-HGS-SP,7,14,0.4413732013999834,5194.732444499724,naive_ev:hgs_new_proxy_population_best
MV-HGS-SP,7,15,0.45796401806680176,5190.670056742591,naive_ev:hgs_new_proxy_population_best
MV-HGS-SP,7,16,0.6471892889002144,5190.369531448952,naive_ev:hgs_new_proxy_population_best
MV-HGS-SP,7,17,0.6521353250000781,5190.34707746773,naive_ev:hgs_new_proxy_population_best
MV-HGS-SP,7,18,0.6556689868166965,5184.519514404675,naive_ev:hgs_new_proxy_population_best
MV-HGS-SP,7,19,0.7615135055665936,5181.3765116106,naive_ev:hgs_new_proxy_population_best
MV-HGS-SP,7,20,1.293531670133234,5180.085640528362,sealed_final_solution
