run_id,phase,algorithm,seed,step,eval,operator,channel,best_cost,best_cost_before,route_count,signature,time_seconds
G0_ALNS_seed2,E_G0_REAUDIT,ALNS,2,50,5798,route_segment_removal+greedy_insert_repair,native_route_segment_removal+greedy_insert_repair,3750.983336572199,,,,123.1004580000008
G0_ALNS_seed2,E_G0_REAUDIT,ALNS,2,51,5891,route_segment_removal+greedy_insert_repair,native_route_segment_removal+greedy_insert_repair,3750.640224584691,,,,123.636198917
G0_ALNS_seed3,E_G0_REAUDIT,ALNS,3,0,0,shared_warm_start,shared_warm_start,5803.553350198798,,22,458cd55f326d1abe7f92786b009298cb4dec22823df0cd1835ebe6c894b46a60,0.0
G0_ALNS_seed3,E_G0_REAUDIT,ALNS,3,1,0,common_flip_preprocess,common_flip_preprocess,5174.345121253789,5803.553350198798,22,7cc6d853424cabb63602f8e9157561513fd038792153be3eb53eab56e86f09d2,0.5788067089997639
G0_ALNS_seed3,E_G0_REAUDIT,ALNS,3,2,1790,route_segment_removal+greedy_insert_repair,native_route_segment_removal+greedy_insert_repair,5122.733766599703,,,,20.366743334001512
G0_ALNS_seed3,E_G0_REAUDIT,ALNS,3,3,1794,route_segment_removal+greedy_insert_repair,native_route_segment_removal+greedy_insert_repair,5093.852433984727,,,,20.423078374999022
G0_ALNS_seed3,E_G0_REAUDIT,ALNS,3,4,1807,route_segment_removal+greedy_insert_repair,native_route_segment_removal+greedy_insert_repair,5093.845573391992,,,,20.506660084000032
G0_ALNS_seed3,E_G0_REAUDIT,ALNS,3,5,1840,route_segment_removal+greedy_insert_repair,native_route_segment_removal+greedy_insert_repair,5065.514136365745,,,,20.693902916998923
G0_ALNS_seed3,E_G0_REAUDIT,ALNS,3,6,1904,route_segment_removal+greedy_insert_repair,native_route_segment_removal+greedy_insert_repair,5050.975915602413,,,,21.041453249999904
G0_ALNS_seed3,E_G0_REAUDIT,ALNS,3,7,1951,route_segment_removal+greedy_insert_repair,native_route_segment_removal+greedy_insert_repair,5050.894293573158,,,,21.325023541998235
G0_ALNS_seed3,E_G0_REAUDIT,ALNS,3,8,1957,route_segment_removal+greedy_insert_repair,native_route_segment_removal+greedy_insert_repair,5044.427416850595,,,,21.364701834001607
G0_ALNS_seed3,E_G0_REAUDIT,ALNS,3,9,1966,route_segment_removal+greedy_insert_repair,native_route_segment_removal+greedy_insert_repair,5037.111350984492,,,,21.418195666999964
G0_ALNS_seed3,E_G0_REAUDIT,ALNS,3,10,1973,route_segment_removal+greedy_insert_repair,native_route_segment_removal+greedy_insert_repair,5027.207203667018,,,,21.462480124999274
G0_ALNS_seed3,E_G0_REAUDIT,ALNS,3,11,1976,route_segment_removal+greedy_insert_repair,native_route_segment_removal+greedy_insert_repair,5000.454517293934,,,,21.48732783399828
G0_ALNS_seed3,E_G0_REAUDIT,ALNS,3,12,1979,route_segment_removal+greedy_insert_repair,native_route_segment_removal+greedy_insert_repair,4980.7259368925415,,,,21.51097895899875
G0_ALNS_seed3,E_G0_REAUDIT,ALNS,3,13,1995,route_segment_removal+greedy_insert_repair,native_route_segment_removal+greedy_insert_repair,4951.081707387632,,,,21.60824212499938
G0_ALNS_seed3,E_G0_REAUDIT,ALNS,3,14,2031,route_segment_removal+greedy_insert_repair,native_route_segment_removal+greedy_insert_repair,4930.773425941719,,,,21.807496959001583
G0_ALNS_seed3,E_G0_REAUDIT,ALNS,3,15,2038,route_segment_removal+greedy_insert_repair,native_route_segment_removal+greedy_insert_repair,4922.227116266195,,,,21.85177608400045
G0_ALNS_seed3,E_G0_REAUDIT,ALNS,3,16,2045,route_segment_removal+greedy_insert_repair,native_route_segment_removal+greedy_insert_repair,4763.109026580563,,,,21.902668916998664
G0_ALNS_seed3,E_G0_REAUDIT,ALNS,3,17,2050,route_segment_removal+greedy_insert_repair,native_route_segment_removal+greedy_insert_repair,4751.383167672369,,,,21.935746667000785
G0_ALNS_seed3,E_G0_REAUDIT,ALNS,3,18,2054,route_segment_removal+greedy_insert_repair,native_route_segment_removal+greedy_insert_repair,4715.492626605904,,,,21.963041625000187
G0_ALNS_seed3,E_G0_REAUDIT,ALNS,3,19,2069,route_segment_removal+greedy_insert_repair,native_route_segment_removal+greedy_insert_repair,4665.097854059071,,,,22.055181167001138
