instance,algorithm,algorithm_label,eval,seed_count,mean_best_cost,median_best_cost,q10_best_cost,q90_best_cost
L-main-threeshift-100c-01,GA,GA,1000,10,6664.026857096115,6664.026857096115,6664.026857096115,6664.026857096116
L-main-threeshift-100c-01,GA,GA,1100,10,6664.026857096115,6664.026857096115,6664.026857096115,6664.026857096116
L-main-threeshift-100c-01,GA,GA,1200,10,6664.026857096115,6664.026857096115,6664.026857096115,6664.026857096116
L-main-threeshift-100c-01,GA,GA,1300,10,6664.026857096115,6664.026857096115,6664.026857096115,6664.026857096116
L-main-threeshift-100c-01,GA,GA,1400,10,6664.026857096115,6664.026857096115,6664.026857096115,6664.026857096116
L-main-threeshift-100c-01,GA,GA,1500,10,6664.026857096115,6664.026857096115,6664.026857096115,6664.026857096116
L-main-threeshift-100c-01,GA,GA,1600,10,6664.026857096115,6664.026857096115,6664.026857096115,6664.026857096116
L-main-threeshift-100c-01,GA,GA,1700,10,6664.026857096115,6664.026857096115,6664.026857096115,6664.026857096116
L-main-threeshift-100c-01,GA,GA,1800,10,6664.026857096115,6664.026857096115,6664.026857096115,6664.026857096116
L-main-threeshift-100c-01,GA,GA,1900,10,6664.026857096115,6664.026857096115,6664.026857096115,6664.026857096116
L-main-threeshift-100c-01,GA,GA,2000,10,6664.026857096115,6664.026857096115,6664.026857096115,6664.026857096116
L-main-threeshift-100c-01,GA,GA,2100,10,6664.026857096115,6664.026857096115,6664.026857096115,6664.026857096116
L-main-threeshift-100c-01,GA,GA,2200,10,6664.026857096115,6664.026857096115,6664.026857096115,6664.026857096116
L-main-threeshift-100c-01,GA,GA,2300,10,6664.026857096115,6664.026857096115,6664.026857096115,6664.026857096116
L-main-threeshift-100c-01,GA,GA,2400,10,6664.026857096115,6664.026857096115,6664.026857096115,6664.026857096116
L-main-threeshift-100c-01,GA,GA,2500,10,6664.026857096115,6664.026857096115,6664.026857096115,6664.026857096116
L-main-threeshift-100c-01,GA,GA,2600,10,6664.026857096115,6664.026857096115,6664.026857096115,6664.026857096116
L-main-threeshift-100c-01,GA,GA,2700,10,6664.026857096115,6664.026857096115,6664.026857096115,6664.026857096116
L-main-threeshift-100c-01,GA,GA,2800,10,6664.026857096115,6664.026857096115,6664.026857096115,6664.026857096116
L-main-threeshift-100c-01,GA,GA,2900,10,6664.026857096115,6664.026857096115,6664.026857096115,6664.026857096116
L-main-threeshift-100c-01,GA,GA,3000,10,6664.026857096115,6664.026857096115,6664.026857096115,6664.026857096116
L-main-threeshift-100c-01,GA,GA,3100,10,6664.026857096115,6664.026857096115,6664.026857096115,6664.026857096116
L-main-threeshift-100c-01,GA,GA,3200,10,6664.026857096115,6664.026857096115,6664.026857096115,6664.026857096116
L-main-threeshift-100c-01,GA,GA,3300,10,6664.026857096115,6664.026857096115,6664.026857096115,6664.026857096116
L-main-threeshift-100c-01,GA,GA,3400,10,6664.026857096115,6664.026857096115,6664.026857096115,6664.026857096116
L-main-threeshift-100c-01,GA,GA,3500,10,6664.026857096115,6664.026857096115,6664.026857096115,6664.026857096116
L-main-threeshift-100c-01,GA,GA,3600,10,6664.026857096115,6664.026857096115,6664.026857096115,6664.026857096116
L-main-threeshift-100c-01,GA,GA,3700,10,6664.026857096115,6664.026857096115,6664.026857096115,6664.026857096116
L-main-threeshift-100c-01,GA,GA,3800,10,6664.026857096115,6664.026857096115,6664.026857096115,6664.026857096116
L-main-threeshift-100c-01,GA,GA,3900,10,6664.026857096115,6664.026857096115,6664.026857096115,6664.026857096116
L-main-threeshift-100c-01,GA,GA,4000,10,6664.026857096115,6664.026857096115,6664.026857096115,6664.026857096116
L-main-threeshift-100c-01,PSO,PSO,0,10,7395.190039679995,7395.190039679996,7395.190039679996,7395.190039679996
L-main-threeshift-100c-01,PSO,PSO,100,10,6682.872622957116,6664.026857096116,6664.026857096115,6723.004378765989
L-main-threeshift-100c-01,PSO,PSO,200,10,6664.026857096117,6664.026857096115,6664.026857096115,6664.026857096116
L-main-threeshift-100c-01,PSO,PSO,300,10,6664.026857096117,6664.026857096115,6664.026857096115,6664.026857096116
L-main-threeshift-100c-01,PSO,PSO,400,10,6664.026857096117,6664.026857096115,6664.026857096115,6664.026857096116
L-main-threeshift-100c-01,PSO,PSO,500,10,6664.026857096117,6664.026857096115,6664.026857096115,6664.026857096116
L-main-threeshift-100c-01,PSO,PSO,600,10,6664.026857096117,6664.026857096115,6664.026857096115,6664.026857096116
L-main-threeshift-100c-01,PSO,PSO,700,10,6664.026857096117,6664.026857096115,6664.026857096115,6664.026857096116
L-main-threeshift-100c-01,PSO,PSO,800,10,6664.026857096117,6664.026857096115,6664.026857096115,6664.026857096116
L-main-threeshift-100c-01,PSO,PSO,900,10,6664.026857096117,6664.026857096115,6664.026857096115,6664.026857096116
L-main-threeshift-100c-01,PSO,PSO,1000,10,6664.026857096117,6664.026857096115,6664.026857096115,6664.026857096116
L-main-threeshift-100c-01,PSO,PSO,1100,10,6664.026857096117,6664.026857096115,6664.026857096115,6664.026857096116
L-main-threeshift-100c-01,PSO,PSO,1200,10,6664.026857096117,6664.026857096115,6664.026857096115,6664.026857096116
L-main-threeshift-100c-01,PSO,PSO,1300,10,6664.026857096117,6664.026857096115,6664.026857096115,6664.026857096116
L-main-threeshift-100c-01,PSO,PSO,1400,10,6664.026857096117,6664.026857096115,6664.026857096115,6664.026857096116
L-main-threeshift-100c-01,PSO,PSO,1500,10,6664.026857096117,6664.026857096115,6664.026857096115,6664.026857096116
L-main-threeshift-100c-01,PSO,PSO,1600,10,6664.026857096117,6664.026857096115,6664.026857096115,6664.026857096116
L-main-threeshift-100c-01,PSO,PSO,1700,10,6664.026857096117,6664.026857096115,6664.026857096115,6664.026857096116
L-main-threeshift-100c-01,PSO,PSO,1800,10,6664.026857096117,6664.026857096115,6664.026857096115,6664.026857096116
L-main-threeshift-100c-01,PSO,PSO,1900,10,6664.026857096117,6664.026857096115,6664.026857096115,6664.026857096116
L-main-threeshift-100c-01,PSO,PSO,2000,10,6664.026857096117,6664.026857096115,6664.026857096115,6664.026857096116
L-main-threeshift-100c-01,PSO,PSO,2100,10,6664.026857096117,6664.026857096115,6664.026857096115,6664.026857096116
L-main-threeshift-100c-01,PSO,PSO,2200,10,6662.879486087237,6664.026857096115,6662.879486087235,6664.026857096116
L-main-threeshift-100c-01,PSO,PSO,2300,10,6654.266872778903,6664.026857096115,6653.423375657794,6664.026857096116
L-main-threeshift-100c-01,PSO,PSO,2400,10,6654.266872778903,6664.026857096115,6653.423375657794,6664.026857096116
L-main-threeshift-100c-01,PSO,PSO,2500,10,6654.266872778903,6664.026857096115,6653.423375657794,6664.026857096116
L-main-threeshift-100c-01,PSO,PSO,2600,10,6650.222622214309,6664.026857096115,6617.974054837685,6664.026857096115
L-main-threeshift-100c-01,PSO,PSO,2700,10,6645.189034037186,6664.026857096115,6572.6717612435905,6664.026857096115
L-main-threeshift-100c-01,PSO,PSO,2800,10,6642.9129508316955,6664.026857096115,6572.6717612435905,6664.026857096115
L-main-threeshift-100c-01,PSO,PSO,2900,10,6639.129589996031,6660.068097394624,6572.6717612435905,6664.026857096115
L-main-threeshift-100c-01,PSO,PSO,3000,10,6639.129589996031,6660.068097394624,6572.6717612435905,6664.026857096115
L-main-threeshift-100c-01,PSO,PSO,3100,10,6636.616994842906,6652.087522253325,6572.6717612435905,6664.026857096115
L-main-threeshift-100c-01,PSO,PSO,3200,10,6636.279387359876,6652.087522253325,6572.6717612435905,6664.026857096115
L-main-threeshift-100c-01,PSO,PSO,3300,10,6636.279387359876,6652.087522253325,6572.6717612435905,6664.026857096115
L-main-threeshift-100c-01,PSO,PSO,3400,10,6636.279387359876,6652.087522253325,6572.6717612435905,6664.026857096115
L-main-threeshift-100c-01,PSO,PSO,3500,10,6626.892072076039,6634.357544004181,6572.6717612435905,6664.026857096115
L-main-threeshift-100c-01,PSO,PSO,3600,10,6626.892072076039,6634.357544004181,6572.6717612435905,6664.026857096115
L-main-threeshift-100c-01,PSO,PSO,3700,10,6626.892072076039,6634.357544004181,6572.6717612435905,6664.026857096115
L-main-threeshift-100c-01,PSO,PSO,3800,10,6623.12325487906,6634.357544004181,6568.166426406327,6664.026857096115
L-main-threeshift-100c-01,PSO,PSO,3900,10,6623.12325487906,6634.357544004181,6568.166426406327,6664.026857096115
L-main-threeshift-100c-01,PSO,PSO,4000,10,6623.12325487906,6634.357544004181,6568.166426406327,6664.026857096115
L-main-threeshift-100c-01,VNS,VNS,0,10,7395.190039679995,7395.190039679996,7395.190039679996,7395.190039679996
L-main-threeshift-100c-01,VNS,VNS,100,10,6664.026857096115,6664.026857096115,6664.026857096115,6664.026857096116
L-main-threeshift-100c-01,VNS,VNS,200,10,6662.488713231772,6664.026857096115,6662.488713231772,6664.026857096116
L-main-threeshift-100c-01,VNS,VNS,300,10,6662.488713231772,6664.026857096115,6662.488713231772,6664.026857096116
L-main-threeshift-100c-01,VNS,VNS,400,10,6656.124181552785,6664.026857096115,6644.778119803733,6664.026857096116
L-main-threeshift-100c-01,VNS,VNS,500,10,6656.124181552785,6664.026857096115,6644.778119803733,6664.026857096116
L-main-threeshift-100c-01,VNS,VNS,600,10,6656.124181552785,6664.026857096115,6644.778119803733,6664.026857096116
L-main-threeshift-100c-01,VNS,VNS,700,10,6631.4977478254095,6664.026857096115,6547.342484385277,6664.026857096116
L-main-threeshift-100c-01,VNS,VNS,800,10,6627.681244841902,6664.026857096115,6523.7475637874,6664.026857096116
L-main-threeshift-100c-01,VNS,VNS,900,10,6625.798511321227,6656.720347372555,6523.7475637874,6664.026857096116
L-main-threeshift-100c-01,VNS,VNS,1000,10,6623.895957344922,6650.728011080673,6523.7475637874,6664.026857096115
L-main-threeshift-100c-01,VNS,VNS,1100,10,6611.068752933764,6650.259993468182,6517.063753277018,6664.026857096115
L-main-threeshift-100c-01,VNS,VNS,1200,10,6611.068752933764,6650.259993468182,6517.063753277018,6664.026857096115
L-main-threeshift-100c-01,VNS,VNS,1300,10,6611.068752933764,6650.259993468182,6517.063753277018,6664.026857096115
L-main-threeshift-100c-01,VNS,VNS,1400,10,6606.537733033731,6650.259993468182,6512.532733376986,6664.026857096115
L-main-threeshift-100c-01,VNS,VNS,1500,10,6597.512428798573,6615.847919943173,6512.532733376986,6660.233972912449
L-main-threeshift-100c-01,VNS,VNS,1600,10,6594.3106582059045,6615.847919943173,6512.532733376986,6655.948056776625
L-main-threeshift-100c-01,VNS,VNS,1700,10,6564.857530107224,6610.45356305036,6453.453388994771,6655.948056776625
L-main-threeshift-100c-01,VNS,VNS,1800,10,6549.70961140034,6610.153738195517,6370.538791507213,6655.948056776625
L-main-threeshift-100c-01,VNS,VNS,1900,10,6539.83208098511,6588.334480591578,6340.698857391671,6646.4824397334005
L-main-threeshift-100c-01,VNS,VNS,2000,10,6539.83208098511,6588.334480591578,6340.698857391671,6646.4824397334005
L-main-threeshift-100c-01,VNS,VNS,2100,10,6539.83208098511,6588.334480591578,6340.698857391671,6646.4824397334005
L-main-threeshift-100c-01,VNS,VNS,2200,10,6539.83208098511,6588.334480591578,6340.698857391671,6646.4824397334005
L-main-threeshift-100c-01,VNS,VNS,2300,10,6536.829712801468,6573.503945905718,6340.698857391671,6646.4824397334005
L-main-threeshift-100c-01,VNS,VNS,2400,10,6536.829712801468,6573.503945905718,6340.698857391671,6646.4824397334005
L-main-threeshift-100c-01,VNS,VNS,2500,10,6536.829712801468,6573.503945905718,6340.698857391671,6646.4824397334005
L-main-threeshift-100c-01,VNS,VNS,2600,10,6513.528130383812,6543.496882931947,6323.501694764573,6646.4824397334005
L-main-threeshift-100c-01,VNS,VNS,2700,10,6501.8688699574695,6543.496882931947,6311.842434338229,6646.4824397334005
L-main-threeshift-100c-01,VNS,VNS,2800,10,6501.8688699574695,6543.496882931947,6311.842434338229,6646.4824397334005
L-main-threeshift-100c-01,VNS,VNS,2900,10,6490.239461611545,6520.164686502636,6311.842434338229,6646.4824397334005
L-main-threeshift-100c-01,VNS,VNS,3000,10,6490.239461611545,6520.164686502636,6311.842434338229,6646.4824397334005
L-main-threeshift-100c-01,VNS,VNS,3100,10,6490.239461611545,6520.164686502636,6311.842434338229,6646.4824397334005
L-main-threeshift-100c-01,VNS,VNS,3200,10,6490.239461611545,6520.164686502636,6311.842434338229,6646.4824397334005
L-main-threeshift-100c-01,VNS,VNS,3300,10,6489.5415249327625,6516.675003108723,6311.842434338229,6646.4824397334005
L-main-threeshift-100c-01,VNS,VNS,3400,10,6482.050056912761,6516.675003108723,6311.842434338229,6646.4824397334005
L-main-threeshift-100c-01,VNS,VNS,3500,10,6479.1303840583605,6516.675003108723,6311.842434338229,6646.4824397334005
L-main-threeshift-100c-01,VNS,VNS,3600,10,6478.898176547286,6515.513965553346,6311.842434338229,6646.4824397334005
L-main-threeshift-100c-01,VNS,VNS,3700,10,6472.345379309022,6515.513965553346,6262.767968388351,6646.4824397334005
L-main-threeshift-100c-01,VNS,VNS,3800,10,6469.865014733884,6515.513965553346,6260.287603813213,6646.4824397334005
L-main-threeshift-100c-01,VNS,VNS,3900,10,6467.325961045602,6515.513965553346,6260.287603813213,6639.968245463476
L-main-threeshift-100c-01,VNS,VNS,4000,10,6451.988081068782,6473.848340841463,6260.287603813213,6639.968245463476
L-main-threeshift-100c-01,ACO,ACO,0,10,7395.190039679995,7395.190039679996,7395.190039679996,7395.190039679996
L-main-threeshift-100c-01,ACO,ACO,100,10,7395.190039679995,7395.190039679996,7395.190039679996,7395.190039679996
L-main-threeshift-100c-01,ACO,ACO,200,10,7395.190039679995,7395.190039679996,7395.190039679996,7395.190039679996
L-main-threeshift-100c-01,ACO,ACO,300,10,7376.625137481433,7395.190039679996,7376.625137481434,7395.190039679996
L-main-threeshift-100c-01,ACO,ACO,400,10,7237.044849788265,7240.263546692153,7155.895643157364,7332.775202430661
L-main-threeshift-100c-01,ACO,ACO,500,10,7087.179507123694,7121.754774445844,6923.507662001205,7233.4790918954
L-main-threeshift-100c-01,ACO,ACO,600,10,7035.265940579203,7039.448119264527,6923.507662001205,7176.387784460936
L-main-threeshift-100c-01,ACO,ACO,700,10,6986.688337796327,7003.395522828705,6779.789118250829,7169.667723367798
L-main-threeshift-100c-01,ACO,ACO,800,10,6966.28613732178,6957.378615651283,6779.789118250829,7091.779784222809
L-main-threeshift-100c-01,ACO,ACO,900,10,6928.459702716615,6902.214244131105,6779.789118250829,7091.779784222809
L-main-threeshift-100c-01,ACO,ACO,1000,10,6920.026762155641,6901.224519807543,6779.789118250829,7089.934746852327
L-main-threeshift-100c-01,ACO,ACO,1100,10,6891.809762743595,6881.513403751402,6779.789118250829,6973.9095581460815
L-main-threeshift-100c-01,ACO,ACO,1200,10,6890.685362757247,6881.513403751402,6779.789118250829,6973.846278451955
L-main-threeshift-100c-01,ACO,ACO,1300,10,6890.685362757247,6881.513403751402,6779.789118250829,6973.846278451955
L-main-threeshift-100c-01,ACO,ACO,1400,10,6878.096877024174,6881.513403751402,6779.789118250829,6961.257792718882
L-main-threeshift-100c-01,ACO,ACO,1500,10,6869.798056115602,6881.513403751402,6779.789118250829,6943.930808217673
L-main-threeshift-100c-01,ACO,ACO,1600,10,6842.7318083451855,6861.636360019871,6742.7526038655515,6929.677340455781
L-main-threeshift-100c-01,ACO,ACO,1700,10,6826.43575272618,6861.636360019871,6683.490453713247,6929.677340455781
L-main-threeshift-100c-01,ACO,ACO,1800,10,6810.2757645186475,6827.180584422497,6683.490453713247,6904.273571362817
L-main-threeshift-100c-01,ACO,ACO,1900,10,6809.382195124972,6827.180584422497,6683.490453713247,6904.273571362817
L-main-threeshift-100c-01,ACO,ACO,2000,10,6798.9613593827435,6820.88405474635,6683.490453713247,6897.049437781548
L-main-threeshift-100c-01,ACO,ACO,2100,10,6783.217740043106,6820.88405474635,6582.397257220018,6894.996664516401
L-main-threeshift-100c-01,ACO,ACO,2200,10,6783.217740043106,6820.88405474635,6582.397257220018,6894.996664516401
L-main-threeshift-100c-01,ACO,ACO,2300,10,6772.257890486301,6815.085180688513,6582.397257220018,6856.221489532127
L-main-threeshift-100c-01,ACO,ACO,2400,10,6772.086472493807,6815.085180688513,6582.397257220018,6856.221489532127
L-main-threeshift-100c-01,ACO,ACO,2500,10,6762.790250152834,6800.635696645388,6582.397257220018,6856.221489532127
L-main-threeshift-100c-01,ACO,ACO,2600,10,6737.645253164755,6749.093887116283,6582.397257220018,6821.127782269388
L-main-threeshift-100c-01,ACO,ACO,2700,10,6709.142714751661,6721.222239865029,6582.397257220018,6821.127782269388
L-main-threeshift-100c-01,ACO,ACO,2800,10,6706.9425656289195,6721.222239865029,6582.397257220018,6821.127782269388
L-main-threeshift-100c-01,ACO,ACO,2900,10,6700.917084231565,6697.487214600562,6582.397257220018,6821.127782269388
L-main-threeshift-100c-01,ACO,ACO,3000,10,6700.917084231565,6697.487214600562,6582.397257220018,6821.127782269388
L-main-threeshift-100c-01,ACO,ACO,3100,10,6676.336234081286,6697.170656606985,6459.131015864063,6821.127782269388
L-main-threeshift-100c-01,ACO,ACO,3200,10,6667.722884177366,6697.170656606985,6459.131015864063,6808.015072582445
L-main-threeshift-100c-01,ACO,ACO,3300,10,6667.722884177366,6697.170656606985,6459.131015864063,6808.015072582445
L-main-threeshift-100c-01,ACO,ACO,3400,10,6653.661860072905,6693.159773914151,6459.131015864063,6779.829920031661
L-main-threeshift-100c-01,ACO,ACO,3500,10,6640.5354878705275,6655.901370199334,6459.131015864063,6779.829920031661
L-main-threeshift-100c-01,ACO,ACO,3600,10,6636.481095182268,6647.023952817688,6459.131015864063,6779.829920031661
L-main-threeshift-100c-01,ACO,ACO,3700,10,6634.380019391047,6647.023952817688,6459.131015864063,6777.72884424044
L-main-threeshift-100c-01,ACO,ACO,3800,10,6629.894220532947,6647.023952817688,6459.131015864063,6777.72884424044
L-main-threeshift-100c-01,ACO,ACO,3900,10,6618.183000267386,6647.023952817688,6447.419795598501,6777.72884424044
L-main-threeshift-100c-01,ACO,ACO,4000,10,6618.183000267386,6647.023952817688,6447.419795598501,6777.72884424044
L-main-threeshift-100c-01,GA-VNS,GA-VNS,0,10,7395.190039679995,7395.190039679996,7395.190039679996,7395.190039679996
L-main-threeshift-100c-01,GA-VNS,GA-VNS,100,10,6664.026857096115,6664.026857096115,6664.026857096115,6664.026857096116
L-main-threeshift-100c-01,GA-VNS,GA-VNS,200,10,6664.026857096115,6664.026857096115,6664.026857096115,6664.026857096116
L-main-threeshift-100c-01,GA-VNS,GA-VNS,300,10,6664.026857096115,6664.026857096115,6664.026857096115,6664.026857096116
L-main-threeshift-100c-01,GA-VNS,GA-VNS,400,10,6662.5164242217415,6664.026857096115,6662.5164242217415,6664.026857096116
L-main-threeshift-100c-01,GA-VNS,GA-VNS,500,10,6662.5164242217415,6664.026857096115,6662.5164242217415,6664.026857096116
L-main-threeshift-100c-01,GA-VNS,GA-VNS,600,10,6662.5164242217415,6664.026857096115,6662.5164242217415,6664.026857096116
L-main-threeshift-100c-01,GA-VNS,GA-VNS,700,10,6635.915024690528,6664.026857096115,6608.5634984983735,6664.026857096116
L-main-threeshift-100c-01,GA-VNS,GA-VNS,800,10,6625.654776082391,6664.026857096115,6574.037790866761,6664.026857096116
L-main-threeshift-100c-01,GA-VNS,GA-VNS,900,10,6613.635942231313,6657.218627133954,6495.21245887139,6664.026857096116
L-main-threeshift-100c-01,GA-VNS,GA-VNS,1000,10,6608.561323506037,6657.218627133954,6495.21245887139,6664.026857096116
L-main-threeshift-100c-01,GA-VNS,GA-VNS,1100,10,6595.7394180834835,6640.123923263858,6495.21245887139,6664.026857096115
L-main-threeshift-100c-01,GA-VNS,GA-VNS,1200,10,6595.7394180834835,6640.123923263858,6495.21245887139,6664.026857096115
L-main-threeshift-100c-01,GA-VNS,GA-VNS,1300,10,6595.7394180834835,6640.123923263858,6495.21245887139,6664.026857096115
L-main-threeshift-100c-01,GA-VNS,GA-VNS,1400,10,6592.424430531018,6623.548985501525,6495.21245887139,6664.026857096115
L-main-threeshift-100c-01,GA-VNS,GA-VNS,1500,10,6590.388822863561,6623.548985501525,6495.21245887139,6664.026857096115
L-main-threeshift-100c-01,GA-VNS,GA-VNS,1600,10,6590.388822863561,6623.548985501525,6495.21245887139,6664.026857096115
L-main-threeshift-100c-01,GA-VNS,GA-VNS,1700,10,6578.707369067468,6605.619588115655,6495.21245887139,6645.706388089006
L-main-threeshift-100c-01,GA-VNS,GA-VNS,1800,10,6578.707369067468,6605.619588115655,6495.21245887139,6645.706388089006
L-main-threeshift-100c-01,GA-VNS,GA-VNS,1900,10,6578.707369067468,6605.619588115655,6495.21245887139,6645.706388089006
L-main-threeshift-100c-01,GA-VNS,GA-VNS,2000,10,6552.921222110263,6584.75087969655,6416.004685454795,6631.220782462486
L-main-threeshift-100c-01,GA-VNS,GA-VNS,2100,10,6538.333440276416,6550.024557685919,6416.004685454795,6619.901547524569
L-main-threeshift-100c-01,GA-VNS,GA-VNS,2200,10,6538.333440276416,6550.024557685919,6416.004685454795,6619.901547524569
L-main-threeshift-100c-01,GA-VNS,GA-VNS,2300,10,6538.333440276416,6550.024557685919,6416.004685454795,6619.901547524569
L-main-threeshift-100c-01,GA-VNS,GA-VNS,2400,10,6538.333440276416,6550.024557685919,6416.004685454795,6619.901547524569
L-main-threeshift-100c-01,GA-VNS,GA-VNS,2500,10,6538.333440276416,6550.024557685919,6416.004685454795,6619.901547524569
L-main-threeshift-100c-01,GA-VNS,GA-VNS,2600,10,6523.61051096237,6519.849826320484,6416.004685454795,6607.10690857023
L-main-threeshift-100c-01,GA-VNS,GA-VNS,2700,10,6519.160926843591,6519.849826320484,6416.004685454795,6606.460454367373
L-main-threeshift-100c-01,GA-VNS,GA-VNS,2800,10,6519.160926843591,6519.849826320484,6416.004685454795,6606.460454367373
L-main-threeshift-100c-01,GA-VNS,GA-VNS,2900,10,6519.160926843591,6519.849826320484,6416.004685454795,6606.460454367373
L-main-threeshift-100c-01,GA-VNS,GA-VNS,3000,10,6519.160926843591,6519.849826320484,6416.004685454795,6606.460454367373
L-main-threeshift-100c-01,GA-VNS,GA-VNS,3100,10,6519.160926843591,6519.849826320484,6416.004685454795,6606.460454367373
L-main-threeshift-100c-01,GA-VNS,GA-VNS,3200,10,6519.160926843591,6519.849826320484,6416.004685454795,6606.460454367373
L-main-threeshift-100c-01,GA-VNS,GA-VNS,3300,10,6519.160926843591,6519.849826320484,6416.004685454795,6606.460454367373
L-main-threeshift-100c-01,GA-VNS,GA-VNS,3400,10,6518.391830988719,6519.849826320484,6416.004685454795,6599.538591673525
L-main-threeshift-100c-01,GA-VNS,GA-VNS,3500,10,6518.391830988719,6519.849826320484,6416.004685454795,6599.538591673525
L-main-threeshift-100c-01,GA-VNS,GA-VNS,3600,10,6518.391830988719,6519.849826320484,6416.004685454795,6599.538591673525
L-main-threeshift-100c-01,GA-VNS,GA-VNS,3700,10,6511.909827202644,6519.849826320484,6416.004685454795,6599.538591673525
L-main-threeshift-100c-01,GA-VNS,GA-VNS,3800,10,6502.09600834874,6500.166668525742,6416.004685454795,6599.538591673525
L-main-threeshift-100c-01,GA-VNS,GA-VNS,3900,10,6502.09600834874,6500.166668525742,6416.004685454795,6599.538591673525
L-main-threeshift-100c-01,GA-VNS,GA-VNS,4000,10,6502.09600834874,6500.166668525742,6416.004685454795,6599.538591673525
L-main-threeshift-100c-01,LNS,LNS,0,10,7395.190039679995,7395.190039679996,7395.190039679996,7395.190039679996
L-main-threeshift-100c-01,LNS,LNS,100,10,6230.781128877365,6104.922717451553,5858.861489723313,6646.528601909636
L-main-threeshift-100c-01,LNS,LNS,200,10,6204.6769960937545,6104.922717451553,5811.756932431404,6646.528601909636
L-main-threeshift-100c-01,LNS,LNS,300,10,6181.285237071437,6084.281796510102,5728.695760939121,6646.528601909636
L-main-threeshift-100c-01,LNS,LNS,400,10,6181.285237071437,6084.281796510102,5728.695760939121,6646.528601909636
L-main-threeshift-100c-01,LNS,LNS,500,10,6149.163472654463,6084.281796510102,5728.695760939121,6646.528601909636
L-main-threeshift-100c-01,LNS,LNS,600,10,6138.788558463182,6060.209237062423,5728.695760939121,6646.528601909636
L-main-threeshift-100c-01,LNS,LNS,700,10,6137.181243789189,6060.209237062423,5728.695760939121,6632.0627698436965
L-main-threeshift-100c-01,LNS,LNS,800,10,6132.20857859617,6060.209237062423,5727.343420536718,6632.0627698436965
L-main-threeshift-100c-01,LNS,LNS,900,10,6121.912260181064,6023.560059997041,5724.376937534688,6632.0627698436965
L-main-threeshift-100c-01,LNS,LNS,1000,10,6117.196645416387,6015.144304199059,5724.376937534688,6632.0627698436965
L-main-threeshift-100c-01,LNS,LNS,1100,10,6115.941286196382,6015.144304199059,5723.1215783146845,6632.0627698436965
L-main-threeshift-100c-01,LNS,LNS,1200,10,6106.406652422064,6015.144304199059,5654.116516101874,6632.0627698436965
L-main-threeshift-100c-01,LNS,LNS,1300,10,6106.205652124622,6015.144304199059,5652.307513424897,6632.0627698436965
L-main-threeshift-100c-01,LNS,LNS,1400,10,6106.205652124622,6015.144304199059,5652.307513424897,6632.0627698436965
L-main-threeshift-100c-01,LNS,LNS,1500,10,6104.733417950131,6015.144304199059,5639.057405854474,6632.0627698436965
L-main-threeshift-100c-01,LNS,LNS,1600,10,6103.1258872973685,6015.144304199059,5630.659773356032,6632.0627698436965
L-main-threeshift-100c-01,LNS,LNS,1700,10,6097.578111103209,6015.144304199059,5630.659773356032,6632.0627698436965
L-main-threeshift-100c-01,LNS,LNS,1800,10,6080.2675705721485,5962.610980340996,5627.113045743198,6632.0627698436965
L-main-threeshift-100c-01,LNS,LNS,1900,10,6080.2675705721485,5962.610980340996,5627.113045743198,6632.0627698436965
L-main-threeshift-100c-01,LNS,LNS,2000,10,6068.106196855419,5911.093317761119,5622.3771250399,6632.0627698436965
L-main-threeshift-100c-01,LNS,LNS,2100,10,5856.032254365045,5774.535774957654,5603.624772580166,6244.047688369118
L-main-threeshift-100c-01,LNS,LNS,2200,10,5826.588105739093,5747.777152103643,5545.276377962672,6244.047688369118
L-main-threeshift-100c-01,LNS,LNS,2300,10,5819.586265160067,5737.87127946998,5542.549268602422,6242.5154854406
L-main-threeshift-100c-01,LNS,LNS,2400,10,5810.5504328885845,5737.87127946998,5521.649014414741,6242.5154854406
L-main-threeshift-100c-01,LNS,LNS,2500,10,5799.429116219896,5723.930840633164,5478.251475379722,6242.5154854406
L-main-threeshift-100c-01,LNS,LNS,2600,10,5791.487123337289,5723.886465094512,5461.123967504104,6242.5154854406
L-main-threeshift-100c-01,LNS,LNS,2700,10,5776.959815158543,5698.4973847463825,5461.123967504104,6242.5154854406
L-main-threeshift-100c-01,LNS,LNS,2800,10,5761.797413469073,5661.328742973548,5461.123967504104,6242.5154854406
L-main-threeshift-100c-01,LNS,LNS,2900,10,5759.20532392691,5661.328742973548,5461.123967504104,6242.5154854406
L-main-threeshift-100c-01,LNS,LNS,3000,10,5753.232561645762,5644.792241699397,5461.123967504104,6242.5154854406
L-main-threeshift-100c-01,LNS,LNS,3100,10,5687.157044668561,5644.792241699397,5407.511622731857,5915.210369772038
L-main-threeshift-100c-01,LNS,LNS,3200,10,5642.858553533649,5599.297033305046,5369.030381128764,5872.999169472896
L-main-threeshift-100c-01,LNS,LNS,3300,10,5632.21722337645,5599.297033305046,5369.030381128764,5861.775878082766
L-main-threeshift-100c-01,LNS,LNS,3400,10,5623.806958154938,5598.129646191666,5350.268379023429,5860.869187409024
L-main-threeshift-100c-01,LNS,LNS,3500,10,5601.67657474133,5533.655418461833,5335.848950941408,5860.869187409024
L-main-threeshift-100c-01,LNS,LNS,3600,10,5588.850864269121,5527.097047873884,5326.885985491166,5858.844760454025
