stage,algorithm,policy_mode,bundle,bundle_dir,seed,scale,status,health_status,myopic_dynamic_cost,heuristic_dynamic_cost,myopic_static_revealed_cost,heuristic_static_revealed_cost,myopic_information_cost,heuristic_information_cost,myopic_information_cost_pct,heuristic_information_cost_pct,information_cost_reduction,information_cost_reduction_pct_of_myopic,dynamic_cost_delta,static_cost_delta,policy_deferred_total,policy_defer_stage_count,policy_trace_stage_count,trigger_count,event_count,actual_evals,elapsed_seconds,payload_path
action_sanity,track20_reserve_defer_heuristic,reserve_capacity,E-UK25_02__curric_d2_s3_seed2_24h,models/data_bundle/generated_instances/E-UK25_02__curric_d2_s3_seed2_24h,901,25,OK,HEALTHY,794.5514248987854,858.029978411904,614.5853222055247,614.5853222055247,179.96610269326072,243.44465620637936,29.282525337153743,39.61120570415584,-63.47855351311864,-35.272505523617006,63.47855351311864,0.0,6,2,3,3,5,8000,116.40722649986856,solver\reports\dr_alns_ppo_v3\final_track23\stage_d_track20_reserve_capacity\track20_payloads\E-UK25_02__curric_d2_s3_seed2_24h_seed901_heuristic.json
action_sanity,track20_reserve_defer_heuristic,reserve_capacity,E-UK25_02__curric_d2_s3_seed2_24h,models/data_bundle/generated_instances/E-UK25_02__curric_d2_s3_seed2_24h,902,25,OK,HEALTHY,719.9638882862805,821.5040000266428,589.3236072187751,589.3236072187751,130.64028106750538,232.18039280786763,22.16783435573584,39.39777568110811,-101.54011174036225,-77.72496423816916,101.54011174036225,0.0,6,2,3,3,5,8000,162.53791849990375,solver\reports\dr_alns_ppo_v3\final_track23\stage_d_track20_reserve_capacity\track20_payloads\E-UK25_02__curric_d2_s3_seed2_24h_seed902_heuristic.json
action_sanity,track20_reserve_defer_heuristic,reserve_capacity,E-UK25_02__curric_d2_s3_seed2_24h,models/data_bundle/generated_instances/E-UK25_02__curric_d2_s3_seed2_24h,903,25,OK,HEALTHY,936.5365446028095,914.3847719946997,650.221519138286,641.1377549817577,286.3150254645235,273.247017012942,44.03345891165921,42.619080671784296,13.068008451581477,4.564206307503305,-22.15177260810981,-9.083764156528332,9,3,4,4,5,10000,134.40846710000187,solver\reports\dr_alns_ppo_v3\final_track23\stage_d_track20_reserve_capacity\track20_payloads\E-UK25_02__curric_d2_s3_seed2_24h_seed903_heuristic.json
action_sanity,track20_reserve_defer_heuristic,reserve_capacity,E-UK25_02__curric_d2_s3_seed2_24h,models/data_bundle/generated_instances/E-UK25_02__curric_d2_s3_seed2_24h,904,25,OK,HEALTHY,1036.5338472285594,1154.2346632079928,675.1320820301661,677.4129511302037,361.40176519839326,476.821712077789,53.53052755419867,70.38863241133109,-115.41994687939575,-31.936741320573077,117.7008159794334,2.2808691000376484,8,3,5,5,5,12000,153.74989460012875,solver\reports\dr_alns_ppo_v3\final_track23\stage_d_track20_reserve_capacity\track20_payloads\E-UK25_02__curric_d2_s3_seed2_24h_seed904_heuristic.json
action_sanity,track20_reserve_defer_heuristic,reserve_capacity,E-UK25_02__curric_d2_s3_seed2_24h,models/data_bundle/generated_instances/E-UK25_02__curric_d2_s3_seed2_24h,905,25,OK,HEALTHY,893.4851640294709,976.8677429088216,719.3358437856873,696.9793114671392,174.14932024378356,279.8884314416824,24.20973760007267,40.15735142159646,-105.73911119789886,-60.71749866716654,83.38257887935072,-22.356532318548147,7,3,4,4,5,10000,138.2643093999941,solver\reports\dr_alns_ppo_v3\final_track23\stage_d_track20_reserve_capacity\track20_payloads\E-UK25_02__curric_d2_s3_seed2_24h_seed905_heuristic.json
action_sanity,track20_reserve_defer_heuristic,reserve_capacity,E-UK25_02__curric_d2_s3_seed2_24h,models/data_bundle/generated_instances/E-UK25_02__curric_d2_s3_seed2_24h,906,25,OK,HEALTHY,1054.6376803813441,1006.2212506892524,666.1042158099935,666.1042158099935,388.5334645713506,340.1170348792589,58.32923067434539,51.06063387778909,48.4164296920917,12.461328072604276,-48.4164296920917,0.0,8,3,4,4,5,10000,129.98363969987258,solver\reports\dr_alns_ppo_v3\final_track23\stage_d_track20_reserve_capacity\track20_payloads\E-UK25_02__curric_d2_s3_seed2_24h_seed906_heuristic.json
action_sanity,track20_reserve_defer_heuristic,reserve_capacity,E-UK25_02__curric_d2_s3_seed2_24h,models/data_bundle/generated_instances/E-UK25_02__curric_d2_s3_seed2_24h,907,25,OK,HEALTHY,914.702878954945,952.9361872314925,680.6599397766026,680.6599397766026,234.0429391783424,272.2762474548898,34.384708942200554,40.00180288915678,-38.233308276547405,-16.336022958339857,38.233308276547405,0.0,7,2,3,3,5,8000,96.74038059986196,solver\reports\dr_alns_ppo_v3\final_track23\stage_d_track20_reserve_capacity\track20_payloads\E-UK25_02__curric_d2_s3_seed2_24h_seed907_heuristic.json
action_sanity,track20_reserve_defer_heuristic,reserve_capacity,E-UK25_02__curric_d2_s3_seed2_24h,models/data_bundle/generated_instances/E-UK25_02__curric_d2_s3_seed2_24h,908,25,OK,HEALTHY,851.717379658279,993.2135489395913,689.8421928388173,689.8421928388173,161.87518681946176,303.37135610077405,23.46553871303783,43.97692099005276,-141.4961692813123,-87.41066006559855,141.4961692813123,0.0,8,3,4,4,5,10000,111.57736580003984,solver\reports\dr_alns_ppo_v3\final_track23\stage_d_track20_reserve_capacity\track20_payloads\E-UK25_02__curric_d2_s3_seed2_24h_seed908_heuristic.json
action_sanity,track20_reserve_defer_heuristic,reserve_capacity,E-UK25_02__curric_d2_s3_seed2_24h,models/data_bundle/generated_instances/E-UK25_02__curric_d2_s3_seed2_24h,909,25,OK,HEALTHY,1049.082450591484,1121.025547292021,695.075941374073,735.925794640694,354.0065092174111,385.099752651327,50.93062328090182,52.32861185948059,-31.09324343391586,-8.783240597087474,71.9430967005369,40.84985326662104,8,3,4,4,5,10000,153.15881039993837,solver\reports\dr_alns_ppo_v3\final_track23\stage_d_track20_reserve_capacity\track20_payloads\E-UK25_02__curric_d2_s3_seed2_24h_seed909_heuristic.json
action_sanity,track20_reserve_defer_heuristic,reserve_capacity,E-UK25_02__curric_d2_s3_seed2_24h,models/data_bundle/generated_instances/E-UK25_02__curric_d2_s3_seed2_24h,910,25,OK,HEALTHY,929.0334473040164,848.1631983005011,669.5924275474581,669.5924275474581,259.44101975655826,178.570770753043,38.74611018329805,26.668576794857284,80.87024900351526,31.170957113643162,-80.87024900351526,0.0,7,2,3,3,5,8000,110.71259690006264,solver\reports\dr_alns_ppo_v3\final_track23\stage_d_track20_reserve_capacity\track20_payloads\E-UK25_02__curric_d2_s3_seed2_24h_seed910_heuristic.json
