bundle,seed,regression_status,baseline_payload_path,callback_payload_path,baseline_dynamic_cost,baseline_static_revealed_cost,baseline_information_cost,baseline_information_cost_pct,callback_dynamic_cost,callback_static_revealed_cost,callback_information_cost,callback_information_cost_pct,dynamic_cost_delta,static_revealed_cost_delta,information_cost_delta,information_cost_pct_delta
E-UK25_02__curric_d2_s3_seed2_24h,901,PASS,solver\reports\dr_alns_ppo_v3\final_track23\stage_d_track18\track18_payloads\E-UK25_02__curric_d2_s3_seed2_24h_seed901.json,solver\reports\dr_alns_ppo_v3\final_track23\stage_d_track20_reserve_capacity\track20_payloads\E-UK25_02__curric_d2_s3_seed2_24h_seed901_myopic_callback.json,794.5514248987854,614.5853222055247,179.96610269326072,29.282525337153743,794.5514248987854,614.5853222055247,179.96610269326072,29.282525337153743,0.0,0.0,0.0,0.0
