instance_id,seed,capacity_kwh,approximation,curve_id,source_unit,source_unit_sha256,route_hash,action_hash,drive_time_minutes,enroute_charge_time_minutes,montoya_time_metric_minutes,pl_montoya_time_metric_minutes,own_minus_pl_minutes,own_minus_pl_percent,comparison_to_pl
cn-prd-100c-02-V2-LOCATIONS,1,16.0,L1,M17_L1_FIRST_SEGMENT_LINEAR,cn-prd-100c-02-V2-LOCATIONS__seed1__B16__L1.json,e0ad43386a5e002d85da4b648f52dc186c659f0e12a890aa193ff9334a62eb3e,56672eee8bc817ca667e3dfd1df169c3bbaa1d28055bfe3face06cbe8470af59,610a4c912e270006a4e2358cdfbaee1c2f26296622ebfcbcfa4a14bb4e1435e7,1178.725,72.17249354134351,1250.8974935413435,1254.2890435440918,-3.3915500027483176,-0.2703962073339354,BETTER
cn-prd-100c-02-V2-LOCATIONS,1,16.0,L2,M17_L2_ENDPOINT_LINEAR,cn-prd-100c-02-V2-LOCATIONS__seed1__B16__L2.json,5d7ffb0ebad614a538dd1ffe760116dab8bdbdcf923390835c036ec10e75eddf,56672eee8bc817ca667e3dfd1df169c3bbaa1d28055bfe3face06cbe8470af59,c4978631489d96a8a2545d29a86e7f58039bcfc34e141d0c73c14cf23dd38bdb,1178.725,99.9356221052313,1278.6606221052311,1254.2890435440918,24.37157856113936,1.9430591925028347,WORSE
cn-prd-100c-02-V2-LOCATIONS,1,16.0,PL,M17_22KW_NORMAL_PWL,cn-prd-100c-02-V2-LOCATIONS__seed1__B16__PL.json,6538a63720100f9c1eaca7c28bd0250a325a0b9ca7ea289fe56d1d07d1cf2c92,56672eee8bc817ca667e3dfd1df169c3bbaa1d28055bfe3face06cbe8470af59,e84d1c42fdf62bb7e8479b26eb442fe7e6045af654a3abfea608e48fcc73c53f,1178.725,75.56404354409192,1254.2890435440918,1254.2890435440918,0.0,0.0,TIE
cn-prd-100c-02-V2-LOCATIONS,1,20.0,L1,M17_L1_FIRST_SEGMENT_LINEAR,cn-prd-100c-02-V2-LOCATIONS__seed1__B20__L1.json,855ad36caba1e134d7158811c343ea03229bfacbcc855150d3ae43adf00d0f92,2d7ac15a830dea0f4743d4af5f516d25d865536caed3014f3de78eb6caedfaf7,2998693e662d9c85ba1c59fe320c806ee1f2b7f4290e7aec0be8e67b00f0b096,1165.4350000000002,53.3299044364355,1218.7649044364357,1218.7649044364357,0.0,0.0,TIE
cn-prd-100c-02-V2-LOCATIONS,1,20.0,L2,M17_L2_ENDPOINT_LINEAR,cn-prd-100c-02-V2-LOCATIONS__seed1__B20__L2.json,e171cb5af62e8c3d922c2f91e0441cc42f2eb7a5bc4ea1cb8dd34d90001fbd54,09b0cbba4b7ab03543e6200fefc38f4fdee6e57f777380956f9c6101048bbfa4,75cabafe74e2374ed8e74a0baca2238c6a890d514e000c71ccb26583b7018873,1163.2416666666666,72.5837841270014,1235.8254507936679,1218.7649044364357,17.06054635723217,1.3998225822822712,WORSE
cn-prd-100c-02-V2-LOCATIONS,1,20.0,PL,M17_22KW_NORMAL_PWL,cn-prd-100c-02-V2-LOCATIONS__seed1__B20__PL.json,a127d115c86311f0a8d1eea0c4a5f4caeb0bb13f0bd976c6f5c2f7759035f888,2d7ac15a830dea0f4743d4af5f516d25d865536caed3014f3de78eb6caedfaf7,36e5f011f574ba50edc5dac22d009e0db5c0b2b8e3cdf8608aab8b7c9e03bc5a,1165.4350000000002,53.3299044364355,1218.7649044364357,1218.7649044364357,0.0,0.0,TIE
cn-prd-100c-02-V2-LOCATIONS,1,24.0,L1,M17_L1_FIRST_SEGMENT_LINEAR,cn-prd-100c-02-V2-LOCATIONS__seed1__B24__L1.json,d84286c57c957de1a9c2da0bebe0a195eb1841755c016a305d8aa1c8327f85b0,a188b2835f70a3fc9fcba1d4d34aebc08b24742a3e5df4e9ece84fe8a13b84cd,355ad806c8f62a8acec42da8040495d31970d85b13ec5d192b6e8f43fb1b5bee,1152.7733333333333,16.835576945383643,1169.6089102787168,1169.6089102787168,0.0,0.0,TIE
cn-prd-100c-02-V2-LOCATIONS,1,24.0,L2,M17_L2_ENDPOINT_LINEAR,cn-prd-100c-02-V2-LOCATIONS__seed1__B24__L2.json,945645aaed4254eb38a657226472e85a10518a52d280e976245d0db64ff2ff02,a188b2835f70a3fc9fcba1d4d34aebc08b24742a3e5df4e9ece84fe8a13b84cd,74808330b140cc4270a9d49f3b62dece99d88945903484165756963aad55e775,1152.7733333333333,23.311843238083632,1176.085176571417,1169.6089102787168,6.476266292700075,0.5537121199903295,WORSE
cn-prd-100c-02-V2-LOCATIONS,1,24.0,PL,M17_22KW_NORMAL_PWL,cn-prd-100c-02-V2-LOCATIONS__seed1__B24__PL.json,bbf6914b03b0a764e2692f0bdc15f18d6a7e6e6a1a78f61015f3f5d67ce54cee,a188b2835f70a3fc9fcba1d4d34aebc08b24742a3e5df4e9ece84fe8a13b84cd,d323c2db198b8f653bc3e8b4234b993a9f6d7823c4038124f83f6f8250a95840,1152.7733333333333,16.835576945383643,1169.6089102787168,1169.6089102787168,0.0,0.0,TIE
cn-prd-100c-02-V2-LOCATIONS,1,28.0,L1,M17_L1_FIRST_SEGMENT_LINEAR,cn-prd-100c-02-V2-LOCATIONS__seed1__B28__L1.json,6170427dae5b3b143cad8200f22d073f03195a8ad3eb272f7655a6ba842c4f5e,93c9bb413a7af4e0f3a8481122f457f1f4c27c286889a7d212516fb3a123626d,5f59c643a6ed5ec93248f8b7af6f6ffbef9777274abc1cc056ef6551e0304102,1150.3566666666666,6.001929375932665,1156.3585960425992,1156.3585960425992,0.0,0.0,TIE
cn-prd-100c-02-V2-LOCATIONS,1,28.0,L2,M17_L2_ENDPOINT_LINEAR,cn-prd-100c-02-V2-LOCATIONS__seed1__B28__L2.json,58dd80d8b7ff80e4ed9b6adc7028c285a8b2b2ffc9f159380277ca0a57410390,93c9bb413a7af4e0f3a8481122f457f1f4c27c286889a7d212516fb3a123626d,7d28fc36aada8f2dbb0f791ca2a579ae73297f138761ce2e7503693bcd400c3b,1150.3566666666666,8.310736079416438,1158.667402746083,1156.3585960425992,2.308806703483924,0.19966182734191132,WORSE
cn-prd-100c-02-V2-LOCATIONS,1,28.0,PL,M17_22KW_NORMAL_PWL,cn-prd-100c-02-V2-LOCATIONS__seed1__B28__PL.json,7355da39ab2ab1d4bf09dba57f53c0fc433336a424dd9c924629db80a1829f32,93c9bb413a7af4e0f3a8481122f457f1f4c27c286889a7d212516fb3a123626d,3cfa69e5410c3abf7f4bd0dbe3f7a47b31e12bed457ffb70d6a1d0b92b574f88,1150.3566666666666,6.001929375932665,1156.3585960425992,1156.3585960425992,0.0,0.0,TIE
cn-prd-100c-02-V2-LOCATIONS,1,32.0,L1,M17_L1_FIRST_SEGMENT_LINEAR,cn-prd-100c-02-V2-LOCATIONS__seed1__B32__L1.json,b06e831c96be87f9ebcb151a58e7854ccda5d0946089ddc663d9dbc89c3ce9ef,18c96d374e917365b55afe28a97be8bf1fd202f4b9e3931b9872fe0cb69b3326,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,1141.4516666666668,0,1141.4516666666668,1141.4516666666668,0.0,0.0,TIE
cn-prd-100c-02-V2-LOCATIONS,1,32.0,L2,M17_L2_ENDPOINT_LINEAR,cn-prd-100c-02-V2-LOCATIONS__seed1__B32__L2.json,4591f0ac383b879ff2a8266f69740dcceefd95accfc5c6f9fb5500747411ba8b,18c96d374e917365b55afe28a97be8bf1fd202f4b9e3931b9872fe0cb69b3326,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,1141.4516666666668,0,1141.4516666666668,1141.4516666666668,0.0,0.0,TIE
cn-prd-100c-02-V2-LOCATIONS,1,32.0,PL,M17_22KW_NORMAL_PWL,cn-prd-100c-02-V2-LOCATIONS__seed1__B32__PL.json,12d40ef78c3a60b428fb719b7a5e23b83cc139c83dc716eaea3f182cc8d9a445,18c96d374e917365b55afe28a97be8bf1fd202f4b9e3931b9872fe0cb69b3326,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,1141.4516666666668,0,1141.4516666666668,1141.4516666666668,0.0,0.0,TIE
cn-prd-100c-02-V2-LOCATIONS,2,16.0,L1,M17_L1_FIRST_SEGMENT_LINEAR,cn-prd-100c-02-V2-LOCATIONS__seed2__B16__L1.json,ee253ee14564aaa37876fe588ccc2d71bc3f21a996cb0c434987a509eb89bf00,95c23145ede378a7c4030612e6a950a4c0063eb1e428717c92b61826079f8a66,e04700c0bfad244719996d7d48d0202ba9825626f77613c88de8f030d8b4bc52,1171.6683333333335,75.57702731602026,1247.2453606493539,1251.7030159115623,-4.457655262208391,-0.3561272287070483,BETTER
cn-prd-100c-02-V2-LOCATIONS,2,16.0,L2,M17_L2_ENDPOINT_LINEAR,cn-prd-100c-02-V2-LOCATIONS__seed2__B16__L2.json,fce1a121759c5977b5d491f2dfb84a8af9a2b33cfb9d0fb44d3ee992f8e4ab21,c53877f4bdb3016533c063be527cc7e32297e0ae3872e3a3f32b3cb7db9fb9bc,868750ba8dd2238ed50ba47c04b1229763e4b2d03951e64464c1ccedaf09a59e,1171.6683333333335,104.6498031464571,1276.3181364797906,1251.7030159115623,24.61512056822835,1.9665304193824442,WORSE
