instance_id,seed,capacity_kwh,approximation,curve_id,source_unit,source_unit_sha256,route_hash,action_hash,drive_time_minutes,enroute_charge_time_minutes,montoya_time_metric_minutes,pl_montoya_time_metric_minutes,own_minus_pl_minutes,own_minus_pl_percent,comparison_to_pl
cn-prd-100c-02-V2-LOCATIONS,2,16.0,PL,M17_22KW_NORMAL_PWL,cn-prd-100c-02-V2-LOCATIONS__seed2__B16__PL.json,72dcf42d429879bcdb6158f761b38d2f72f9c70b2bd2d321f43d241513a66e18,95c23145ede378a7c4030612e6a950a4c0063eb1e428717c92b61826079f8a66,85b11ad9f2bd4f0b7f46a8b404123e35359782209f2a05b348a3fc7b26318d8d,1171.6683333333335,80.03468257822884,1251.7030159115623,1251.7030159115623,0.0,0.0,TIE
cn-prd-100c-02-V2-LOCATIONS,2,20.0,L1,M17_L1_FIRST_SEGMENT_LINEAR,cn-prd-100c-02-V2-LOCATIONS__seed2__B20__L1.json,db08d32c13dba2af09a25af27c7c7e16ef8db184bf52f065cb0bbcd44f780e7f,14d56eb1e947112f65d6ddeff2caaa61fc497cf5849bca68db7ba43bb7c48cbb,d5b3cac9e88315d2180a4a636fec8b4aa85ef88a3d275cc9322d6caac80f71be,1166.1216666666667,49.828179400432845,1215.9498460670995,1215.9498460670995,0.0,0.0,TIE
cn-prd-100c-02-V2-LOCATIONS,2,20.0,L2,M17_L2_ENDPOINT_LINEAR,cn-prd-100c-02-V2-LOCATIONS__seed2__B20__L2.json,b84ff42e72d48a9d81b51a89809e51926ece43a7993e9b18ffa9a60a6cbb8d72,2b08c96cf4ae6e54735962e92733fffde72bcc2f89e541c817f1fe3b4609ef51,7d95c71c32a99ce878769dc0c4ce887dcb40af311ee48b1a39eeca2a1e4c7079,1167.1566666666665,58.898110648787785,1226.0547773154542,1215.9498460670995,10.10493124835466,0.831031911475487,WORSE
cn-prd-100c-02-V2-LOCATIONS,2,20.0,PL,M17_22KW_NORMAL_PWL,cn-prd-100c-02-V2-LOCATIONS__seed2__B20__PL.json,7884b80aff44a1c40043bd077e70e7c15206f91a90cb4077f1ded2da862628cd,14d56eb1e947112f65d6ddeff2caaa61fc497cf5849bca68db7ba43bb7c48cbb,f2663ae84daa2d34b0f11ee579925d91c08892743e20594bfa027b5f759a4a40,1166.1216666666667,49.828179400432845,1215.9498460670995,1215.9498460670995,0.0,0.0,TIE
cn-prd-100c-02-V2-LOCATIONS,2,24.0,L1,M17_L1_FIRST_SEGMENT_LINEAR,cn-prd-100c-02-V2-LOCATIONS__seed2__B24__L1.json,77e934cd6f000eef4fb1d59ab7b46e8fe3d14a0844877008da9dbfb709de8da4,bbc503a08582f027b58c360fd3febf803b2b373c476cf59a9199c1779f274736,c8b6fc7903faa7398658642b9a0e3fdae919b3cd4c4b08d0b49dbfc69c57a6f2,1161.4333333333334,16.835576945383643,1178.268910278717,1178.268910278717,0.0,0.0,TIE
cn-prd-100c-02-V2-LOCATIONS,2,24.0,L2,M17_L2_ENDPOINT_LINEAR,cn-prd-100c-02-V2-LOCATIONS__seed2__B24__L2.json,2b56ba5b4978c7dcf1cf5c16495ef464e5920349be6d1f5f37c684551c96b115,bbc503a08582f027b58c360fd3febf803b2b373c476cf59a9199c1779f274736,e7aa6fd24f5c03c9d477df85d2c23a886fd1aba607597dea48ef29d2cf62ef29,1161.4333333333334,23.311843238083632,1184.745176571417,1178.268910278717,6.476266292700075,0.5496424658415309,WORSE
cn-prd-100c-02-V2-LOCATIONS,2,24.0,PL,M17_22KW_NORMAL_PWL,cn-prd-100c-02-V2-LOCATIONS__seed2__B24__PL.json,e5a88fd024cd414046c6aeb904a9e04efc5f1d404454f56ca5a6dc6a2597f1c4,bbc503a08582f027b58c360fd3febf803b2b373c476cf59a9199c1779f274736,fd2213ceca779c5e35d6e5b276f430f817d65f028cfc452215d69a53f83ea17a,1161.4333333333334,16.835576945383643,1178.268910278717,1178.268910278717,0.0,0.0,TIE
cn-prd-100c-02-V2-LOCATIONS,2,28.0,L1,M17_L1_FIRST_SEGMENT_LINEAR,cn-prd-100c-02-V2-LOCATIONS__seed2__B28__L1.json,c42d8723c09dbacfdbc713ebbaae695cd5b3a302728792a59c29645a9d152023,8272fd5e8fb97d6c8f48fe7cfc1a71d221bd8bacd450ee044df8eead117eadd2,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,1152.3033333333333,0,1152.3033333333333,1152.3033333333333,0.0,0.0,TIE
cn-prd-100c-02-V2-LOCATIONS,2,28.0,L2,M17_L2_ENDPOINT_LINEAR,cn-prd-100c-02-V2-LOCATIONS__seed2__B28__L2.json,e55d74fcd78ac09a566916c48d740f1e48a0bb047d1c107c80797c623e8dd2b4,8272fd5e8fb97d6c8f48fe7cfc1a71d221bd8bacd450ee044df8eead117eadd2,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,1152.3033333333333,0,1152.3033333333333,1152.3033333333333,0.0,0.0,TIE
cn-prd-100c-02-V2-LOCATIONS,2,28.0,PL,M17_22KW_NORMAL_PWL,cn-prd-100c-02-V2-LOCATIONS__seed2__B28__PL.json,feef1ea37aaa5a3175849dbfecc086ce6b11329592b2b47d415dd1290616a68a,8272fd5e8fb97d6c8f48fe7cfc1a71d221bd8bacd450ee044df8eead117eadd2,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,1152.3033333333333,0,1152.3033333333333,1152.3033333333333,0.0,0.0,TIE
cn-prd-100c-02-V2-LOCATIONS,2,32.0,L1,M17_L1_FIRST_SEGMENT_LINEAR,cn-prd-100c-02-V2-LOCATIONS__seed2__B32__L1.json,383169ffbc87b79ad4fc1f4fd2056d247ff06325838a511a5b7d63d8cb8184e2,55895e8dd04189ee2185967f98ab9b7e81357790938113f05799a04fc4cc35e8,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,1152.3033333333333,0,1152.3033333333333,1152.3033333333333,0.0,0.0,TIE
cn-prd-100c-02-V2-LOCATIONS,2,32.0,L2,M17_L2_ENDPOINT_LINEAR,cn-prd-100c-02-V2-LOCATIONS__seed2__B32__L2.json,daaf2ce5a6f5f75348a9c2f6a2206e37f92d8a6f6ce3485688b98a320867f96a,55895e8dd04189ee2185967f98ab9b7e81357790938113f05799a04fc4cc35e8,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,1152.3033333333333,0,1152.3033333333333,1152.3033333333333,0.0,0.0,TIE
cn-prd-100c-02-V2-LOCATIONS,2,32.0,PL,M17_22KW_NORMAL_PWL,cn-prd-100c-02-V2-LOCATIONS__seed2__B32__PL.json,4fe3bcac3d1d9df45400918eeac9e31b2d3dc9ece07ea0b8336b95c1b1093ae0,55895e8dd04189ee2185967f98ab9b7e81357790938113f05799a04fc4cc35e8,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,1152.3033333333333,0,1152.3033333333333,1152.3033333333333,0.0,0.0,TIE
cn-prd-100c-02-V2-LOCATIONS,3,16.0,L1,M17_L1_FIRST_SEGMENT_LINEAR,cn-prd-100c-02-V2-LOCATIONS__seed3__B16__L1.json,383f5b83dd1ead6e1cd4483f3b438f5d4187eb399b771eeccd930126e193f6b9,6022d7ca1421ae08bb11cf0f046c081bbd09dfb8860cc5b2f49d1f787d24a717,49f3502a5bf361d3b01b200001b4273741c8020580d4ca4e0d472fd94db23ff4,1166.0883333333334,68.02194760856445,1234.1102809418978,1234.147851410478,-0.037570468580270244,-0.003044243729576797,BETTER
cn-prd-100c-02-V2-LOCATIONS,3,16.0,L2,M17_L2_ENDPOINT_LINEAR,cn-prd-100c-02-V2-LOCATIONS__seed3__B16__L2.json,6aa5d9849639e799086ebc8e76e9fab02cbc808a741540649f735030bd5816ce,6022d7ca1421ae08bb11cf0f046c081bbd09dfb8860cc5b2f49d1f787d24a717,e04a3877d30c35ad866d07548d7ed94423d6221dd67e6552cab02f631fef2066,1166.0883333333334,94.18845487411704,1260.2767882074504,1234.147851410478,26.12893679697231,2.1171642252676754,WORSE
cn-prd-100c-02-V2-LOCATIONS,3,16.0,PL,M17_22KW_NORMAL_PWL,cn-prd-100c-02-V2-LOCATIONS__seed3__B16__PL.json,29f38cc154329bdf0c98633bb6abe8fe94acfe7e00d3bc691d392fd3c9797b49,6022d7ca1421ae08bb11cf0f046c081bbd09dfb8860cc5b2f49d1f787d24a717,8f79653b8c4ff7430c019e0db2fd60b99bc2fb22118439c0849ef4c325b8bfbc,1166.0883333333334,68.05951807714483,1234.147851410478,1234.147851410478,0.0,0.0,TIE
cn-prd-100c-02-V2-LOCATIONS,3,20.0,L1,M17_L1_FIRST_SEGMENT_LINEAR,cn-prd-100c-02-V2-LOCATIONS__seed3__B20__L1.json,bfc8dee906ee62114387fa08a64d194035eab0182f7bb572eed17e7dca224eb5,5be91b624264c17de212d0dc27840d8ee6e928bce0d76d530e1c9dd3afacac3f,3981bb4caf2c6850a2c45e150b8306243792d9198ea0c1aae65686e7d7597187,1161.5983333333331,46.16288699250434,1207.7612203258375,1207.7612203258375,0.0,0.0,TIE
cn-prd-100c-02-V2-LOCATIONS,3,20.0,L2,M17_L2_ENDPOINT_LINEAR,cn-prd-100c-02-V2-LOCATIONS__seed3__B20__L2.json,ad5ee5f1e6c03cd9f2a944a38d41a0278208d331424b12ec148fd18fa57dabdb,5746ce024d78453e1cc43725f7f2d30acd336b9a9247ec14fe34f913658b34f7,5fcdd14b92b11bd9fecbb18a4b075cc631c97918b542d3751dfd92388cc91f05,1161.5983333333331,63.920707230749954,1225.519040564083,1207.7612203258375,17.757820238245586,1.4703088606748582,WORSE
cn-prd-100c-02-V2-LOCATIONS,3,20.0,PL,M17_22KW_NORMAL_PWL,cn-prd-100c-02-V2-LOCATIONS__seed3__B20__PL.json,d674b53801f666df44bfac6ba1a328d88387686d38caaa589caf4c3e6ce8a3e3,5be91b624264c17de212d0dc27840d8ee6e928bce0d76d530e1c9dd3afacac3f,2309ec3adb6d672ee71b18cefae7d0c3792424553b80473e5a89aa8ced493506,1161.5983333333331,46.16288699250434,1207.7612203258375,1207.7612203258375,0.0,0.0,TIE
cn-prd-100c-02-V2-LOCATIONS,3,24.0,L1,M17_L1_FIRST_SEGMENT_LINEAR,cn-prd-100c-02-V2-LOCATIONS__seed3__B24__L1.json,02c5bcd7516bb0790bedf752a443af6f7074ee2ff815305a18a9ed5f2b383777,c984d825078c6d6fb70bc0153744903de6a2891533497fb3fe408f353ff42703,ab57c17e37146e455917aabb9781de4a6e4ca85a4720013afea562a182f5f934,1144.9533333333334,15.527693306158252,1160.4810266394916,1160.4810266394916,0.0,0.0,TIE
cn-prd-100c-02-V2-LOCATIONS,3,24.0,L2,M17_L2_ENDPOINT_LINEAR,cn-prd-100c-02-V2-LOCATIONS__seed3__B24__L2.json,7008ed180e55f4a2fd58e3739604d722d04787ee92d6498c01de8e8b3a9efeed,c984d825078c6d6fb70bc0153744903de6a2891533497fb3fe408f353ff42703,2509794efd371b416cb1f23d38f64b9c8e4c14958d5b53b51fd223af203c9972,1144.9533333333334,21.500846295704605,1166.454179629038,1160.4810266394916,5.973152989546406,0.5147135414047568,WORSE
cn-prd-100c-02-V2-LOCATIONS,3,24.0,PL,M17_22KW_NORMAL_PWL,cn-prd-100c-02-V2-LOCATIONS__seed3__B24__PL.json,575770a3b73a1433a6dff21892d3a485741ad5c95e11fcd77311ea75c296e7ca,c984d825078c6d6fb70bc0153744903de6a2891533497fb3fe408f353ff42703,aa4f983343d3276b5c3b352a9feb773d2ddbb1c81e127db225194fc06211a855,1144.9533333333334,15.527693306158252,1160.4810266394916,1160.4810266394916,0.0,0.0,TIE
cn-prd-100c-02-V2-LOCATIONS,3,28.0,L1,M17_L1_FIRST_SEGMENT_LINEAR,cn-prd-100c-02-V2-LOCATIONS__seed3__B28__L1.json,1afd7a1d3ad74787b4e40725f3ea2d1a02544e8a4a2ec01a837282f8141e953c,12cf87d4cb4222442c9d7921335ae5426115ba4471b8568424ab75df27b8b9fd,7a38a2d83dd023dabe04daf884193a60b3c62ce9fd95da1c695c6b094f588452,1146.52,4.586516835570015,1151.10651683557,1151.10651683557,0.0,0.0,TIE
cn-prd-100c-02-V2-LOCATIONS,3,28.0,L2,M17_L2_ENDPOINT_LINEAR,cn-prd-100c-02-V2-LOCATIONS__seed3__B28__L2.json,3ccd4c922c97fa75c5b4722a33b60be319128253f698f0d975f3edcd9e8f2ef6,12cf87d4cb4222442c9d7921335ae5426115ba4471b8568424ab75df27b8b9fd,7c0554105ce5c15ea3db5ec9baf5a0f21fdcb9d68d0e1b9d2611036a60409d78,1146.52,6.350846295704605,1152.8708462957045,1151.10651683557,1.7643294601346042,0.15327247603330443,WORSE
cn-prd-100c-02-V2-LOCATIONS,3,28.0,PL,M17_22KW_NORMAL_PWL,cn-prd-100c-02-V2-LOCATIONS__seed3__B28__PL.json,3ac6db400ea0e050ad4dfbbd1d27a6d915dc8702fe3fd23b636aaf5a2eb82495,12cf87d4cb4222442c9d7921335ae5426115ba4471b8568424ab75df27b8b9fd,3a9d3a6df7e8a9d0e26c3f2138fbd17729c95982063db0d98ab8dd7a48e1e516,1146.52,4.586516835570015,1151.10651683557,1151.10651683557,0.0,0.0,TIE
cn-prd-100c-02-V2-LOCATIONS,3,32.0,L1,M17_L1_FIRST_SEGMENT_LINEAR,cn-prd-100c-02-V2-LOCATIONS__seed3__B32__L1.json,2ca469ad2a89630d697804261d9a89eadd0d5cebc6da06bf070c5268d834952c,3ae5222b51991046450ba03f84ed17f90619f681e702aaa6ad67a95dc60e91d2,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,1137.615,0,1137.615,1137.615,0.0,0.0,TIE
cn-prd-100c-02-V2-LOCATIONS,3,32.0,L2,M17_L2_ENDPOINT_LINEAR,cn-prd-100c-02-V2-LOCATIONS__seed3__B32__L2.json,22107b071dcfde7163bf999d8570f1ecd07da2f968935c1c42b3a3356c4f256f,3ae5222b51991046450ba03f84ed17f90619f681e702aaa6ad67a95dc60e91d2,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,1137.615,0,1137.615,1137.615,0.0,0.0,TIE
cn-prd-100c-02-V2-LOCATIONS,3,32.0,PL,M17_22KW_NORMAL_PWL,cn-prd-100c-02-V2-LOCATIONS__seed3__B32__PL.json,1676138ebe4d39b5d6392cf78b527c98f8cce1845e33a2b7bebeb82cf0c5ba2a,3ae5222b51991046450ba03f84ed17f90619f681e702aaa6ad67a95dc60e91d2,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,1137.615,0,1137.615,1137.615,0.0,0.0,TIE
cn-prd-50c-01-V2-LOCATIONS,1,16.0,L1,M17_L1_FIRST_SEGMENT_LINEAR,cn-prd-50c-01-V2-LOCATIONS__seed1__B16__L1.json,84ab2e543545893ea17edc2ec1960483b00aee6401e3c2cf3145416b175196f7,d6da009bf6f88267c53edd1e597123e97df22c0af12b643c2026440c76b50407,ed0deb17cbcdc03fef3a4459fb77eb0c899b192d1343ca46b239315b1d460e2c,612.1733333333334,29.14887556848802,641.3222089018215,641.3222089018215,0.0,0.0,TIE
cn-prd-50c-01-V2-LOCATIONS,1,16.0,L2,M17_L2_ENDPOINT_LINEAR,cn-prd-50c-01-V2-LOCATIONS__seed1__B16__L2.json,efefef1f416073e5afe16ecbd511858e9833310dcfb77407e743704cc4a6a373,d6da009bf6f88267c53edd1e597123e97df22c0af12b643c2026440c76b50407,92940e4f25419bd4da367fbaef41192b0f466ca04794614e45b8322c40adb7d7,612.1733333333334,40.3617897992693,652.5351231326027,641.3222089018215,11.21291423078128,1.7484057272836218,WORSE
cn-prd-50c-01-V2-LOCATIONS,1,16.0,PL,M17_22KW_NORMAL_PWL,cn-prd-50c-01-V2-LOCATIONS__seed1__B16__PL.json,4509fea184cf3de3214db18e9baf56ed82918043952ab62143caf59f280c5677,d6da009bf6f88267c53edd1e597123e97df22c0af12b643c2026440c76b50407,007a5cd92907b3fdad7297f5f2bd6f2b64555d608ed9b61c7c90aa3120505aea,612.1733333333334,29.14887556848802,641.3222089018215,641.3222089018215,0.0,0.0,TIE
cn-prd-50c-01-V2-LOCATIONS,1,20.0,L1,M17_L1_FIRST_SEGMENT_LINEAR,cn-prd-50c-01-V2-LOCATIONS__seed1__B20__L1.json,de67f9aa3f554d5fd75dda38e1558636db1395f6d031e882395c8ce793079de6,845e81acca022252b4952bca7537c23d03ee185e3a951c062aeb505f3bc5078a,e446c376b20bfdb09e93e905d648389a442d83efada36303ea9e3a7af3314ebe,617.0266666666666,18.207699097899784,635.2343657645664,635.2343657645664,0.0,0.0,TIE
cn-prd-50c-01-V2-LOCATIONS,1,20.0,L2,M17_L2_ENDPOINT_LINEAR,cn-prd-50c-01-V2-LOCATIONS__seed1__B20__L2.json,9659f2b645edf485d941a035055b6e8cf73f6a1a2ab1bc6a511e6a313f6dd811,845e81acca022252b4952bca7537c23d03ee185e3a951c062aeb505f3bc5078a,e41859d50dc34824ff2d6148bbb7e1073f2cdabe3172115a32caad196db79f36,617.0266666666666,25.211789799269297,642.238456465936,635.2343657645664,7.004090701369591,1.102599462316477,WORSE
cn-prd-50c-01-V2-LOCATIONS,1,20.0,PL,M17_22KW_NORMAL_PWL,cn-prd-50c-01-V2-LOCATIONS__seed1__B20__PL.json,9aeb361813bbf873c12349d222351cdfebbd36b8806a2c74fae276a2ea1ae8ce,845e81acca022252b4952bca7537c23d03ee185e3a951c062aeb505f3bc5078a,8b6fbba3f3bb68ef277c91d9f4f4f6ffa5053d4a9f90e007a9718f0e8869457e,617.0266666666666,18.207699097899784,635.2343657645664,635.2343657645664,0.0,0.0,TIE
cn-prd-50c-01-V2-LOCATIONS,1,24.0,L1,M17_L1_FIRST_SEGMENT_LINEAR,cn-prd-50c-01-V2-LOCATIONS__seed1__B24__L1.json,abbb840491f30082833ff1ef0c8d2bc5e3f90fdc3846b136ab617cbbf6280ae9,b23fdc29c337cabd61740bbbd1cdedca5e3f86ecff00d6f605c03245132d3526,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,602.4150000000001,0,602.4150000000001,602.4150000000001,0.0,0.0,TIE
