instance_id,arm,seed,iterations,runtime_seconds,initial_total_cost_cny,total_cost_cny,total_emissions_kg,cv_direct_emissions_kg,ev_indirect_emissions_kg,used_cv,used_ev,electricity_kwh,customers_served,customers_total,demand_served,demand_total,caps_by_depot_json,individual_fingerprint
cn-jjj-50c-01-V2-LOCATIONS,FIXED_TOTAL_50,11,1,10.111931665975135,2409.588573273671,2409.588573273671,253.50470833872652,154.6034917513949,98.90121658733163,3,4,161.37418437683402,50,50,13264.0,13264.0,"{""D_beijing"": {""num_cv"": 3, ""num_ev"": 3, ""total_fleet_cap"": 6}, ""D_tianjin"": {""num_cv"": 1, ""num_ev"": 2, ""total_fleet_cap"": 3}}",dfcbdb2280d64abdddb598483d71f6c52c14b315593fd7b0917fc12dbd2a905f
