phase,scale,instance_id,seed,stream_seed,arm,status,search_evaluations,error_type,error_message,evidence_path
probe_startup,50c,cn-prd-50c-01-V2-LOCATIONS,1,1,FULL_ROLLING,HALT_PROBE_STARTUP_KEYERROR_INSTANCE_PATH,0,KeyError,instance_json,monitor_runtime/probe/experiment.stdout.log
