algorithm,selected_seed,point_order,elapsed_seconds,elapsed_minutes,cost_cny,source
HGS-F,1,0,0.0,0.0,2849.903438015333,common_initial
HGS-F,1,1,0.028853791998699307,0.0004808965333116551,2587.207431321163,hgs_new_proxy_population_best
HGS-F,1,2,0.2895183340006042,0.004825305566676737,2581.8977255592176,hgs_new_proxy_population_best
HGS-F,1,3,0.32462108400068246,0.005410351400011375,2580.16033035718,hgs_new_proxy_population_best
HGS-F,1,4,0.8249483340041479,0.013749138900069131,2574.660505687653,hgs_new_proxy_population_best
HGS-E,8,0,0.0,0.0,2849.903438015333,common_initial
HGS-E,8,1,0.001992374993278645,3.320624988797742e-05,2599.6430211972583,hgs_new_proxy_population_best
HGS-E,8,2,6.020995124999899,0.10034991874999832,2594.1291282681514,hgs_new_proxy_population_best
HGS-M,2,0,0.0,0.0,2849.903438015333,common_initial
HGS-M,2,1,0.03555679100099951,0.0005926131833499918,2592.273747083293,hgs_new_proxy_population_best
MV-HGS-SP,1,0,0.0,0.0,2849.903438015333,common_initial
MV-HGS-SP,1,1,0.028853791998699307,0.0004808965333116551,2587.207431321163,cv_only:hgs_new_proxy_population_best
MV-HGS-SP,1,2,0.2895183340006042,0.004825305566676737,2581.8977255592176,cv_only:hgs_new_proxy_population_best
MV-HGS-SP,1,3,0.32462108400068246,0.005410351400011375,2580.16033035718,cv_only:hgs_new_proxy_population_best
MV-HGS-SP,1,4,0.8249483340041479,0.013749138900069131,2574.660505687653,cv_only:hgs_new_proxy_population_best
