row_type,category,instance,size,battery_kwh,status,violation_count,route_count,cv_route_count,ev_route_count,ev_route_share,cv_physical_vehicle_count,ev_physical_vehicle_count,charging_action_count,total_cost,E_total,E_cv_direct,E_ev_indirect,cost_carbon,baseline_source,low_carbon_charging_share
baseline,vanilla,e2-vanilla-150c-01,150,80.0,OK,0,21,20,1,0.047619047619047616,10,1,1,6015.377586977482,3354.4746147287115,3354.133788123533,0.34082660517844154,168.86425210544334,baselines/e2_alns/high_tension_separation_probe_09w_stage_a_data/checkpoints/wc80/e2-vanilla-150c-01__alns_e2_throughput__seed1.json,1.0
baseline,vanilla,e2-vanilla-200c-01,200,80.0,OK,0,29,28,1,0.034482758620689655,14,1,1,8714.98386087934,4943.164115121717,4942.912351068003,0.25176405371482147,248.83888155522726,baselines/e2_alns/high_tension_separation_probe_09w_stage_a_data/checkpoints/wc80/e2-vanilla-200c-01__alns_e2_throughput__seed1.json,1.0
baseline,multidepot,e2-multidepot-150c-01,150,80.0,OK,0,22,21,1,0.045454545454545456,10,1,1,5488.782859056312,2872.344799158398,2872.2539145546593,0.09088460373871018,144.59383718963377,baselines/e2_alns/high_tension_separation_probe_09w_stage_a_data/checkpoints/wc80/e2-multidepot-150c-01__alns_e2_throughput__seed1.json,1.0
baseline,multidepot,e2-multidepot-200c-01,200,80.0,OK,0,29,28,1,0.034482758620689655,14,1,1,6608.239546640648,3307.169681933136,3306.917917879421,0.25176405371482147,166.48292178851406,baselines/e2_alns/high_tension_separation_probe_09w_stage_a_data/checkpoints/wc80/e2-multidepot-200c-01__alns_e2_throughput__seed1.json,1.0
baseline,threeshift,e2-threeshift-150c-01,150,80.0,OK,0,22,21,1,0.045454545454545456,10,1,1,5803.553350198798,3101.0426845269594,3100.8642778629182,0.17840666404101269,156.10648873908715,baselines/e2_alns/high_tension_separation_probe_09w_stage_a_data/checkpoints/wc80/e2-threeshift-150c-01__alns_e2_throughput__seed1.json,1.0
