instance_id,arm,seed,iterations,runtime_seconds,total_cost_cny,total_emissions_kg,cv_direct_emissions_kg,ev_indirect_emissions_kg,used_cv,used_ev,electricity_kwh,customers_served,customers_total,demand_served,demand_total,caps_by_depot_json,individual_fingerprint
cn-prd-50c-01-V2-LOCATIONS,FIXED_TOTAL_50,11,100,102.17137745895889,2013.7746395608797,174.14475556113987,134.42219256969912,39.722562991440746,3,3,130.76427060363994,50,50,12223.0,12223.0,"{""D_guangzhou"": {""num_cv"": 2, ""num_ev"": 2, ""total_fleet_cap"": 4}, ""D_shenzhen"": {""num_cv"": 2, ""num_ev"": 2, ""total_fleet_cap"": 4}}",c0b60b1dd708e24e82c4bd2c6ac4b56bb69880aa2b90d682bc40a941d7cd5ef3
