run_id,phase,algorithm,display_algorithm,category,instance,seed,step,eval,operator,channel,best_cost,route_count,time_seconds
E_CARBON_TIER1__formal_goeke80__threeshift__e2-threeshift-150c-02__alns_e2_carbon__seed1,E_CARBON_TIER1,alns_e2_carbon,alns_e2_carbon,threeshift,e2-threeshift-150c-02,1,0,0,shared_warm_start,shared_warm_start,5059.001494485717,,0.00047849999100435525
E_CARBON_TIER1__formal_goeke80__threeshift__e2-threeshift-150c-02__alns_e2_carbon__seed1,E_CARBON_TIER1,alns_e2_carbon,alns_e2_carbon,threeshift,e2-threeshift-150c-02,1,1,15,random_customer_removal+greedy_insert_repair,native_random_customer_removal+greedy_insert_repair,4870.396800320584,,1.788277666986687
E_CARBON_TIER1__formal_goeke80__threeshift__e2-threeshift-150c-02__alns_e2_carbon__seed1,E_CARBON_TIER1,alns_e2_carbon,alns_e2_carbon,threeshift,e2-threeshift-150c-02,1,2,16,random_customer_removal+greedy_insert_repair,native_random_customer_removal+greedy_insert_repair,4857.227645343409,,2.048692291995394
E_CARBON_TIER1__formal_goeke80__threeshift__e2-threeshift-150c-02__alns_e2_carbon__seed1,E_CARBON_TIER1,alns_e2_carbon,alns_e2_carbon,threeshift,e2-threeshift-150c-02,1,3,17,random_customer_removal+greedy_insert_repair,native_random_customer_removal+greedy_insert_repair,4812.8250365773065,,2.148806708995835
E_CARBON_TIER1__formal_goeke80__threeshift__e2-threeshift-150c-02__alns_e2_carbon__seed1,E_CARBON_TIER1,alns_e2_carbon,alns_e2_carbon,threeshift,e2-threeshift-150c-02,1,4,22,random_customer_removal+greedy_insert_repair,native_random_customer_removal+greedy_insert_repair,4775.873337785318,,2.5268014169996604
E_CARBON_TIER1__formal_goeke80__threeshift__e2-threeshift-150c-02__alns_e2_carbon__seed1,E_CARBON_TIER1,alns_e2_carbon,alns_e2_carbon,threeshift,e2-threeshift-150c-02,1,5,23,random_customer_removal+greedy_insert_repair,native_random_customer_removal+greedy_insert_repair,4734.384379621383,,2.6042353749944596
E_CARBON_TIER1__formal_goeke80__threeshift__e2-threeshift-150c-02__alns_e2_carbon__seed1,E_CARBON_TIER1,alns_e2_carbon,alns_e2_carbon,threeshift,e2-threeshift-150c-02,1,6,24,random_customer_removal+greedy_insert_repair,native_random_customer_removal+greedy_insert_repair,4616.160379096123,,2.7783149589959066
E_CARBON_TIER1__formal_goeke80__threeshift__e2-threeshift-150c-02__alns_e2_carbon__seed1,E_CARBON_TIER1,alns_e2_carbon,alns_e2_carbon,threeshift,e2-threeshift-150c-02,1,7,26,random_customer_removal+greedy_insert_repair,native_random_customer_removal+greedy_insert_repair,4392.389350306816,,3.3347042499954114
E_CARBON_TIER1__formal_goeke80__threeshift__e2-threeshift-150c-02__alns_e2_carbon__seed1,E_CARBON_TIER1,alns_e2_carbon,alns_e2_carbon,threeshift,e2-threeshift-150c-02,1,8,27,random_customer_removal+greedy_insert_repair,native_random_customer_removal+greedy_insert_repair,4380.762784333508,,3.5118669999937993
E_CARBON_TIER1__formal_goeke80__threeshift__e2-threeshift-150c-02__alns_e2_carbon__seed1,E_CARBON_TIER1,alns_e2_carbon,alns_e2_carbon,threeshift,e2-threeshift-150c-02,1,9,29,random_customer_removal+greedy_insert_repair,native_random_customer_removal+greedy_insert_repair,4358.497248637532,,3.707019791996572
